,Player,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist
767,Julian Draxler,346,5,30,182,138,19,346,16,10,62.5,6,37.5,247,1201,514
768,Matthieu Dreyer,452,391,449,3,0,0,452,0,0,,0,,224,1088,694
769,Domingos Duarte,906,139,490,397,24,15,906,3,2,66.7,1,33.3,409,1938,1008
770,Óscar Duarte,1175,206,686,465,31,25,1175,2,1,50.0,1,50.0,585,2568,1365
771,Rubén Duarte,1676,101,535,737,415,16,1676,9,5,55.6,4,44.4,679,2885,1414
772,Leo Dubois,1552,56,373,786,408,24,1552,24,12,50.0,12,50.0,946,4571,2336
773,Martin Dúbravka,895,688,887,9,0,0,895,0,0,,0,,462,2679,1338
774,Ondrej Duda,902,17,85,487,343,52,902,66,37,56.1,29,43.9,538,2596,923
775,Jeremy Dudziak,465,4,57,226,190,31,465,33,14,42.4,19,57.6,242,1442,593
776,Shane Duffy,1218,189,678,492,52,31,1218,1,1,100.0,0,0.0,627,2379,1312
777,Unai Dufur,61,6,16,42,3,2,61,0,0,,0,,36,146,56
778,Denzel Dumfries,1088,35,200,376,523,127,1088,30,15,50.0,15,50.0,568,3136,1540
779,Paul Dummett,96,9,33,51,12,0,96,0,0,,0,,33,128,36
780,Alfred Duncan,1103,18,168,645,311,29,1103,23,13,56.5,10,43.5,685,3131,1559
781,Lewis Dunk,2197,281,1180,949,76,37,2197,4,4,100.0,0,0.0,1306,5934,2863
782,Erik Durm,334,13,83,181,72,4,334,1,0,0.0,1,100.0,162,911,470
783,Hugo Duro,7,0,0,1,6,4,7,0,0,,0,,5,7,1
784,Hugo Duro,623,24,85,251,290,60,623,25,13,52.0,12,48.0,332,1196,454
785,Jean-Kevin Duverne,2151,126,698,1036,429,31,2151,42,19,45.2,23,54.8,1174,6682,3680
786,Paulo Dybala,1451,5,155,690,628,86,1449,79,47,59.5,32,40.5,909,4692,1859
787,Edin Džeko,1139,49,121,503,524,178,1139,41,17,41.5,24,58.5,614,3167,1454
788,Enzo Ebosse,1246,86,536,638,84,6,1246,15,9,60.0,6,40.0,856,4677,2469
789,Tyronne Ebuehi,655,50,279,225,158,16,655,20,11,55.0,9,45.0,293,1804,924
790,Ederson,1169,906,1159,10,0,0,1169,0,0,,0,,795,3425,2214
791,Éderson,547,21,122,293,145,26,547,38,19,50.0,19,50.0,341,1867,948
792,Odsonne Édouard,679,20,71,303,316,82,678,67,30,44.8,37,55.2,381,2143,1122
793,CJ Egan-Riley,1,1,1,0,0,0,1,0,0,,0,,0,0,0
794,Maximilian Eggestein,1208,53,241,662,315,34,1208,19,7,36.8,12,63.2,520,2303,1208
795,Lilian Egloff,16,0,2,7,7,1,16,0,0,,0,,11,16,1
796,Kingsley Ehizibue,483,30,195,206,86,4,483,15,5,33.3,10,66.7,235,1275,727
797,Julian Eitschberger,40,5,18,18,4,1,40,0,0,,0,,20,74,57
798,Albin Ekdal,941,51,279,547,126,24,941,23,15,65.2,8,34.8,455,2192,914
799,Hugo Ekitike,603,20,73,269,273,66,601,47,23,48.9,24,51.1,365,2120,1006
800,Jurgen Ekkelenkamp,339,3,44,176,123,26,339,12,6,50.0,6,50.0,170,676,318
801,Caleb Ekuban,687,16,70,327,299,83,687,52,26,50.0,26,50.0,394,2076,817
802,Anthony Elanga,619,11,111,214,296,56,619,31,11,35.5,20,64.5,354,2063,993
803,Alberth Elis,517,11,63,189,271,76,516,45,16,35.6,29,64.4,338,2284,1101
804,Harvey Elliott,302,1,23,130,151,19,302,9,2,22.2,7,77.8,174,882,486
805,Elif Elmas,986,27,115,512,370,50,986,35,24,68.6,11,31.4,669,3968,1950
806,Mohamed Elneny,630,33,145,391,97,3,630,1,0,0.0,1,100.0,365,1508,713
807,Aritz Elustondo,1392,162,679,647,75,14,1392,7,6,85.7,1,14.3,755,4470,2496
808,Nico Elvedi,1992,204,1074,888,41,23,1992,7,6,85.7,1,14.3,1177,5347,2774
809,Mohamed Elyounoussi,933,37,133,370,443,84,933,45,28,62.2,17,37.8,485,3240,1513
810,Adri Embarba,1099,35,191,362,563,46,1099,80,41,51.3,39,48.8,562,3761,1805
811,Breel Embolo,833,15,36,428,378,102,833,76,42,55.3,34,44.7,514,2762,1110
812,Emerson,1765,98,579,666,530,56,1765,34,17,50.0,17,50.0,911,4344,2277
813,Emerson,78,1,17,48,13,0,78,1,0,0.0,1,100.0,42,184,73
814,Renaud Emond,48,2,5,25,18,2,48,0,0,,0,,18,41,4
815,Youssef En-Nesyri,331,22,49,145,140,58,330,14,4,28.6,10,71.4,142,492,171
816,Keita Endo,36,0,4,12,20,5,36,1,0,0.0,1,100.0,24,108,50
817,Wataru Endo,1981,96,494,1151,359,54,1981,54,34,63.0,20,37.0,1051,4554,2186
818,Christian Eriksen,740,18,137,374,238,12,740,16,8,50.0,8,50.0,409,1889,1044
819,Martin Erlic,1383,265,887,463,40,30,1383,4,3,75.0,1,25.0,662,2898,1380
820,Gonzalo Escalante,10,2,6,3,1,0,10,0,0,,0,,3,42,0
821,Gonzalo Escalante,582,37,136,335,115,24,582,9,7,77.8,2,22.2,216,788,372
822,Aarón Escandell,137,115,137,0,0,0,137,0,0,,0,,64,402,250
823,Sergio Escudero,934,47,281,443,214,14,934,12,3,25.0,9,75.0,352,1514,801
824,Alfonso Espino,2202,149,770,939,529,46,2202,47,24,51.1,23,48.9,929,4757,2546
825,Michael Esser,146,126,146,0,0,0,146,0,0,,0,,88,416,252
826,Estanis,4,0,2,2,0,0,4,0,0,,0,,0,0,0
827,Maxime Estève,1005,151,549,443,22,11,1005,3,2,66.7,1,33.3,632,3558,1906
828,Pervis Estupiñán,1262,50,355,501,417,30,1262,35,17,48.6,18,51.4,658,3310,1745
829,Oghenekaro Etebo,204,15,65,130,12,0,204,10,6,60.0,4,40.0,106,548,248
830,Jonny Evans,1147,154,632,484,38,12,1147,3,2,66.7,1,33.3,657,2803,1537
831,Eberechi Eze,376,4,48,190,143,11,376,23,14,60.9,9,39.1,222,1381,662
832,Abdessamad Ezzalzouli,302,1,42,77,193,52,302,59,34,57.6,25,42.4,214,2030,1194
833,Łukasz Fabiański,1084,978,1081,3,0,0,1084,0,0,,0,,593,3722,2293
834,Fabinho,1788,42,343,1175,281,21,1786,15,11,73.3,4,26.7,942,3953,1874
835,Fábio,1071,48,318,505,259,17,1071,24,14,58.3,10,41.7,469,2497,1162
836,Cesc Fàbregas,59,1,8,24,27,1,59,1,0,0.0,1,100.0,31,96,50
837,Wout Faes,1843,330,1110,682,66,32,1843,9,7,77.8,2,22.2,1100,6230,3604
838,Wahid Faghir,46,0,0,17,31,6,46,6,5,83.3,1,16.7,35,161,59
839,Romain Faivre,705,6,61,329,324,36,705,41,22,53.7,19,46.3,521,3667,1947
840,Romain Faivre,1131,19,149,474,531,61,1126,89,43,48.3,46,51.7,689,5443,2850
841,Radamel Falcao,282,12,19,138,126,41,282,10,3,30.0,7,70.0,153,598,219
842,Diego Falcinelli,45,1,5,17,24,9,45,4,2,50.0,2,50.0,26,125,62
843,Wladimiro Falcone,389,355,387,1,1,0,389,0,0,,0,,226,1192,754
844,Fali,898,122,460,384,56,13,898,1,1,100.0,0,0.0,404,1971,1177
845,Paolo Faragò,15,0,5,5,7,3,15,1,1,100.0,0,0.0,7,54,38
846,Omar Faraj,6,0,5,1,1,0,6,0,0,,0,,5,29,0
847,Davide Faraoni,1715,94,440,784,503,55,1715,40,12,30.0,28,70.0,714,2589,1186
848,Mohamed Fares,331,9,82,141,114,16,331,16,9,56.3,7,43.8,173,915,452
849,Diego Farias,38,0,2,15,21,1,38,1,1,100.0,0,0.0,25,120,56
850,Wuilker Faríñez,325,283,322,3,0,0,325,0,0,,0,,197,1047,584
851,Ömer Faruk Beyaz,53,0,6,22,25,3,53,1,0,0.0,1,100.0,24,103,28
852,Noah Fatar,9,0,0,4,5,0,9,0,0,,0,,4,30,15
853,Ansu Fati,222,0,10,71,144,34,222,14,4,28.6,10,71.4,151,832,430
854,Julien Faussurier,331,11,65,125,144,16,331,8,1,12.5,7,87.5,207,1190,497
855,Andrea Favilli,11,2,3,4,4,2,11,0,0,,0,,8,32,0
856,Federico Fazio,817,107,347,403,77,27,817,11,9,81.8,2,18.2,361,2193,1390
857,Aleix Febas,70,2,8,50,13,2,70,3,1,33.3,2,66.7,32,178,103
858,Adrian Fein,12,0,2,8,2,1,12,0,0,,0,,7,27,14
859,Nabil Fekir,1883,4,108,836,957,127,1883,123,82,66.7,41,33.3,1169,7228,3280
860,Felipe,965,117,451,479,37,21,965,3,2,66.7,1,33.3,521,2849,1396
861,Luiz Felipe,2079,282,1046,997,44,10,2079,6,6,100.0,0,0.0,1215,6510,3496
862,João Félix,600,9,43,285,280,53,600,52,31,59.6,21,40.4,415,2677,1489
863,Ohis Felix Uduokhai,502,65,289,196,23,3,502,9,8,88.9,1,11.1,292,1570,831
864,Kiko Femenía,1431,101,455,569,418,11,1431,14,7,50.0,7,50.0,611,3099,1626
865,Evan Ferguson,7,0,0,2,5,1,7,0,0,,0,,1,0,0
866,Nathan Ferguson,5,0,4,1,0,0,5,0,0,,0,,1,5,0
867,Bruno Fernandes,2445,64,359,1135,965,100,2443,52,26,50.0,26,50.0,1450,6657,3514
868,Edimilson Fernandes,157,11,29,69,61,6,157,4,3,75.0,1,25.0,99,426,208
869,Aitor Fernández,415,356,411,4,0,0,415,0,0,,0,,207,1096,819
870,Álex Fernández,1272,53,272,729,290,26,1270,22,9,40.9,13,59.1,703,3890,2048
871,Álvaro Fernández,546,422,540,6,0,0,546,0,0,,0,,340,1672,890
872,Federico Fernández,265,53,157,100,11,8,265,0,0,,0,,152,619,311
873,Fernandinho,927,35,172,622,137,17,927,11,9,81.8,2,18.2,637,2931,1483
874,Fernando,1415,114,539,742,143,10,1415,11,7,63.6,4,36.4,817,3263,1630
875,Alex Ferrari,1032,142,571,431,36,4,1032,14,4,28.6,10,71.4,544,2389,1147
876,Salvador Ferrer,927,71,305,428,199,8,927,12,8,66.7,4,33.3,419,2096,1107
877,Jordan Ferri,2827,98,835,1676,341,6,2827,53,35,66.0,18,34.0,2056,10912,6091
878,Riccardo Fiamozzi,438,21,143,210,87,2,438,7,3,42.9,4,57.1,201,935,526
879,Fidel,1361,37,236,638,506,49,1360,75,44,58.7,31,41.3,817,4238,2241
880,Karol Fila,422,8,75,194,155,10,422,6,3,50.0,3,50.0,249,1014,434
881,Alfreð Finnbogason,112,10,18,47,48,14,112,7,2,28.6,5,71.4,62,278,117
882,Luca Fiordilino,387,23,128,203,61,10,387,5,3,60.0,2,40.0,206,854,298
883,Vincenzo Fiorillo,35,33,35,0,0,0,35,0,0,,0,,16,55,46
884,Roberto Firmino,664,4,49,302,322,68,664,33,17,51.5,16,48.5,370,1882,883
885,Junior Firpo,1152,60,346,562,257,38,1152,28,16,57.1,12,42.9,585,2858,1718
886,Mark Flekken,1396,1088,1371,27,0,0,1396,2,2,100.0,0,0.0,827,5135,2956
887,Ashley Fletcher,14,1,2,5,7,2,14,0,0,,0,,10,53,31
888,Alexis Flips,687,25,164,289,252,23,686,28,13,46.4,15,53.6,348,1725,770
889,Alessandro Florenzi,925,31,223,496,217,20,925,10,8,80.0,2,20.0,493,2434,1397
890,Phil Foden,1303,6,66,426,820,137,1303,58,37,63.8,21,36.2,872,4436,1941
891,Mamadou Fofana,12,5,10,2,0,0,12,0,0,,0,,2,4,0
892,Seko Fofana,2195,32,268,1280,687,105,2195,123,79,64.2,44,35.8,1616,10414,5140
893,Wesley Fofana,594,55,305,275,19,5,594,3,3,100.0,0,0.0,434,2958,1710
894,Youssouf Fofana,1455,47,239,973,263,17,1455,62,40,64.5,22,35.5,918,4891,2497
895,Thomas Foket,1281,88,432,503,355,27,1281,26,13,50.0,13,50.0,769,3942,1776
896,Thomas Fontaine,72,6,37,33,2,0,72,0,0,,0,,38,137,58
897,José Fontán,234,20,89,135,12,1,234,1,1,100.0,0,0.0,160,780,478
898,José Fonte,2437,300,1221,1110,116,48,2437,5,4,80.0,1,20.0,1525,7326,4048
899,Fernando Forestieri,33,1,4,9,20,4,33,1,1,100.0,0,0.0,16,124,84
900,Pablo Fornals,1731,33,262,819,665,65,1731,54,23,42.6,31,57.4,981,4917,2219
901,Emil Forsberg,951,8,69,481,413,61,947,31,23,74.2,8,25.8,592,3087,1391
902,Adam Forshaw,995,25,265,578,167,9,995,19,12,63.2,7,36.8,539,2507,1137
903,Marcus Forss,69,0,2,39,28,6,69,4,1,25.0,3,75.0,29,126,44
904,Fraser Forster,673,513,669,4,0,0,673,0,0,,0,,336,2160,1197
905,Philipp Förster,569,3,66,280,229,36,569,18,9,50.0,9,50.0,328,1963,1021
906,Francesco Forte,118,2,10,62,49,19,118,1,1,100.0,0,0.0,46,181,65
907,Steven Fortes,39,5,22,18,0,0,39,2,1,50.0,1,50.0,17,120,55
908,Ben Foster,940,719,925,16,0,0,940,1,1,100.0,0,0.0,450,2800,1448
909,Tariqe Fosu,10,0,0,3,7,3,10,0,0,,0,,7,62,53
910,Timothy Fosu-Mensah,109,5,33,51,28,1,109,2,1,50.0,1,50.0,47,211,94
911,Dimitri Foulquier,84,4,21,46,18,0,84,0,0,,0,,32,200,78
912,Dimitri Foulquier,1243,67,354,612,289,14,1243,33,23,69.7,10,30.3,584,3750,2078
913,Juan Foyth,1409,80,470,713,247,18,1409,40,28,70.0,12,30.0,746,4620,2709
914,Gianluca Frabotta,12,1,1,5,6,1,12,0,0,,0,,4,61,40
915,Raphael Framberger,554,30,162,239,156,4,554,12,6,50.0,6,50.0,206,1056,540
916,Przemysław Frankowski,1740,67,416,748,592,63,1740,38,16,42.1,22,57.9,955,4654,2167
917,Enric Franquesa,325,12,86,149,95,4,325,19,10,52.6,9,47.4,145,1043,503
918,Fransérgio,684,37,149,440,102,17,684,11,5,45.5,6,54.5,378,1777,778
919,Ryan Fraser,590,22,102,192,301,42,590,4,1,25.0,3,75.0,370,1823,970
920,Davide Frattesi,1642,103,376,880,419,86,1642,64,42,65.6,22,34.4,923,5167,2728
921,Fred,1623,65,392,965,275,17,1623,36,21,58.3,15,41.7,840,3252,1564
922,Ryan Fredericks,172,14,50,78,44,2,172,1,0,0.0,1,100.0,87,343,188
923,Morten Frendrup,461,13,120,247,99,5,461,5,3,60.0,2,40.0,170,981,357
924,Remo Freuler,2036,55,343,1162,546,37,2036,35,20,57.1,15,42.9,1187,6064,3054
925,Marvin Friedrich,549,48,306,228,15,9,549,1,0,0.0,1,100.0,325,1206,463
926,Marvin Friedrich,773,91,403,329,48,19,773,7,5,71.4,2,28.6,430,2046,1198
927,Jeremie Frimpong,1480,69,467,655,382,62,1480,79,47,59.5,32,40.5,854,6153,3459
928,Christian Früchtl,4,2,4,0,0,0,4,0,0,,0,,2,1,0
929,Jorge de Frutos,754,16,128,279,362,77,754,76,36,47.4,40,52.6,421,2730,1566
930,Leo Fuhr Hjelde,130,9,55,60,16,1,130,0,0,,0,,59,178,89
931,Chris Führich,900,16,109,412,402,41,900,65,40,61.5,25,38.5,521,3376,1684
932,Angelo Fulgini,1761,11,190,932,656,84,1761,125,49,39.2,76,60.8,1249,6756,3092
933,Marius Funk,392,327,391,1,0,0,392,0,0,,0,,206,1094,533
934,Stephan Fürstner,5,0,1,4,0,0,5,0,0,,0,,3,6,1
935,Matteo Gabbia,471,50,256,208,9,6,471,0,0,,0,,289,1161,635
936,Manolo Gabbiadini,465,14,53,220,193,32,465,10,4,40.0,6,60.0,270,1111,458
937,Mijat Gaćinović,64,2,11,37,18,1,64,3,3,100.0,0,0.0,31,127,66
938,Gianluca Gaetano,16,0,5,8,3,0,16,0,0,,0,,10,58,6
939,Luca Gagliano,9,1,2,4,3,1,9,1,0,0.0,1,100.0,5,16,3
940,Roberto Gagliardini,423,14,78,218,130,18,423,7,3,42.9,4,57.1,228,1081,553
941,Riccardo Gagliolo,651,83,315,283,63,11,651,6,4,66.7,2,33.3,318,1514,883
942,Javi Galán,2642,70,724,1190,764,40,2642,125,85,68.0,40,32.0,1482,9534,5404
943,Iñigo Ruiz de Galarreta,925,35,176,587,169,5,925,35,26,74.3,9,25.7,455,2042,1069
944,Nicolas Galazzi,12,1,1,1,10,1,12,0,0,,0,,6,23,17
945,Pablo Galdames Millán,568,19,99,334,139,13,568,15,7,46.7,8,53.3,293,990,356
946,Thiago Galhardo,413,13,40,177,197,51,413,20,8,40.0,12,60.0,165,742,323
947,Conor Gallagher,1578,45,285,737,579,80,1578,75,42,56.0,33,44.0,829,3922,1514
948,Gauthier Gallon,1143,1027,1139,4,0,0,1143,0,0,,0,,652,3120,1930
949,Cristian Gamboa,1178,79,468,570,161,7,1178,22,14,63.6,8,36.4,556,3243,1716
950,Kévin Gameiro,1040,2,49,434,570,152,1037,38,17,44.7,21,55.3,697,3881,1657
951,Idrissa Gana Gueye,1584,37,278,1020,298,16,1584,28,20,71.4,8,28.6,1093,5064,2281
952,Ignatius Ganago,322,3,15,140,173,50,322,20,11,55.0,9,45.0,197,955,394
953,Silvère Ganvoula M'Boussy,79,2,3,36,43,9,79,3,2,66.7,1,33.3,34,213,104
954,Álvaro García,1393,40,248,419,741,154,1393,50,22,44.0,28,56.0,759,4974,2696
955,Dani García,1207,57,259,751,206,12,1207,6,4,66.7,2,33.3,535,1778,802
956,David García,1819,237,820,917,88,56,1819,4,3,75.0,1,25.0,867,4311,2465
957,Eric García,1862,134,681,1136,52,10,1862,3,2,66.7,1,33.3,1301,7382,4972
958,Fran Garcia,2032,94,622,884,556,29,2032,45,22,48.9,23,51.1,996,7686,4553
959,Joan García,36,26,33,3,0,0,36,0,0,,0,,19,85,43
960,Manu García,693,9,92,412,202,9,693,45,32,71.1,13,28.9,427,2227,1031
961,Raúl García,795,27,82,372,345,67,794,12,9,75.0,3,25.0,370,1173,473
962,Rubén García,1550,22,190,628,746,61,1548,47,24,51.1,23,48.9,834,3726,1693
963,Saúl García,5,1,4,0,1,0,5,0,0,,0,,0,0,0
964,Unai García,729,101,349,344,43,13,729,4,3,75.0,1,25.0,326,1666,1001
965,Alejandro Garnacho,3,0,0,2,1,0,3,0,0,,0,,3,20,10
966,Mario Gaspar,428,26,138,197,95,14,428,4,3,75.0,1,25.0,188,813,526
967,Djeidi Gassama,3,0,1,1,1,0,3,0,0,,0,,2,18,9
968,Johan Gastien,2929,199,1025,1614,314,21,2929,21,13,61.9,8,38.1,1970,8552,4087
969,Gavi,1581,16,146,829,624,84,1581,86,53,61.6,33,38.4,1116,5830,2515
970,Dwight Gayle,22,0,0,10,12,3,22,0,0,,0,,8,34,26
971,Jean-Philippe Gbamin,31,1,7,23,1,0,31,3,2,66.7,1,33.3,15,106,51
972,David de Gea,1020,928,1019,1,0,0,1020,0,0,,0,,466,2450,1468
973,Linus Gechter,466,60,251,200,19,6,466,1,1,100.0,0,0.0,266,1483,704
974,Dennis Geiger,908,25,182,532,204,12,908,10,5,50.0,5,50.0,508,2448,1015
975,Joe Gelhardt,274,5,17,123,137,44,274,29,17,58.6,12,41.4,158,869,463
976,Luca Gemello,37,27,37,0,0,0,37,0,0,,0,,24,132,74
977,Yannick Gerhardt,1021,39,221,560,256,34,1021,21,14,66.7,7,33.3,544,2907,1448
978,Valère Germain,659,28,85,304,275,54,659,7,2,28.6,5,71.4,349,1338,443
979,Gerson,1573,31,189,822,580,87,1573,47,30,63.8,17,36.2,1127,5803,2694
980,Willem Geubbels,213,7,28,100,86,24,213,13,2,15.4,11,84.6,136,811,411
981,Hamadi Al Ghaddioui,171,7,14,78,79,21,171,4,0,0.0,4,100.0,67,189,68
982,Ismaël Gharbi,5,0,0,2,3,0,5,0,0,,0,,4,14,9
983,Anwar El Ghazi,181,4,18,58,110,14,180,10,4,40.0,6,60.0,114,754,314
984,Anwar El Ghazi,14,0,1,5,8,2,14,1,0,0.0,1,100.0,6,96,14
985,Lamine Ghezali,7,0,2,1,4,1,7,0,0,,0,,4,15,9
986,Paolo Ghiglione,440,29,124,201,120,7,440,16,9,56.3,7,43.8,206,918,437
987,Saman Ghoddos,296,17,60,125,118,19,296,7,5,71.4,2,28.6,147,591,337
988,Faouzi Ghoulam,304,14,72,141,93,2,304,2,1,50.0,1,50.0,181,796,450
989,Dimitris Giannoulis,894,68,339,395,173,10,894,46,29,63.0,17,37.0,479,2788,1726
990,Morgan Gibbs-White,14,0,4,3,7,3,14,0,0,,0,,4,6,4
991,Ben Gibson,1640,336,1009,591,46,22,1640,7,5,71.4,2,28.6,966,4380,2686
992,Niko Gießelmann,1323,42,313,596,421,31,1323,20,4,20.0,16,80.0,573,2465,1085
993,Rafał Gikiewicz,1350,1085,1329,21,0,0,1350,0,0,,0,,668,3894,2348
994,Bryan Gil,79,2,10,13,56,3,79,6,4,66.7,2,33.3,53,350,220
995,Bryan Gil,379,6,55,107,226,30,379,35,17,48.6,18,51.4,240,1797,774
996,Óscar Gil,972,55,341,371,267,14,972,27,13,48.1,14,51.9,461,2059,876
997,Mario Gila,24,4,18,6,0,0,24,1,1,100.0,0,0.0,11,56,30
998,Billy Gilmour,1423,44,359,778,301,5,1423,22,15,68.2,7,31.8,841,4409,1888
999,Daniel Ginczek,7,0,1,3,3,1,7,0,0,,0,,3,3,0
1000,Matthias Ginter,1996,132,867,961,176,44,1996,10,6,60.0,4,40.0,1227,6114,3665
1001,Nicholas Gioacchini,231,5,51,87,99,21,231,16,6,37.5,10,62.5,128,665,294
1002,Sebastian Giovinco,17,0,0,6,11,1,17,0,0,,0,,9,40,6
1003,Jimmy Giraudon,1035,199,675,356,14,0,1035,1,1,100.0,0,0.0,597,2388,1173
1004,Andrei Girotto,2147,217,915,1056,191,54,2147,11,6,54.5,5,45.5,1150,4961,2282
1005,Olivier Giroud,698,26,47,278,376,123,696,8,4,50.0,4,50.0,261,860,248
1006,Serge Gnabry,1661,13,167,687,824,152,1661,104,63,60.6,41,39.4,1053,6186,3007
1007,Ben Godfrey,1080,141,499,443,148,23,1080,12,9,75.0,3,25.0,456,2466,1280
1008,Diego Godín,548,87,315,207,29,14,548,11,10,90.9,1,9.1,294,1206,538
1009,Edoardo Goldaniga,587,51,257,265,68,8,587,6,3,50.0,3,50.0,272,1234,521
1010,Edoardo Goldaniga,1,0,0,1,0,0,1,0,0,,0,,0,0,0
1011,Aleksandr Golovin,928,14,95,370,478,38,928,31,22,71.0,9,29.0,584,3809,1788
1012,André Gomes,376,14,64,211,107,6,376,18,12,66.7,6,33.3,196,858,445
1013,Angel Gomes,490,8,52,270,172,9,490,12,4,33.3,8,66.7,352,1640,704
1014,Toti Gomes,255,30,114,126,18,4,255,6,5,83.3,1,16.7,148,783,474
1015,Dani Gómez,361,6,22,158,188,55,361,46,18,39.1,28,60.9,240,1385,552
1016,Joe Gomez,332,4,64,168,103,6,332,8,4,50.0,4,50.0,163,757,338
1017,Maxi Gómez,601,23,40,260,306,78,601,18,5,27.8,13,72.2,323,1338,514
1018,Moi Gómez,697,10,114,305,288,26,697,22,13,59.1,9,40.9,441,2529,1131
1019,Papu Gómez,1167,22,175,561,443,42,1167,54,28,51.9,26,48.1,837,5751,3052
1020,Sergi Gómez,1630,264,992,612,31,14,1630,1,1,100.0,0,0.0,809,3020,1460
1021,Victor Gomez,3,0,2,1,0,0,3,0,0,,0,,1,3,2
1022,Alfred Gomis,822,678,815,7,0,0,822,0,0,,0,,485,2080,1031
1023,Maxime Gonalons,830,56,241,521,82,7,830,21,14,66.7,7,33.3,447,2599,1094
1024,Vagner Gonçalves,53,0,6,22,26,4,53,4,3,75.0,1,25.0,29,145,66
1025,Cedric Gondo,281,6,32,103,151,41,281,20,11,55.0,9,45.0,197,1037,385
1026,Álvaro González,395,24,174,217,5,2,395,1,0,0.0,1,100.0,274,1070,533
1027,Diego González,900,146,559,326,18,9,900,1,1,100.0,0,0.0,466,2072,1035
1028,Édgar González,1076,127,562,499,20,6,1076,4,4,100.0,0,0.0,637,2673,1452
1029,Giovanni González,250,21,67,112,74,9,250,4,3,75.0,1,25.0,111,483,238
1030,Nicolás González,1313,7,111,572,657,137,1310,115,57,49.6,57,49.6,867,6278,2785
1031,Nicolás González,833,17,113,470,262,27,833,43,34,79.1,9,20.9,522,3052,1582
1032,Peter González,25,1,5,8,12,2,25,1,1,100.0,0,0.0,19,125,62
1033,Roberto González,61,1,8,28,25,2,61,5,2,40.0,3,60.0,30,199,66
1034,Charlie Goode,339,20,114,160,66,10,339,7,5,71.4,2,28.6,145,755,419
1035,Anthony Gordon,1116,21,163,386,592,78,1116,80,38,47.5,42,52.5,602,4905,2291
1036,Kaide Gordon,7,0,0,4,3,0,7,1,0,0.0,1,100.0,3,34,14
1037,Leon Goretzka,1042,27,188,557,307,57,1042,14,10,71.4,4,28.6,547,2405,1132
1038,Gori,8,0,1,4,3,0,8,0,0,,0,,4,54,50
1039,Andoni Gorosabel,1676,61,428,810,455,33,1676,34,18,52.9,16,47.1,848,3606,2077
1040,Robin Gosens,310,9,62,143,105,22,310,3,0,0.0,3,100.0,161,509,319
1041,Robin Gosens,128,8,30,55,45,9,128,1,0,0.0,1,100.0,55,197,101
1042,Dan Gosling,83,9,29,38,18,4,83,2,2,100.0,0,0.0,45,262,102
1043,Amine Gouiri,1396,19,98,593,723,136,1391,121,62,51.2,58,47.9,952,5886,2807
1044,Lucas Gourna-Douath,1046,30,255,652,160,12,1046,29,17,58.6,12,41.4,661,4020,1670
1045,Jeffrey Gouweleeuw,1528,200,858,620,75,26,1527,19,14,73.7,5,26.3,732,4148,2377
1046,Jonathan Gradit,2391,169,783,1499,132,3,2391,21,16,76.2,5,23.8,1619,9571,6029
1047,Jens Grahl,32,32,32,0,0,0,32,0,0,,0,,17,86,40
1048,Alberto Grassi,1331,77,355,802,185,22,1331,27,18,66.7,9,33.3,682,3341,1194
1049,Jaume Grau,4,0,1,3,0,0,4,0,0,,0,,4,8,7
1050,Andrew Gravillon,1193,142,556,523,124,13,1193,11,5,45.5,6,54.5,628,2938,1668
1051,Demarai Gray,1093,18,117,377,624,87,1093,106,55,51.9,50,47.2,655,5185,2405
1052,Adrian Grbić,160,10,22,74,64,15,160,5,1,20.0,4,80.0,78,287,121
1053,Ivo Grbić,627,552,620,7,0,0,627,1,1,100.0,0,0.0,306,1581,1185
1054,Jack Grealish,1173,15,68,359,761,162,1173,68,40,58.8,28,41.2,906,7308,3915
1055,Etienne Green,444,391,443,1,0,0,444,0,0,,0,,192,850,566
1056,Julian Green,538,9,67,286,193,10,538,17,8,47.1,9,52.9,290,1690,849
1057,Mason Greenwood,652,6,78,277,310,60,652,52,32,61.5,20,38.5,425,3069,1586
1058,Sam Greenwood,106,2,14,61,33,6,106,5,2,40.0,3,60.0,55,252,88
1059,Michael Gregoritsch,614,35,73,325,221,60,613,20,5,25.0,15,75.0,229,946,384
1060,Dominik Greif,33,32,33,0,0,0,33,0,0,,0,,17,65,45
1061,Clément Grenier,48,1,12,23,14,4,48,1,0,0.0,1,100.0,22,73,18
1062,Sebastian Griesbeck,1171,134,625,512,44,18,1171,7,4,57.1,3,42.9,547,2471,953
1063,Sebastian Griesbeck,2,0,0,2,0,0,2,0,0,,0,,0,0,0
1064,Antoine Griezmann,143,5,25,79,40,7,143,7,3,42.9,4,57.1,86,537,248
1065,Antoine Griezmann,890,16,102,423,377,70,890,29,19,65.5,10,34.5,474,2408,1114
1066,Vincenzo Grifo,1689,38,207,783,717,74,1683,60,37,61.7,23,38.3,882,4486,2233
1067,Lennart Grill,50,45,50,0,0,0,50,0,0,,0,,31,167,80
1068,Florian Grillitsch,1207,114,484,649,85,6,1207,8,5,62.5,3,37.5,755,4320,2142
1069,Pascal Groß,1537,43,227,697,618,61,1536,18,9,50.0,9,50.0,796,3313,1486
