,Player,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist
72,Hugo Álvarez,8,0,3,2,3,1,8,0,0,,0,,2,12,3
73,Yeray Álvarez,1242,159,608,595,54,13,1242,3,2,66.7,1,33.3,602,4177,2616
74,Dani Alves,1170,28,212,686,280,6,1170,12,12,100.0,0,0.0,701,2925,1749
75,Steven Alzate,292,14,79,165,50,3,292,8,6,75.0,2,25.0,148,650,330
76,Ibrahim Amadou,517,44,251,255,16,4,517,7,6,85.7,1,14.3,339,1743,917
77,Emmanuel Amankwaa Akurugu,48,1,11,22,15,3,48,4,3,75.0,1,25.0,25,163,106
78,Daniel Amartey,1752,246,872,832,52,6,1752,7,6,85.7,1,14.3,1133,5040,2786
79,Amath,326,11,59,132,142,25,326,31,15,48.4,16,51.6,184,1145,476
80,Jordan Amavi,380,11,86,235,65,0,380,9,5,55.6,4,44.4,245,1329,615
81,Jordan Amavi,104,2,24,63,18,1,104,2,0,0.0,2,100.0,59,276,127
82,Wisdom Amey,41,1,17,23,2,0,41,1,0,0.0,1,100.0,19,125,68
83,Kelvin Amian,1446,122,592,577,294,34,1446,37,23,62.2,14,37.8,670,3141,1537
84,Nadiem Amiri,402,1,34,197,177,16,402,29,12,41.4,17,58.6,238,1400,672
85,Nadiem Amiri,277,1,44,155,81,6,277,12,3,25.0,9,75.0,183,1290,575
86,Ethan Ampadu,1472,125,587,706,194,12,1472,17,13,76.5,4,23.5,712,3664,1759
87,Sofyan Amrabat,799,28,176,530,101,0,799,12,10,83.3,2,16.7,506,2432,1014
88,Joachim Andersen,2614,425,1538,1005,80,32,2614,9,7,77.8,2,22.2,1604,8191,4478
89,Felipe Anderson,1869,31,204,846,850,130,1869,108,58,53.7,50,46.3,1091,7188,4004
90,Sebastian Andersson,397,14,26,162,211,67,397,15,6,40.0,9,60.0,199,748,221
91,Florin Andone,62,1,6,27,30,7,62,2,2,100.0,0,0.0,32,133,23
92,Andrés Andrade Cedeño,686,66,269,305,116,12,686,18,9,50.0,9,50.0,293,1614,864
93,Benjamin André,2175,101,546,1315,341,36,2175,25,20,80.0,5,20.0,1251,6220,2882
94,Fredrik André Bjørkan,215,14,91,93,37,2,215,9,4,44.4,5,55.6,88,755,449
95,Marcos André,339,14,48,126,174,42,339,33,14,42.4,19,57.6,189,1195,581
96,Robert Andrich,1216,66,329,727,170,26,1216,14,13,92.9,1,7.1,592,2502,1261
97,José Ángel,893,34,208,469,229,3,893,29,20,69.0,9,31.0,488,2592,1090
98,Angeliño,1708,46,401,703,617,60,1708,19,14,73.7,5,26.3,782,2986,1429
99,Ebenezer Annan,14,0,4,7,3,0,14,0,0,,0,,4,35,29
100,Cristian Ansaldi,500,22,106,206,190,14,500,16,8,50.0,8,50.0,288,1532,790
101,Janis Antiste,312,6,63,119,135,39,312,21,8,38.1,13,61.9,156,995,395
102,Waldemar Anton,2152,295,1116,969,95,34,2152,22,17,77.3,5,22.7,1356,7662,3975
103,Josep Antoni Gayá,36,11,28,8,0,0,36,0,0,,0,,15,61,26
104,Michail Antonio,1095,17,59,398,663,159,1094,93,50,53.8,43,46.2,681,4270,1921
105,Christopher Antwi-Adjei,430,4,40,150,246,46,430,32,13,40.6,19,59.4,237,1673,772
106,Houssem Aouar,1816,14,178,1000,673,108,1816,129,70,54.3,59,45.7,1298,6627,3274
107,Adil Aouchiche,776,4,101,425,268,22,776,40,15,37.5,25,62.5,478,3071,1562
108,Dennis Appiah,1243,102,466,576,215,7,1243,30,14,46.7,16,53.3,663,3658,1733
109,Mauro Arambarri,1563,32,284,977,328,15,1563,50,32,64.0,18,36.0,794,3923,1573
110,Mattia Aramu,1042,22,103,438,514,36,1038,38,17,44.7,21,55.3,580,2939,1312
111,Charles Aránguiz,1281,32,322,814,152,14,1281,9,7,77.8,2,22.2,675,2342,915
112,Néstor Araujo,1785,180,940,792,67,14,1785,8,5,62.5,3,37.5,1007,6951,4183
113,Ronald Araújo,1868,181,790,996,94,28,1868,8,6,75.0,2,25.0,1200,6865,4382
114,Cameron Archer,11,0,1,3,7,1,11,1,0,0.0,1,100.0,7,44,10
115,Alphonse Areola,42,40,42,0,0,0,42,0,0,,0,,20,85,41
116,Jesús Areso,90,6,28,38,24,1,90,0,0,,0,,24,157,86
117,Matias Arezo,68,1,4,22,42,8,68,5,2,40.0,3,60.0,35,155,70
118,Santiago Arias,276,19,92,92,93,6,276,7,3,42.9,4,57.1,104,576,254
119,Adam Armstrong,493,9,40,184,275,75,493,42,16,38.1,26,61.9,287,1882,768
120,Stuart Armstrong,946,22,124,408,428,41,946,54,27,50.0,27,50.0,595,4052,1934
121,Marko Arnautović,1203,19,72,525,618,154,1200,59,37,62.7,22,37.3,639,2856,903
122,Maximilian Arnold,2158,104,510,1276,397,5,2158,14,12,85.7,2,14.3,1104,4711,2079
123,Kepa Arrizabalaga,146,125,146,0,0,0,146,0,0,,0,,101,389,218
124,Tolgay Arslan,866,34,166,499,216,19,866,34,22,64.7,12,35.3,463,2699,1387
125,Santiago Arzamendia,245,12,72,100,74,4,245,10,3,30.0,7,70.0,91,685,249
126,Takuma Asano,580,6,67,248,285,56,580,36,20,55.6,16,44.4,371,2795,1284
127,Santiago Ascacíbar,1460,81,457,863,155,16,1460,23,12,52.2,11,47.8,620,2369,998
128,Sergio Asenjo,247,206,246,1,0,0,247,0,0,,0,,135,614,372
129,Alejandro Asensio,11,0,1,4,6,2,11,0,0,,0,,4,12,4
130,Marco Asensio,1068,11,91,413,572,79,1068,40,27,67.5,13,32.5,701,4422,2112
131,Harrison Ashby,9,1,3,1,5,0,9,0,0,,0,,5,35,6
132,Kristoffer Askildsen,323,36,101,160,66,8,323,5,4,80.0,1,20.0,138,602,239
133,Fisnik Asllani,9,0,0,4,5,0,9,1,0,0.0,1,100.0,7,15,3
134,Kristjan Asllani,897,48,274,498,130,5,897,10,7,70.0,3,30.0,573,2653,1112
135,Iago Aspas,1693,22,114,677,920,194,1688,83,51,61.4,32,38.6,974,5749,2759
136,Lorenz Assignon,462,26,117,188,162,18,462,10,5,50.0,5,50.0,238,1297,670
137,Simon Asta,481,22,156,215,115,11,481,5,4,80.0,1,20.0,191,966,472
138,Youcef Atal,905,27,219,408,290,29,905,39,18,46.2,21,53.8,527,3561,1858
139,Pierre-Emerick Aubameyang,319,2,33,117,171,50,317,7,2,28.6,5,71.4,142,779,456
140,Pierre-Emerick Aubameyang,343,5,11,164,169,65,343,6,4,66.7,2,33.3,187,729,348
141,Emil Audero,1076,953,1074,2,0,0,1076,0,0,,0,,593,2866,1726
142,Tommaso Augello,1614,96,616,633,384,14,1614,44,23,52.3,21,47.7,867,4352,2402
143,Jean-Kévin Augustin,26,0,1,16,9,3,26,0,0,,0,,14,70,14
144,Ludwig Augustinsson,629,30,219,226,185,11,629,2,2,100.0,0,0.0,291,1291,627
145,Serge Aurier,858,31,285,377,200,23,858,19,14,73.7,5,26.3,488,1967,947
146,Ezequiel Ávila,787,20,90,310,394,53,786,32,18,56.3,14,43.8,459,2306,1022
147,Taiwo Awoniyi,829,32,56,393,396,129,827,63,35,55.6,28,44.4,501,2643,1004
148,Ramzi Aya,33,4,11,18,4,0,33,0,0,,0,,16,47,30
149,Jordan Ayew,1087,15,149,514,450,67,1087,71,34,47.9,37,52.1,696,4590,2316
150,Kaan Ayhan,999,115,477,504,21,5,999,1,1,100.0,0,0.0,574,3300,2328
151,Luke Ayling,1884,178,905,758,244,35,1884,37,23,62.2,14,37.8,1002,5566,3583
152,Karim Azamoum,182,14,109,60,15,1,182,3,1,33.3,2,66.7,106,507,283
153,Sardar Azmoun,151,9,20,78,54,16,151,6,4,66.7,2,33.3,73,457,279
154,César Azpilicueta,2017,112,616,932,480,53,2017,19,15,78.9,4,21.1,1098,4607,2789
155,Iddrisu Baba,1028,57,333,603,113,8,1028,31,22,71.0,9,29.0,548,2604,1121
156,Carlos Bacca,145,7,18,57,73,18,145,11,7,63.6,4,36.4,67,389,188
157,Daniel Bachmann,401,325,399,2,0,0,401,1,1,100.0,0,0.0,214,1241,835
158,Loïc Bade,830,84,424,391,19,7,830,5,4,80.0,1,20.0,557,3420,2025
159,Milan Badelj,1922,76,466,1186,297,25,1922,50,34,68.0,16,32.0,944,3678,1469
160,Édgar Badía,904,799,900,4,0,0,904,0,0,,0,,425,2478,1415
161,Benoît Badiashile,1570,149,642,903,30,19,1570,4,2,50.0,2,50.0,984,4272,2403
162,Youssouph Badji,45,0,0,16,29,7,45,0,0,,0,,25,103,23
163,Miguel Baeza,5,0,0,3,2,0,5,0,0,,0,,3,62,36
164,Nicola Bagnolini,4,4,4,0,0,0,4,0,0,,0,,2,16,15
165,Issa Bah,8,0,1,6,1,0,8,0,0,,0,,5,23,12
166,Stéphane Bahoken,351,6,23,183,151,33,351,14,7,50.0,7,50.0,222,1084,327
167,Leon Bailey,348,3,29,119,206,35,348,29,13,44.8,16,55.2,232,1679,693
168,Eric Bailly,114,25,73,38,3,0,114,1,0,0.0,1,100.0,55,340,155
169,Dénys Bain,97,16,46,51,1,1,97,0,0,,0,,71,390,204
170,Stefan Bajic,204,167,202,2,0,0,204,0,0,,0,,103,468,283
171,Nedim Bajrami,1119,10,75,444,621,89,1116,71,42,59.2,29,40.8,639,4134,2072
172,Cédric Bakambu,113,2,8,34,71,28,113,2,1,50.0,1,50.0,75,405,148
173,Abdoulaye Bakayoko,195,15,108,88,1,1,195,5,4,80.0,1,20.0,95,564,292
174,Tiemoué Bakayoko,374,16,83,236,59,4,374,7,4,57.1,3,42.9,184,915,381
175,Mitchel Bakker,1443,66,389,778,292,26,1443,49,28,57.1,21,42.9,768,3441,1719
176,Ridle Baku,1702,50,461,740,517,60,1702,71,36,50.7,35,49.3,920,4838,2368
177,Dilane Bakwa,23,1,2,12,9,2,23,3,1,33.3,2,66.7,13,83,22
178,Tommaso Baldanzi,10,0,0,2,8,0,10,0,0,,0,,7,19,6
179,Alejandro Balde,177,2,24,95,58,7,177,5,1,20.0,4,80.0,141,578,316
180,Ibrahima Baldé,16,0,1,7,8,1,16,2,0,0.0,2,100.0,7,30,8
181,Keita Baldé,411,6,23,183,209,51,411,18,6,33.3,12,66.7,234,977,342
182,Gareth Bale,102,0,12,32,58,15,102,4,1,25.0,3,75.0,65,292,136
183,Mikel Balenziaga,1225,88,371,609,254,10,1225,12,6,50.0,6,50.0,507,2081,1147
184,Leonardo Balerdi,919,79,404,506,11,4,919,13,11,84.6,2,15.4,621,3062,1682
185,Iván Balliu,2114,88,538,945,655,37,2114,54,22,40.7,32,59.3,938,5258,2727
186,Fodé Ballo-Touré,329,9,61,162,109,14,329,10,5,50.0,5,50.0,188,1190,642
187,Folarin Balogun,22,1,2,7,13,6,22,2,0,0.0,2,100.0,8,22,8
188,Abdoulaye Bamba,240,18,81,90,69,7,240,1,0,0.0,1,100.0,122,587,264
189,Jonathan Bamba,1504,16,182,689,661,80,1504,103,34,33.0,69,67.0,1018,6405,3121
190,Patrick Bamford,173,10,15,83,76,33,173,7,4,57.1,3,42.9,92,486,196
191,Filippo Bandinelli,976,54,213,423,354,43,976,39,17,43.6,22,56.4,564,3152,1755
192,Mattia Bani,642,129,383,240,25,18,642,1,1,100.0,0,0.0,248,1193,552
193,Simon Banza,49,2,3,16,32,5,49,6,4,66.7,2,33.3,28,159,74
194,Shandon Baptiste,418,15,83,216,126,15,418,28,19,67.9,9,32.1,252,1225,603
195,Antonín Barák,1376,40,185,723,488,91,1372,55,31,56.4,24,43.6,851,4966,2391
196,Barbero,18,1,1,6,11,3,18,0,0,,0,,7,31,0
197,Danilo Barbosa,60,12,32,28,0,0,60,0,0,,0,,31,100,51
198,Barcia,26,1,13,12,1,0,26,0,0,,0,,10,65,31
199,Bradley Barcola,122,4,22,45,60,17,122,8,2,25.0,6,75.0,76,601,317
200,Melvin Bard,2175,87,593,1222,393,14,2175,37,22,59.5,15,40.5,1290,6636,3629
201,Enis Bardhi,995,12,124,425,461,41,993,74,38,51.4,36,48.6,597,2971,1436
202,Francesco Bardi,54,49,54,0,0,0,54,0,0,,0,,25,142,83
203,Keidi Bare,1038,51,275,633,137,14,1038,16,9,56.3,7,43.8,542,2836,1200
204,Nicolò Barella,2199,28,344,1133,757,95,2199,64,37,57.8,27,42.2,1427,8196,4128
205,Kike Barja,525,5,48,216,270,33,525,57,34,59.6,23,40.4,343,2315,926
206,Ross Barkley,153,0,6,49,98,7,153,8,7,87.5,1,12.5,94,715,373
207,Aymen Barkok,103,7,25,52,30,0,103,7,4,57.1,3,42.9,52,414,176
208,Ashley Barnes,302,6,22,163,120,25,301,8,5,62.5,3,37.5,139,530,215
209,Harvey Barnes,1052,17,115,361,589,130,1052,75,31,41.3,44,58.7,732,5181,2962
210,Antonio Barragán,635,59,260,272,105,2,635,1,0,0.0,1,100.0,282,917,445
211,Leandro Barreiro Martins,806,31,187,396,231,37,806,13,5,38.5,8,61.5,378,1542,636
212,Ander Barrenetxea,275,5,43,117,120,24,275,37,15,40.5,22,59.5,183,1147,577
213,Jacob Barrett Laursen,945,59,295,444,214,7,945,23,12,52.2,11,47.8,364,1821,819
214,Musa Barrow,1193,6,118,495,600,78,1193,63,31,49.2,32,50.8,753,4411,2030
215,Abdourahmane Barry,147,14,47,62,40,4,147,4,1,25.0,3,75.0,74,328,158
216,Marc Bartra,1397,198,769,579,52,24,1397,8,7,87.5,1,12.5,754,3315,1865
217,Daniele Baselli,102,4,25,45,33,3,102,2,1,50.0,1,50.0,49,256,106
218,Daniele Baselli,189,5,40,89,62,2,189,9,4,44.4,5,55.6,103,502,191
219,Toma Bašić,570,27,95,331,148,24,570,14,7,50.0,7,50.0,318,1627,644
220,Toma Bašić,118,1,17,62,39,5,118,4,1,25.0,3,75.0,77,403,179
221,Amine Bassi,146,1,23,77,48,2,146,4,3,75.0,1,25.0,90,445,158
222,Álvaro Bastida,66,2,12,45,9,0,66,0,0,,0,,32,102,40
223,Alessandro Bastoni,2036,242,881,956,218,18,2036,19,11,57.9,8,42.1,1280,5399,3236
224,Simone Bastoni,1546,68,403,716,461,28,1546,68,42,61.8,26,38.2,804,4624,2198
225,Lewis Bate,86,3,27,51,9,0,86,5,1,20.0,4,80.0,47,267,57
226,Rodrigo Battaglia,663,52,193,394,82,14,663,15,10,66.7,5,33.3,317,1671,932
227,Maximilian Bauer,1102,164,685,401,20,12,1102,2,1,50.0,1,50.0,601,2610,1135
228,Oliver Baumann,1609,1277,1592,23,0,0,1609,1,1,100.0,0,0.0,1005,4395,2397
229,Timo Baumgartl,1453,135,683,695,87,31,1453,6,4,66.7,2,33.3,764,3588,1651
230,Julian Baumgartlinger,79,3,30,44,5,0,79,0,0,,0,,34,168,65
231,Christoph Baumgartner,990,26,153,466,384,76,990,48,21,43.8,27,56.3,551,2845,1256
232,Jon Bautista,15,1,2,8,5,1,15,1,1,100.0,0,0.0,4,16,6
233,Paul Baysse,6,3,4,3,0,0,6,0,0,,0,,2,11,5
234,Noah Joel Sarenren Bazee,109,4,17,31,63,21,109,10,3,30.0,7,70.0,52,509,205
235,Bebé,497,8,47,184,286,21,497,48,29,60.4,19,39.6,299,2819,1333
236,Ihlas Bebou,903,27,127,328,455,102,903,44,18,40.9,25,56.8,511,2782,1162
237,Rodrigo Becão,1755,200,852,744,175,42,1755,8,5,62.5,3,37.5,848,3867,2372
238,Mads Bech Sørensen,576,65,291,218,71,6,576,1,0,0.0,1,100.0,296,1631,1014
239,Sheraldo Becker,774,3,61,292,440,62,774,39,24,61.5,15,38.5,513,3778,1941
240,Jan Bednarek,1828,206,865,904,72,33,1828,1,1,100.0,0,0.0,873,3515,1642
241,Donny van de Beek,56,2,22,19,17,3,56,5,1,20.0,4,80.0,25,116,27
242,Donny van de Beek,306,11,56,179,74,7,306,9,3,33.3,6,66.7,149,568,264
243,Asmir Begović,97,90,97,0,0,0,97,0,0,,0,,34,240,138
244,Valon Behrami,90,9,20,53,17,3,90,1,1,100.0,0,0.0,42,140,57
245,Kevin Behrens,273,9,25,130,120,38,273,8,4,50.0,3,37.5,134,711,230
246,Youcef Belaïli,492,4,44,230,233,31,491,49,24,49.0,25,51.0,359,2909,1248
247,Vid Belec,629,562,628,1,0,0,629,0,0,,0,,308,2007,1375
248,Ishak Belfodil,643,17,56,296,295,80,642,40,18,45.0,22,55.0,370,2033,795
249,Haris Belkebla,1211,59,296,754,180,9,1211,41,30,73.2,11,26.8,765,4000,1697
250,Stefan Bell,1842,216,1045,698,112,46,1842,9,7,77.8,2,22.2,903,3630,1778
251,Armel Bella Kotchap,965,158,554,391,29,13,965,3,2,66.7,1,33.3,539,3098,1345
252,Raoul Bellanova,1228,68,328,496,424,53,1228,73,39,53.4,34,46.6,720,4934,2553
253,Karim Bellarabi,366,10,58,156,160,35,366,33,17,51.5,16,48.5,239,1572,873
254,Jean-Ricner Bellegarde,1394,43,267,766,388,42,1394,63,38,60.3,25,39.7,881,5779,2997
255,Héctor Bellerín,1285,68,365,573,357,41,1285,42,22,52.4,20,47.6,596,3170,1755
256,Jude Bellingham,1959,48,331,1124,515,84,1959,96,55,57.3,41,42.7,1242,6020,2770
257,George Bello,234,21,74,99,67,7,234,22,9,40.9,13,59.1,114,680,348
258,Jeanuël Belocian,10,1,8,2,0,0,10,0,0,,0,,10,53,36
259,Andrea Belotti,551,14,27,236,293,83,548,25,15,60.0,10,40.0,318,1397,576
260,Fran Beltrán,2177,63,582,1351,262,5,2177,27,19,70.4,8,29.6,1317,6821,2801
261,Hatem Ben Arfa,190,1,18,87,93,12,190,15,7,46.7,8,53.3,130,943,381
262,Salim Ben Seghir,0,0,0,0,0,0,0,0,0,,0,,0,0,0
263,Wissam Ben Yedder,939,3,31,334,581,191,931,57,25,43.9,32,56.1,583,3127,1259
264,Marco Benassi,146,6,45,65,37,2,146,1,1,100.0,0,0.0,75,332,115
265,Marco Benassi,216,9,27,114,78,15,216,4,1,25.0,3,75.0,119,774,382
266,Darío Benedetto,177,0,11,100,69,20,177,18,10,55.6,8,44.4,110,508,144
267,Darío Benedetto,19,0,0,10,10,4,19,2,0,0.0,2,100.0,12,54,6
268,László Bénes,223,6,43,136,47,3,223,3,1,33.3,2,66.7,123,423,218
269,Walter Benítez,1103,920,1100,3,0,0,1103,0,0,,0,,651,3509,2435
270,Iker Benito,52,1,9,22,21,0,52,6,2,33.3,4,66.7,30,154,78
271,Loris Benito,61,4,27,30,4,0,61,0,0,,0,,39,163,43
272,Pedro Benito,7,0,0,4,3,0,7,0,0,,0,,6,21,8
273,Filip Benković,6,1,3,2,1,1,6,0,0,,0,,2,8,7
274,Ismaël Bennacer,1293,44,228,838,247,12,1293,47,36,76.6,11,23.4,790,4679,2094
275,Keanan Bennetts,39,0,4,23,13,2,39,7,3,42.9,4,57.1,19,176,64
276,Saïd Benrahma,1121,12,136,422,577,87,1121,80,37,46.3,43,53.8,725,4411,2034
277,Ramy Bensebaini,1590,131,604,795,207,39,1588,29,16,55.2,13,44.8,843,3930,2085
278,Nabil Bentaleb,1093,32,286,688,133,10,1093,31,20,64.5,11,35.5,752,3463,1318
279,Rodrigo Bentancur,1184,59,255,747,193,15,1184,20,14,70.0,6,30.0,760,3623,1781
280,Rodrigo Bentancur,887,27,164,578,155,10,887,11,7,63.6,4,36.4,521,2267,1072
281,Christian Benteke,450,38,61,196,197,72,450,13,9,69.2,4,30.8,203,947,391
282,Karim Benzema,1501,15,59,510,942,224,1490,51,36,70.6,15,29.4,976,4819,2440
283,Alessandro Berardi,32,26,32,0,0,0,32,0,0,,0,,22,118,72
284,Domenico Berardi,1804,31,184,794,859,115,1798,68,30,44.1,38,55.9,1172,6443,2824
285,Yuri Berchiche,755,33,223,346,196,12,755,11,8,72.7,3,27.3,371,2210,1270
286,Álex Berenguer,1225,22,160,446,633,81,1224,71,33,46.5,38,53.5,633,3718,1831
287,Bartosz Bereszyński,1939,113,684,846,426,31,1939,47,27,57.4,20,42.6,1011,4722,2256
288,Jóhann Berg Guðmundsson,474,20,77,176,229,22,474,22,14,63.6,8,36.4,270,1466,653
289,Patrick Berg,249,13,61,164,28,1,249,1,0,0.0,1,100.0,151,756,335
290,Mitchell van Bergen,327,7,47,108,179,27,327,23,14,60.9,9,39.1,203,1404,548
291,Steven Bergwijn,258,5,33,91,142,40,258,20,10,50.0,10,50.0,171,1294,728
292,Etrit Berisha,345,289,344,1,0,0,345,0,0,,0,,183,1125,655
293,Valon Berisha,236,4,40,111,86,11,236,5,3,60.0,2,40.0,107,407,178
294,Federico Bernardeschi,776,25,135,295,359,44,776,61,32,52.5,29,47.5,468,3321,1409
295,Paul Bernardoni,368,323,367,1,0,0,368,0,0,,0,,187,996,663
296,Paul Bernardoni,639,523,636,3,0,0,639,0,0,,0,,339,1800,1048
