,Player,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh
638,Abdoulaye Diallo,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
639,Mustapha Diallo,0,6,0,0.0,1.19,0.00,0.00,,18.9,0,0,0,0.4,0.4,0.06
640,Mohamed Diamé,0,20,3,15.0,0.83,0.12,0.00,0.00,23.5,0,0,0,1.0,1.0,0.05
641,Grady Diangana,0,10,3,30.0,1.48,0.44,0.00,0.00,16.8,0,0,0,0.5,0.5,0.05
642,Lassana Diarra,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
643,Amadou Diawara,0,10,1,10.0,1.36,0.14,0.00,0.00,24.8,0,0,0,0.4,0.4,0.04
644,Brahim Díaz,1,7,5,71.4,1.68,1.20,0.14,0.20,12.5,0,0,0,1.2,1.2,0.17
645,Javier Díaz,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
646,Bakaye Dibassy,1,11,2,18.2,0.34,0.06,0.09,0.50,17.3,0,0,0,1.3,1.3,0.12
647,Lorenzo Dickmann,0,1,0,0.0,0.51,0.00,0.00,,3.3,0,0,0,0.1,0.1,0.12
648,Daniel Didavi,2,24,9,37.5,2.26,0.85,0.08,0.22,20.6,2,0,0,1.9,1.9,0.08
649,Étienne Didot,1,24,2,8.3,1.03,0.09,0.04,0.50,26.9,1,0,0,0.8,0.8,0.03
650,Adrián Diéguez,0,1,1,100.0,0.12,0.12,0.00,0.00,5.4,0,0,0,0.1,0.1,0.13
651,Eric Dier,3,9,3,33.3,0.54,0.18,0.33,1.00,12.0,0,0,0,1.0,1.0,0.11
652,Tim Dierßen,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
653,Lucas Digne,4,34,10,29.4,1.03,0.30,0.12,0.40,25.0,11,0,0,1.3,1.3,0.04
654,Mitchell Dijks,1,9,4,44.4,0.40,0.18,0.11,0.25,21.6,0,0,0,0.4,0.4,0.04
655,Javairô Dilrosun,2,11,5,45.5,1.10,0.50,0.18,0.40,19.9,0,0,0,0.5,0.5,0.04
656,Federico Dimarco,1,13,3,23.1,1.31,0.30,0.08,0.33,22.2,0,0,0,0.5,0.5,0.03
657,Stole Dimitrievski,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
658,Tristan Dingomé,1,8,3,37.5,0.54,0.20,0.13,0.33,20.4,0,0,0,0.4,0.4,0.05
659,Ismaël Diomandé,0,9,0,0.0,0.63,0.00,0.00,,32.6,0,0,0,0.2,0.2,0.02
660,Federico Dionisi,1,11,3,27.3,4.85,1.32,0.09,0.33,17.8,0,0,0,1.0,1.0,0.09
661,Lois Diony,5,39,18,46.2,2.21,1.02,0.13,0.28,11.4,0,0,0,8.1,8.1,0.21
662,Issa Diop,1,12,4,33.3,0.36,0.12,0.08,0.25,10.1,0,0,0,1.2,1.2,0.10
663,Papakouli Diop,1,36,5,13.9,1.38,0.19,0.03,0.20,17.5,0,0,0,2.5,2.5,0.07
664,Sofiane Diop,0,10,2,20.0,1.21,0.24,0.00,0.00,22.8,0,0,0,0.6,0.6,0.06
665,Assane Dioussé,0,7,2,28.6,0.71,0.20,0.00,0.00,30.2,0,0,0,0.2,0.2,0.03
666,Assane Dioussé,0,2,0,0.0,0.83,0.00,0.00,,30.2,0,0,0,0.0,0.0,0.02
667,Axel Disasi,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
668,Djené,0,12,1,8.3,0.36,0.03,0.00,0.00,15.8,0,0,0,0.7,0.7,0.06
669,Koffi Djidji,0,2,1,50.0,0.13,0.06,0.00,0.00,30.0,0,0,0,0.1,0.1,0.03
670,Koffi Djidji,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
671,Alexander Djiku,1,7,1,14.3,0.23,0.03,0.14,1.00,11.1,0,0,0,1.2,1.2,0.17
672,Papy Djilobodji,0,2,0,0.0,1.03,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.06
673,Berat Djimsiti,1,10,3,30.0,0.50,0.15,0.10,0.33,7.9,0,0,0,1.0,1.0,0.10
674,Johan Djourou,0,1,1,100.0,0.32,0.32,0.00,0.00,4.6,0,0,0,0.5,0.5,0.49
675,Marko Dmitrović,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
676,Matt Doherty,4,46,17,37.0,1.32,0.49,0.09,0.24,12.9,0,0,0,4.4,4.4,0.10
677,Keagan Dolly,0,1,0,0.0,1.02,0.00,0.00,,26.4,0,0,0,0.0,0.0,0.04
678,Jaume Doménech,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
679,Giulio Donati,0,2,0,0.0,0.29,0.00,0.00,,24.8,0,0,0,0.1,0.1,0.04
680,Ji Dong-won,4,22,7,31.8,2.22,0.71,0.18,0.57,19.0,0,0,0,1.6,1.6,0.07
681,Anastasios Donis,5,30,10,33.3,2.81,0.94,0.17,0.50,18.4,0,0,0,2.9,2.9,0.10
682,Gianluigi Donnarumma,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
683,Godfred Donsah,0,2,0,0.0,1.18,0.00,0.00,,24.9,0,0,0,0.1,0.1,0.03
684,Riccardo Doratiotto,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
685,Mathieu Dossevi,4,23,9,39.1,0.84,0.33,0.17,0.44,16.5,0,0,0,2.5,2.5,0.11
686,Abdoulaye Doucouré,5,52,16,30.8,1.53,0.47,0.10,0.31,17.6,0,0,0,6.2,6.2,0.13
687,Cheick Doukouré,0,1,1,100.0,0.28,0.28,0.00,0.00,21.5,0,0,0,0.1,0.1,0.06
688,Moussa Doumbia,3,29,14,48.3,1.63,0.79,0.10,0.21,21.6,1,0,0,1.4,1.4,0.05
689,Seydou Doumbia,2,15,9,60.0,2.50,1.50,0.13,0.22,11.4,0,0,0,2.7,2.7,0.18
690,Souleyman Doumbia,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
691,Aleksandar Dragović,2,4,2,50.0,0.27,0.13,0.50,1.00,12.9,0,0,0,0.8,0.8,0.20
692,Bartłomiej Drągowski,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
693,Bartłomiej Drągowski,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
694,Julian Draxler,3,31,16,51.6,1.36,0.70,0.10,0.19,17.4,1,0,0,4.1,4.1,0.13
695,Luke Dreher,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
696,Josip Drmić,2,7,3,42.9,2.84,1.22,0.29,0.67,13.3,0,0,0,1.4,1.4,0.20
697,Jaroslav Drobný,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
698,Óscar Duarte,0,2,1,50.0,0.27,0.14,0.00,0.00,20.3,0,0,0,0.1,0.1,0.04
699,Rubén Duarte,0,23,8,34.8,0.75,0.26,0.00,0.00,26.8,0,0,0,0.7,0.7,0.03
700,Leo Dubois,1,18,6,33.3,0.79,0.26,0.06,0.17,20.3,0,0,0,0.9,0.9,0.05
701,Martin Dúbravka,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
702,Marvin Ducksch,1,18,10,55.6,1.97,1.09,0.06,0.10,19.4,1,0,0,1.6,1.6,0.09
703,Ondrej Duda,11,54,20,37.0,1.90,0.70,0.20,0.55,19.3,6,0,0,7.0,7.0,0.13
704,Shane Duffy,5,37,14,37.8,1.08,0.41,0.14,0.36,10.6,0,0,0,3.1,3.1,0.08
705,Demeaco Duhaney,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
706,Paul Dummett,0,9,1,11.1,0.41,0.05,0.00,0.00,22.1,0,0,0,0.3,0.3,0.03
707,Alfred Duncan,4,25,9,36.0,1.22,0.44,0.16,0.44,22.0,0,0,0,1.1,1.1,0.05
708,Lewis Dunk,2,20,4,20.0,0.57,0.11,0.10,0.50,14.1,2,0,0,1.8,1.8,0.09
709,Maxime Dupé,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
710,Erik Durm,0,10,0,0.0,0.44,0.00,0.00,,21.1,0,0,0,0.4,0.4,0.04
711,Jimmy Durmaz,4,39,7,17.9,1.85,0.33,0.05,0.29,24.5,4,2,2,4.4,2.8,0.07
712,Riza Durmisi,0,4,2,50.0,1.10,0.55,0.00,0.00,26.9,1,0,0,0.1,0.1,0.04
713,Hugo Duro,0,7,1,14.3,1.51,0.22,0.00,0.00,15.8,0,0,0,0.4,0.4,0.06
714,Raphael Dwamena,0,4,2,50.0,1.62,0.81,0.00,0.00,13.8,0,0,0,0.7,0.7,0.17
715,Paulo Dybala,5,63,20,31.7,2.65,0.84,0.06,0.20,20.9,4,1,1,5.0,4.2,0.07
716,Edin Džeko,9,131,50,38.2,4.57,1.74,0.07,0.18,15.4,0,0,0,14.5,14.5,0.11
717,Blerim Džemaili,1,43,7,16.3,2.21,0.36,0.02,0.14,25.0,4,0,0,1.8,1.8,0.04
718,Félix Eboa Eboa,3,12,5,41.7,0.45,0.19,0.25,0.60,9.2,0,0,0,1.7,1.7,0.15
719,Dennis Eckert,0,8,3,37.5,3.33,1.25,0.00,0.00,14.6,0,0,0,0.7,0.7,0.09
720,Bruno Ecuele Manga,0,10,3,30.0,0.27,0.08,0.00,0.00,13.4,0,0,0,1.1,1.1,0.11
721,Simone Edera,0,1,0,0.0,1.17,0.00,0.00,,15.2,0,0,0,0.1,0.1,0.06
722,Simone Edera,0,8,4,50.0,3.67,1.84,0.00,0.00,21.3,0,0,0,0.7,0.7,0.09
723,Ederson,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
724,Johannes Eggestein,4,34,12,35.3,2.75,0.97,0.12,0.33,14.2,0,0,0,4.6,4.6,0.14
725,Maximilian Eggestein,5,45,14,31.1,1.33,0.41,0.11,0.36,20.8,0,0,0,2.1,2.1,0.05
726,Albin Ekdal,0,15,1,6.7,0.51,0.03,0.00,0.00,22.5,0,0,0,0.9,0.9,0.06
727,Josip Elez,0,3,0,0.0,0.42,0.00,0.00,,22.6,0,0,0,0.1,0.1,0.03
728,Harvey Elliott,0,1,1,100.0,4.50,4.50,0.00,0.00,16.6,0,0,0,0.1,0.1,0.06
729,Mohamed Elneny,0,7,0,0.0,1.66,0.00,0.00,,17.6,0,0,0,0.4,0.4,0.06
730,Aritz Elustondo,1,10,5,50.0,0.40,0.20,0.10,0.20,10.2,0,0,0,1.5,1.5,0.15
731,Gorka Elustondo,0,2,0,0.0,0.63,0.00,0.00,,30.2,0,0,0,0.0,0.0,0.02
732,Nico Elvedi,2,14,3,21.4,0.48,0.10,0.14,0.67,9.5,0,0,0,1.4,1.4,0.10
733,Rodrigo Ely,0,2,1,50.0,0.42,0.21,0.00,0.00,13.2,0,0,0,0.1,0.1,0.04
734,Mohamed Elyounoussi,0,20,6,30.0,2.27,0.68,0.00,0.00,18.0,0,0,0,2.1,2.1,0.10
735,Adri Embarba,5,46,14,30.4,1.81,0.55,0.04,0.14,18.9,5,3,3,6.7,4.3,0.09
736,Breel Embolo,5,26,13,50.0,1.74,0.87,0.19,0.38,13.4,0,0,0,4.2,4.2,0.16
737,Emerson,0,3,1,33.3,0.85,0.28,0.00,0.00,18.2,0,0,0,0.2,0.2,0.06
738,Youssef En-Nesyri,9,74,24,32.4,3.16,1.03,0.12,0.38,15.1,0,0,0,7.1,7.1,0.10
739,Björn Engels,1,9,4,44.4,0.27,0.12,0.11,0.25,8.5,0,0,0,1.1,1.1,0.12
740,Sergi Enrich,7,67,16,23.9,2.34,0.56,0.10,0.44,11.2,0,0,0,10.9,10.9,0.16
741,Javier Eraso,0,3,2,66.7,0.43,0.29,0.00,0.00,17.2,0,0,0,0.1,0.1,0.05
742,Christian Eriksen,8,83,28,33.7,2.69,0.91,0.10,0.29,23.3,12,0,0,5.4,5.4,0.07
743,Patrick Erras,0,8,1,12.5,0.59,0.07,0.00,0.00,15.6,0,0,0,0.8,0.7,0.09
744,Gonzalo Escalante,4,22,8,36.4,1.11,0.40,0.18,0.50,17.5,0,0,0,2.9,2.9,0.17
745,Sergio Escudero,0,27,2,7.4,1.57,0.12,0.00,0.00,21.2,1,0,0,1.4,1.4,0.05
746,Bernardo Espinosa,1,15,6,40.0,0.50,0.20,0.07,0.17,9.1,0,0,0,2.1,2.1,0.14
747,Michael Esser,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
748,Alexander Esswein,0,29,9,31.0,2.09,0.65,0.00,0.00,20.3,1,0,0,1.7,1.7,0.06
749,Neil Etheridge,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
750,Beñat Etxebarria,1,15,3,20.0,0.66,0.13,0.07,0.33,27.5,3,0,0,0.5,0.5,0.03
751,Xabier Etxeita,4,24,8,33.3,0.81,0.27,0.17,0.50,10.6,0,0,0,2.7,2.7,0.11
752,Lucas Evangelista,1,14,4,28.6,1.75,0.50,0.07,0.25,21.7,0,0,0,0.8,0.8,0.06
753,Jonny Evans,1,11,3,27.3,0.50,0.14,0.09,0.33,9.9,0,0,0,0.9,0.9,0.08
754,Ewerton,0,8,1,12.5,0.54,0.07,0.00,0.00,10.0,0,0,0,0.6,0.6,0.07
755,Valentin Eysseric,0,4,2,50.0,1.01,0.50,0.00,0.00,22.1,1,0,0,0.2,0.2,0.04
756,Valentin Eysseric,1,4,0,0.0,1.72,0.00,0.00,,20.3,0,1,2,1.9,0.4,0.09
757,Marco Fabián,0,1,0,0.0,1.45,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.07
758,Łukasz Fabiański,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
759,Fabinho,1,17,4,23.5,0.76,0.18,0.06,0.25,24.2,0,0,0,1.0,1.0,0.06
760,Fábio,0,3,0,0.0,0.21,0.00,0.00,,24.6,0,0,0,0.1,0.1,0.03
761,Cesc Fàbregas,0,1,0,0.0,0.50,0.00,0.00,,17.4,0,0,0,0.1,0.1,0.06
762,Cesc Fàbregas,1,10,5,50.0,0.93,0.47,0.10,0.20,17.6,1,0,0,1.5,1.5,0.15
763,Fabricio,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
764,Ralf Fährmann,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
765,Romain Faivre,0,2,0,0.0,2.00,0.00,0.00,,13.8,0,0,0,0.1,0.1,0.06
766,Fayçal Fajr,5,49,14,28.6,1.36,0.39,0.08,0.29,27.1,16,1,1,3.2,2.4,0.05
767,Radamel Falcao,15,90,37,41.1,3.17,1.30,0.13,0.32,16.2,7,3,4,15.2,12.0,0.13
768,Diego Falcinelli,0,16,3,18.8,2.05,0.38,0.00,0.00,14.7,0,0,0,1.3,1.3,0.08
769,Simon Falette,0,3,1,33.3,0.45,0.15,0.00,0.00,26.2,0,0,0,0.1,0.1,0.03
770,Iago Falque,6,57,20,35.1,3.18,1.12,0.11,0.30,19.0,5,0,0,5.3,5.3,0.09
771,Paolo Faragò,1,20,12,60.0,1.06,0.63,0.05,0.08,15.6,0,0,0,2.0,2.0,0.10
772,Mohamed Fares,3,57,17,29.8,1.74,0.52,0.05,0.18,21.4,1,0,0,2.9,2.9,0.05
773,Diego Farias,4,36,16,44.4,2.72,1.21,0.11,0.25,15.4,0,0,0,4.9,4.9,0.14
774,Diego Farias,3,23,11,47.8,2.96,1.41,0.13,0.27,15.1,0,0,0,2.6,2.6,0.11
775,Andrea Favilli,0,5,3,60.0,2.65,1.59,0.00,0.00,14.9,0,0,0,0.3,0.3,0.06
776,Federico Fazio,5,30,15,50.0,0.96,0.48,0.17,0.33,11.6,0,0,0,2.5,2.5,0.08
777,Zouhair Feddal,1,16,4,25.0,0.85,0.21,0.06,0.25,11.9,0,0,0,1.6,1.6,0.10
778,Nabil Fekir,9,85,38,44.7,3.85,1.72,0.06,0.13,21.6,17,4,6,10.2,5.5,0.07
779,Yassin Fekir,0,1,0,0.0,7.50,0.00,0.00,,29.9,0,0,0,0.0,0.0,0.03
780,Felipe,2,10,2,20.0,0.82,0.16,0.20,1.00,14.4,1,0,0,1.1,1.1,0.11
781,Luiz Felipe,1,8,2,25.0,0.56,0.14,0.13,0.50,18.2,0,0,0,0.6,0.6,0.07
782,Ohis Felix Uduokhai,0,1,0,0.0,0.37,0.00,0.00,,11.7,0,0,0,0.0,0.0,0.04
783,Marouane Fellaini,0,7,3,42.9,0.84,0.36,0.00,0.00,15.8,0,0,0,0.4,0.4,0.06
784,Kiko Femenía,1,6,2,33.3,0.26,0.09,0.17,0.50,24.2,0,0,0,0.4,0.4,0.07
785,Edimilson Fernandes,2,21,5,23.8,0.96,0.23,0.10,0.40,23.4,0,0,0,1.2,1.2,0.06
786,Gelson Fernandes,1,4,3,75.0,0.16,0.12,0.25,0.33,15.4,0,0,0,0.8,0.8,0.21
787,Aitor Fernández,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
788,Andrés Fernández,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
789,Borja Fernández,0,5,1,20.0,0.54,0.11,0.00,0.00,18.6,0,0,0,0.2,0.2,0.04
790,Federico Fernández,0,4,1,25.0,0.24,0.06,0.00,0.00,14.4,0,0,0,0.2,0.2,0.04
791,Joaquín Fernández,1,7,2,28.6,0.75,0.21,0.14,0.50,11.5,0,0,0,0.7,0.7,0.09
792,Valery Fernández,0,2,1,50.0,0.20,0.10,0.00,0.00,17.2,0,0,0,0.1,0.1,0.05
793,Fernandinho,1,30,7,23.3,1.14,0.27,0.03,0.14,23.2,0,0,0,1.6,1.6,0.05
794,Juan Ferney Otero,2,54,14,25.9,2.23,0.58,0.04,0.14,21.6,3,0,0,3.0,3.0,0.06
795,Alex Ferrari,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
796,David Ferreiro,1,36,12,33.3,1.42,0.47,0.03,0.08,19.5,3,0,0,2.8,2.8,0.08
797,Facundo Ferreyra,1,3,1,33.3,1.28,0.43,0.33,1.00,16.7,0,0,0,0.5,0.5,0.17
798,Jordan Ferri,2,15,3,20.0,0.72,0.14,0.13,0.67,21.7,0,0,0,0.7,0.7,0.04
799,Jordan Ferri,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
800,Oliver Fink,3,12,3,25.0,1.02,0.26,0.25,1.00,16.7,0,0,0,0.7,0.7,0.06
801,Alfreð Finnbogason,10,36,14,38.9,2.43,0.94,0.17,0.43,14.5,0,4,4,10.6,7.5,0.21
802,Roberto Firmino,12,74,32,43.2,2.55,1.10,0.15,0.34,15.3,0,1,1,13.6,12.8,0.17
803,Junior Firpo,3,19,7,36.8,0.88,0.33,0.16,0.43,13.4,0,0,0,2.2,2.2,0.12
804,Mathieu Flamini,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
805,Mark Flekken,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
806,Sergio Floccari,3,24,8,33.3,2.21,0.74,0.13,0.38,12.2,0,0,0,2.2,2.2,0.09
807,Alessandro Florenzi,3,35,9,25.7,1.44,0.37,0.09,0.33,21.3,0,0,0,2.2,2.2,0.06
808,Phil Foden,1,14,6,42.9,3.76,1.61,0.07,0.17,15.5,0,0,0,2.1,2.1,0.15
809,Guessouma Fofana,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
810,Guessouma Fofana,0,6,0,0.0,1.13,0.00,0.00,,18.8,0,0,0,0.8,0.8,0.13
811,Seko Fofana,2,59,12,20.3,2.01,0.41,0.03,0.17,23.9,0,0,0,3.1,3.1,0.05
812,Wesley Fofana,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
813,Youssouf Fofana,2,12,3,25.0,1.18,0.30,0.17,0.67,24.4,0,0,0,1.2,1.2,0.10
814,Thomas Foket,0,2,1,50.0,0.06,0.03,0.00,0.00,10.5,0,0,0,0.1,0.1,0.06
815,Thomas Fontaine,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
816,José Fonte,3,34,12,35.3,0.98,0.35,0.09,0.25,11.3,0,0,0,4.6,4.6,0.14
817,Rui Fonte,1,13,4,30.8,1.87,0.57,0.08,0.25,17.6,0,0,0,0.6,0.6,0.05
818,Pablo Fornals,2,58,16,27.6,2.11,0.58,0.03,0.13,19.5,0,0,0,3.7,3.7,0.06
819,Emil Forsberg,4,27,11,40.7,1.95,0.79,0.04,0.09,22.9,3,3,3,4.8,2.5,0.09
820,Fraser Forster,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
821,Steven Fortes,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
822,Iver Fossum,0,5,1,20.0,0.99,0.20,0.00,0.00,20.9,0,0,0,0.2,0.2,0.05
823,Ben Foster,0,1,0,0.0,0.03,0.00,0.00,,28.3,0,0,0,0.0,0.0,0.02
824,Timothy Fosu-Mensah,0,4,1,25.0,0.45,0.11,0.00,0.00,27.3,0,0,0,0.1,0.1,0.03
825,Dimitri Foulquier,3,13,4,30.8,0.65,0.20,0.23,0.75,15.2,0,0,0,1.1,1.1,0.08
826,Juan Foyth,1,4,1,25.0,0.41,0.10,0.25,1.00,11.1,0,0,0,0.7,0.7,0.18
827,Raphael Framberger,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
828,Simon Francis,0,3,1,33.3,0.22,0.07,0.00,0.00,27.2,1,0,0,0.1,0.1,0.05
829,Mike Frantz,2,19,9,47.4,0.77,0.37,0.11,0.22,16.5,0,0,0,1.7,1.7,0.09
830,Ryan Fraser,7,51,25,49.0,1.45,0.71,0.14,0.28,19.9,4,0,0,4.7,4.7,0.09
831,Pierluigi Frattali,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
832,Fred,1,17,2,11.8,1.47,0.17,0.06,0.50,25.3,1,0,0,0.8,0.8,0.05
833,Ryan Fredericks,1,5,2,40.0,0.41,0.17,0.20,0.50,19.2,0,0,0,0.5,0.5,0.10
834,Remo Freuler,2,30,7,23.3,0.89,0.21,0.07,0.29,18.5,0,0,0,3.2,3.2,0.11
835,Nicolas Frey,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
836,Marco Friedl,0,1,0,0.0,0.19,0.00,0.00,,13.9,0,0,0,0.0,0.0,0.05
837,Alexander Fuchs,1,9,1,11.1,1.24,0.14,0.11,1.00,17.4,0,0,0,0.6,0.6,0.06
838,Christian Fuchs,0,2,0,0.0,0.87,0.00,0.00,,21.6,0,0,0,0.1,0.1,0.03
839,Javi Fuego,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
840,Angelo Fulgini,4,29,11,37.9,1.60,0.61,0.14,0.36,17.6,3,0,0,3.1,3.1,0.11
841,Niclas Füllkrug,2,36,12,33.3,2.91,0.97,0.03,0.08,16.0,0,1,1,3.8,3.1,0.08
842,Ramiro Funes Mori,2,26,6,23.1,0.89,0.21,0.08,0.33,16.2,0,0,0,2.4,2.4,0.09
843,Manolo Gabbiadini,1,20,8,40.0,3.78,1.51,0.05,0.13,23.7,1,0,0,1.2,1.2,0.06
844,Manolo Gabbiadini,4,30,12,40.0,3.33,1.33,0.13,0.33,21.1,1,0,0,2.0,2.0,0.07
845,Mijat Gaćinović,0,21,1,4.8,1.16,0.06,0.00,0.00,24.5,0,0,0,1.5,1.5,0.07
846,Gianluca Gaetano,0,1,0,0.0,11.25,0.00,0.00,,22.4,0,0,0,0.0,0.0,0.03
847,Roberto Gagliardini,5,25,10,40.0,2.07,0.83,0.20,0.50,16.1,0,0,0,2.9,2.9,0.12
848,Riccardo Gagliolo,0,21,3,14.3,0.62,0.09,0.00,0.00,15.4,0,0,0,1.4,1.4,0.07
849,Milan Gajić,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
850,Javi Galán,0,2,0,0.0,0.12,0.00,0.00,,24.5,0,0,0,0.1,0.1,0.03
851,Sam Gallagher,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
852,Álex Gallar,4,26,9,34.6,2.32,0.80,0.12,0.33,20.4,3,1,1,3.6,2.8,0.11
853,Enric Gallego,5,32,13,40.6,1.87,0.76,0.16,0.38,12.5,0,0,0,4.7,4.7,0.15
854,Álex Gálvez,1,7,3,42.9,0.45,0.19,0.14,0.33,7.1,0,0,0,2.1,2.1,0.31
855,Kévin Gameiro,6,36,15,41.7,2.01,0.84,0.17,0.40,12.5,0,0,0,8.8,8.8,0.24
856,Idrissa Gana Gueye,0,19,4,21.1,0.61,0.13,0.00,0.00,24.3,0,0,0,0.6,0.6,0.03
857,Ignatius Ganago,2,27,10,37.0,2.35,0.87,0.07,0.20,11.5,0,0,0,2.9,2.9,0.11
858,Cristian Ganea,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
859,Ganso,0,3,0,0.0,0.52,0.00,0.00,,17.3,0,0,0,0.4,0.4,0.12
860,Ezequiel Garay,2,13,6,46.2,0.55,0.25,0.15,0.33,11.1,0,0,0,1.6,1.6,0.12
861,Borja Garcés,1,3,1,33.3,13.50,4.50,0.33,1.00,18.3,0,0,0,0.5,0.5,0.15
862,Alberto García,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
863,Aleix García,2,19,5,26.3,1.03,0.27,0.11,0.40,26.5,7,0,0,1.5,1.5,0.08
864,Álvaro García,4,27,10,37.0,1.38,0.51,0.15,0.40,15.5,0,0,0,4.2,4.2,0.16
865,Borja García,1,32,13,40.6,1.10,0.45,0.03,0.08,22.2,0,0,0,2.0,2.0,0.06
866,Dani García,0,2,0,0.0,0.07,0.00,0.00,,30.7,0,0,0,0.0,0.0,0.02
867,Javi García,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
868,Manu García,1,28,5,17.9,1.08,0.19,0.04,0.20,17.1,0,0,0,2.9,2.9,0.10
869,Manu García,0,18,3,16.7,0.88,0.15,0.00,0.00,23.7,0,0,0,0.8,0.8,0.04
870,Raúl García,9,77,31,40.3,2.93,1.18,0.09,0.23,17.6,0,2,4,8.7,5.4,0.07
871,Raúl García,0,2,0,0.0,0.47,0.00,0.00,,31.0,0,0,0,0.0,0.0,0.02
872,Raúl García,0,5,1,20.0,0.53,0.11,0.00,0.00,20.8,0,0,0,0.4,0.4,0.08
873,Sergio García,2,35,11,31.4,2.12,0.67,0.06,0.18,16.0,1,0,0,3.3,3.3,0.09
874,James Garner,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
875,Mario Gaspar,1,25,8,32.0,0.87,0.28,0.04,0.13,16.9,0,0,0,1.9,1.9,0.08
876,Paulo Gazzaniga,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
877,Marcello Gazzola,1,2,1,50.0,0.20,0.10,0.50,1.00,13.9,0,0,0,1.0,1.0,0.48
878,Jean-Philippe Gbamin,2,36,7,19.4,1.21,0.24,0.06,0.29,31.2,3,0,0,1.4,1.4,0.04
879,David de Gea,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
880,Theodor Gebre Selassie,3,28,12,42.9,0.90,0.38,0.11,0.25,11.9,0,0,0,3.9,3.9,0.14
881,Dennis Geiger,0,4,2,50.0,1.46,0.73,0.00,0.00,27.4,0,0,0,0.1,0.1,0.04
882,Jérémy Gélin,0,7,2,28.6,0.49,0.14,0.00,0.00,19.5,0,0,0,0.9,0.9,0.12
883,Romain Genevois,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
884,Christian Gentner,0,29,5,17.2,1.29,0.22,0.00,0.00,16.3,1,0,0,2.5,2.5,0.09
885,Yannick Gerhardt,2,36,8,22.2,1.32,0.29,0.06,0.25,16.6,0,0,0,3.5,3.5,0.10
886,Valère Germain,8,53,19,35.8,2.20,0.79,0.15,0.42,12.6,0,0,0,4.8,4.8,0.09
