,Player,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh
36,Chadrac Akolo,0,14,3,21.4,2.40,0.51,0.00,0.00,20.2,0,0,0,0.9,0.9,0.07
37,Kevin Akpoguma,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
38,Kevin Akpoguma,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
39,David Alaba,3,47,16,34.0,1.67,0.57,0.06,0.19,25.8,16,0,0,3.2,3.2,0.07
40,Sofiane Alakouch,1,13,3,23.1,0.62,0.14,0.08,0.33,22.3,0,0,0,0.5,0.5,0.04
41,Lucas Alario,9,43,16,37.2,3.06,1.14,0.21,0.56,11.7,0,0,0,6.7,6.7,0.15
42,Jordi Alba,2,13,4,30.8,0.39,0.12,0.15,0.50,14.7,0,0,0,1.8,1.8,0.14
43,Luis Alberto,4,67,12,17.9,3.03,0.54,0.04,0.25,22.5,7,1,1,4.2,3.4,0.05
44,Raúl Albiol,1,4,1,25.0,0.21,0.05,0.25,1.00,10.0,0,0,0,0.3,0.3,0.07
45,Miiko Albornoz,1,11,4,36.4,0.60,0.22,0.09,0.25,25.5,0,0,0,0.3,0.3,0.03
46,Marc Albrighton,2,19,7,36.8,1.05,0.39,0.11,0.29,21.4,0,0,0,1.2,1.2,0.06
47,Paco Alcácer,18,51,26,51.0,3.79,1.93,0.33,0.65,16.0,6,1,1,9.5,8.8,0.17
48,Pedro Alcalá,1,15,3,20.0,0.72,0.14,0.07,0.33,20.2,4,0,0,1.0,1.0,0.07
49,Thiago Alcántara,2,23,7,30.4,0.86,0.26,0.09,0.29,20.1,1,0,0,1.9,1.9,0.08
50,Rubén Alcaraz,3,51,11,21.6,1.54,0.33,0.06,0.27,25.9,11,0,1,3.5,2.7,0.05
51,Toby Alderweireld,0,19,5,26.3,0.59,0.15,0.00,0.00,14.1,0,0,0,1.1,1.1,0.06
52,Álex Alegría,0,3,2,66.7,1.93,1.29,0.00,0.00,16.8,0,0,0,0.2,0.2,0.08
53,Alexis Alegue,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
54,Iván Alejo,0,1,0,0.0,0.62,0.00,0.00,,22.8,0,0,0,0.0,0.0,0.03
55,Carles Aleñá,2,14,3,21.4,1.98,0.42,0.14,0.67,22.9,0,0,0,1.3,1.3,0.09
56,Rúnar Alex Rúnarsson,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
57,Alexander,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
58,Trent Alexander-Arnold,1,29,9,31.0,1.06,0.33,0.03,0.11,25.1,9,0,0,1.6,1.6,0.05
59,Alfonso,0,1,0,0.0,10.00,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.06
60,Rachid Alioui,5,52,20,38.5,3.74,1.44,0.10,0.25,21.0,4,0,0,5.4,5.4,0.10
61,Alisson,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
62,Bobby Allain,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
63,Allan,1,25,2,8.0,0.86,0.07,0.04,0.50,25.4,0,0,0,1.0,1.0,0.04
64,Allan,0,2,0,0.0,1.02,0.00,0.00,,21.3,0,0,0,0.1,0.1,0.05
65,Dele Alli,5,39,19,48.7,1.92,0.94,0.13,0.26,14.4,0,0,0,4.8,4.8,0.12
66,Miguel Almirón,0,19,8,42.1,2.25,0.95,0.00,0.00,20.1,0,0,0,1.5,1.5,0.08
67,Júnior Alonso,0,4,2,50.0,0.67,0.34,0.00,0.00,15.4,0,0,0,0.4,0.4,0.09
68,Marcos Alonso,2,45,7,15.6,1.47,0.23,0.04,0.29,19.2,8,0,0,3.4,3.4,0.08
69,Mickaël Alphonse,1,3,1,33.3,0.47,0.16,0.33,1.00,24.7,0,0,0,0.3,0.3,0.10
70,Sergio Álvarez,0,2,0,0.0,0.17,0.00,0.00,,10.2,0,0,0,0.2,0.2,0.12
71,Sergio Álvarez,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
72,Yeray Álvarez,0,11,3,27.3,0.38,0.10,0.00,0.00,10.0,0,0,0,1.3,1.0,0.09
73,Bruno Alves,4,16,5,31.3,0.49,0.15,0.25,0.80,20.4,8,0,0,2.2,2.2,0.14
74,Dani Alves,1,27,6,22.2,1.50,0.33,0.04,0.17,22.0,3,0,0,1.8,1.8,0.07
75,Ibrahim Amadou,0,9,2,22.2,1.06,0.24,0.00,0.00,21.2,0,0,0,0.4,0.4,0.05
76,Romain Amalfitano,0,19,4,21.1,0.68,0.14,0.00,0.00,25.9,0,0,0,0.7,0.7,0.03
77,Daniel Amartey,0,4,1,25.0,0.56,0.14,0.00,0.00,19.4,0,0,0,0.3,0.3,0.08
78,Jordi Amat,0,5,1,20.0,0.16,0.03,0.00,0.00,7.9,0,0,0,0.5,0.5,0.11
79,Amath,1,15,6,40.0,1.35,0.54,0.07,0.17,17.3,0,0,0,1.2,1.2,0.08
80,Jordan Amavi,0,24,3,12.5,0.99,0.12,0.00,0.00,24.3,0,0,0,0.8,0.8,0.03
81,Kelvin Amian,0,18,4,22.2,0.56,0.12,0.00,0.00,26.7,0,0,0,0.6,0.6,0.03
82,Nadiem Amiri,3,18,6,33.3,2.15,0.72,0.17,0.50,18.8,0,0,0,2.2,2.2,0.12
83,Yanis Ammour,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
84,Luke Amos,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
85,Joachim Andersen,0,13,5,38.5,0.41,0.16,0.00,0.00,15.3,0,0,0,1.0,1.0,0.08
86,Felipe Anderson,9,58,24,41.4,1.72,0.71,0.16,0.38,18.7,5,0,0,5.5,5.5,0.09
87,Florin Andone,3,19,8,42.1,1.94,0.82,0.16,0.38,12.3,0,0,0,2.5,2.5,0.13
88,Benjamin André,3,28,9,32.1,1.01,0.32,0.11,0.33,14.4,0,0,0,3.0,3.0,0.11
89,Marco Andreolli,0,1,1,100.0,0.85,0.85,0.00,0.00,10.8,0,0,0,0.0,0.0,0.03
90,Marco Andreolli,0,2,1,50.0,0.28,0.14,0.00,0.00,10.7,0,0,0,0.1,0.1,0.07
91,Yoann Andreu,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
92,José Ángel,1,24,4,16.7,0.71,0.12,0.04,0.25,27.7,5,0,0,0.7,0.7,0.03
93,Miguel Ángel Moyá,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
94,Cristian Ansaldi,3,39,10,25.6,1.94,0.50,0.08,0.30,25.5,5,0,0,1.4,1.4,0.03
95,Mirco Antenucci,5,48,16,33.3,2.03,0.68,0.08,0.25,18.7,1,1,2,6.6,5.0,0.10
96,Waldemar Anton,1,23,4,17.4,0.68,0.12,0.04,0.25,13.9,0,0,0,1.8,1.8,0.08
97,Luca Antonelli,0,5,2,40.0,0.60,0.24,0.00,0.00,16.0,0,0,0,0.3,0.3,0.06
98,Mauro Antonio Burruchaga,0,1,1,100.0,1.55,1.55,0.00,0.00,35.0,0,0,0,0.0,0.0,0.02
99,Michail Antonio,6,65,25,38.5,2.78,1.07,0.09,0.24,16.2,0,0,0,7.1,7.1,0.11
100,Antoñito,2,8,2,25.0,0.39,0.10,0.25,1.00,16.3,0,0,0,1.0,1.0,0.12
101,Vitorino Antunes,1,29,6,20.7,1.20,0.25,0.03,0.17,26.7,4,0,0,1.0,1.0,0.04
102,Anuar,1,10,4,40.0,0.83,0.33,0.10,0.25,12.4,0,0,0,2.7,2.7,0.27
103,Dennis Aogo,0,10,1,10.0,0.88,0.09,0.00,0.00,23.2,2,0,0,0.5,0.5,0.05
104,Houssem Aouar,7,71,22,31.0,2.09,0.65,0.10,0.32,17.8,1,0,0,6.8,6.8,0.10
105,Emmanuel Apeh,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
106,Mauro Arambarri,1,29,9,31.0,0.98,0.30,0.03,0.11,24.7,3,0,0,1.3,1.3,0.05
107,Guilherme Arana,0,6,2,33.3,0.86,0.29,0.00,0.00,14.6,0,0,0,0.9,0.9,0.16
108,Charles Aránguiz,2,23,5,21.7,1.09,0.24,0.09,0.40,23.3,3,0,0,1.4,1.4,0.06
109,Luiz Araújo,3,24,7,29.2,2.77,0.81,0.13,0.43,24.1,2,0,0,2.1,2.1,0.09
110,Néstor Araujo,3,12,7,58.3,0.40,0.23,0.25,0.43,10.6,0,0,0,1.3,1.3,0.10
111,Anaitz Arbilla,1,18,1,5.6,0.83,0.05,0.06,1.00,24.7,3,0,0,0.9,0.9,0.05
112,Joaquín Ardaiz,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
113,Alphonse Areola,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
114,Santiago Arias,1,9,1,11.1,0.46,0.05,0.11,1.00,17.3,0,0,0,0.4,0.4,0.05
115,Lorenzo Ariaudo,0,6,2,33.3,0.32,0.11,0.00,0.00,7.0,0,0,0,0.9,0.9,0.15
116,Nicolò Armini,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
117,Yoël Armougom,0,11,1,9.1,0.53,0.05,0.00,0.00,29.9,0,0,0,0.3,0.3,0.03
118,Stuart Armstrong,3,32,12,37.5,2.01,0.75,0.09,0.25,21.8,0,0,0,2.0,2.0,0.06
119,José Arnaiz,0,1,0,0.0,0.80,0.00,0.00,,14.0,0,0,0,0.1,0.1,0.06
120,Marko Arnautović,10,61,31,50.8,2.76,1.40,0.15,0.29,17.5,3,1,1,8.9,8.1,0.13
121,Maximilian Arnold,2,54,23,42.6,1.69,0.72,0.04,0.09,27.7,8,0,0,2.7,2.7,0.05
122,Kepa Arrizabalaga,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
123,Harry Arter,0,23,4,17.4,1.04,0.18,0.00,0.00,23.6,0,0,0,0.9,0.9,0.04
124,Kwadwo Asamoah,0,9,1,11.1,0.30,0.03,0.00,0.00,28.0,0,0,0,0.2,0.2,0.03
125,Takuma Asano,0,13,3,23.1,1.67,0.39,0.00,0.00,17.1,0,0,0,1.6,1.6,0.12
126,Santiago Ascacíbar,0,19,5,26.3,0.70,0.19,0.00,0.00,20.0,0,0,0,1.3,1.3,0.07
127,Sergio Asenjo,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
128,Marco Asensio,1,45,17,37.8,2.28,0.86,0.02,0.06,18.1,1,0,0,4.1,4.1,0.09
129,Iago Aspas,20,64,27,42.2,2.56,1.08,0.23,0.56,17.2,10,5,5,11.9,7.9,0.12
130,Simon Asta,0,2,0,0.0,2.00,0.00,0.00,,25.6,0,0,0,0.1,0.1,0.03
131,Youcef Atal,6,35,14,40.0,1.39,0.56,0.17,0.43,17.1,0,0,1,4.6,3.9,0.11
132,Christian Atsu,1,28,14,50.0,1.69,0.84,0.04,0.07,19.6,0,0,0,2.1,2.1,0.08
133,Pierre-Emerick Aubameyang,22,89,34,38.2,2.94,1.12,0.20,0.53,14.2,0,4,5,22.5,18.5,0.21
134,Emil Audero,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
135,Jean-Kévin Augustin,3,13,8,61.5,2.54,1.56,0.23,0.38,12.6,0,0,0,2.8,2.8,0.25
136,Ludwig Augustinsson,1,22,6,27.3,0.65,0.18,0.05,0.17,14.7,0,0,0,1.5,1.5,0.07
137,Serge Aurier,0,4,1,25.0,0.64,0.16,0.00,0.00,17.1,0,0,0,0.1,0.1,0.03
138,Charlie Austin,2,31,7,22.6,2.84,0.64,0.06,0.29,16.0,0,0,1,3.6,3.3,0.11
139,Ezequiel Ávila,10,87,23,26.4,3.92,1.04,0.10,0.39,19.8,2,1,1,6.8,6.1,0.07
140,Jordan Ayew,1,27,3,11.1,2.06,0.23,0.04,0.33,14.6,0,0,0,2.9,2.9,0.11
141,Kaan Ayhan,4,23,9,39.1,0.85,0.33,0.17,0.44,14.5,5,0,0,2.3,2.3,0.10
142,Floyd Ayité,1,7,1,14.3,1.32,0.19,0.14,1.00,21.1,0,0,0,0.4,0.4,0.05
143,César Azpilicueta,1,17,7,41.2,0.45,0.19,0.06,0.14,15.4,0,0,0,1.2,1.2,0.07
144,Abdoulaye Ba,1,9,4,44.4,0.38,0.17,0.11,0.25,9.8,0,0,0,1.3,1.3,0.14
145,Florian Baak,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
146,Ludovic Baal,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
147,Khouma Babacar,7,58,19,32.8,3.51,1.15,0.09,0.26,17.8,0,2,2,7.6,6.1,0.10
148,Ryan Babel,5,27,9,33.3,1.94,0.65,0.19,0.56,16.0,0,0,0,5.7,5.7,0.21
149,Carlos Bacca,6,30,14,46.7,2.13,0.99,0.17,0.36,16.0,1,1,1,4.6,3.8,0.13
150,Juninho Bacuna,1,19,8,42.1,1.21,0.51,0.05,0.13,27.0,2,0,0,0.7,0.7,0.04
151,Leandro Bacuna,0,5,1,20.0,0.80,0.16,0.00,0.00,27.9,0,0,0,0.1,0.1,0.02
152,Milan Badelj,1,14,4,28.6,1.10,0.32,0.07,0.25,26.8,0,0,0,0.8,0.8,0.05
153,Benoît Badiashile,1,6,2,33.3,0.31,0.10,0.17,0.50,12.3,0,0,0,0.8,0.8,0.13
154,Holger Badstuber,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
155,Stéphane Bahoken,11,64,30,46.9,2.33,1.09,0.14,0.30,17.3,2,2,3,9.5,7.1,0.11
156,Daniel Baier,0,26,10,38.5,0.83,0.32,0.00,0.00,27.2,0,0,0,0.9,0.9,0.03
157,Leon Bailey,5,56,17,30.4,2.63,0.80,0.09,0.29,21.0,13,0,0,5.0,5.0,0.09
158,Eric Bailly,0,3,1,33.3,0.42,0.14,0.00,0.00,11.6,0,0,0,0.2,0.2,0.07
159,Leighton Baines,0,2,1,50.0,0.48,0.24,0.00,0.00,25.5,1,0,0,0.1,0.1,0.05
160,Marvin Bakalorz,1,12,5,41.7,0.73,0.31,0.08,0.20,19.2,0,0,0,0.8,0.8,0.06
161,Tiemoué Bakayoko,1,25,6,24.0,0.98,0.23,0.04,0.17,17.5,0,0,0,1.7,1.7,0.07
162,Ridle Baku,0,11,3,27.3,1.06,0.29,0.00,0.00,19.0,0,0,0,0.6,0.6,0.05
163,Fabián Balbuena,1,19,2,10.5,0.85,0.09,0.05,0.50,9.3,0,0,0,2.1,2.1,0.12
164,Keita Baldé,5,30,17,56.7,3.04,1.72,0.17,0.29,16.9,0,0,0,3.9,3.9,0.13
165,Gareth Bale,8,75,31,41.3,3.78,1.56,0.09,0.23,18.7,10,1,1,9.1,8.3,0.11
166,Mikel Balenziaga,0,1,0,0.0,0.17,0.00,0.00,,29.6,0,0,0,0.0,0.0,0.02
167,Andrija Balić,0,1,0,0.0,3.33,0.00,0.00,,31.0,0,0,0,0.0,0.0,0.02
168,Fodé Ballo-Touré,0,4,2,50.0,0.23,0.11,0.00,0.00,20.2,0,0,0,0.4,0.4,0.10
169,Fodé Ballo-Touré,0,4,1,25.0,0.23,0.06,0.00,0.00,14.8,0,0,0,0.2,0.2,0.06
170,Florent Balmont,0,5,0,0.0,0.42,0.00,0.00,,32.3,0,0,0,0.1,0.1,0.02
171,Leon Balogun,1,1,1,100.0,0.15,0.15,1.00,1.00,13.3,0,0,0,0.1,0.1,0.07
172,Mario Balotelli,0,33,8,24.2,3.95,0.96,0.00,0.00,23.3,5,0,0,3.1,3.1,0.09
173,Mario Balotelli,8,43,16,37.2,4.15,1.54,0.19,0.50,19.3,3,0,0,5.5,5.5,0.13
174,Abdoulaye Bamba,0,7,0,0.0,0.24,0.00,0.00,,25.0,0,0,0,0.2,0.2,0.03
175,Jonathan Bamba,13,66,27,40.9,1.98,0.81,0.18,0.44,20.1,1,1,1,8.4,7.6,0.12
176,Sol Bamba,4,22,7,31.8,0.80,0.25,0.18,0.57,9.7,0,0,0,4.0,4.0,0.19
177,Yacine Bammou,2,16,4,25.0,1.56,0.39,0.06,0.25,23.5,0,1,1,1.4,0.6,0.04
178,Éver Banega,3,30,8,26.7,1.01,0.27,0.03,0.13,26.3,7,2,2,2.8,1.2,0.04
179,Mattia Bani,0,13,3,23.1,0.45,0.10,0.00,0.00,12.5,0,0,0,1.0,1.0,0.08
180,Léo Baptistão,2,41,15,36.6,2.99,1.09,0.02,0.07,18.6,0,1,1,5.0,4.3,0.10
181,Antonín Barák,0,4,0,0.0,1.09,0.00,0.00,,22.3,0,0,0,0.2,0.2,0.05
182,Federico Barba,0,9,3,33.3,0.33,0.11,0.00,0.00,16.2,0,0,0,0.8,0.8,0.09
183,Danilo Barbosa,0,22,6,27.3,1.28,0.35,0.00,0.00,22.3,5,0,0,1.9,1.9,0.08
184,Enis Bardhi,3,66,18,27.3,2.09,0.57,0.05,0.17,24.5,21,0,0,3.6,3.6,0.06
185,Francesco Bardi,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
186,Phil Bardsley,0,12,1,8.3,0.65,0.05,0.00,0.00,26.4,0,0,0,0.3,0.3,0.03
187,Nicolò Barella,1,53,12,22.6,1.54,0.35,0.02,0.08,24.1,2,0,1,2.6,1.8,0.03
188,Philipp Bargfrede,0,7,1,14.3,0.58,0.08,0.00,0.00,28.8,0,0,0,0.2,0.2,0.02
189,Antonino Barillà,3,19,8,42.1,0.65,0.28,0.16,0.38,19.1,0,0,0,3.0,3.0,0.16
190,Ross Barkley,3,41,9,22.0,2.96,0.65,0.07,0.33,19.9,1,0,0,4.0,4.0,0.10
191,Aymen Barkok,0,5,0,0.0,0.88,0.00,0.00,,24.0,0,0,0,0.5,0.5,0.10
192,Ashley Barnes,12,63,28,44.4,2.37,1.06,0.16,0.36,14.7,0,2,2,13.8,12.2,0.19
193,Harvey Barnes,1,40,10,25.0,3.59,0.90,0.03,0.10,17.0,0,0,0,3.9,3.9,0.10
194,Antonio Barragán,0,2,0,0.0,0.19,0.00,0.00,,20.8,0,0,0,0.1,0.1,0.04
195,Antonio Barreca,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
196,Antonio Barreca,0,5,1,20.0,0.76,0.15,0.00,0.00,24.2,0,0,0,0.2,0.2,0.03
197,Leandro Barreiro Martins,0,1,0,0.0,1.00,0.00,0.00,,29.1,0,0,0,0.0,0.0,0.02
198,Ander Barrenetxea,1,5,1,20.0,1.13,0.23,0.20,1.00,14.0,0,0,0,0.5,0.5,0.10
199,Édgar Barreto,0,8,3,37.5,0.92,0.34,0.00,0.00,18.7,1,0,0,1.0,1.0,0.12
200,Musa Barrow,1,30,8,26.7,4.49,1.20,0.03,0.13,17.7,0,0,0,2.9,2.9,0.10
201,Fin Bartels,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
202,Marc Bartra,1,10,4,40.0,0.31,0.12,0.10,0.25,24.9,1,0,0,0.7,0.7,0.07
203,Andrea Barzagli,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
204,Daniele Baselli,4,42,11,26.2,1.59,0.42,0.10,0.36,23.1,7,0,0,2.4,2.4,0.06
205,Toma Bašić,2,20,7,35.0,1.35,0.47,0.10,0.29,25.7,5,0,0,1.2,1.2,0.06
206,Thomas Basila,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
207,Borja Bastón,5,33,9,27.3,2.06,0.56,0.15,0.56,11.3,0,0,0,6.2,6.2,0.19
208,Alessandro Bastoni,1,3,2,66.7,0.16,0.11,0.33,0.50,12.1,0,0,0,0.6,0.6,0.19
209,Bastos,1,11,3,27.3,0.87,0.24,0.09,0.33,18.7,0,0,0,0.7,0.7,0.06
210,Michy Batshuayi,5,27,10,37.0,3.24,1.20,0.19,0.50,16.7,0,0,0,4.0,4.0,0.15
211,Michy Batshuayi,1,17,7,41.2,2.90,1.20,0.06,0.14,17.6,0,0,0,1.4,1.4,0.08
212,Robert Bauer,0,8,1,12.5,0.42,0.05,0.00,0.00,27.8,0,0,0,0.2,0.2,0.03
213,Oliver Baumann,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
214,Timo Baumgartl,1,5,2,40.0,0.28,0.11,0.20,0.50,12.1,0,0,0,0.3,0.3,0.07
215,Julian Baumgartlinger,0,11,0,0.0,0.64,0.00,0.00,,23.0,0,0,0,0.6,0.6,0.06
216,Christoph Baumgartner,0,2,0,0.0,2.12,0.00,0.00,,19.2,0,0,0,0.1,0.1,0.05
217,Jon Bautista,1,20,5,25.0,3.02,0.75,0.05,0.20,13.0,0,0,0,2.7,2.7,0.14
218,Paul Baysse,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
219,Paul Baysse,0,9,3,33.3,0.45,0.15,0.00,0.00,13.1,0,0,0,0.8,0.8,0.09
220,Noah Joel Sarenren Bazee,0,5,0,0.0,2.90,0.00,0.00,,17.3,0,0,0,0.5,0.5,0.10
221,Claudio Beauvue,3,39,13,33.3,2.34,0.78,0.05,0.15,16.5,0,1,1,4.7,3.9,0.10
222,Bebé,1,59,12,20.3,4.08,0.83,0.02,0.08,27.5,4,0,0,2.2,2.2,0.04
223,Bebé,0,3,2,66.7,4.35,2.90,0.00,0.00,21.0,0,0,0,0.1,0.1,0.04
224,Ihlas Bebou,4,26,10,38.5,2.20,0.84,0.12,0.30,21.9,2,1,1,4.6,3.8,0.15
225,Uffe Bech,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
226,Andreas Beck,0,12,2,16.7,0.61,0.10,0.00,0.00,20.6,0,0,0,0.7,0.7,0.06
227,Jan Bednarek,0,5,1,20.0,0.21,0.04,0.00,0.00,7.5,0,0,0,0.8,0.8,0.16
228,Andrea Beghetto,0,23,3,13.0,0.93,0.12,0.00,0.00,23.3,2,0,0,1.0,1.0,0.04
229,Asmir Begović,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
230,Valon Behrami,1,9,2,22.2,0.60,0.13,0.11,0.50,19.5,0,0,0,0.8,0.8,0.09
231,Hanno Behrens,4,35,6,17.1,1.19,0.20,0.06,0.33,17.4,0,2,4,7.9,4.8,0.14
232,Ishak Belfodil,16,88,36,40.9,4.25,1.74,0.18,0.44,13.2,1,0,0,12.3,12.3,0.14
233,Stefan Bell,0,17,4,23.5,0.68,0.16,0.00,0.00,13.4,0,0,0,1.6,1.6,0.09
234,Karim Bellarabi,5,42,11,26.2,3.58,0.94,0.12,0.45,19.7,0,0,0,3.3,3.3,0.08
235,Héctor Bellerín,0,18,4,22.2,1.06,0.23,0.00,0.00,18.5,0,0,0,0.9,0.9,0.05
236,Andrea Belotti,15,119,42,35.3,3.25,1.15,0.08,0.24,16.4,6,5,6,17.3,12.6,0.11
237,Fran Beltrán,1,17,3,17.6,1.01,0.18,0.06,0.33,22.7,0,0,0,1.2,1.2,0.07
238,Hatem Ben Arfa,7,51,13,25.5,2.26,0.58,0.10,0.38,22.6,10,2,3,7.0,4.6,0.09
239,Wissam Ben Yedder,18,74,34,45.9,2.37,1.09,0.22,0.47,12.0,0,2,2,18.0,16.4,0.22
240,Diego Benaglio,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
241,Marco Benassi,7,59,20,33.9,2.33,0.79,0.12,0.35,17.9,0,0,0,5.6,5.6,0.10
242,Medhi Benatia,0,3,0,0.0,0.60,0.00,0.00,,14.3,0,0,0,0.1,0.1,0.05
243,Lars Bender,1,16,5,31.3,1.06,0.33,0.06,0.20,16.6,0,0,0,1.1,1.1,0.07
