,Player,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,TklDribblers,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Clr,Err
48,Tomás Alarcón,31,20,17,10,4,10,31,32.3,21,19,7,12,30,31,0
49,Lucas Alario,6,5,0,2,4,2,5,40.0,3,5,0,5,1,6,0
50,Jordi Alba,47,34,12,26,9,27,47,57.4,20,26,6,20,33,41,1
51,Josué Albert,0,0,0,0,0,0,0,,0,0,0,0,1,2,0
52,Luis Alberto,29,17,8,11,10,8,52,15.4,44,32,4,28,13,7,0
53,Raúl Albiol,26,15,20,5,1,14,18,77.8,4,24,15,9,21,126,1
54,Marc Albrighton,31,19,16,9,6,10,47,21.3,37,15,3,12,14,20,0
55,Paco Alcácer,9,3,2,4,3,1,5,20.0,4,7,0,7,6,1,0
56,Thiago Alcántara,48,29,14,24,10,10,42,23.8,32,22,2,20,26,13,2
57,Rubén Alcaraz,41,20,14,24,3,22,45,48.9,23,10,2,8,13,14,0
58,Omar Alderete,53,34,34,17,2,34,53,64.2,19,30,18,12,35,153,0
59,Iván Alejo,33,15,21,10,2,15,44,34.1,29,12,0,12,8,17,0
60,Doğan Alemdar,0,0,0,0,0,0,0,,0,0,0,0,0,9,1
61,Carles Aleñá,27,19,11,13,3,9,48,18.8,39,21,2,19,15,16,0
62,Trent Alexander-Arnold,40,23,19,13,8,27,60,45.0,33,22,4,18,43,40,0
63,Mohamed Ali Cho,10,5,1,4,5,5,17,29.4,12,17,1,16,8,0,1
64,Alisson,3,1,3,0,0,3,5,60.0,2,1,0,1,0,28,1
65,Allan,74,44,28,39,7,34,105,32.4,71,40,9,31,23,39,1
66,Jim Allevinah,18,13,8,8,2,5,18,27.8,13,11,0,11,6,4,0
67,Dele Alli,14,8,10,3,1,5,17,29.4,12,22,5,17,6,16,0
68,Dele Alli,7,2,3,4,0,0,4,0.0,4,7,2,5,6,10,0
69,Miguel Almirón,47,29,23,17,7,11,44,25.0,33,14,1,13,20,13,0
70,Marcos Alonso,41,29,20,12,9,17,36,47.2,19,29,5,24,43,53,0
71,Giorgio Altare,39,28,18,18,3,21,26,80.8,5,17,5,12,30,70,0
72,Hugo Álvarez,1,0,1,0,0,0,0,,0,0,0,0,0,1,0
73,Yeray Álvarez,24,14,15,8,1,10,18,55.6,8,21,16,5,45,97,0
74,Dani Alves,30,19,13,13,4,14,26,53.8,12,10,3,7,11,10,2
75,Steven Alzate,10,4,4,5,1,4,7,57.1,3,2,1,1,10,10,0
76,Ibrahim Amadou,16,8,10,6,0,8,15,53.3,7,4,2,2,14,26,0
77,Emmanuel Amankwaa Akurugu,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,0
78,Daniel Amartey,26,13,19,7,0,19,29,65.5,10,30,22,8,21,93,4
79,Amath,21,11,11,6,4,7,17,41.2,10,12,0,12,7,7,0
80,Jordan Amavi,16,10,8,7,1,10,17,58.8,7,3,1,2,15,7,0
81,Jordan Amavi,6,5,3,1,2,5,10,50.0,5,1,0,1,1,3,0
82,Wisdom Amey,3,2,1,1,1,2,3,66.7,1,2,0,2,3,1,0
83,Kelvin Amian,66,42,43,18,5,30,41,73.2,11,39,21,18,32,75,0
84,Nadiem Amiri,6,4,2,2,2,2,9,22.2,7,7,0,7,0,0,0
85,Nadiem Amiri,8,4,3,2,3,4,8,50.0,4,4,2,2,5,0,0
86,Ethan Ampadu,67,43,37,27,3,24,58,41.4,34,49,19,30,51,76,0
87,Sofyan Amrabat,24,13,9,13,2,11,19,57.9,8,25,8,17,5,6,1
88,Joachim Andersen,30,23,21,9,0,16,27,59.3,11,29,19,10,37,125,3
89,Felipe Anderson,71,45,30,33,8,27,99,27.3,72,65,6,59,20,16,0
90,Sebastian Andersson,11,7,0,3,8,3,9,33.3,6,8,0,8,3,14,0
91,Florin Andone,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,0
92,Andrés Andrade Cedeño,27,16,18,8,1,17,35,48.6,18,16,7,9,19,44,0
93,Benjamin André,123,69,49,65,9,51,113,45.1,62,49,11,38,50,56,0
94,Fredrik André Bjørkan,12,10,7,4,1,7,9,77.8,2,6,2,4,6,8,0
95,Marcos André,15,11,4,6,5,5,16,31.3,11,15,0,15,7,13,0
96,Robert Andrich,33,17,18,14,1,14,28,50.0,14,19,7,12,31,46,0
97,José Ángel,20,13,9,9,2,9,14,64.3,5,6,1,5,10,21,0
98,Angeliño,28,21,14,13,1,14,30,46.7,16,24,3,21,29,40,0
99,Ebenezer Annan,1,1,1,0,0,0,0,,0,0,0,0,1,1,0
100,Cristian Ansaldi,20,9,11,7,2,10,13,76.9,3,9,1,8,6,10,0
101,Janis Antiste,18,11,6,6,6,5,13,38.5,8,7,1,6,4,6,0
102,Waldemar Anton,40,26,22,15,3,19,32,59.4,13,27,16,11,32,116,1
103,Josep Antoni Gayá,0,0,0,0,0,0,0,,0,1,0,1,1,3,1
104,Michail Antonio,23,17,5,9,9,7,18,38.9,11,19,1,18,3,13,0
105,Christopher Antwi-Adjei,21,18,7,8,6,6,26,23.1,20,12,0,12,1,8,0
106,Houssem Aouar,46,30,9,25,12,27,54,50.0,27,26,1,25,20,5,0
107,Adil Aouchiche,13,6,5,5,3,5,33,15.2,28,18,1,17,17,4,0
108,Dennis Appiah,55,34,35,18,2,28,48,58.3,20,30,13,17,27,74,0
109,Mauro Arambarri,62,37,19,32,11,20,68,29.4,48,35,5,30,32,18,0
110,Mattia Aramu,20,15,5,9,6,8,33,24.2,25,20,2,18,8,19,0
111,Charles Aránguiz,45,25,18,21,6,22,52,42.3,30,24,4,20,33,21,0
112,Néstor Araujo,22,14,17,5,0,9,21,42.9,12,17,10,7,27,105,2
113,Ronald Araújo,41,23,29,12,0,21,25,84.0,4,37,20,17,23,66,1
114,Cameron Archer,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
115,Alphonse Areola,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
116,Jesús Areso,3,3,2,1,0,0,2,0.0,2,0,0,0,0,2,1
117,Matias Arezo,5,3,2,1,2,4,9,44.4,5,1,0,1,1,1,0
118,Santiago Arias,12,5,8,3,1,4,9,44.4,5,8,4,4,5,10,0
119,Adam Armstrong,10,4,2,2,6,0,6,0.0,6,13,1,12,3,6,0
120,Stuart Armstrong,27,19,15,6,6,9,23,39.1,14,10,1,9,8,15,0
121,Marko Arnautović,17,9,1,11,5,7,30,23.3,23,13,2,11,7,17,0
122,Maximilian Arnold,37,20,19,16,2,20,50,40.0,30,43,15,28,37,55,0
123,Kepa Arrizabalaga,0,0,0,0,0,0,0,,0,0,0,0,0,4,0
124,Tolgay Arslan,35,20,15,16,4,19,50,38.0,31,17,4,13,13,23,1
125,Santiago Arzamendia,14,6,6,5,3,6,13,46.2,7,6,0,6,4,7,0
126,Takuma Asano,11,6,3,6,2,5,19,26.3,14,14,1,13,7,7,0
127,Santiago Ascacíbar,93,54,50,37,6,38,89,42.7,51,31,6,25,41,42,0
128,Sergio Asenjo,0,0,0,0,0,0,1,0.0,1,0,0,0,1,6,0
129,Alejandro Asensio,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
130,Marco Asensio,12,8,6,4,2,4,18,22.2,14,8,1,7,12,6,1
131,Harrison Ashby,0,0,0,0,0,0,0,,0,1,0,1,1,1,0
132,Kristoffer Askildsen,18,6,7,11,0,9,19,47.4,10,14,7,7,15,15,0
133,Fisnik Asllani,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
134,Kristjan Asllani,18,9,9,8,1,11,29,37.9,18,16,7,9,19,15,1
135,Iago Aspas,14,7,1,5,8,4,24,16.7,20,23,2,21,11,19,0
136,Lorenz Assignon,15,10,11,3,1,5,9,55.6,4,3,1,2,11,19,0
137,Simon Asta,13,6,4,5,4,4,8,50.0,4,14,2,12,8,16,0
138,Youcef Atal,29,19,17,10,2,14,25,56.0,11,13,2,11,32,21,0
139,Pierre-Emerick Aubameyang,11,5,6,4,1,3,10,30.0,7,12,1,11,0,4,0
140,Pierre-Emerick Aubameyang,2,2,0,1,1,0,5,0.0,5,9,1,8,2,4,0
141,Emil Audero,3,1,3,0,0,3,5,60.0,2,0,0,0,2,17,2
142,Tommaso Augello,36,20,22,8,6,17,29,58.6,12,19,4,15,29,68,1
143,Jean-Kévin Augustin,1,0,0,0,1,0,3,0.0,3,1,0,1,0,0,0
144,Ludwig Augustinsson,18,14,11,3,4,8,13,61.5,5,10,3,7,5,21,0
145,Serge Aurier,14,9,11,2,1,4,7,57.1,3,14,7,7,11,25,0
146,Ezequiel Ávila,17,7,6,7,4,7,21,33.3,14,14,2,12,13,15,1
147,Taiwo Awoniyi,11,7,3,6,2,1,9,11.1,8,11,2,9,2,29,0
148,Ramzi Aya,1,1,1,0,0,1,1,100.0,0,0,0,0,0,4,0
149,Jordan Ayew,47,30,20,20,7,17,31,54.8,14,33,3,30,15,15,0
150,Kaan Ayhan,20,12,14,6,0,7,15,46.7,8,20,14,6,13,57,0
151,Luke Ayling,74,42,46,23,5,51,97,52.6,46,46,25,21,28,52,1
152,Karim Azamoum,6,5,4,2,0,3,5,60.0,2,4,2,2,1,10,0
153,Sardar Azmoun,3,1,0,2,1,0,5,0.0,5,2,0,2,0,8,0
154,César Azpilicueta,51,28,18,27,6,16,35,45.7,19,32,9,23,23,65,1
155,Iddrisu Baba,57,30,31,23,3,25,43,58.1,18,19,5,14,24,34,1
156,Carlos Bacca,4,4,2,0,2,0,3,0.0,3,5,0,5,1,5,0
157,Daniel Bachmann,0,0,0,0,0,0,0,,0,0,0,0,1,5,0
158,Loïc Bade,6,5,4,2,0,3,5,60.0,2,12,10,2,12,48,0
159,Milan Badelj,64,37,25,30,9,34,80,42.5,46,39,7,32,85,43,0
160,Édgar Badía,0,0,0,0,0,0,0,,0,0,0,0,0,16,2
161,Benoît Badiashile,36,19,21,15,0,14,23,60.9,9,18,12,6,28,68,1
162,Youssouph Badji,1,0,0,1,0,0,1,0.0,1,0,0,0,0,0,0
163,Miguel Baeza,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
164,Nicola Bagnolini,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
165,Issa Bah,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
166,Stéphane Bahoken,13,8,2,7,4,1,9,11.1,8,15,0,15,3,3,0
167,Leon Bailey,17,11,6,8,3,6,13,46.2,7,10,1,9,1,2,0
168,Eric Bailly,5,4,4,0,1,3,4,75.0,1,4,2,2,3,11,0
169,Dénys Bain,3,3,1,2,0,1,1,100.0,0,3,1,2,3,5,0
170,Stefan Bajic,0,0,0,0,0,0,0,,0,0,0,0,0,4,0
171,Nedim Bajrami,21,14,5,13,3,4,14,28.6,10,11,0,11,3,8,0
172,Cédric Bakambu,2,0,1,0,1,0,3,0.0,3,2,0,2,0,1,0
173,Abdoulaye Bakayoko,15,9,13,2,0,8,12,66.7,4,5,4,1,12,15,0
174,Tiemoué Bakayoko,19,13,9,7,3,5,16,31.3,11,8,1,7,9,10,2
175,Mitchel Bakker,33,22,16,12,5,20,34,58.8,14,13,2,11,23,42,3
176,Ridle Baku,62,37,30,24,8,25,65,38.5,40,43,1,42,21,52,1
177,Dilane Bakwa,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0
178,Tommaso Baldanzi,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
179,Alejandro Balde,2,1,1,0,1,0,0,,0,2,2,0,1,1,0
180,Ibrahima Baldé,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
181,Keita Baldé,8,4,1,5,2,1,10,10.0,9,6,0,6,4,6,0
182,Gareth Bale,2,1,1,0,1,1,4,25.0,3,2,0,2,2,1,0
183,Mikel Balenziaga,33,24,15,15,3,25,43,58.1,18,27,4,23,21,79,0
184,Leonardo Balerdi,9,6,9,0,0,5,14,35.7,9,11,4,7,19,30,0
185,Iván Balliu,45,22,25,11,9,19,31,61.3,12,24,5,19,39,64,0
186,Fodé Ballo-Touré,18,14,5,13,0,4,9,44.4,5,6,2,4,3,5,0
187,Folarin Balogun,1,1,0,0,1,0,0,,0,1,0,1,0,1,0
188,Abdoulaye Bamba,6,5,6,0,0,4,11,36.4,7,5,1,4,9,13,0
189,Jonathan Bamba,30,12,13,9,8,13,36,36.1,23,24,1,23,21,10,0
190,Patrick Bamford,1,0,0,1,0,0,3,0.0,3,8,2,6,2,8,0
191,Filippo Bandinelli,33,20,10,17,6,15,31,48.4,16,22,5,17,10,37,2
192,Mattia Bani,23,13,17,6,0,14,18,77.8,4,19,11,8,20,76,0
193,Simon Banza,2,1,0,0,2,0,2,0.0,2,1,0,1,1,2,0
194,Shandon Baptiste,14,4,9,4,1,6,15,40.0,9,10,0,10,11,12,0
195,Antonín Barák,18,8,9,8,1,5,17,29.4,12,32,5,27,6,26,0
196,Barbero,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
197,Danilo Barbosa,0,0,0,0,0,0,0,,0,1,1,0,2,10,0
198,Barcia,0,0,0,0,0,0,0,,0,1,1,0,1,0,1
199,Bradley Barcola,7,4,2,3,2,1,8,12.5,7,7,1,6,2,1,0
200,Melvin Bard,59,37,38,17,4,41,63,65.1,22,33,10,23,51,56,0
201,Enis Bardhi,29,12,12,14,3,12,35,34.3,23,13,2,11,10,7,0
202,Francesco Bardi,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
203,Keidi Bare,27,17,14,12,1,11,31,35.5,20,20,10,10,15,26,1
204,Nicolò Barella,63,42,17,35,11,29,55,52.7,26,26,2,24,21,8,2
205,Kike Barja,15,11,4,7,4,8,22,36.4,14,10,1,9,9,4,0
206,Ross Barkley,0,0,0,0,0,0,1,0.0,1,1,0,1,1,0,0
207,Aymen Barkok,6,2,2,3,1,2,7,28.6,5,4,1,3,5,6,0
208,Ashley Barnes,11,2,2,7,2,2,9,22.2,7,8,1,7,2,5,0
209,Harvey Barnes,31,16,9,11,11,7,23,30.4,16,24,1,23,5,7,0
210,Antonio Barragán,21,14,13,7,1,11,17,64.7,6,5,3,2,17,34,0
211,Leandro Barreiro Martins,63,32,23,27,13,29,50,58.0,21,23,6,17,32,23,0
212,Ander Barrenetxea,15,10,9,6,0,8,18,44.4,10,7,0,7,2,2,0
213,Jacob Barrett Laursen,16,12,10,6,0,8,21,38.1,13,19,7,12,28,43,0
214,Musa Barrow,12,4,4,4,4,6,20,30.0,14,20,1,19,6,8,0
215,Abdourahmane Barry,6,4,3,3,0,5,7,71.4,2,5,2,3,4,1,0
216,Marc Bartra,39,14,18,17,4,19,35,54.3,16,39,22,17,33,105,1
217,Daniele Baselli,3,3,2,0,1,2,6,33.3,4,0,0,0,1,2,0
218,Daniele Baselli,6,5,3,1,2,1,5,20.0,4,2,0,2,2,5,0
219,Toma Bašić,12,8,3,9,0,5,17,29.4,12,13,4,9,4,21,0
220,Toma Bašić,2,2,1,0,1,0,4,0.0,4,4,1,3,2,0,0
221,Amine Bassi,6,3,2,3,1,1,3,33.3,2,5,0,5,0,0,0
222,Álvaro Bastida,7,4,2,4,1,4,5,80.0,1,1,0,1,3,1,0
223,Alessandro Bastoni,44,25,28,13,3,17,34,50.0,17,22,12,10,35,59,1
224,Simone Bastoni,52,34,28,17,7,21,65,32.3,44,38,11,27,30,31,0
225,Lewis Bate,1,0,0,0,1,0,8,0.0,8,1,0,1,1,1,0
226,Rodrigo Battaglia,32,16,13,19,0,15,30,50.0,15,21,10,11,10,36,0
227,Maximilian Bauer,28,15,17,10,1,11,28,39.3,17,24,14,10,29,99,0
228,Oliver Baumann,0,0,0,0,0,0,3,0.0,3,0,0,0,0,19,1
229,Timo Baumgartl,59,28,34,21,4,31,47,66.0,16,27,11,16,37,58,0
230,Julian Baumgartlinger,3,1,2,1,0,1,2,50.0,1,1,0,1,2,0,0
231,Christoph Baumgartner,28,15,14,7,7,13,32,40.6,19,24,3,21,8,16,0
232,Jon Bautista,3,0,0,3,0,0,1,0.0,1,1,0,1,1,1,0
233,Paul Baysse,1,1,0,1,0,0,0,,0,0,0,0,0,1,0
234,Noah Joel Sarenren Bazee,5,2,2,2,1,3,4,75.0,1,8,2,6,1,4,0
235,Bebé,6,5,1,3,2,4,16,25.0,12,18,0,18,3,6,0
236,Ihlas Bebou,22,14,5,12,5,7,21,33.3,14,20,3,17,12,25,0
237,Rodrigo Becão,81,46,49,30,2,34,60,56.7,26,45,20,25,42,89,3
238,Mads Bech Sørensen,8,7,6,2,0,6,7,85.7,1,9,6,3,6,25,0
239,Sheraldo Becker,9,6,3,4,2,6,18,33.3,12,11,0,11,2,4,0
240,Jan Bednarek,32,15,18,13,1,19,33,57.6,14,48,27,21,72,141,0
241,Donny van de Beek,6,4,4,1,1,1,2,50.0,1,5,1,4,2,1,0
242,Donny van de Beek,15,7,8,6,1,6,13,46.2,7,6,2,4,6,4,0
243,Asmir Begović,0,0,0,0,0,0,0,,0,0,0,0,0,3,0
244,Valon Behrami,3,1,0,2,1,0,7,0.0,7,4,1,3,1,4,0
245,Kevin Behrens,3,2,1,1,1,0,4,0.0,4,3,0,3,3,7,0
246,Youcef Belaïli,2,1,0,0,2,2,9,22.2,7,5,1,4,7,4,0
247,Vid Belec,0,0,0,0,0,0,0,,0,0,0,0,0,9,1
248,Ishak Belfodil,9,6,4,4,1,4,8,50.0,4,9,1,8,5,16,0
249,Haris Belkebla,46,23,21,21,4,18,39,46.2,21,26,6,20,48,30,1
250,Stefan Bell,54,23,37,16,1,30,63,47.6,33,26,15,11,41,112,1
251,Armel Bella Kotchap,34,20,25,9,0,18,28,64.3,10,21,16,5,42,84,2
252,Raoul Bellanova,29,15,14,12,3,6,27,22.2,21,39,8,31,21,51,0
253,Karim Bellarabi,9,4,4,4,1,3,13,23.1,10,5,0,5,9,4,0
254,Jean-Ricner Bellegarde,51,32,21,21,9,17,41,41.5,24,29,4,25,27,19,0
255,Héctor Bellerín,52,32,29,20,3,31,44,70.5,13,11,2,9,23,57,1
256,Jude Bellingham,52,34,15,31,6,21,53,39.6,32,50,4,46,42,32,0
257,George Bello,7,7,7,0,0,4,4,100.0,0,5,4,1,6,11,0
258,Jeanuël Belocian,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
259,Andrea Belotti,7,3,2,2,3,3,12,25.0,9,12,4,8,2,9,0
260,Fran Beltrán,56,41,27,23,6,28,68,41.2,40,29,5,24,32,39,0
261,Hatem Ben Arfa,4,2,2,1,1,2,4,50.0,2,3,0,3,0,1,0
262,Salim Ben Seghir,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
263,Wissam Ben Yedder,18,8,1,11,6,6,15,40.0,9,12,1,11,0,1,0
264,Marco Benassi,1,0,1,0,0,1,2,50.0,1,3,0,3,3,3,0
265,Marco Benassi,6,3,3,2,1,1,10,10.0,9,4,0,4,3,6,0
266,Darío Benedetto,5,1,2,2,1,3,6,50.0,3,4,0,4,1,1,0
267,Darío Benedetto,0,0,0,0,0,0,0,,0,2,0,2,0,0,0
268,László Bénes,5,3,1,3,1,1,6,16.7,5,5,2,3,2,5,0
269,Walter Benítez,0,0,0,0,0,0,2,0.0,2,1,0,1,0,12,2
270,Iker Benito,2,1,1,0,1,0,1,0.0,1,2,0,2,0,2,0
271,Loris Benito,0,0,0,0,0,0,0,,0,0,0,0,1,3,1
272,Pedro Benito,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
273,Filip Benković,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
274,Ismaël Bennacer,44,30,22,15,7,21,50,42.0,29,20,4,16,25,15,0
275,Keanan Bennetts,2,0,1,1,0,1,1,100.0,0,1,0,1,0,0,0
276,Saïd Benrahma,28,17,16,9,3,15,38,39.5,23,17,1,16,9,8,0
277,Ramy Bensebaini,42,30,24,15,3,27,44,61.4,17,33,7,26,39,77,1
278,Nabil Bentaleb,42,24,15,20,7,16,29,55.2,13,24,9,15,28,13,0
279,Rodrigo Bentancur,36,18,14,14,8,16,32,50.0,16,24,9,15,20,35,0
280,Rodrigo Bentancur,32,18,11,18,3,7,20,35.0,13,15,2,13,26,15,1
281,Christian Benteke,3,2,1,2,0,2,6,33.3,4,7,3,4,2,33,0
282,Karim Benzema,11,9,5,3,3,2,9,22.2,7,10,0,10,4,13,0
283,Alessandro Berardi,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
284,Domenico Berardi,32,19,9,16,7,15,57,26.3,42,39,2,37,31,23,0
285,Yuri Berchiche,25,11,10,11,4,7,14,50.0,7,19,6,13,13,25,0
286,Álex Berenguer,45,26,23,14,8,11,51,21.6,40,40,2,38,16,20,0
287,Bartosz Bereszyński,64,38,34,25,5,37,80,46.3,43,38,12,26,42,73,1
288,Jóhann Berg Guðmundsson,16,6,7,7,2,5,20,25.0,15,11,2,9,12,22,0
289,Patrick Berg,14,6,6,8,0,0,4,0.0,4,2,1,1,4,3,0
290,Mitchell van Bergen,8,5,7,0,1,6,15,40.0,9,9,0,9,4,7,0
291,Steven Bergwijn,3,2,2,1,0,1,10,10.0,9,3,0,3,1,8,0
292,Etrit Berisha,0,0,0,0,0,0,0,,0,0,0,0,0,4,0
293,Valon Berisha,10,7,2,5,3,2,10,20.0,8,9,0,9,4,3,0
294,Federico Bernardeschi,16,10,7,4,5,6,13,46.2,7,12,4,8,5,15,0
295,Paul Bernardoni,3,2,3,0,0,3,4,75.0,1,0,0,0,0,8,1
296,Paul Bernardoni,0,0,0,0,0,0,0,,0,0,0,0,0,14,2
297,Juan Bernat,24,14,10,10,4,13,18,72.2,5,8,0,8,8,16,0
298,Dimitry Bertaud,0,0,0,0,0,0,1,0.0,1,0,0,0,0,5,1
299,Jason Berthomier,29,14,5,17,7,12,34,35.3,22,14,2,12,8,4,1
300,Nicolò Bertola,3,2,3,0,0,3,4,75.0,1,0,0,0,3,1,0
301,Ryan Bertrand,8,5,3,4,1,2,5,40.0,3,8,3,5,1,7,0
302,Daniel Bessa,7,2,3,3,1,4,15,26.7,11,13,3,10,5,11,0
303,Beto,21,6,2,14,5,9,19,47.4,10,16,1,15,5,25,1
304,Jordan Beyer,46,27,32,13,1,23,39,59.0,16,18,5,13,15,52,2
305,Giulian Biancone,70,42,44,22,4,40,69,58.0,29,23,8,15,53,71,1
306,Bartosz Białek,0,0,0,0,0,0,1,0.0,1,1,0,1,0,2,0
307,Ermin Bičakčić,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
308,Mads Bidstrup,1,0,0,1,0,0,3,0.0,3,0,0,0,1,2,0
309,Pedro Bigas,24,10,16,8,0,9,20,45.0,11,21,16,5,18,77,1
310,El Bilal Touré,13,6,4,6,3,2,7,28.6,5,10,3,7,6,19,0
311,Jean-Claude Billong,17,8,14,1,2,8,11,72.7,3,9,1,8,10,35,0
312,Luis Binks,8,4,7,1,0,4,6,66.7,2,6,5,1,17,33,1
313,Cristiano Biraghi,37,24,17,15,5,22,53,41.5,31,28,10,18,19,31,1
314,Davide Biraschi,31,16,19,9,3,17,24,70.8,7,16,9,7,16,26,0
315,Tom Bischof,0,0,0,0,0,0,0,,0,1,0,1,0,1,0
316,Yves Bissouma,76,49,35,37,4,21,37,56.8,16,33,3,30,50,49,0
317,Nathan Bitu Mazala,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
318,Marco Bizot,3,1,3,0,0,3,5,60.0,2,1,0,1,0,24,1
319,Bjarki Bjarkason,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
320,Antonio Blanco,2,0,1,1,0,0,0,,0,1,1,0,1,0,0
