,Player,MP,Starts,Min,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%PK
71,Pierluigi Gollini,25,25,"2,156",26,1.09,65,38,66.2,14,8,3,9,36.0,6,4,2,0,33.3
72,Alfred Gomis,5,5,450,10,2.00,31,22,77.4,0,1,4,0,0.0,3,3,0,0,0.0
73,Alfred Gomis,22,22,"1,980",25,1.14,76,52,71.1,7,5,10,5,22.7,4,3,0,1,0.0
74,Etienne Green,8,8,720,8,1.00,28,19,78.6,4,1,3,3,37.5,4,2,1,1,33.3
75,Lennart Grill,4,4,360,7,1.75,21,14,66.7,1,0,3,1,25.0,0,0,0,0,
76,Vicente Guaita,37,37,"3,330",64,1.73,169,104,63.9,11,8,18,8,21.6,4,3,1,0,25.0
77,Péter Gulácsi,33,33,"2,970",30,0.91,80,50,66.3,19,8,6,15,45.5,3,3,0,0,0.0
78,Samir Handanović,37,37,"3,240",33,0.92,110,76,73.6,27,7,3,14,37.8,6,4,2,0,33.3
79,Dean Henderson,13,12,"1,125",12,0.96,51,39,76.5,9,2,1,4,33.3,0,0,0,0,
80,Sergio Herrera,33,32,"2,958",40,1.22,126,86,71.4,10,8,14,10,31.3,7,4,2,1,33.3
81,Marwin Hitz,16,16,"1,395",16,1.03,44,29,68.2,11,2,3,7,43.8,2,2,0,0,0.0
82,Timo Horn,34,34,"3,009",59,1.76,155,95,66.5,8,9,17,5,14.7,8,7,1,0,12.5
83,Lukáš Hrádecký,29,29,"2,565",29,1.02,83,55,66.3,13,9,7,8,27.6,2,1,1,0,50.0
84,Rune Jarstein,8,8,720,13,1.62,33,20,63.6,2,1,5,1,12.5,2,1,1,0,50.0
85,Sam Johnstone,37,37,"3,330",74,2.00,234,162,71.4,4,11,22,6,16.2,11,7,1,3,12.5
86,Bingourou Kamara,8,8,720,14,1.75,32,19,59.4,2,0,6,2,25.0,1,1,0,0,0.0
87,Loris Karius,4,3,292,1,0.31,4,4,75.0,1,2,0,2,66.7,0,0,0,0,
88,Eiji Kawashima,24,24,"2,160",31,1.29,91,59,69.2,8,7,9,8,33.3,5,3,1,1,25.0
89,Caoimhín Kelleher,2,2,180,1,0.50,7,6,85.7,1,0,1,1,50.0,0,0,0,0,
90,Gregor Kobel,33,33,"2,970",54,1.64,157,102,68.8,11,9,13,5,15.2,7,5,2,0,28.6
91,Alban Lafont,38,38,"3,420",55,1.45,168,113,73.2,9,13,16,5,13.2,12,10,1,1,9.1
92,Michael Langer,3,2,239,12,4.52,24,13,50.0,0,0,2,0,0.0,0,0,0,0,
93,Gautier Larsonneur,35,35,"3,150",62,1.77,169,108,68.0,10,7,18,6,17.1,10,8,1,1,11.1
94,Jean-Louis Leca,37,37,"3,313",51,1.39,136,88,69.9,15,12,10,8,21.6,10,10,0,0,0.0
95,Benjamin Lecomte,28,28,"2,520",27,0.96,68,42,64.7,18,5,5,13,46.4,3,3,0,0,0.0
96,Jeremías Ledesma,32,32,"2,880",45,1.41,127,82,70.9,10,10,12,9,28.1,9,8,1,0,11.1
97,Bernd Leno,35,35,"3,131",37,1.06,117,83,69.2,17,6,12,11,31.4,2,1,1,0,50.0
98,Karlo Letica,1,1,90,0,0.00,1,1,100.0,1,0,0,1,100.0,0,0,0,0,
99,Hugo Lloris,38,38,"3,420",45,1.18,155,113,77.4,18,8,12,12,31.6,10,10,0,0,0.0
100,Niklas Lomb,2,1,135,3,2.00,8,5,62.5,0,1,0,0,0.0,0,0,0,0,
101,Anthony Lopes,38,38,"3,420",43,1.13,134,92,71.6,22,10,6,11,28.9,7,5,1,1,16.7
102,Pau López,21,20,"1,817",29,1.44,85,59,69.4,10,4,6,4,20.0,3,3,0,0,0.0
103,Andreas Luthe,31,31,"2,768",42,1.37,132,89,71.2,11,12,8,5,16.1,5,4,1,0,20.0
104,Mike Maignan,38,38,"3,420",23,0.61,107,85,79.4,24,11,3,21,55.3,2,1,1,0,50.0
105,Radosław Majecki,1,1,90,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,
106,Steve Mandanda,37,37,"3,330",45,1.22,127,83,66.9,16,12,9,8,21.6,3,3,0,0,0.0
107,Niccolò Manfredini,1,1,90,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,0,
108,Vito Mannone,9,9,810,14,1.56,33,19,63.6,5,1,3,2,22.2,2,2,0,0,0.0
109,Federico Marchetti,4,4,334,11,2.96,18,7,38.9,0,1,3,0,0.0,0,0,0,0,
110,Emiliano Martínez,38,38,"3,420",46,1.21,186,133,78.0,16,7,15,15,39.5,6,5,1,0,16.7
111,Josep Martinez,1,1,90,2,2.00,4,2,50.0,0,0,1,0,0.0,0,0,0,0,
112,Jordi Masip,25,25,"2,250",40,1.60,115,75,68.7,4,9,12,2,8.0,4,4,0,0,0.0
113,Alex McCarthy,30,30,"2,700",57,1.90,147,91,65.3,8,7,15,7,23.3,6,6,0,0,0.0
114,Edouard Mendy,31,31,"2,745",25,0.82,81,56,71.6,17,7,7,16,51.6,3,2,1,0,33.3
115,Edouard Mendy,1,1,90,1,1.00,1,0,0.0,0,1,0,0,0.0,0,0,0,0,
116,Alex Meret,22,22,"1,980",29,1.32,81,53,66.7,13,5,4,6,27.3,2,2,0,0,0.0
117,Illan Meslier,35,35,"3,150",52,1.49,188,137,76.6,16,5,14,11,31.4,9,8,1,0,11.1
118,Vanja Milinković-Savić,5,5,450,6,1.20,20,14,75.0,2,2,1,1,20.0,1,1,0,0,0.0
119,Antonio Mirante,13,13,"1,153",19,1.48,56,36,69.6,6,3,4,5,38.5,3,2,1,0,33.3
120,Lorenzo Montipò,37,37,"3,330",74,2.00,172,103,59.3,7,11,19,7,18.9,5,4,1,0,20.0
121,Jessy Moulin,29,29,"2,610",42,1.45,100,60,62.0,8,9,12,9,31.0,4,4,0,0,0.0
122,Florian Müller,31,31,"2,790",46,1.48,157,112,72.0,11,8,12,6,19.4,3,2,1,0,33.3
123,Juan Musso,35,35,"3,147",51,1.46,149,98,74.5,9,10,16,8,22.9,13,13,0,0,0.0
124,Paul Nardi,23,23,"2,070",43,1.87,111,68,64.9,6,4,13,3,13.0,5,4,0,1,0.0
125,Keylor Navas,29,29,"2,520",18,0.64,92,73,81.5,21,3,5,14,48.3,2,1,1,0,50.0
126,Neto,7,7,630,6,0.86,24,18,83.3,3,2,2,3,42.9,2,2,0,0,0.0
127,Manuel Neuer,33,33,"2,970",42,1.27,123,80,66.7,24,5,4,9,27.3,3,1,1,1,50.0
128,Will Norris,2,2,180,4,2.00,6,2,33.3,0,0,2,0,0.0,0,0,0,0,
129,Alexander Nübel,1,1,90,2,2.00,4,2,50.0,0,1,0,0,0.0,0,0,0,0,
130,Jan Oblak,38,38,"3,420",25,0.66,122,98,80.3,26,8,4,18,47.4,4,1,2,1,66.7
131,Robin Olsen,7,7,630,9,1.29,30,21,73.3,2,3,2,2,28.6,1,1,0,0,0.0
132,Jonas Omlin,31,31,"2,673",51,1.72,155,106,74.2,10,10,11,2,6.5,11,11,0,0,0.0
133,Stefan Ortega,34,34,"3,060",52,1.53,170,118,72.4,9,8,17,11,32.4,6,5,1,0,16.7
134,David Ospina,16,16,"1,440",12,0.75,42,30,78.6,11,0,5,8,50.0,3,3,0,0,0.0
135,Alexandre Oukidja,34,34,"3,058",38,1.12,127,89,77.2,12,10,12,8,23.5,10,9,1,0,10.0
136,Fernando Pacheco,38,37,"3,349",57,1.53,141,84,61.7,9,11,17,9,24.3,3,3,0,0,0.0
137,Daniele Padelli,1,0,45,1,2.00,2,1,100.0,0,0,0,0,,1,1,0,0,0.0
138,Alberto Paleari,3,2,206,3,1.31,12,9,75.0,1,0,1,1,50.0,0,0,0,0,
139,Ivor Pandur,4,4,332,6,1.63,13,7,53.8,0,3,1,0,0.0,0,0,0,0,
140,Rui Patrício,37,37,"3,329",51,1.38,148,99,70.3,12,9,16,10,27.0,8,7,1,0,12.5
141,Jiří Pavlenka,34,34,"3,060",57,1.68,157,101,66.2,7,10,17,6,17.6,6,4,2,0,33.3
142,Bailey Peacock-Farrell,4,4,360,14,3.50,24,10,41.7,0,0,4,0,0.0,0,0,0,0,
143,Gianluca Pegolo,1,1,90,0,0.00,1,1,100.0,0,1,0,1,100.0,0,0,0,0,
144,Yohann Pelé,1,1,90,2,2.00,5,3,60.0,0,0,1,0,0.0,0,0,0,0,
145,Philipp Pentke,3,3,270,3,1.00,13,10,76.9,1,2,0,0,0.0,0,0,0,0,
146,Juan Pérez,3,3,270,3,1.00,8,5,75.0,1,1,1,1,33.3,1,1,0,0,0.0
147,Mattia Perin,32,32,"2,879",44,1.38,158,116,76.6,9,11,12,8,25.0,7,7,0,0,0.0
148,Pavao Pervan,2,2,180,4,2.00,14,10,71.4,0,1,1,0,0.0,0,0,0,0,
149,Jordan Pickford,31,31,"2,742",39,1.28,128,90,71.1,15,5,11,10,32.3,3,2,0,1,0.0
150,Carlo Pinsoglio,1,0,23,1,3.91,2,1,50.0,0,0,0,0,,0,0,0,0,
151,Nick Pope,32,32,"2,880",37,1.16,149,113,77.2,10,9,13,11,34.4,3,3,0,0,0.0
152,Ivan Provedel,29,29,"2,610",55,1.90,131,75,62.6,6,10,13,4,13.8,7,6,1,0,14.3
153,Anthony Racioppi,21,21,"1,890",33,1.57,93,59,67.7,2,6,13,3,14.3,4,3,1,0,25.0
154,Ionuț Radu,2,1,135,1,0.67,6,5,83.3,1,0,0,0,0.0,0,0,0,0,
155,Rafael,3,2,207,5,2.17,18,13,72.2,0,1,1,1,50.0,0,0,0,0,
156,Predrag Rajković,37,37,"3,285",49,1.34,162,112,72.2,9,15,13,10,27.0,7,4,2,1,33.3
157,Aaron Ramsdale,38,38,"3,420",63,1.66,206,145,70.9,7,2,29,5,13.2,4,3,0,1,0.0
158,Darren Randolph,3,3,270,3,1.00,9,6,66.7,2,0,1,1,33.3,0,0,0,0,
159,Federico Ravaglia,4,4,360,10,2.50,19,10,52.6,0,1,3,0,0.0,1,1,0,0,0.0
160,Pepe Reina,29,29,"2,610",41,1.41,113,74,70.8,18,3,8,9,31.0,8,8,0,0,0.0
161,Álex Remiro,38,38,"3,420",38,1.00,105,67,66.7,17,11,10,14,36.8,5,3,1,1,25.0
162,Baptiste Reynet,38,38,"3,420",71,1.87,196,122,66.8,9,8,21,8,21.1,10,6,3,1,33.3
163,Sergio Rico,10,8,810,9,1.00,36,28,75.0,5,1,2,5,62.5,0,0,0,0,
164,Roberto,13,13,"1,170",17,1.31,46,29,67.4,1,7,5,1,7.7,3,2,0,1,0.0
165,Joel Robles,18,18,"1,620",25,1.39,61,37,65.6,9,2,7,6,33.3,5,4,1,0,20.0
166,Marek Rodák,2,2,180,5,2.50,9,4,55.6,0,0,2,0,0.0,1,1,0,0,0.0
167,Rubén,3,3,187,5,2.41,8,3,37.5,0,2,1,0,0.0,0,0,0,0,
168,John Ruddy,2,1,91,1,0.99,4,3,75.0,0,0,1,0,0.0,0,0,0,0,
169,Gerónimo Rulli,2,2,180,4,2.00,8,4,50.0,0,0,2,0,0.0,0,0,0,0,
170,Mathew Ryan,3,3,270,2,0.67,10,8,90.0,1,1,1,1,33.3,1,1,0,0,0.0
171,Mathew Ryan,11,11,990,19,1.73,34,16,55.9,2,4,5,2,18.2,4,4,0,0,0.0
172,Frederik Rønnow,11,10,945,24,2.29,67,45,70.1,0,4,6,1,10.0,4,4,0,0,0.0
173,Romain Salin,15,15,"1,350",14,0.93,54,40,74.1,9,4,2,5,33.3,0,0,0,0,
174,Robert Sánchez,27,27,"2,430",27,1.00,91,65,72.5,7,10,10,10,37.0,3,2,0,1,0.0
175,Kasper Schmeichel,38,38,"3,420",50,1.32,136,88,66.2,20,6,12,11,28.9,4,4,0,0,0.0
176,Alexander Schwolow,26,26,"2,340",39,1.50,108,69,69.4,6,10,10,8,30.8,6,6,0,0,0.0
177,Simone Scuffet,1,1,90,2,2.00,4,2,75.0,0,0,1,0,0.0,1,1,0,0,0.0
178,Matz Sels,6,6,540,13,2.17,26,13,57.7,1,2,3,0,0.0,2,2,0,0,0.0
179,Luigi Sepe,36,36,"3,240",76,2.11,181,108,59.1,3,11,22,5,13.9,2,2,0,0,0.0
180,Rui Silva,32,32,"2,880",55,1.72,137,79,63.5,12,6,14,8,25.0,10,5,4,1,44.4
181,Marco Silvestri,34,34,"3,060",42,1.24,131,91,72.5,11,9,14,7,20.6,7,6,0,1,0.0
182,Unai Simón,37,37,"3,330",40,1.08,108,68,67.6,11,13,13,9,24.3,6,5,1,0,16.7
183,Tobias Sippel,4,3,344,6,1.57,19,13,68.4,1,1,1,1,33.3,0,0,0,0,
184,Salvatore Sirigu,32,32,"2,880",62,1.94,134,72,59.7,5,13,14,7,21.9,9,8,0,1,0.0
185,Antonio Sivera,1,1,71,,,1,1,,,,1,,,,,,,
186,Łukasz Skorupski,28,28,"2,520",46,1.64,147,100,72.1,10,5,13,4,14.3,7,5,2,0,28.6
187,Yann Sommer,31,31,"2,712",50,1.66,132,82,66.7,12,9,10,6,19.4,6,6,0,0,0.0
188,David Soria,28,28,"2,520",31,1.11,81,52,69.1,6,8,14,10,35.7,7,6,1,0,14.3
189,Marco Sportiello,15,13,"1,261",21,1.50,47,25,57.4,9,1,3,2,15.4,2,1,1,0,50.0
190,Zack Steffen,1,1,90,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,
191,Thomas Strakosha,9,9,810,14,1.56,38,24,68.4,3,2,4,3,33.3,2,2,0,0,0.0
192,Wojciech Szczęsny,30,30,"2,677",32,1.08,98,66,71.4,16,8,6,5,16.7,6,4,2,0,33.3
193,Ciprian Tătărușanu,1,1,90,3,3.00,7,4,71.4,0,1,0,0,0.0,1,1,0,0,0.0
194,Marc-André ter Stegen,31,31,"2,790",32,1.03,106,76,72.6,21,5,5,11,35.5,3,3,0,0,0.0
195,Pietro Terracciano,4,2,272,4,1.32,11,7,63.6,0,1,1,2,100.0,1,0,1,0,100.0
196,Kevin Trapp,33,33,"2,970",52,1.58,150,99,68.0,15,12,6,4,12.1,6,4,1,1,20.0
197,Samir Ujkani,1,1,90,1,1.00,3,2,66.7,0,1,0,0,0.0,0,0,0,0,
198,Tomáš Vaclík,5,5,450,5,1.00,14,9,64.3,3,0,2,2,40.0,0,0,0,0,
199,Koke Vegas,1,1,90,2,2.00,4,2,50.0,0,0,1,0,0.0,0,0,0,0,
200,Guglielmo Vicario,4,4,360,6,1.50,21,15,71.4,3,0,1,1,25.0,0,0,0,0,
201,Iván Villar,21,19,"1,781",30,1.52,77,47,68.8,7,5,7,5,26.3,7,6,1,0,14.3
202,João Virgínia,1,0,48,0,0.00,3,3,100.0,0,0,0,0,,0,0,0,0,
203,Rubén Yáñez,10,10,900,12,1.20,30,18,63.3,3,3,4,4,40.0,1,1,0,0,0.0
204,Yoel,4,3,300,3,0.90,6,3,50.0,0,1,2,0,0.0,0,0,0,0,
205,Robin Zentner,31,31,"2,790",46,1.48,142,97,71.1,9,9,13,5,16.1,6,5,0,1,0.0
206,Ron-Robert Zieler,1,0,51,1,1.76,3,2,100.0,0,0,0,0,,1,1,0,0,0.0
207,Jeroen Zoet,7,7,603,12,1.79,29,17,69.0,3,1,3,0,0.0,3,3,0,0,0.0
