,Player,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,TklDribblers,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Clr,Err
68,Dani Alves,80,57,45,27,8,33,58,56.9,25,24,3,21,28,21,0
69,Ibrahim Amadou,43,29,24,19,0,14,27,51.9,13,30,13,17,41,70,3
70,Eloi Amagat,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
71,Morgan Amalfitano,8,5,3,3,2,2,5,40.0,3,6,0,6,4,7,0
72,Romain Amalfitano,59,37,18,38,3,25,69,36.2,44,29,7,22,85,35,2
73,Daniel Amartey,8,4,7,1,0,3,7,42.9,4,7,3,4,7,21,1
74,Jordi Amat,32,23,15,16,1,11,24,45.8,13,14,4,10,38,77,2
75,Amath,78,53,32,28,18,24,89,27.0,65,36,3,33,33,20,0
76,Jordan Amavi,52,35,32,12,8,23,56,41.1,33,28,11,17,45,86,1
77,Stephan Ambrosius,0,0,0,0,0,0,0,,0,2,1,1,1,4,0
78,Kelvin Amian,59,43,45,10,4,22,31,71.0,9,25,7,18,45,127,1
79,Nadiem Amiri,39,26,13,21,5,19,42,45.2,23,33,4,29,17,7,0
80,Ethan Ampadu,1,1,0,1,0,0,0,,0,0,0,0,0,2,0
81,Nordin Amrabat,6,3,1,5,0,1,3,33.3,2,1,0,1,0,2,0
82,Nordin Amrabat,19,10,5,10,4,5,17,29.4,12,13,0,13,5,2,0
83,Jon Ander Serantes,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
84,Joachim Andersen,8,3,6,2,0,4,4,100.0,0,6,4,2,9,41,1
85,Felipe Anderson,34,21,7,11,16,6,35,17.1,29,17,0,17,11,8,1
86,Florin Andone,9,7,4,4,1,4,17,23.5,13,9,2,7,3,12,0
87,Nícolas Andrade,2,1,2,0,0,1,4,25.0,3,2,0,2,2,16,7
88,Benjamin André,93,54,36,50,7,43,113,38.1,70,56,4,52,57,96,1
89,Marco Andreolli,25,17,20,4,1,12,20,60.0,8,24,17,7,30,139,0
90,Yoann Andreu,48,30,40,6,2,16,39,41.0,23,23,5,18,37,75,1
91,Miguel Ángel Guerrero,7,5,0,2,5,1,11,9.1,10,11,0,11,9,16,0
92,José Ángel,61,44,36,19,6,38,58,65.5,20,31,1,30,38,76,0
93,Miguel Ángel Moyá,0,0,0,0,0,0,1,0.0,1,0,0,0,2,7,0
94,Miguel Ángel Rubio,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
95,Gabriele Angella,15,13,11,3,1,8,11,72.7,3,11,9,2,21,66,0
96,Cristian Ansaldi,49,33,25,20,4,14,37,37.8,23,23,5,18,20,61,0
97,Luca Antei,19,14,12,7,0,6,11,54.5,5,10,8,2,26,35,0
98,Mirco Antenucci,16,13,6,8,2,0,21,0.0,21,14,0,14,11,15,0
99,Waldemar Anton,65,49,39,21,5,41,65,63.1,24,56,27,29,39,112,3
100,Luca Antonelli,1,1,0,0,1,0,2,0.0,2,1,0,1,1,8,0
101,Michail Antonio,15,9,7,6,2,4,14,28.6,10,14,0,14,13,16,0
102,Mirko Antonucci,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
103,Vitorino Antunes,58,44,42,14,2,38,74,51.4,36,31,3,28,58,89,1
104,Dennis Aogo,35,26,17,18,0,14,22,63.6,8,27,3,24,29,27,1
105,Houssem Aouar,66,42,22,39,5,20,66,30.3,46,30,0,30,39,34,0
106,Alberto Aquilani,33,19,13,17,3,11,31,35.5,20,20,4,16,23,23,0
107,Mauro Arambarri,56,41,19,30,7,14,47,29.8,33,26,3,23,25,36,0
108,Guilherme Arana,4,2,3,1,0,1,1,100.0,0,0,0,0,5,8,0
109,Charles Aránguiz,75,61,17,50,8,33,62,53.2,29,46,5,41,48,27,2
110,Luiz Araújo,41,31,23,17,1,10,47,21.3,37,24,0,24,16,11,1
111,Sergio Araujo,3,2,0,0,3,1,1,100.0,0,0,0,0,0,0,0
112,Anaitz Arbilla,38,30,24,12,2,21,40,52.5,19,21,10,11,78,108,2
113,Alphonse Areola,0,0,0,0,0,0,1,0.0,1,0,0,0,0,7,4
114,Scott Arfield,36,26,20,13,3,19,44,43.2,25,22,1,21,11,24,0
115,Samuel Armenteros,4,2,1,3,0,0,3,0.0,3,1,1,0,1,3,0
116,Yoël Armougom,2,1,0,1,1,1,1,100.0,0,1,1,0,1,2,1
117,José Arnaiz,1,1,0,1,0,0,0,,0,0,0,0,0,0,0
118,Marko Arnautović,21,16,9,8,4,7,19,36.8,12,20,3,17,13,35,0
119,Maximilian Arnold,51,41,23,23,5,25,57,43.9,32,31,4,27,28,34,0
120,Jann-Fiete Arp,7,5,0,3,4,1,7,14.3,6,6,0,6,2,7,0
121,Alejandro Arribas,2,2,1,1,0,1,5,20.0,4,5,3,2,6,8,0
122,Kepa Arrizabalaga,0,0,0,0,0,0,2,0.0,2,0,0,0,2,6,2
123,Harry Arter,19,16,10,7,2,6,23,26.1,17,18,5,13,9,6,0
124,Aythami Artiles,2,2,2,0,0,0,1,0.0,1,2,1,1,2,19,0
125,Kwadwo Asamoah,28,21,12,14,2,15,23,65.2,8,11,0,11,18,30,0
126,Takuma Asano,7,5,3,3,1,2,8,25.0,6,7,0,7,3,2,0
127,Santiago Ascacíbar,91,65,41,43,7,41,74,55.4,33,45,10,35,47,38,1
128,Sergio Asenjo,2,2,2,0,0,1,5,20.0,4,0,0,0,0,11,2
129,Marco Asensio,26,17,7,13,6,11,26,42.3,15,15,0,15,9,2,0
130,Iago Aspas,26,22,10,10,6,5,34,14.7,29,15,1,14,23,11,1
131,Benoît Assou-Ekotto,12,9,5,6,1,5,15,33.3,10,7,4,3,46,21,0
132,Simon Asta,2,1,2,0,0,2,2,100.0,0,1,0,1,0,0,0
133,Davide Astori,47,31,33,13,1,18,29,62.1,11,29,17,12,51,131,2
134,Christian Atsu,17,16,10,7,0,7,20,35.0,13,35,5,30,13,27,1
135,Pierre-Emerick Aubameyang,5,4,3,2,0,1,7,14.3,6,14,1,13,3,7,0
136,Pierre-Emerick Aubameyang,5,5,1,1,3,2,8,25.0,6,16,1,15,3,1,0
137,Jean-Kévin Augustin,16,11,4,11,1,3,7,42.9,4,17,1,16,4,4,0
138,Ludwig Augustinsson,45,34,22,20,3,22,32,68.8,10,25,3,22,39,53,0
139,Yann Aurel Bisseck,2,2,2,0,0,1,1,100.0,0,1,1,0,3,8,0
140,Serge Aurier,48,27,27,13,8,11,31,35.5,20,20,1,19,31,54,1
141,Charlie Austin,7,5,1,3,3,3,10,30.0,7,15,3,12,1,10,0
142,Danilo Avelar,41,33,27,9,5,14,45,31.1,31,16,7,9,37,83,1
143,Felipe Avenatti,6,4,1,5,0,1,2,50.0,1,7,1,6,1,6,0
144,Durel Avounou,16,11,6,9,1,5,17,29.4,12,12,1,11,10,25,0
145,Chidozie Awaziem,43,30,33,10,0,28,40,70.0,12,18,11,7,16,97,0
146,André Ayew,19,14,6,10,3,6,19,31.6,13,5,0,5,4,3,0
147,André Ayew,15,10,3,10,2,2,13,15.4,11,13,1,12,5,8,0
148,Jordan Ayew,82,60,20,35,27,15,54,27.8,39,43,3,40,24,20,1
149,Karim Azamoum,84,57,41,37,6,27,68,39.7,41,30,11,19,26,61,3
150,César Azpilicueta,80,59,47,26,7,27,54,50.0,27,48,22,26,54,135,1
151,Ludovic Baal,41,27,29,8,4,13,35,37.1,22,13,2,11,15,37,1
152,Khouma Babacar,4,4,3,0,1,2,4,50.0,2,0,0,0,2,5,0
153,Khouma Babacar,10,6,2,4,4,2,6,33.3,4,8,0,8,3,1,0
154,Carlos Bacca,10,2,2,4,4,1,12,8.3,11,16,1,15,8,16,0
155,Milan Badelj,71,41,26,38,7,28,71,39.4,43,48,2,46,71,52,3
156,Holger Badstuber,44,32,29,14,1,22,39,56.4,17,27,14,13,41,111,4
157,Dylan Bahamboula,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
158,Farès Bahlouli,10,8,4,3,3,2,7,28.6,5,7,0,7,1,1,0
159,Stéphane Bahoken,16,11,3,8,5,4,22,18.2,18,18,1,17,9,1,0
160,Daniel Baier,83,62,38,40,5,46,83,55.4,37,26,5,21,57,41,1
161,Leon Bailey,16,12,7,4,5,8,13,61.5,5,28,0,28,15,6,0
162,Eric Bailly,17,10,10,5,2,5,12,41.7,7,11,6,5,25,58,1
163,Leighton Baines,25,13,18,3,4,9,14,64.3,5,18,6,12,25,56,0
164,Riad Bajić,0,0,0,0,0,0,0,,0,0,0,0,0,3,0
165,Marvin Bakalorz,44,25,19,23,2,22,37,59.5,15,38,7,31,20,46,1
166,Cédric Bakambu,10,7,3,6,1,1,7,14.3,6,9,1,8,3,27,0
167,Tiemoué Bakayoko,64,41,25,32,7,16,48,33.3,32,23,6,17,37,38,4
168,Zakaria Bakkali,12,10,7,4,1,4,14,28.6,10,5,0,5,4,6,0
169,Ridle Baku,3,3,1,1,1,0,1,0.0,1,3,0,3,3,2,0
170,Keita Baldé,12,8,5,6,1,1,11,9.1,10,10,1,9,6,5,0
171,Sam Baldock,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
172,Gareth Bale,19,13,7,8,4,3,14,21.4,11,13,1,12,12,18,0
173,Mikel Balenziaga,34,24,17,13,4,15,27,55.6,12,24,5,19,17,61,0
174,Andrija Balić,18,9,5,12,1,8,27,29.6,19,6,3,3,16,13,0
175,Iván Balliu,34,22,22,6,6,12,28,42.9,16,23,9,14,27,64,1
176,Fodé Ballo-Touré,50,36,29,16,5,21,47,44.7,26,27,2,25,28,47,1
177,Florent Balmont,14,9,4,9,1,4,25,16.0,21,15,1,14,8,5,0
178,Leon Balogun,39,32,27,11,1,22,31,71.0,9,21,9,12,32,64,0
179,Mario Balotelli,7,4,1,3,3,0,6,0.0,6,9,2,7,8,26,0
180,Abdoulaye Bamba,29,22,23,6,0,16,30,53.3,14,8,1,7,11,52,0
181,Jonathan Bamba,30,21,18,11,1,12,61,19.7,49,30,4,26,19,17,0
182,Yacine Bammou,18,11,6,10,2,4,14,28.6,10,16,4,12,6,9,0
183,Éver Banega,71,53,25,37,9,22,63,34.9,41,23,1,22,12,17,3
184,Mattia Bani,28,20,22,6,0,11,26,42.3,15,19,10,9,27,111,0
185,Beni Baningime,6,2,1,2,3,0,4,0.0,4,5,1,4,2,2,0
186,Léo Baptistão,54,34,12,28,14,13,52,25.0,39,22,1,21,23,25,0
187,Sekou Baradji,0,0,0,0,0,0,0,,0,0,0,0,1,0,0
188,Antonín Barák,58,38,22,27,9,21,58,36.2,37,34,2,32,18,26,1
189,Andrea Barberis,80,44,33,42,5,16,68,23.5,52,52,5,47,58,67,1
190,Mariano Barbosa,0,0,0,0,0,0,0,,0,0,0,0,1,4,0
191,Enis Bardhi,39,26,14,16,9,10,38,26.3,28,11,0,11,16,7,0
192,Phil Bardsley,17,16,9,7,1,4,11,36.4,7,22,6,16,22,77,0
193,Nicolò Barella,92,69,37,43,12,25,78,32.1,53,48,6,42,45,53,0
194,Philipp Bargfrede,60,45,29,30,1,33,55,60.0,22,35,12,23,47,52,0
195,Ross Barkley,0,0,0,0,0,0,1,0.0,1,3,1,2,0,2,0
196,Aymen Barkok,11,11,6,4,1,5,7,71.4,2,8,2,6,2,3,0
197,Ashley Barnes,21,14,1,14,6,5,29,17.2,24,26,5,21,2,19,0
198,Harvey Barnes,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
199,Antonio Barragán,59,42,40,11,8,24,36,66.7,12,22,5,17,24,66,0
200,Antonio Barreca,9,8,3,5,1,4,4,100.0,0,3,0,3,5,16,0
201,Édgar Barreto,67,42,23,32,12,18,70,25.7,52,45,2,43,21,29,3
202,Barri,1,0,0,1,0,0,4,0.0,4,1,1,0,1,3,0
203,Musa Barrow,5,2,1,3,1,2,4,50.0,2,2,0,2,1,2,0
204,Gareth Barry,35,19,17,14,4,15,45,33.3,30,19,11,8,14,34,0
205,Fin Bartels,12,9,4,3,5,4,12,33.3,8,5,1,4,7,1,1
206,Kyle Bartley,3,2,3,0,0,2,2,100.0,0,6,6,0,4,21,0
207,Marc Bartra,38,28,30,8,0,21,39,53.8,18,19,10,9,32,97,1
208,Marc Bartra,28,19,16,12,0,15,24,62.5,9,14,2,12,28,43,1
209,Andrea Barzagli,26,15,14,11,1,9,16,56.3,7,14,7,7,17,46,0
210,Daniele Baselli,63,33,23,36,4,20,56,35.7,36,29,5,24,57,40,1
211,Nicolas Basin,9,7,5,3,1,4,9,44.4,5,6,3,3,8,14,0
212,Dušan Basta,9,7,4,3,2,6,14,42.9,8,10,3,7,13,15,0
213,Gil Bastião Dias,49,31,28,15,6,19,48,39.6,29,23,0,23,19,12,1
214,Gil Bastião Dias,1,1,0,1,0,0,0,,0,0,0,0,0,0,0
215,Samuel Bastien,17,13,7,8,2,7,23,30.4,16,23,2,21,18,25,0
216,Borja Bastón,9,7,1,6,2,1,13,7.7,12,7,0,7,3,5,0
217,Alessandro Bastoni,2,2,2,0,0,1,1,100.0,0,0,0,0,1,3,0
218,Bastos,33,24,19,13,1,19,30,63.3,11,13,8,5,24,67,0
219,Michy Batshuayi,5,4,2,3,0,1,3,33.3,2,0,0,0,1,3,0
220,Michy Batshuayi,8,6,1,4,3,2,4,50.0,2,4,0,4,0,5,0
221,Moritz Bauer,24,17,17,7,0,10,26,38.5,16,9,1,8,12,48,0
222,Robert Bauer,31,25,21,9,1,15,25,60.0,10,8,2,6,21,25,2
223,Oliver Baumann,0,0,0,0,0,0,2,0.0,2,0,0,0,1,15,6
224,Timo Baumgartl,87,71,55,29,3,56,75,74.7,19,50,21,29,34,132,1
225,Julian Baumgartlinger,47,37,21,21,5,14,29,48.3,15,25,2,23,18,23,0
226,Jon Bautista,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0
227,Paul Baysse,25,16,21,3,1,10,17,58.8,7,10,6,4,20,84,0
228,Paul Baysse,4,2,3,1,0,1,5,20.0,4,4,3,1,7,38,1
229,Noah Joel Sarenren Bazee,0,0,0,0,0,0,0,,0,3,0,3,0,3,0
230,Hervé Bazile,21,15,9,7,5,5,15,33.3,10,22,0,22,15,8,0
231,Riechedly Bazoer,8,7,5,2,1,2,4,50.0,2,2,1,1,8,4,1
232,Enrico Bearzotti,3,2,2,0,1,1,4,25.0,3,3,1,2,4,18,0
233,Claudio Beauvue,5,3,2,2,1,1,12,8.3,11,7,0,7,2,16,0
234,Bebé,9,7,1,4,4,3,8,37.5,5,5,0,5,3,1,0
235,Ihlas Bebou,37,29,15,17,5,14,27,51.9,13,34,3,31,24,27,0
236,Andreas Beck,46,29,27,16,3,21,31,67.7,10,32,2,30,19,46,1
237,Henri Bedimo,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0
238,Jan Bednarek,6,3,6,0,0,3,6,50.0,3,2,1,1,5,27,0
239,Asmir Begović,0,0,0,0,0,0,2,0.0,2,0,0,0,2,16,7
240,Valon Behrami,63,46,30,27,6,8,44,18.2,36,47,15,32,22,19,0
241,Vid Belec,0,0,0,0,0,0,0,,0,0,0,0,1,6,1
242,Vid Belec,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
243,Ishak Belfodil,7,6,2,3,2,0,3,0.0,3,10,1,9,1,9,0
244,Stefan Bell,36,25,23,13,0,27,39,69.2,12,35,18,17,46,123,2
245,Karim Bellarabi,22,17,10,9,3,10,19,52.6,9,26,1,25,13,5,0
246,Héctor Bellerín,57,43,36,12,9,25,52,48.1,27,42,8,34,23,89,4
247,François Bellugou,48,33,23,21,4,21,49,42.9,28,20,6,14,28,45,0
248,Andrea Belotti,32,23,9,15,8,3,30,10.0,27,14,1,13,6,19,1
249,Chaouki Ben Saada,11,8,5,3,3,2,11,18.2,9,3,0,3,2,3,0
250,Wissam Ben Yedder,12,8,2,5,5,1,2,50.0,1,10,0,10,5,2,0
251,Diego Benaglio,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
252,Ahmad Benali,19,10,8,10,1,5,27,18.5,22,14,1,13,8,15,0
253,Yohan Benalouane,7,3,6,1,0,4,6,66.7,2,1,1,0,1,4,0
254,Marco Benassi,54,38,18,22,14,17,52,32.7,35,52,2,50,28,36,0
255,Medhi Benatia,28,21,20,6,2,8,15,53.3,7,18,13,5,43,89,1
256,Lars Bender,63,52,26,32,5,35,53,66.0,18,34,7,27,28,40,0
257,Sven Bender,51,37,33,18,0,26,34,76.5,8,49,21,28,50,123,1
258,László Bénes,0,0,0,0,0,0,1,0.0,1,2,1,1,1,2,0
259,Nicolas Benezet,38,30,18,16,4,11,37,29.7,26,8,2,6,12,7,0
260,Marcel Benger,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
261,Walter Benítez,0,0,0,0,0,0,2,0.0,2,0,0,0,0,5,3
262,Charlison Benschop,4,4,1,3,0,3,8,37.5,5,1,0,1,2,2,0
263,Ramy Bensebaini,56,39,31,21,4,26,55,47.3,29,24,16,8,37,177,1
264,Nabil Bentaleb,25,22,7,17,1,8,23,34.8,15,18,6,12,23,27,2
265,Rodrigo Bentancur,18,11,10,7,1,2,16,12.5,14,5,1,4,3,14,0
266,Christian Benteke,11,4,3,7,1,2,17,11.8,15,15,3,12,3,44,0
267,Karim Benzema,14,8,2,6,6,3,20,15.0,17,18,0,18,8,19,0
268,Yassine Benzia,62,41,21,31,10,17,62,27.4,45,31,4,27,28,14,0
269,Saido Berahino,2,2,0,1,1,0,1,0.0,1,4,1,3,1,2,0
270,Domenico Berardi,31,17,9,16,6,11,65,16.9,54,23,0,23,17,14,1
271,Yuri Berchiche,39,27,21,11,7,12,25,48.0,13,15,2,13,24,53,0
272,Álex Berenguer,18,15,7,8,3,5,17,29.4,12,22,3,19,10,13,0
273,Bartosz Bereszyński,63,47,30,28,5,31,53,58.5,22,33,8,25,30,98,2
274,Jóhann Berg Guðmundsson,43,27,16,19,8,20,47,42.6,27,21,1,20,34,43,0
275,Markel Bergara,35,22,17,17,1,7,25,28.0,18,10,3,7,23,20,0
276,Emil Berggreen,2,2,0,0,2,1,4,25.0,3,7,1,6,1,10,0
277,Robert Berić,6,4,1,3,2,1,16,6.3,15,9,1,8,5,4,0
278,Kévin Bérigaud,4,3,1,1,2,2,6,33.3,4,1,0,1,0,1,0
279,Etrit Berisha,1,1,1,0,0,1,1,100.0,0,0,0,0,1,5,3
280,Federico Bernardeschi,8,5,4,3,1,1,7,14.3,6,9,0,9,11,18,1
281,Bernardo,43,30,18,22,3,29,40,72.5,11,30,6,24,18,81,0
282,Juan Bernat,25,19,13,8,4,11,18,61.1,7,11,1,10,10,9,1
283,Andrea Bertolacci,85,53,40,38,7,21,63,33.3,42,46,12,34,46,37,1
284,Ryan Bertrand,48,35,27,17,4,19,31,61.3,12,28,9,19,44,74,0
285,Muhamed Bešić,1,1,1,0,0,1,3,33.3,2,2,2,0,0,1,0
286,Daniel Bessa,26,19,9,15,2,8,29,27.6,21,12,2,10,14,8,1
287,Daniel Bessa,6,6,2,2,2,0,1,0.0,1,7,0,7,3,6,0
288,Vincent Bessat,41,27,23,16,2,22,48,45.8,26,19,1,18,18,18,0
289,Quentin Beunardeau,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
290,Matteo Bianchetti,3,1,3,0,0,1,3,33.3,2,3,2,1,2,8,0
291,Ermin Bičakčić,17,15,8,8,1,8,12,66.7,4,4,2,2,9,26,0
292,Pedro Bigas,14,9,10,4,0,7,13,53.8,6,18,11,7,16,41,2
293,Lucas Biglia,59,36,28,26,5,22,61,36.1,39,49,12,37,28,51,1
294,Philip Billing,25,16,11,11,3,8,22,36.4,14,17,1,16,18,19,0
295,Jean-Claude Billong,9,7,5,4,0,5,8,62.5,3,4,3,1,6,17,0
296,Davide Biondini,4,4,2,2,0,1,2,50.0,1,1,0,1,3,1,0
297,Cristiano Biraghi,74,48,33,32,9,36,58,62.1,22,42,5,37,43,103,2
298,Mame Biram Diouf,48,36,26,15,7,8,21,38.1,13,22,0,22,14,76,1
299,Davide Biraschi,33,25,13,19,1,18,25,72.0,7,19,10,9,38,78,0
300,Valter Birsa,28,14,7,18,3,7,54,13.0,47,22,2,20,24,20,1
301,Milan Biševac,7,5,5,1,1,5,7,71.4,2,2,0,2,5,43,0
302,Yves Bissouma,67,50,30,32,5,19,39,48.7,20,13,2,11,31,31,1
303,Leonardo Bittencourt,49,42,17,21,11,19,43,44.2,24,26,0,26,17,11,1
304,Albano Bizzarri,2,2,2,0,0,2,2,100.0,0,0,0,0,1,12,4
305,Rubén Blanco,0,0,0,0,0,0,2,0.0,2,1,0,1,3,16,1
306,Ludovic Blas,23,14,10,12,1,7,36,19.4,29,15,3,12,19,9,1
307,Pablo de Blasis,39,23,19,11,9,16,33,48.5,17,33,0,33,10,34,0
308,Jérémy Blayac,5,3,0,3,2,2,9,22.2,7,7,2,5,1,11,0
309,Alexis Blin,57,37,23,30,4,22,69,31.9,47,27,6,21,31,31,0
310,Daley Blind,6,4,3,2,1,2,7,28.6,5,3,0,3,7,14,0
311,Danny Blum,0,0,0,0,0,0,0,,0,0,0,0,1,0,0
312,Emmanuel Boateng,4,3,0,0,4,0,6,0.0,6,8,1,7,5,17,0
313,Jérôme Boateng,26,18,18,7,1,19,32,59.4,13,20,12,8,21,52,1
314,Kevin-Prince Boateng,34,22,10,22,2,11,36,30.6,25,29,6,23,23,43,1
315,Raúl Bobadilla,7,6,1,3,3,4,8,50.0,4,6,0,6,0,1,0
316,Yann Bodiger,3,1,0,3,0,1,6,16.7,5,0,0,0,2,3,0
317,Mathieu Bodmer,6,3,5,1,0,5,6,83.3,1,6,3,3,1,15,0
318,Jeremie Boga,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
319,Quentin Boisgard,2,2,0,2,0,0,3,0.0,3,2,0,2,0,1,0
320,Yannick Bolasie,8,7,4,1,3,2,7,28.6,5,5,0,5,4,8,0
321,Deian Boldor,3,2,3,0,0,2,3,66.7,1,5,2,3,3,11,0
