,Player,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,TklDribblers,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Clr,Err
322,Giacomo Bonaventura,31,20,7,19,5,9,45,20.0,36,31,6,25,33,17,0
323,Federico Bonazzoli,1,0,0,1,0,0,0,,0,3,0,3,0,0,0
324,Federico Bonazzoli,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
325,Daniele Bonera,16,11,8,7,1,10,15,66.7,5,17,12,5,12,72,0
326,Gaëtan Bong,39,32,25,11,3,15,26,57.7,11,24,6,18,40,81,1
327,Kevin Bonifazi,11,7,6,5,0,4,6,66.7,2,7,5,2,13,15,0
328,Landry Bonnefoi,0,0,0,0,0,0,0,,0,0,0,0,0,2,0
329,Leonardo Bonucci,30,21,22,7,1,11,18,61.1,7,31,22,9,51,132,0
330,Wilfried Bony,5,4,2,2,1,1,5,20.0,4,4,1,3,2,15,0
331,Celso Borges,61,39,34,22,5,15,47,31.9,32,39,7,32,34,36,0
332,Fabio Borini,38,23,12,18,8,16,37,43.2,21,32,6,26,13,43,0
333,Marco Borriello,4,2,2,1,1,0,1,0.0,1,1,0,1,1,6,0
334,Gabriel Boschilia,4,1,1,2,1,1,4,25.0,3,1,0,1,0,0,0
335,Ryad Boudebouz,32,18,6,21,5,6,26,23.1,20,18,1,17,7,8,0
336,Jean-Christophe Bouet,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
337,Sofiane Boufal,37,24,12,14,11,12,35,34.3,23,20,1,19,6,6,0
338,Arnold Bouka Moutou,8,5,6,0,2,6,8,75.0,2,4,1,3,4,5,0
339,Farid Boulaya,5,1,4,1,0,3,6,50.0,3,1,0,1,1,2,0
340,Yassine Bounou,1,1,1,0,0,0,2,0.0,2,0,0,0,4,14,0
341,Emmanuel Bourgaud,17,11,5,9,3,10,23,43.5,13,5,0,5,6,11,0
342,Benjamin Bourigeaud,55,30,18,30,7,20,93,21.5,73,48,4,44,45,29,0
343,Eneko Bóveda,24,16,13,10,1,8,13,61.5,5,18,7,11,16,36,2
344,Eneko Bóveda,12,11,7,4,1,5,11,45.5,6,3,0,3,14,14,0
345,Lucas Boyé,9,8,5,3,1,1,3,33.3,2,5,0,5,2,2,0
346,Lucas Boyé,12,8,3,7,2,3,10,30.0,7,5,0,5,6,4,0
347,Robbie Brady,32,21,14,17,1,8,28,28.6,20,17,3,14,7,29,0
348,Martin Braithwaite,6,4,0,4,2,1,6,16.7,5,6,2,4,0,3,0
349,Brandon,10,9,3,4,3,1,11,9.1,10,11,1,10,5,1,0
350,Julian Brandt,24,18,11,9,4,11,29,37.9,18,23,1,22,16,12,1
351,Darko Brašanac,32,17,11,17,4,13,33,39.4,20,14,3,11,14,12,0
352,Claudio Bravo,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
353,Josip Brekalo,15,12,6,7,2,6,12,50.0,6,17,0,17,4,3,0
354,Josip Brekalo,20,12,7,8,5,6,8,75.0,2,8,2,6,3,1,0
355,Jimmy Briand,33,21,13,15,5,4,42,9.5,38,17,2,15,12,51,0
356,Enrico Brignola,28,21,17,10,1,12,38,31.6,26,13,0,13,6,7,0
357,Alberto Brignoli,0,0,0,0,0,0,0,,0,0,0,0,0,15,3
358,Miguel Britos,15,11,10,5,0,6,11,54.5,5,9,1,8,12,45,1
359,Leon Britton,6,5,0,5,1,5,8,62.5,3,3,1,2,1,1,0
360,Petar Brlek,9,7,4,5,0,3,7,42.9,4,0,0,0,1,3,0
361,John Brooks,20,13,15,4,1,16,22,72.7,6,11,5,6,10,46,0
362,Daniel Brosinski,45,35,21,18,6,22,44,50.0,22,46,11,35,24,75,2
363,Izzy Brown,3,3,2,1,0,1,7,14.3,6,3,0,3,1,3,0
364,Marcelo Brozović,60,43,21,31,8,19,63,30.2,44,30,7,23,18,18,0
365,Bruma,18,16,7,7,4,9,18,50.0,9,28,2,26,12,11,0
366,Jeffrey Bruma,13,11,13,0,0,6,14,42.9,8,17,12,5,14,43,2
367,Bruno,30,17,21,6,3,14,22,63.6,8,17,11,6,38,76,0
368,Chris Brunt,41,24,19,21,1,11,31,35.5,20,28,4,24,22,45,1
369,Jacob Bruun Larsen,0,0,0,0,0,0,0,,0,1,0,1,1,2,0
370,Jacob Bruun Larsen,1,1,1,0,0,1,2,50.0,1,0,0,0,0,0,0
371,Marcel Büchel,37,21,15,21,1,13,48,27.1,35,35,6,29,45,46,1
372,Ante Budimir,28,20,4,16,8,2,20,10.0,18,20,3,17,7,27,0
373,Alberto Bueno,3,2,2,1,0,2,11,18.2,9,2,0,2,1,2,0
374,Gianluigi Buffon,0,0,0,0,0,0,0,,0,0,0,0,0,11,2
375,Onur Bulut,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
376,Alessandro Buongiorno,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
377,Nicolás Burdisso,20,11,13,7,0,7,11,63.6,4,23,14,9,30,124,3
378,Guido Burgstaller,14,9,0,10,4,4,14,28.6,10,28,3,25,10,9,0
379,Burgui,10,5,2,4,4,2,6,33.3,4,5,0,5,7,1,0
380,Oliver Burke,6,4,3,2,1,4,12,33.3,8,3,0,3,7,3,0
381,Roman Bürki,1,1,1,0,0,1,3,33.3,2,1,0,1,0,10,4
382,Patrick Burner,18,12,13,5,0,7,20,35.0,13,6,0,6,13,23,0
383,Dženis Burnić,9,6,2,5,2,4,10,40.0,6,2,0,2,4,3,0
384,Sergio Busquets,88,48,27,46,15,39,79,49.4,40,37,10,27,51,15,1
385,Unai Bustinza,36,21,25,8,3,21,38,55.3,17,17,9,8,47,64,0
386,Ludovic Butelle,0,0,0,0,0,0,0,,0,0,0,0,1,10,2
387,Jack Butland,1,1,1,0,0,1,1,100.0,0,1,0,1,1,26,1
388,Sam Byram,9,5,6,3,0,4,9,44.4,5,6,2,4,9,16,0
389,Jakub Błaszczykowski,12,8,8,2,2,6,13,46.2,7,11,3,8,5,3,0
390,Erick Cabaco,25,14,21,4,0,14,20,70.0,6,10,8,2,17,71,2
391,Willy Caballero,0,0,0,0,0,0,0,,0,0,0,0,0,3,0
392,Yohan Cabaye,70,44,39,28,3,24,97,24.7,73,47,4,43,79,29,4
393,Rémy Cabella,7,4,2,2,3,2,4,50.0,2,0,0,0,1,0,0
394,Rémy Cabella,58,39,29,22,7,17,73,23.3,56,31,0,31,14,4,2
395,Gustavo Cabral,29,21,14,15,0,14,38,36.8,24,22,11,11,43,106,2
396,Leandro Cabrera,8,5,8,0,0,0,3,0.0,3,5,2,3,6,33,0
397,Leandro Cabrera,19,10,12,7,0,7,17,41.2,10,9,5,4,22,37,0
398,Fabrizio Cacciatore,34,27,20,9,5,15,30,50.0,15,33,11,22,38,99,3
399,Martín Cáceres,16,11,14,1,1,7,18,38.9,11,9,5,4,19,41,1
400,Martín Cáceres,12,7,9,2,1,10,14,71.4,4,4,4,0,4,13,0
401,Cafú,9,7,3,4,2,3,11,27.3,8,3,1,2,12,13,0
402,Jonathan Cafu,16,9,7,6,3,5,13,38.5,8,6,1,5,10,1,0
403,Gary Cahill,29,21,15,9,5,10,21,47.6,11,21,14,7,27,127,1
404,Yannick Cahuzac,39,28,20,19,0,15,26,57.7,11,29,10,19,30,42,0
405,Felipe Caicedo,11,10,3,5,3,2,7,28.6,5,6,0,6,1,4,0
406,Caiuby,53,40,20,27,6,17,42,40.5,25,36,1,35,15,42,2
407,Cala,21,14,16,5,0,13,27,48.1,14,21,10,11,39,124,0
408,Davide Calabria,64,50,33,24,7,21,41,51.2,20,19,4,15,33,82,1
409,Mattia Caldara,39,26,15,24,0,13,33,39.4,20,31,18,13,41,113,1
410,Carlos Calderón,1,1,0,0,1,0,0,,0,0,0,0,0,0,0
411,Luca Caldirola,1,0,0,1,0,1,1,100.0,0,1,0,1,3,3,0
412,Hakan Çalhanoğlu,37,27,11,18,8,8,31,25.8,23,29,2,27,22,15,0
413,Fabrizio Caligara,0,0,0,0,0,0,0,,0,1,1,0,1,1,0
414,Daniel Caligiuri,100,66,48,43,9,49,94,52.1,45,59,4,55,67,71,0
415,José Callejón,33,27,15,14,4,10,47,21.3,37,42,5,37,22,31,0
416,Jonathan Calleri,24,16,5,10,9,4,23,17.4,19,15,2,13,7,35,0
417,Simone Calvano,13,12,4,9,0,3,16,18.8,13,10,4,6,15,14,1
418,Dominic Calvert-Lewin,15,8,5,3,7,2,15,13.3,13,13,1,12,10,23,1
419,Ignacio Camacho,27,21,10,16,1,9,23,39.1,14,14,5,9,41,43,0
420,Abdoul Camara,6,4,2,3,1,3,11,27.3,8,7,1,6,7,4,0
421,Souleymane Camara,6,4,0,5,1,0,3,0.0,3,3,1,2,2,15,0
422,Víctor Camarasa,20,15,8,10,2,3,13,23.1,10,8,0,8,15,13,0
423,Geoff Cameron,34,21,20,12,2,11,27,40.7,16,28,8,20,36,68,0
424,José Campaña,57,36,25,27,5,19,58,32.8,39,31,10,21,45,37,0
425,Joel Campbell,6,2,3,3,0,3,6,50.0,3,2,0,2,0,0,0
426,Tyrese Campbell,2,1,0,2,0,1,1,100.0,0,1,1,0,1,0,0
427,Emre Can,67,54,32,29,6,18,43,41.9,25,32,4,28,28,37,1
428,Sergio Canales,30,24,6,18,6,9,32,28.1,23,25,0,25,11,3,0
429,João Cancelo,42,29,27,11,4,17,42,40.5,25,15,2,13,35,51,0
430,João Cancelo,1,1,0,1,0,1,1,100.0,0,1,0,1,2,0,0
431,Antonio Candreva,12,7,7,5,0,8,39,20.5,31,20,2,18,22,24,0
432,Paolo Cannavaro,17,9,11,5,1,8,20,40.0,12,17,13,4,27,94,1
433,Ander Capa,57,38,34,14,9,25,38,65.8,13,21,2,19,52,50,1
434,Pierrick Capelle,50,37,29,17,4,16,70,22.9,54,29,0,29,34,26,0
435,Leonardo Capezzi,8,4,5,3,0,4,6,66.7,2,6,0,6,0,3,0
436,Étienne Capoue,43,26,15,25,3,19,47,40.4,28,21,1,20,43,38,0
437,Elio Capradossi,1,0,1,0,0,0,0,,0,2,2,0,2,13,0
438,Gianluca Caprari,19,11,2,11,6,0,10,0.0,10,25,2,23,5,3,0
439,Marco Capuano,20,10,14,6,0,5,15,33.3,10,19,13,6,28,93,0
440,Marco Capuano,13,9,6,7,0,4,8,50.0,4,7,2,5,6,23,1
441,Antonio Caracciolo,52,34,41,8,3,17,30,56.7,13,64,44,20,39,203,0
442,Yoan Cardinale,0,0,0,0,0,0,0,,0,0,0,0,0,0,3
443,Diego Carlos,70,42,51,15,4,28,38,73.7,10,50,29,21,29,155,3
444,Lionel Carole,12,6,7,5,0,5,7,71.4,2,6,3,3,6,29,0
445,Yannick Carrasco,17,13,7,5,5,3,8,37.5,5,9,0,9,4,3,0
446,Michael Carrick,1,1,0,1,0,0,1,0.0,1,2,0,2,1,3,0
447,Daniel Carriço,7,7,6,1,0,4,7,57.1,3,6,3,3,10,22,0
448,André Carrillo,31,24,16,12,3,8,33,24.2,25,7,0,7,15,16,0
449,Guido Carrillo,5,1,0,3,2,0,1,0.0,1,4,0,4,0,5,0
450,Guido Carrillo,3,1,0,2,1,0,4,0.0,4,3,1,2,0,8,0
451,Thomas Carrique,1,0,0,1,0,1,3,33.3,2,0,0,0,2,3,0
452,Andy Carroll,3,3,2,0,1,0,1,0.0,1,3,2,1,2,15,0
453,Tom Carroll,53,33,22,23,8,14,53,26.4,39,37,8,29,29,18,1
454,Federico Cartabia,37,23,15,15,7,11,30,36.7,19,15,0,15,18,10,0
455,Dani Carvajal,59,40,27,22,10,22,38,57.9,16,33,15,18,38,42,2
456,Casemiro,109,78,64,39,6,42,84,50.0,42,56,11,45,63,49,3
457,Kiko Casilla,1,0,1,0,0,1,1,100.0,0,0,0,0,2,6,2
458,Francesco Cassata,12,7,6,5,1,2,10,20.0,8,3,0,3,5,0,0
459,Timothy Castagne,54,37,32,14,8,13,27,48.1,14,25,4,21,26,48,0
460,Leandro Castán,24,15,16,8,0,15,20,75.0,5,16,10,6,23,48,1
461,Koen Casteels,2,1,2,0,0,2,2,100.0,0,0,0,0,1,16,1
462,Dani Castellano,46,29,29,16,1,25,48,52.1,23,28,7,21,42,64,1
463,Javi Castellano,47,27,20,25,2,20,37,54.1,17,23,6,17,38,16,1
464,Samu Castillejo,41,28,22,10,9,13,62,21.0,49,39,5,34,22,37,0
465,Chory Castro,37,24,15,14,8,11,32,34.4,21,21,2,19,23,13,0
466,Gonzalo Castro,26,18,7,18,1,5,22,22.7,17,23,3,20,10,13,1
467,Jonny Castro,102,78,60,31,11,43,91,47.3,48,48,8,40,93,92,1
468,Lucas Castro,54,40,14,29,11,16,43,37.2,27,39,7,32,38,35,0
469,Rubén Castro,1,1,0,0,1,0,0,,0,0,0,0,0,2,0
470,Danilo Cataldi,33,25,12,19,2,5,28,17.9,23,18,5,13,37,20,1
471,Craig Cathcart,8,5,5,3,0,4,5,80.0,1,8,6,2,3,38,0
472,Edinson Cavani,15,9,5,4,6,2,16,12.5,14,10,1,9,5,22,0
473,Marijan Ćavar,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,0
474,Dani Ceballos,8,7,3,2,3,4,16,25.0,12,6,0,6,5,1,0
475,Federico Ceccherini,35,21,28,4,3,13,25,52.0,12,39,21,18,83,276,1
476,Emanuel Cecchini,3,1,2,1,0,2,3,66.7,1,0,0,0,2,2,0
477,Petr Čech,1,1,1,0,0,1,1,100.0,0,0,0,0,0,23,7
478,Ricardo Centurión,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
479,Luca Ceppitelli,45,33,31,12,2,16,34,47.1,18,33,21,12,50,156,0
480,Fabio Ceravolo,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0
481,Alessio Cerci,15,10,7,3,5,4,16,25.0,12,4,0,4,4,8,0
482,Boštjan Cesar,4,3,3,1,0,3,4,75.0,1,6,4,2,3,40,0
483,Damir Ceter,2,1,0,2,0,0,0,,0,3,0,3,0,1,0
484,Nacer Chadli,1,0,1,0,0,1,4,25.0,3,0,0,0,0,4,0
485,Fouad Chafik,58,49,31,19,8,20,35,57.1,15,17,1,16,33,46,1
486,Nathaniel Chalobah,9,6,2,6,1,2,5,40.0,3,6,5,1,6,6,0
487,Calum Chambers,17,10,10,6,1,5,14,35.7,9,14,11,3,18,47,0
488,Nereo Champagne,0,0,0,0,0,0,0,,0,0,0,0,0,3,0
489,Timothy Chandler,27,21,11,13,3,11,17,64.7,6,15,0,15,33,52,0
490,Kwon Chang-hoon,37,22,10,18,9,11,35,31.4,24,32,1,31,24,30,0
491,Charles,11,8,2,5,4,1,8,12.5,7,7,0,7,7,10,0
492,Charly Charrier,1,0,1,0,0,0,2,0.0,2,1,0,1,2,0,0
493,Pape Cheikh Diop,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
494,Chema,20,13,14,6,0,9,18,50.0,9,43,27,16,30,110,1
495,Denis Cheryshev,27,16,12,10,5,6,23,26.1,17,18,1,17,13,10,0
496,Raman Chibsah,20,13,10,7,3,4,14,28.6,10,13,2,11,4,16,0
497,Leandro Chichizola,2,0,2,0,0,2,6,33.3,4,0,0,0,4,29,3
498,Giorgio Chiellini,28,19,17,10,1,7,15,46.7,8,21,14,7,47,142,3
499,Federico Chiesa,62,41,22,22,18,16,54,29.6,38,34,1,33,18,16,0
500,Ben Chilwell,36,26,21,10,5,15,32,46.9,17,31,4,27,28,71,3
501,Vlad Chiricheș,8,4,7,1,0,2,5,40.0,3,2,1,1,16,19,1
502,Hamza Choudhury,9,5,6,3,0,2,10,20.0,8,12,1,11,8,4,0
503,Andreas Christensen,26,13,23,3,0,10,15,66.7,5,25,17,8,39,109,5
504,Chuca,1,0,1,0,0,1,3,33.3,2,1,1,0,1,1,1
505,Lee Chung-yong,2,0,0,1,1,0,0,,0,3,0,3,2,0,1
506,Amato Ciciretti,14,8,5,6,3,2,11,18.2,9,9,0,9,6,4,0
507,Cifu,2,1,0,1,1,1,5,20.0,4,1,1,0,2,2,0
508,Luca Cigarini,42,30,16,25,1,18,64,28.1,46,32,5,27,42,27,1
509,Per Ciljan Skjelbred,89,66,33,54,2,42,64,65.6,22,31,6,25,45,23,0
510,Jasper Cillessen,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
511,Thiago Cionek,28,21,18,6,4,11,20,55.0,9,19,9,10,35,99,0
512,Saliou Ciss,3,2,1,1,1,2,5,40.0,3,0,0,0,2,1,0
513,Karamoko Cissé,1,1,1,0,0,0,0,,0,0,0,0,0,0,0
514,Issa Cissokho,31,23,22,9,0,18,32,56.3,14,18,8,10,34,87,1
515,Ciaran Clark,25,17,17,8,0,11,21,52.4,10,15,10,5,17,144,1
516,Christian Clemens,12,11,6,5,1,4,13,30.8,9,8,0,8,4,7,0
517,Tom Cleverley,48,26,25,16,7,21,52,40.4,31,11,1,10,25,21,0
518,Sam Clucas,34,19,21,11,2,10,29,34.5,19,31,7,24,29,34,1
519,Nathaniel Clyne,3,1,2,1,0,0,1,0.0,1,2,1,1,0,3,0
520,Marcus Coco,40,28,17,13,10,7,35,20.0,28,22,3,19,15,9,0
521,Massimo Coda,12,9,3,4,5,2,13,15.4,11,7,2,5,6,11,0
522,Isaac Cofie,13,10,3,9,1,7,15,46.7,8,9,3,6,10,7,0
523,Renaud Cohade,143,86,63,71,9,46,119,38.7,73,70,10,60,53,91,0
524,Coke,35,23,26,7,2,18,39,46.2,21,17,5,12,34,46,0
525,Coke,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
526,Emre Çolak,24,19,4,14,6,7,28,25.0,21,7,1,6,7,5,1
527,Séamus Coleman,14,14,9,3,2,6,11,54.5,5,16,12,4,10,29,2
528,James Collins,15,9,11,4,0,8,11,72.7,3,13,10,3,16,120,1
529,Racine Coly,15,12,9,5,1,9,19,47.4,10,5,2,3,15,18,0
530,Kingsley Coman,11,10,2,6,3,5,10,50.0,5,6,0,6,7,1,0
531,Marvin Compper,2,2,0,2,0,2,3,66.7,1,2,2,0,0,8,0
532,Alois Confais,8,6,7,1,0,3,9,33.3,6,7,4,3,4,15,1
533,Daniel Congré,62,46,36,24,2,31,59,52.5,28,29,16,13,56,124,2
534,Andrea Consigli,0,0,0,0,0,0,2,0.0,2,0,0,0,0,27,6
535,Diego Contento,3,0,1,2,0,1,1,100.0,0,2,1,1,1,9,0
536,Andrea Conti,4,2,1,3,0,2,3,66.7,1,3,0,3,1,5,0
537,Lewis Cook,67,35,37,30,0,26,69,37.7,43,33,12,21,35,25,2
538,Steve Cook,37,19,28,7,2,19,29,65.5,10,63,45,18,54,232,4
539,Duje Čop,1,1,0,0,1,0,1,0.0,1,1,0,1,0,0,0
540,Francis Coquelin,5,4,2,3,0,1,3,33.3,2,1,0,1,3,2,0
541,Francis Coquelin,18,14,11,6,1,9,16,56.3,7,9,2,7,20,23,0
542,Sébastien Corchia,18,13,7,8,3,9,16,56.3,7,18,4,14,16,20,0
543,Alex Cordaz,0,0,0,0,0,0,0,,0,0,0,0,2,16,4
544,Iñigo Córdoba,44,30,18,21,5,16,58,27.6,42,31,0,31,21,9,0
545,Jhon Córdoba,13,10,0,11,2,1,5,20.0,4,6,2,4,1,9,0
546,Sergio Córdova,5,5,0,2,3,3,4,75.0,1,12,2,10,0,6,0
547,Jérémy Cordoval,20,16,12,7,1,9,14,64.3,5,12,2,10,9,35,0
548,Benjamin Corgnet,28,19,5,16,7,6,28,21.4,22,18,1,17,11,11,0
549,Jack Cork,60,44,25,27,8,20,62,32.3,42,36,15,21,41,86,1
550,Andreas Cornelius,9,5,3,3,3,1,7,14.3,6,7,0,7,2,7,0
551,Maxwel Cornet,17,12,6,9,2,3,25,12.0,22,11,1,10,14,14,0
552,Quentin Cornette,11,8,5,3,3,3,13,23.1,10,7,0,7,3,5,0
553,Ángel Correa,41,29,12,16,13,8,57,14.0,49,30,1,29,25,17,0
554,Joaquín Correa,15,10,7,6,2,8,29,27.6,21,15,1,14,2,12,0
555,Andrea Cossu,1,0,0,0,1,0,2,0.0,2,2,0,2,3,2,0
556,Andrea Costa,19,14,13,6,0,9,19,47.4,10,21,15,6,37,78,2
557,Danny da Costa,41,34,17,14,10,24,28,85.7,4,21,4,17,13,47,0
558,Diego Costa,17,11,2,10,5,4,15,26.7,11,14,4,10,5,3,0
559,Douglas Costa,17,14,10,5,2,8,25,32.0,17,15,0,15,7,7,0
560,Filippo Costa,19,12,7,7,5,7,17,41.2,10,23,6,17,22,50,0
561,Jaume Costa,67,43,39,22,6,33,51,64.7,18,30,8,22,46,97,0
562,Angelo da Costa Júnior,0,0,0,0,0,0,0,,0,0,0,0,0,2,0
563,Nuno da Costa,50,32,12,29,9,7,35,20.0,28,21,0,21,19,9,0
564,Benoît Costil,0,0,0,0,0,0,2,0.0,2,0,0,0,3,13,4
565,Kalifa Coulibaly,6,6,3,1,2,2,4,50.0,2,0,0,0,0,6,0
566,Lassana Coulibaly,26,17,13,10,3,10,35,28.6,25,15,1,14,8,10,0
567,Thibaut Courtois,0,0,0,0,0,0,0,,0,0,0,0,0,8,1
568,Philippe Coutinho,17,14,4,10,3,3,21,14.3,18,10,0,10,10,5,1
569,Philippe Coutinho,27,14,8,14,5,9,32,28.1,23,14,0,14,6,4,0
570,Nicolas Cozza,21,11,12,8,1,7,16,43.8,9,5,2,3,13,12,0
571,Alessio Cragno,0,0,0,0,0,0,0,,0,1,0,1,0,12,0
572,Martin Cranie,3,2,2,1,0,0,1,0.0,1,3,3,0,1,10,0
573,Michele Cremonesi,4,2,2,2,0,1,4,25.0,3,5,3,2,7,28,0
574,Aaron Cresswell,34,21,12,20,2,19,30,63.3,11,42,17,25,44,117,1
575,Lorenzo Crisetig,18,14,8,9,1,7,24,29.2,17,8,2,6,13,16,1
576,Bryan Cristante,66,50,21,32,13,18,59,30.5,41,43,6,37,23,27,0
577,Sebastián Cristóforo,16,12,6,8,2,9,19,47.4,10,4,0,4,4,6,0
578,Enzo Crivelli,13,9,2,6,5,1,5,20.0,4,4,0,4,2,6,0
579,Enzo Crivelli,4,2,2,1,1,1,5,20.0,4,1,0,1,2,2,0
580,Giovanni Crociata,9,6,3,4,2,1,4,25.0,3,7,0,7,4,3,0
581,Luca Crosta,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
582,Peter Crouch,2,0,0,1,1,0,12,0.0,12,7,4,3,1,31,0
583,Juan Cruz,2,2,0,2,0,0,0,,0,0,0,0,0,0,0
584,Juan Cuadrado,28,19,17,9,2,11,27,40.7,16,14,0,14,19,14,1
585,Iván Cuéllar,4,3,4,0,0,3,4,75.0,1,0,0,0,3,22,6
586,Mickaël Cuisance,31,20,16,11,4,19,29,65.5,10,22,4,18,10,10,1
587,Josh Cullen,0,0,0,0,0,0,1,0.0,1,1,1,0,2,0,0
588,Patrick Cutrone,11,10,2,7,2,1,10,10.0,9,11,1,10,3,12,0
589,Wylan Cyprien,9,7,4,4,1,2,11,18.2,9,7,1,6,11,7,2
590,Marco D'Alessandro,31,22,15,9,7,8,24,33.3,16,12,1,11,10,8,1
591,Danilo D'Ambrosio,82,64,38,35,9,30,59,50.8,29,31,7,24,45,68,1
592,Damien Da Silva,52,35,40,12,0,20,33,60.6,13,45,25,20,36,184,2
593,Kouadio-Yves Dabila,20,11,14,4,2,6,10,60.0,4,14,6,8,10,46,0
594,Bryan Dabo,17,11,6,10,1,6,15,40.0,9,13,1,12,15,24,1
595,Bryan Dabo,25,16,12,10,3,7,29,24.1,22,12,1,11,11,22,0
596,Mahmoud Dahoud,38,23,11,21,6,13,30,43.3,17,18,2,16,12,7,0
597,Dario Dainelli,19,14,14,4,1,10,21,47.6,11,27,22,5,46,126,0
598,Felipe dal Belo,51,34,32,16,3,25,49,51.0,24,42,24,18,48,157,1
599,Charlie Daniels,48,34,32,12,4,22,41,53.7,19,34,7,27,31,114,0
600,Danilo,43,29,25,12,6,19,35,54.3,16,15,6,9,19,33,0
601,Scott Dann,10,5,8,2,0,7,17,41.2,10,17,14,3,23,98,1
602,Kevin Danso,18,12,13,5,0,12,16,75.0,4,21,14,7,20,63,1
603,Dante,43,28,32,10,1,21,36,58.3,15,44,25,19,47,130,2
604,Romain Danzé,12,7,3,4,5,8,13,61.5,5,11,2,9,3,34,0
605,Andrea Danzi,11,6,7,4,0,5,13,38.5,8,3,0,3,5,5,1
606,Stéphane Darbion,19,14,13,4,2,5,40,12.5,35,21,2,19,20,17,0
607,Palkó Dárdai,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
608,Sergi Darder,64,43,29,28,7,19,62,30.6,43,31,5,26,52,48,1
609,Sergi Darder,9,3,1,5,3,1,7,14.3,6,0,0,0,3,3,0
610,Vladimír Darida,38,28,11,18,9,11,26,42.3,15,22,4,18,24,23,0
611,Karl Darlow,0,0,0,0,0,0,0,,0,0,0,0,0,3,4
612,Matteo Darmian,16,14,7,7,2,6,19,31.6,13,5,3,2,7,23,0
613,Ben Davies,47,33,13,21,13,25,48,52.1,23,24,5,19,28,70,1
614,Tom Davies,30,20,14,11,5,12,54,22.2,42,19,5,14,24,21,0
615,Steven Davis,30,21,10,17,3,11,30,36.7,19,22,6,16,15,24,1
616,Salem Al-Dawsari,1,0,0,1,0,1,1,100.0,0,1,0,1,0,0,0
617,Craig Dawson,38,28,25,7,6,13,36,36.1,23,39,26,13,52,140,0
618,Kevin De Bruyne,62,43,23,25,14,23,80,28.8,57,45,2,43,25,14,2
619,Sebastien De Maio,26,17,15,11,0,10,25,40.0,15,35,18,17,36,147,0
620,Rodrigo De Paul,31,18,10,17,4,4,32,12.5,28,34,1,33,16,8,0
621,Daniele De Rossi,23,13,12,9,2,9,33,27.3,24,18,13,5,43,45,2
622,Mattia De Sciglio,22,17,7,13,2,9,13,69.2,4,12,2,10,14,32,0
623,Lorenzo De Silvestri,39,25,19,13,7,16,26,61.5,10,47,10,37,27,165,0
624,Lucas Deaux,62,45,21,37,4,20,67,29.9,47,41,6,35,32,19,0
625,Mathieu Debuchy,34,25,22,8,4,17,30,56.7,13,16,10,6,27,73,0
626,Troy Deeney,15,11,3,8,4,3,11,27.3,8,14,1,13,5,20,0
627,Jermain Defoe,12,9,2,6,4,2,10,20.0,8,10,0,10,4,1,0
628,Steven Defour,33,22,12,18,3,10,46,21.7,36,35,7,28,46,25,0
629,Grégoire Defrel,8,3,1,1,6,2,8,25.0,6,5,0,5,3,6,0
630,Alessandro Deiola,9,7,5,3,1,6,13,46.2,7,8,0,8,4,12,0
631,Lorenzo Del Pinto,23,17,10,10,3,7,25,28.0,18,13,4,9,16,7,2
632,Damien Delaney,2,1,2,0,0,1,1,100.0,0,5,4,1,3,7,0
633,Thomas Delaney,79,61,27,46,6,36,53,67.9,17,37,12,25,43,74,4
634,Jonathan Delaplace,10,8,1,8,1,3,10,30.0,7,13,5,8,8,8,0
635,Cristian Dell'Orco,4,1,1,2,1,1,3,33.3,2,5,1,4,10,19,0
636,Andy Delort,20,13,2,9,9,4,19,21.1,15,10,0,10,12,22,0
637,Fabian Delph,46,34,21,16,9,18,37,48.6,19,16,0,16,30,42,2
638,Mousa Dembélé,36,24,19,11,6,9,37,24.3,28,20,0,20,33,15,0
639,Ousmane Dembélé,10,7,2,5,3,1,13,7.7,12,8,0,8,5,2,0
640,Jessy Deminguet,12,9,4,6,2,4,14,28.6,10,5,0,5,10,13,0
641,Kerem Demirbay,38,30,15,17,6,12,28,42.9,16,21,3,18,14,21,0
642,Ermedin Demirović,1,1,0,1,0,0,1,0.0,1,5,0,5,0,2,0
643,Diego Demme,81,57,29,48,4,47,87,54.0,40,31,3,28,48,29,0
644,Fabio Depaoli,31,22,21,7,3,21,40,52.5,19,27,10,17,15,42,0
645,Mathieu Deplagne,52,38,33,14,5,20,48,41.7,28,26,10,16,60,95,2
646,Laurent Depoitre,14,8,4,8,2,3,21,14.3,18,15,3,12,11,36,0
