,Player,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh
660,Kevin De Bruyne,7,65,21,32.3,2.42,0.78,0.11,0.33,23.0,7,0,0,5.6,5.6,0.09
661,Charles De Ketelaere,0,19,3,15.8,1.53,0.24,0.00,0.00,12.5,0,0,0,2.0,2.0,0.11
662,Manuel De Luca,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
663,Tommaso De Nipoti,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
664,Rodrigo De Paul,2,21,5,23.8,0.98,0.23,0.10,0.40,24.5,1,0,0,1.6,1.6,0.07
665,Mattia De Sciglio,0,4,0,0.0,0.35,0.00,0.00,,27.6,0,0,0,0.1,0.1,0.02
666,Lorenzo De Silvestri,1,5,3,60.0,0.67,0.40,0.20,0.33,12.0,0,0,0,0.6,0.6,0.13
667,Thibault De Smet,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
668,Koni De Winter,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
669,Grégoire Defrel,2,16,10,62.5,1.23,0.77,0.13,0.20,11.8,0,0,0,3.5,3.5,0.22
670,Duccio Degl'Innocenti,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
671,Brecht Dejaegere,4,23,7,30.4,1.14,0.35,0.17,0.57,14.6,0,0,0,2.6,2.6,0.11
672,Romain Del Castillo,6,31,11,35.5,1.96,0.70,0.03,0.09,20.7,3,5,5,6.3,2.4,0.08
673,Alberto Del Moral,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
674,Thomas Delaine,0,6,4,66.7,0.51,0.34,0.00,0.00,18.7,0,0,0,0.4,0.4,0.07
675,Thomas Delaney,0,3,1,33.3,0.87,0.29,0.00,0.00,18.8,0,0,0,0.2,0.2,0.05
676,Thomas Delaney,0,1,0,0.0,0.30,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.11
677,Sacha Delaye,1,2,1,50.0,9.00,4.50,0.50,1.00,20.4,0,0,0,0.1,0.1,0.03
678,Fran Delgado,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
679,Andy Delort,6,23,8,34.8,2.65,0.92,0.13,0.38,16.4,1,3,3,5.4,3.0,0.13
680,Andy Delort,0,18,10,55.6,3.45,1.92,0.00,0.00,16.1,2,0,0,2.5,2.5,0.14
681,Karamoko Dembele,0,4,2,50.0,2.01,1.01,0.00,0.00,16.1,0,0,0,0.2,0.2,0.06
682,Moussa Dembélé,3,28,13,46.4,2.87,1.33,0.11,0.23,13.3,0,0,0,3.8,3.8,0.14
683,Ousmane Dembélé,5,49,16,32.7,3.13,1.02,0.10,0.31,16.7,0,0,0,3.9,3.9,0.08
684,Siriki Dembélé,0,2,2,100.0,1.64,1.64,0.00,0.00,16.6,0,0,0,0.2,0.2,0.09
685,Siriki Dembélé,0,5,2,40.0,1.21,0.48,0.00,0.00,21.4,0,0,0,0.3,0.3,0.06
686,Merih Demiral,1,6,1,16.7,0.35,0.06,0.17,1.00,13.7,0,0,0,0.7,0.7,0.12
687,Kerem Demirbay,4,31,6,19.4,1.81,0.35,0.13,0.67,24.3,8,0,0,2.2,2.2,0.07
688,Ermedin Demirović,8,63,23,36.5,2.40,0.87,0.11,0.30,15.2,0,1,1,7.5,6.8,0.11
689,Diego Demme,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
690,Sepp van den Berg,1,5,1,20.0,0.65,0.13,0.20,1.00,13.0,0,0,0,0.6,0.6,0.12
691,Branco van den Boomen,5,48,20,41.7,1.50,0.62,0.02,0.05,25.1,16,4,4,6.0,2.9,0.06
692,Leander Dendoncker,0,2,0,0.0,0.26,0.00,0.00,,26.9,0,0,0,0.1,0.1,0.03
693,Leander Dendoncker,0,3,2,66.7,1.26,0.84,0.00,0.00,16.7,0,0,0,0.7,0.7,0.22
694,Emmanuel Dennis,2,21,7,33.3,2.62,0.87,0.10,0.29,13.2,2,0,0,1.9,1.9,0.09
695,Fabio Depaoli,2,19,4,21.1,0.79,0.17,0.11,0.50,16.0,0,0,0,1.7,1.7,0.09
696,Fabio Depaoli,0,2,0,0.0,1.32,0.00,0.00,,13.6,0,0,0,0.2,0.2,0.09
697,Kastriot Dermaku,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
698,Halil Dervişoğlu,0,1,0,0.0,11.25,0.00,0.00,,31.9,0,0,0,0.0,0.0,0.03
699,Rémy Descamps,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
700,Mikkel Desler,1,11,4,36.4,0.44,0.16,0.09,0.25,17.6,0,0,0,0.8,0.8,0.07
701,Cyriel Dessers,6,49,12,24.5,2.78,0.68,0.12,0.50,13.6,0,0,1,7.1,6.4,0.13
702,Sergiño Dest,0,2,1,50.0,0.55,0.27,0.00,0.00,20.3,0,0,0,0.3,0.3,0.15
703,Mattia Destro,1,20,7,35.0,3.15,1.10,0.05,0.14,14.8,0,0,0,1.4,1.4,0.07
704,Gerard Deulofeu,2,44,12,27.3,3.27,0.89,0.05,0.17,17.4,10,0,0,5.1,5.1,0.11
705,Kiernan Dewsbury-Hall,2,26,6,23.1,1.01,0.23,0.08,0.33,21.3,0,0,0,2.4,2.4,0.09
706,Samuel Di Carmine,0,1,0,0.0,3.21,0.00,0.00,,11.0,0,0,0,0.1,0.1,0.09
707,Federico Di Francesco,2,39,16,41.0,1.73,0.71,0.05,0.13,17.4,1,0,0,3.3,3.3,0.08
708,Michele Di Gregorio,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
709,Giovanni Di Lorenzo,3,31,13,41.9,0.86,0.36,0.10,0.23,11.8,0,0,0,2.7,2.7,0.09
710,Ángel Di María,4,37,12,32.4,2.44,0.79,0.08,0.25,21.5,1,1,1,3.1,2.3,0.06
711,Boulaye Dia,16,47,21,44.7,1.68,0.75,0.32,0.71,15.0,0,1,1,8.8,8.0,0.17
712,Moussa Diaby,9,79,34,43.0,2.63,1.13,0.11,0.26,17.8,0,0,1,11.0,10.3,0.13
713,Mouctar Diakhaby,3,21,7,33.3,0.77,0.26,0.14,0.43,10.9,0,0,0,2.7,2.7,0.13
714,Mamadou Diakhon,0,1,0,0.0,4.29,0.00,0.00,,18.9,0,0,0,0.0,0.0,0.03
715,Bafodé Diakité,3,19,6,31.6,0.64,0.20,0.16,0.50,11.4,0,0,0,1.7,1.7,0.09
716,Ibrahim Diakité,0,1,1,100.0,0.69,0.69,0.00,0.00,7.5,0,0,0,0.2,0.2,0.20
717,Abdou Diallo,1,4,1,25.0,0.75,0.19,0.25,1.00,8.0,0,0,0,0.4,0.4,0.10
718,Baila Diallo,0,1,0,0.0,1.01,0.00,0.00,,31.4,0,0,0,0.0,0.0,0.02
719,Habib Diallo,20,90,36,40.0,2.81,1.13,0.19,0.47,13.0,1,3,4,17.7,14.5,0.17
720,Ibrahima Diallo,0,6,0,0.0,0.66,0.00,0.00,,28.4,0,0,0,0.2,0.2,0.03
721,Ismael Diallo,0,3,0,0.0,0.12,0.00,0.00,,17.5,0,0,0,0.3,0.3,0.08
722,Habib Diarra,3,23,9,39.1,1.27,0.50,0.13,0.33,20.1,0,0,0,1.8,1.8,0.08
723,Mamady Diarra,0,3,0,0.0,4.09,0.00,0.00,,16.5,0,0,0,0.1,0.1,0.05
724,Moussa Diarra,0,1,0,0.0,0.07,0.00,0.00,,6.4,0,0,0,0.2,0.2,0.16
725,Stéphane Diarra,2,20,8,40.0,1.69,0.68,0.10,0.25,16.2,0,0,0,2.2,2.2,0.11
726,Youba Diarra,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
727,Rúben Dias,0,10,2,20.0,0.45,0.09,0.00,0.00,9.1,0,0,0,1.3,1.3,0.13
728,Krépin Diatta,4,40,18,45.0,1.74,0.78,0.10,0.22,15.2,0,0,0,4.6,4.6,0.12
729,Mory Diaw,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
730,Brahim Díaz,6,35,16,45.7,1.64,0.75,0.17,0.38,14.5,1,0,0,6.0,6.0,0.17
731,Luis Díaz,4,27,8,29.6,2.44,0.72,0.15,0.50,15.1,0,0,0,2.5,2.5,0.09
732,Justin Diehl,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
733,Bamba Dieng,1,11,5,45.5,5.10,2.32,0.09,0.20,12.5,0,0,0,1.5,1.5,0.14
734,Bamba Dieng,3,21,7,33.3,2.53,0.84,0.10,0.29,16.0,0,1,1,4.9,4.1,0.23
735,Eric Dier,2,17,4,23.5,0.54,0.13,0.12,0.50,11.8,2,0,0,1.6,1.6,0.10
736,Florian Dietz,1,17,6,35.3,3.87,1.37,0.06,0.17,11.9,0,0,0,2.5,2.5,0.15
737,Lucas Digne,1,8,3,37.5,0.48,0.18,0.13,0.33,20.5,4,0,0,0.4,0.4,0.05
738,Federico Dimarco,4,49,15,30.6,2.13,0.65,0.08,0.27,20.7,7,0,0,3.1,3.1,0.06
739,Stole Dimitrievski,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
740,Junior Dina Ebimbe,3,26,10,38.5,2.20,0.85,0.12,0.30,14.6,0,0,0,3.7,3.7,0.14
741,Tristan Dingomé,0,3,1,33.3,2.73,0.91,0.00,0.00,21.7,0,0,0,0.2,0.2,0.06
742,Eren Dinkçi,0,6,0,0.0,2.34,0.00,0.00,,15.4,0,0,0,0.4,0.4,0.07
743,Sinaly Diomande,0,10,2,20.0,0.46,0.09,0.00,0.00,12.6,0,0,0,0.8,0.8,0.08
744,Lois Diony,1,12,3,25.0,2.13,0.53,0.08,0.33,14.5,0,0,0,2.2,2.2,0.18
745,Edan Diop,1,6,2,33.3,2.42,0.81,0.17,0.50,15.6,0,0,0,1.2,1.2,0.20
746,Issa Diop,1,3,2,66.7,0.13,0.09,0.33,0.50,12.3,0,0,0,0.3,0.3,0.09
747,Sofiane Diop,1,28,9,32.1,2.05,0.66,0.04,0.11,20.0,1,0,0,2.6,2.6,0.09
748,Sofiane Diop,1,2,1,50.0,2.77,1.38,0.50,1.00,10.5,0,0,0,1.0,1.0,0.50
749,Yehvann Diouf,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
750,Axel Disasi,3,28,9,32.1,0.76,0.24,0.11,0.33,15.4,0,0,1,3.8,3.0,0.11
751,Tiago Djaló,2,15,4,26.7,0.67,0.18,0.13,0.50,12.7,0,0,0,1.3,1.3,0.08
752,Djené,0,9,1,11.1,0.29,0.03,0.00,0.00,15.3,0,0,0,0.6,0.6,0.06
753,Moussa Djenepo,0,3,2,66.7,0.38,0.25,0.00,0.00,13.8,0,0,0,0.2,0.2,0.06
754,Koffi Djidji,1,8,4,50.0,0.30,0.15,0.13,0.25,12.2,0,0,0,0.9,0.9,0.12
755,Alexander Djiku,1,17,5,29.4,0.57,0.17,0.06,0.20,14.4,1,0,0,1.4,1.4,0.08
756,Berat Djimsiti,0,5,0,0.0,0.25,0.00,0.00,,7.6,0,0,0,0.6,0.6,0.12
757,Moussa Djitte,0,2,0,0.0,1.32,0.00,0.00,,23.3,0,0,0,0.1,0.1,0.07
758,Ouparine Djoco,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
759,Marko Dmitrović,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
760,Alan Do Marcolino,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
761,Ben Doak,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
762,Ritsu Doan,5,57,27,47.4,2.12,1.00,0.09,0.19,17.3,0,0,0,7.0,7.0,0.12
763,Dodô,1,11,4,36.4,0.42,0.15,0.09,0.25,20.5,0,0,0,0.7,0.7,0.06
764,Danilho Doekhi,5,17,9,52.9,0.69,0.37,0.29,0.56,11.6,0,0,0,1.9,1.9,0.11
765,Matt Doherty,1,10,2,20.0,1.35,0.27,0.10,0.50,12.1,0,0,0,0.8,0.8,0.08
766,Matt Doherty,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
767,Josh Doig,2,18,6,33.3,1.20,0.40,0.11,0.33,16.1,0,0,0,1.8,1.8,0.10
768,Jeremy Doku,6,26,12,46.2,1.81,0.84,0.23,0.50,15.7,0,0,0,2.7,2.7,0.10
769,Kasper Dolberg,0,2,1,50.0,0.91,0.46,0.00,0.00,17.3,0,0,0,0.0,0.0,0.02
770,Kasper Dolberg,1,7,3,42.9,1.57,0.67,0.14,0.33,16.7,0,0,0,0.5,0.5,0.07
771,Carlos Dominguez,0,1,1,100.0,0.83,0.83,0.00,0.00,21.5,0,0,0,0.0,0.0,0.03
772,Nicolás Domínguez,3,42,17,40.5,1.64,0.67,0.07,0.18,22.5,0,0,0,2.6,2.6,0.06
773,John Donald,0,2,0,0.0,0.16,0.00,0.00,,11.1,0,0,0,0.1,0.1,0.05
774,Giulio Donati,1,2,1,50.0,0.43,0.21,0.50,1.00,19.2,0,0,0,0.4,0.4,0.20
775,Kyliane Dong,0,2,0,0.0,0.85,0.00,0.00,,20.7,0,0,0,0.1,0.1,0.07
776,Jordan Dongmo,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
777,Gianluigi Donnarumma,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
778,Niklas Dorsch,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
779,Jodel Dossou,1,6,3,50.0,2.09,1.05,0.17,0.33,16.7,0,0,0,0.4,0.4,0.07
780,Lohann Doucet,0,1,1,100.0,0.99,0.99,0.00,0.00,16.2,0,0,0,0.1,0.1,0.05
781,Abdoulaye Doucouré,5,20,8,40.0,1.17,0.47,0.25,0.63,13.2,0,0,0,2.4,2.4,0.12
782,Cheick Doucouré,0,36,7,19.4,1.17,0.23,0.00,0.00,24.6,0,0,0,1.4,1.4,0.04
783,Siriné Doucouré,0,7,1,14.3,4.63,0.66,0.00,0.00,13.5,0,0,0,0.7,0.7,0.11
784,Désiré Doué,3,21,6,28.6,1.70,0.48,0.14,0.50,21.0,0,0,0,1.6,1.6,0.07
785,Guela Doué,0,1,0,0.0,7.50,0.00,0.00,,31.4,0,0,0,0.0,0.0,0.03
786,Ismaël Doukouré,1,9,2,22.2,0.35,0.08,0.11,0.50,25.4,0,0,0,0.3,0.3,0.03
787,Kamory Doumbia,2,25,9,36.0,1.95,0.70,0.04,0.11,19.8,0,1,1,3.7,2.9,0.12
788,Souleyman Doumbia,0,7,2,28.6,0.35,0.10,0.00,0.00,16.0,0,0,0,1.0,1.0,0.14
789,Flynn Downes,0,4,1,25.0,0.47,0.12,0.00,0.00,14.6,0,0,0,0.4,0.4,0.11
790,Kami Doyle,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
791,Bartłomiej Drągowski,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
792,Cody Drameh,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
793,Dion Drena Beljo,3,13,5,38.5,1.04,0.40,0.23,0.60,15.2,0,0,0,1.6,1.6,0.12
794,Dominick Drexler,4,16,6,37.5,1.05,0.40,0.25,0.67,14.6,0,0,0,2.4,2.4,0.15
795,Domingos Duarte,0,16,4,25.0,0.54,0.14,0.00,0.00,11.0,0,0,0,1.3,1.3,0.08
796,Martin Dúbravka,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
797,Marvin Ducksch,12,94,43,45.7,2.97,1.36,0.13,0.28,19.1,14,0,1,11.3,10.5,0.11
798,Ondrej Duda,0,13,4,30.8,1.10,0.34,0.00,0.00,22.6,1,0,0,0.8,0.8,0.07
799,Ondrej Duda,0,12,3,25.0,1.57,0.39,0.00,0.00,18.6,0,0,0,0.7,0.7,0.06
800,Shane Duffy,0,1,0,0.0,4.50,0.00,0.00,,6.1,0,0,0,0.2,0.2,0.16
801,Rémy Dugimont,0,4,1,25.0,3.19,0.80,0.00,0.00,27.6,0,0,0,0.1,0.1,0.02
802,Denzel Dumfries,1,33,13,39.4,1.34,0.53,0.03,0.08,11.4,0,0,0,3.6,3.6,0.11
803,Alfred Duncan,1,9,2,22.2,0.73,0.16,0.11,0.50,24.1,0,0,0,0.5,0.5,0.05
804,Lewis Dunk,1,22,3,13.6,0.61,0.08,0.05,0.33,11.7,1,0,0,1.7,1.7,0.08
805,Maxime Dupé,0,1,0,0.0,0.03,0.00,0.00,,13.4,0,0,0,0.0,0.0,0.04
806,Jhon Durán,0,7,2,28.6,4.63,1.32,0.00,0.00,19.8,0,0,0,0.6,0.6,0.08
807,Pablo Durán,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
808,Julien Duranville,0,1,0,0.0,3.10,0.00,0.00,,25.4,0,0,0,0.0,0.0,0.02
809,Hugo Duro,1,32,9,28.1,2.08,0.58,0.03,0.11,11.9,0,0,1,4.4,3.6,0.11
810,Jean-Kevin Duverne,0,5,1,20.0,0.18,0.04,0.00,0.00,17.2,0,0,0,0.4,0.4,0.08
811,Paulo Dybala,12,60,18,30.0,3.11,0.93,0.12,0.39,20.7,3,5,5,9.3,5.3,0.09
812,Edin Džeko,9,73,24,32.9,3.79,1.25,0.12,0.38,14.4,0,0,0,9.7,9.7,0.13
813,Malcolm Ebiowei,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
814,Festy Ebosele,0,4,1,25.0,0.88,0.22,0.00,0.00,21.5,0,0,0,0.2,0.2,0.05
815,Enzo Ebosse,0,3,0,0.0,0.29,0.00,0.00,,26.4,0,0,0,0.1,0.1,0.03
816,Tyronne Ebuehi,2,19,4,21.1,0.89,0.19,0.11,0.50,10.9,0,0,0,3.1,3.1,0.16
817,Ederson,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
818,Éderson,1,36,10,27.8,1.46,0.41,0.03,0.10,21.3,0,0,0,2.0,2.0,0.06
819,Odsonne Édouard,5,39,15,38.5,1.95,0.75,0.13,0.33,12.5,0,0,0,4.2,4.2,0.11
820,Samuel Edozie,0,8,3,37.5,1.27,0.48,0.00,0.00,16.5,0,0,0,0.9,0.9,0.11
821,Maximilian Eggestein,1,16,4,25.0,0.59,0.15,0.06,0.25,21.6,0,0,0,0.9,0.9,0.06
822,Lilian Egloff,0,8,0,0.0,2.99,0.00,0.00,,20.6,0,0,0,0.4,0.4,0.04
823,Íñigo Eguaras,1,8,3,37.5,0.74,0.28,0.13,0.33,21.2,0,0,0,1.0,1.0,0.13
824,Kingsley Ehizibue,2,13,6,46.2,0.76,0.35,0.15,0.33,15.1,0,0,0,2.0,2.0,0.16
825,Kingsley Ehizibue,0,1,1,100.0,1.48,1.48,0.00,0.00,35.5,0,0,0,0.0,0.0,0.02
826,Julian Eitschberger,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
827,Chidera Ejuke,0,24,5,20.8,2.43,0.51,0.00,0.00,21.1,0,0,0,1.5,1.5,0.06
828,Albin Ekdal,0,19,4,21.1,0.99,0.21,0.00,0.00,14.4,0,0,0,2.9,2.9,0.16
829,Hugo Ekitike,3,34,12,35.3,2.65,0.94,0.09,0.25,14.8,0,0,0,3.7,3.7,0.11
830,Emmanuel Ekong,0,1,0,0.0,4.50,0.00,0.00,,28.2,0,0,0,0.0,0.0,0.04
831,Anthony Elanga,0,10,4,40.0,2.11,0.85,0.00,0.00,13.8,0,0,0,0.7,0.7,0.07
832,Alberth Elis,0,4,1,25.0,1.40,0.35,0.00,0.00,13.1,0,0,0,0.5,0.5,0.13
833,Mikael Ellertsson,0,2,0,0.0,1.05,0.00,0.00,,21.8,0,0,0,0.1,0.1,0.07
834,Harvey Elliott,1,36,12,33.3,2.01,0.67,0.03,0.08,19.3,0,0,0,2.1,2.1,0.06
835,Elif Elmas,6,32,10,31.3,1.77,0.55,0.16,0.50,17.7,1,1,1,4.0,3.3,0.10
836,Mohamed Elneny,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
837,Aritz Elustondo,0,8,0,0.0,0.50,0.00,0.00,,21.5,0,0,0,0.7,0.7,0.09
838,Nico Elvedi,3,18,9,50.0,0.57,0.29,0.17,0.33,10.5,0,0,0,2.6,2.6,0.14
839,Rodrigo Ely,0,19,1,5.3,0.54,0.03,0.00,0.00,14.7,1,0,0,1.0,1.0,0.05
840,Mohamed Elyounoussi,1,36,10,27.8,1.49,0.42,0.03,0.10,15.8,0,0,0,3.5,3.5,0.10
841,Adri Embarba,4,47,19,40.4,2.87,1.16,0.06,0.16,23.9,13,1,1,3.8,3.1,0.06
842,Adri Embarba,0,2,0,0.0,5.14,0.00,0.00,,29.8,0,0,0,0.1,0.1,0.04
843,Breel Embolo,12,40,20,50.0,1.94,0.97,0.30,0.60,10.9,0,0,1,8.5,7.6,0.19
844,Emerson,2,17,6,35.3,0.88,0.31,0.12,0.33,16.6,0,0,0,1.7,1.7,0.10
845,Youssef En-Nesyri,8,60,23,38.3,3.25,1.25,0.13,0.35,11.6,0,0,0,8.1,8.1,0.14
846,Julio Enciso,4,38,18,47.4,4.24,2.01,0.11,0.22,19.6,0,0,0,4.0,4.0,0.11
847,Wataru Endo,5,45,15,33.3,1.39,0.46,0.11,0.33,16.7,0,0,0,3.8,3.8,0.09
848,Arne Engels,0,17,2,11.8,1.06,0.12,0.00,0.00,26.8,2,0,0,0.6,0.6,0.03
849,Christian Eriksen,1,39,11,28.2,1.71,0.48,0.03,0.09,19.3,4,0,0,5.0,5.0,0.13
850,Martin Erlic,0,4,0,0.0,0.15,0.00,0.00,,8.8,0,0,0,0.5,0.5,0.12
851,Tjark Ernst,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
852,Gonzalo Escalante,0,6,1,16.7,0.97,0.16,0.00,0.00,17.9,0,0,0,0.2,0.2,0.03
853,Gonzalo Escalante,4,14,6,42.9,1.12,0.48,0.29,0.67,12.5,0,0,0,3.5,3.5,0.25
854,Sergio Escudero,1,27,7,25.9,1.69,0.44,0.04,0.14,23.4,3,0,0,1.5,1.5,0.06
855,Alfonso Espino,0,20,1,5.0,0.58,0.03,0.00,0.00,28.9,0,0,0,1.5,1.5,0.08
856,Bernardo Espinosa,1,11,5,45.5,0.81,0.37,0.09,0.20,10.7,0,0,0,1.2,1.2,0.11
857,Salvatore Esposito,1,14,2,14.3,1.30,0.19,0.07,0.50,28.5,11,0,0,0.7,0.7,0.05
858,Maxime Estève,0,6,0,0.0,0.33,0.00,0.00,,9.5,0,0,0,0.6,0.6,0.09
859,Pervis Estupiñán,1,29,4,13.8,0.98,0.13,0.03,0.25,19.3,0,0,0,1.7,1.7,0.06
860,Jonny Evans,0,1,1,100.0,0.09,0.09,0.00,0.00,3.8,0,0,0,0.2,0.2,0.17
861,Edu Expósito,2,19,7,36.8,1.47,0.54,0.11,0.29,24.7,2,0,0,0.9,0.9,0.05
862,Eberechi Eze,10,70,25,35.7,2.39,0.85,0.13,0.36,21.9,14,1,1,7.3,6.5,0.09
863,Kimberly Ezekwem,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
864,Nicolás Ezequiel Fernández,0,5,2,40.0,0.88,0.35,0.00,0.00,14.7,0,0,0,0.4,0.4,0.08
865,Abdessamad Ezzalzouli,4,40,16,40.0,2.39,0.96,0.10,0.25,19.1,2,0,0,2.7,2.7,0.07
866,Łukasz Fabiański,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
867,Fabinho,0,18,4,22.2,0.61,0.13,0.00,0.00,22.0,0,0,0,0.7,0.7,0.04
868,Fábio,0,3,2,66.7,1.21,0.80,0.00,0.00,13.9,0,0,0,0.2,0.2,0.07
869,Noah Fadiga,1,11,3,27.3,0.76,0.21,0.09,0.33,18.3,0,0,0,0.7,0.7,0.07
870,Wout Faes,1,13,3,23.1,0.42,0.10,0.08,0.33,11.8,0,0,0,1.2,1.2,0.09
871,Wout Faes,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
872,Nicolò Fagioli,3,13,8,61.5,0.77,0.47,0.23,0.38,19.7,0,0,0,1.5,1.5,0.12
873,Ralf Fährmann,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
874,Romain Faivre,5,25,14,56.0,1.81,1.01,0.20,0.36,17.0,0,0,0,2.7,2.7,0.11
875,Romain Faivre,0,5,2,40.0,1.50,0.60,0.00,0.00,23.6,0,0,0,0.2,0.2,0.03
876,Radamel Falcao,2,20,4,20.0,2.92,0.58,0.05,0.25,16.2,0,1,1,2.9,2.1,0.10
877,Wladimiro Falcone,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
878,Fali,0,9,0,0.0,0.47,0.00,0.00,,16.6,0,0,0,0.6,0.6,0.07
879,Fallou Fall,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
880,Mamadou Fall,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
881,Davide Faraoni,2,20,5,25.0,1.21,0.30,0.10,0.40,18.6,0,0,0,2.7,2.7,0.14
882,Ansu Fati,7,61,18,29.5,3.94,1.16,0.11,0.39,15.0,3,0,0,9.1,9.1,0.16
883,Khalil Fayad,0,8,3,37.5,1.00,0.38,0.00,0.00,21.8,0,0,0,0.5,0.5,0.06
884,Cheikh Faye,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
885,Federico Fazio,1,11,2,18.2,0.92,0.17,0.09,0.50,10.7,0,0,0,0.7,0.7,0.06
886,Jacopo Fazzini,0,14,1,7.1,1.53,0.11,0.00,0.00,20.5,1,0,0,1.0,1.0,0.07
887,Zouhair Feddal,0,1,0,0.0,0.24,0.00,0.00,,3.5,0,0,0,0.2,0.2,0.20
888,Nabil Fekir,2,24,6,25.0,2.25,0.56,0.04,0.17,21.5,9,1,1,2.4,1.6,0.07
889,Felipe,0,13,1,7.7,0.83,0.06,0.00,0.00,9.0,0,0,0,1.2,1.2,0.09
890,Felipe,0,1,0,0.0,0.46,0.00,0.00,,10.6,0,0,0,0.0,0.0,0.03
891,Luiz Felipe,0,3,1,33.3,0.15,0.05,0.00,0.00,11.2,0,0,0,0.2,0.2,0.06
892,João Félix,4,46,16,34.8,4.40,1.53,0.09,0.25,18.0,3,0,0,4.9,4.9,0.11
893,João Félix,4,26,12,46.2,3.60,1.66,0.15,0.33,18.9,1,0,0,2.6,2.6,0.10
894,Ohis Felix Uduokhai,0,4,1,25.0,0.25,0.06,0.00,0.00,9.5,0,0,0,0.3,0.3,0.07
895,Kiko Femenía,0,2,0,0.0,0.16,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.03
896,Evan Ferguson,6,36,17,47.2,3.41,1.61,0.17,0.35,15.2,0,0,0,5.3,5.3,0.15
897,Lewis Ferguson,7,43,18,41.9,1.67,0.70,0.16,0.39,15.5,0,0,0,4.7,4.7,0.11
898,Bruno Fernandes,8,90,32,35.6,2.44,0.87,0.07,0.19,20.8,6,2,2,9.3,7.7,0.09
899,Edimilson Fernandes,0,15,3,20.0,0.55,0.11,0.00,0.00,25.0,4,0,0,0.7,0.7,0.04
900,Aitor Fernández,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
901,Álex Fernández,3,16,8,50.0,0.91,0.46,0.13,0.25,12.9,0,1,1,2.7,1.9,0.12
902,Álvaro Fernández,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
903,Carlos Fernández,1,21,5,23.8,3.00,0.71,0.05,0.20,13.1,0,0,0,2.4,2.4,0.11
904,Enzo Fernández,0,20,3,15.0,1.16,0.17,0.00,0.00,25.7,2,0,0,0.8,0.8,0.04
905,Federico Fernández,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
906,Joaquín Fernández,1,10,1,10.0,0.42,0.04,0.10,1.00,13.5,0,0,0,0.5,0.5,0.05
