,Player,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh
36,Ruben Aguilar,0,4,2,50.0,0.31,0.15,0.00,0.00,17.5,0,0,0,0.2,0.2,0.06
37,Naouirou Ahamada,0,3,0,0.0,2.87,0.00,0.00,,15.9,0,0,0,0.2,0.2,0.05
38,Naouirou Ahamada,2,16,5,31.3,1.03,0.32,0.13,0.40,22.1,0,0,0,0.8,0.8,0.05
39,Amar Ahmed,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
40,Jean-Eudes Aholou,3,21,8,38.1,1.45,0.55,0.14,0.38,25.0,0,0,0,1.2,1.2,0.06
41,Joseph Aidoo,3,14,3,21.4,0.40,0.09,0.21,1.00,13.2,0,0,0,1.0,1.0,0.07
42,Ola Aina,1,8,3,37.5,0.82,0.31,0.13,0.33,15.2,0,0,0,0.8,0.8,0.10
43,Rayan Aït-Nouri,1,10,5,50.0,0.84,0.42,0.10,0.20,14.1,0,0,0,0.7,0.7,0.07
44,Emanuel Aiwum,0,3,1,33.3,0.16,0.05,0.00,0.00,17.7,0,0,0,0.2,0.2,0.05
45,Kristoffer Ajer,0,1,0,0.0,0.12,0.00,0.00,,6.0,0,0,0,0.0,0.0,0.04
46,Ludovic Ajorque,1,22,7,31.8,2.57,0.82,0.00,0.00,15.1,1,1,1,3.3,2.5,0.11
47,Ludovic Ajorque,6,32,14,43.8,2.38,1.04,0.19,0.43,14.8,0,0,0,4.6,4.6,0.14
48,Manuel Akanji,0,15,2,13.3,0.59,0.08,0.00,0.00,15.9,0,0,0,1.3,1.3,0.09
49,Nathan Aké,1,9,2,22.2,0.43,0.10,0.11,0.50,10.5,0,0,0,1.6,1.6,0.17
50,Sergio Akieme,1,23,7,30.4,0.90,0.27,0.04,0.14,20.2,0,0,0,1.5,1.5,0.07
51,Babatunde Akinsola,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
52,Maghnes Akliouche,0,5,2,40.0,1.12,0.45,0.00,0.00,14.9,0,0,0,0.5,0.5,0.09
53,Paul Akouokou,0,3,1,33.3,0.60,0.20,0.00,0.00,19.2,0,0,0,0.2,0.2,0.05
54,Jean-Daniel Akpa-Akpro,1,14,5,35.7,0.93,0.33,0.07,0.20,19.5,0,0,0,1.5,1.5,0.10
55,Kevin Akpoguma,0,8,1,12.5,0.37,0.05,0.00,0.00,19.3,0,0,0,0.6,0.6,0.08
56,David Alaba,1,14,3,21.4,0.69,0.15,0.07,0.33,19.8,5,0,0,0.8,0.8,0.06
57,Ángel Alarcón,0,1,1,100.0,3.60,3.60,0.00,0.00,,,0,0,,,
58,Tomás Alarcón,0,2,1,50.0,0.81,0.40,0.00,0.00,36.4,0,0,0,0.0,0.0,0.01
59,Lucas Alario,1,11,4,36.4,2.99,1.09,0.09,0.25,14.7,0,0,0,1.4,1.4,0.13
60,Jordi Alba,2,13,4,30.8,0.82,0.25,0.15,0.50,23.3,0,0,0,0.8,0.8,0.06
61,Luis Alberto,6,45,17,37.8,1.66,0.63,0.11,0.29,23.2,4,1,2,4.4,2.7,0.06
62,Raúl Albiol,0,2,1,50.0,0.08,0.04,0.00,0.00,25.2,0,0,0,0.1,0.1,0.05
63,Marc Albrighton,1,2,1,50.0,0.76,0.38,0.50,1.00,8.0,0,0,0,0.3,0.3,0.17
64,Thiago Alcántara,0,10,1,10.0,0.72,0.07,0.00,0.00,24.1,0,0,0,0.4,0.4,0.04
65,Carlos Alcaraz,4,24,10,41.7,2.10,0.87,0.17,0.40,20.0,0,0,0,1.9,1.9,0.08
66,Rubén Alcaraz,3,31,4,12.9,1.37,0.18,0.03,0.25,23.5,3,2,3,4.0,1.6,0.05
67,Omar Alderete,1,17,8,47.1,0.75,0.35,0.06,0.13,17.6,0,0,0,0.6,0.6,0.04
68,Iván Alejo,0,23,6,26.1,1.58,0.41,0.00,0.00,21.3,0,0,0,1.2,1.2,0.05
69,Doğan Alemdar,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
70,Carles Aleñá,2,33,10,30.3,1.40,0.42,0.06,0.20,22.3,0,0,0,2.3,2.3,0.07
71,Trent Alexander-Arnold,2,40,8,20.0,1.23,0.25,0.05,0.25,23.8,5,0,0,2.4,2.4,0.06
72,Alejandro Alfaro,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
73,Ángel Algobia,0,7,1,14.3,0.55,0.08,0.00,0.00,24.9,0,0,0,0.3,0.3,0.04
74,Mohamed Ali Cho,1,23,12,52.2,3.53,1.84,0.04,0.08,18.3,0,0,0,1.8,1.8,0.08
75,Faride Alidou,0,2,0,0.0,0.99,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.05
76,Alisson,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
77,Jim Allevinah,1,30,8,26.7,1.20,0.32,0.03,0.13,16.9,0,0,0,2.5,2.5,0.08
78,Dele Alli,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
79,Domingos André Ribeiro Almeida,2,23,8,34.8,0.82,0.28,0.09,0.25,22.7,3,0,0,1.4,1.4,0.06
80,Miguel Almirón,11,69,20,29.0,2.49,0.72,0.16,0.55,16.4,0,0,0,8.0,8.0,0.12
81,Marcos Alonso,1,6,2,33.3,0.46,0.15,0.17,0.50,12.0,0,0,0,0.9,0.9,0.15
82,Mickaël Alphonse,0,10,2,20.0,0.66,0.13,0.00,0.00,16.3,0,0,0,0.5,0.5,0.05
83,Éder Álvarez Balanta,0,1,1,100.0,0.38,0.38,0.00,0.00,17.5,0,0,0,0.1,0.1,0.13
84,Carlos Álvarez,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
85,Gastón Álvarez,2,5,2,40.0,0.30,0.12,0.40,1.00,16.9,0,0,0,0.5,0.5,0.11
86,Julián Álvarez,9,46,20,43.5,2.83,1.23,0.17,0.40,16.0,0,1,1,7.0,6.2,0.13
87,Agustín Álvarez Martínez,1,14,4,28.6,3.42,0.98,0.07,0.25,15.8,0,0,0,1.5,1.5,0.11
88,Yeray Álvarez,1,8,1,12.5,0.31,0.04,0.13,1.00,16.0,0,0,0,0.8,0.8,0.10
89,Ibrahim Amadou,0,2,0,0.0,0.42,0.00,0.00,,24.4,0,0,0,0.1,0.1,0.03
90,Selim Amallah,2,5,2,40.0,1.69,0.67,0.40,1.00,19.2,1,0,0,0.9,0.9,0.17
91,Daniel Amartey,0,6,2,33.3,0.34,0.11,0.00,0.00,17.4,0,0,0,1.1,1.1,0.18
92,Amath,2,23,7,30.4,1.69,0.51,0.09,0.29,14.0,0,0,0,2.7,2.7,0.12
93,Jordan Amavi,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
94,Lukáš Ambros,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
95,Kelvin Amian,0,26,7,26.9,0.99,0.27,0.00,0.00,16.7,1,0,0,2.7,2.7,0.10
96,Bruno Amione,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
97,Bruno Amione,1,12,2,16.7,0.52,0.09,0.08,0.50,11.5,0,0,0,0.9,0.9,0.07
98,Nadiem Amiri,4,23,8,34.8,2.12,0.74,0.13,0.38,24.3,3,1,1,1.9,1.1,0.05
99,Samuel Amo-Ameyaw,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
100,Ethan Ampadu,0,16,5,31.3,0.55,0.17,0.00,0.00,18.1,0,0,0,1.1,1.1,0.07
101,Sofyan Amrabat,0,13,4,30.8,0.59,0.18,0.00,0.00,26.6,0,0,0,0.5,0.5,0.04
102,Ayoub Amraoui,0,1,0,0.0,0.31,0.00,0.00,,20.4,0,0,0,0.0,0.0,0.01
103,Joachim Andersen,1,22,9,40.9,0.71,0.29,0.05,0.11,13.9,1,0,0,1.8,1.8,0.08
104,Elliot Anderson,0,11,4,36.4,2.41,0.88,0.00,0.00,16.0,0,0,0,1.0,1.0,0.09
105,Felipe Anderson,9,41,23,56.1,1.25,0.70,0.22,0.39,15.1,0,0,0,6.0,6.0,0.15
106,Benjamin André,1,24,4,16.7,0.74,0.12,0.04,0.25,16.9,0,0,0,1.6,1.6,0.07
107,Marcos André,1,17,2,11.8,3.42,0.40,0.06,0.50,14.6,0,0,0,1.5,1.3,0.08
108,Komnen Andrić,4,28,11,39.3,1.74,0.68,0.11,0.27,14.4,0,1,2,5.5,3.9,0.14
109,Robert Andrich,2,30,9,30.0,1.12,0.34,0.07,0.22,21.6,1,0,0,1.6,1.6,0.05
110,Angeliño,0,21,4,19.0,0.72,0.14,0.00,0.00,20.5,4,0,0,1.1,1.1,0.05
111,Fabrizio Angileri,0,3,0,0.0,0.46,0.00,0.00,,23.6,0,0,0,0.1,0.1,0.04
112,Jaidon Anthony,3,22,13,59.1,1.58,0.93,0.14,0.23,19.3,2,0,0,2.2,2.2,0.10
113,Janis Antiste,1,1,1,100.0,1.73,1.73,1.00,1.00,17.3,0,0,0,0.2,0.2,0.18
114,Waldemar Anton,1,24,5,20.8,0.74,0.15,0.04,0.20,18.3,0,0,0,1.6,1.6,0.07
115,Josep Antoni Gayá,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
116,José Antonio,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
117,Marcos Antônio,1,3,1,33.3,0.45,0.15,0.33,1.00,18.3,0,0,0,1.2,1.2,0.41
118,Michail Antonio,5,39,13,33.3,1.92,0.64,0.13,0.38,11.6,0,0,0,6.6,6.6,0.17
119,Antony,4,72,24,33.3,3.60,1.20,0.06,0.17,19.6,0,0,0,6.6,6.6,0.09
120,Valentin Antov,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
121,Christopher Antwi-Adjei,3,29,8,27.6,1.32,0.36,0.10,0.38,20.6,0,0,0,2.2,2.2,0.08
122,Anuar,1,3,1,33.3,1.29,0.43,0.33,1.00,13.0,0,0,0,0.4,0.4,0.12
123,Houssem Aouar,1,14,6,42.9,2.40,1.03,0.07,0.17,15.1,0,0,0,1.4,1.4,0.11
124,Adil Aouchiche,0,8,3,37.5,2.88,1.08,0.00,0.00,17.1,0,0,0,0.5,0.5,0.07
125,Dennis Appiah,0,5,1,20.0,0.57,0.11,0.00,0.00,19.3,0,0,0,0.4,0.4,0.08
126,Stredair Appuah,0,3,0,0.0,4.09,0.00,0.00,,26.5,0,0,0,0.1,0.1,0.02
127,Mauro Arambarri,0,8,0,0.0,0.73,0.00,0.00,,28.6,1,0,0,0.2,0.2,0.03
128,Charles Aránguiz,1,5,2,40.0,0.91,0.37,0.20,0.50,18.5,0,0,0,0.3,0.3,0.06
129,Ronald Araújo,0,18,1,5.6,0.90,0.05,0.00,0.00,13.1,0,0,0,2.1,2.1,0.12
130,Cameron Archer,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
131,Taïryk Arconte,0,2,1,50.0,1.41,0.70,0.00,0.00,12.5,0,0,0,0.3,0.3,0.14
132,Alphonse Areola,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
133,Adu Ares,0,3,0,0.0,3.21,0.00,0.00,,21.3,0,0,0,0.1,0.1,0.04
134,Joe Aribo,2,14,8,57.1,1.03,0.59,0.14,0.25,10.9,0,0,0,1.5,1.5,0.11
135,Adam Armstrong,2,25,12,48.0,1.69,0.81,0.08,0.17,15.9,0,0,0,2.1,2.1,0.08
136,Stuart Armstrong,2,23,6,26.1,1.47,0.38,0.09,0.33,17.9,0,0,0,2.4,2.4,0.10
137,Marko Arnautović,10,28,15,53.6,1.65,0.88,0.25,0.47,15.5,0,3,3,7.2,4.8,0.17
138,Maximilian Arnold,5,29,12,41.4,0.94,0.39,0.07,0.17,31.4,6,3,5,5.0,1.0,0.04
139,Mohamed El Arouch,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
140,Sergio Arribas,0,1,0,0.0,4.74,0.00,0.00,,16.3,0,0,0,0.2,0.2,0.16
141,Kepa Arrizabalaga,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
142,Roberto Arroyo,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
143,Tolgay Arslan,1,25,5,20.0,1.86,0.37,0.04,0.20,21.1,1,0,0,2.2,2.2,0.09
144,Ricard Artero,0,4,1,25.0,2.71,0.68,0.00,0.00,11.8,0,0,0,0.5,0.5,0.13
145,Santiago Arzamendia,0,4,2,50.0,0.75,0.37,0.00,0.00,20.6,0,0,0,0.2,0.2,0.05
146,Takuma Asano,3,53,18,34.0,2.78,0.95,0.06,0.17,16.1,0,0,0,5.6,5.6,0.11
147,Santiago Ascacíbar,0,14,3,21.4,1.73,0.37,0.00,0.00,27.2,0,0,0,0.4,0.4,0.03
148,Sergio Asenjo,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
149,Marco Asensio,9,58,24,41.4,3.62,1.50,0.16,0.38,21.5,5,0,1,6.3,5.5,0.10
150,Kristoffer Askildsen,0,10,3,30.0,1.24,0.37,0.00,0.00,24.0,1,0,0,0.5,0.5,0.05
151,Fisnik Asllani,0,9,0,0.0,4.85,0.00,0.00,,11.1,0,0,0,1.7,1.7,0.19
152,Kristjan Asllani,0,11,0,0.0,1.67,0.00,0.00,,27.0,2,0,0,0.5,0.5,0.05
153,Iago Aspas,12,75,29,38.7,2.35,0.91,0.13,0.34,19.5,7,2,3,11.0,8.7,0.12
154,Lorenz Assignon,0,3,1,33.3,1.03,0.34,0.00,0.00,14.7,0,0,0,0.3,0.3,0.11
155,Youcef Atal,1,12,5,41.7,1.39,0.58,0.08,0.20,17.3,0,0,0,1.0,1.0,0.09
156,Valentin Atangana Edoa,0,1,0,0.0,0.52,0.00,0.00,,15.5,0,0,0,0.0,0.0,0.04
157,Pierre-Emerick Aubameyang,1,16,7,43.8,2.60,1.14,0.06,0.14,13.7,0,0,0,1.5,1.5,0.09
158,Pierre-Emerick Aubameyang,0,1,0,0.0,10.00,0.00,0.00,,12.4,0,0,0,0.1,0.1,0.12
159,Emil Audero,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
160,Tommaso Augello,2,11,4,36.4,0.32,0.12,0.18,0.50,14.5,0,0,0,1.0,1.0,0.09
161,Ludwig Augustinsson,0,2,1,50.0,2.34,1.17,0.00,0.00,12.7,0,0,0,0.1,0.1,0.04
162,Ludwig Augustinsson,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
163,Carlos Augusto,6,42,16,38.1,1.23,0.47,0.14,0.38,15.0,0,0,0,4.4,4.4,0.11
164,Serge Aurier,1,9,3,33.3,0.42,0.14,0.11,0.33,16.2,0,0,0,0.8,0.8,0.09
165,Mathias Autret,2,23,11,47.8,1.60,0.77,0.04,0.09,25.4,1,1,1,2.5,1.7,0.07
166,Ezequiel Ávila,8,64,21,32.8,3.37,1.11,0.09,0.29,21.9,2,2,3,7.0,4.7,0.07
167,Cédric Avinel,1,3,1,33.3,0.15,0.05,0.33,1.00,4.1,0,0,0,1.0,1.0,0.41
168,Taiwo Awoniyi,10,35,15,42.9,2.24,0.96,0.29,0.67,11.8,0,0,0,6.6,6.6,0.19
169,Yasin Ayari,0,1,0,0.0,1.34,0.00,0.00,,29.7,0,0,0,0.0,0.0,0.02
170,Mehmet Aydin,0,5,0,0.0,0.79,0.00,0.00,,23.3,0,0,0,0.2,0.2,0.04
171,André Ayew,0,3,1,33.3,0.85,0.28,0.00,0.00,19.3,0,0,1,1.0,0.3,0.09
172,Jordan Ayew,4,32,10,31.3,1.06,0.33,0.13,0.40,16.1,0,0,0,3.2,3.2,0.10
173,Kaan Ayhan,0,1,1,100.0,0.17,0.17,0.00,0.00,37.5,0,0,0,0.0,0.0,0.01
174,Luke Ayling,2,24,5,20.8,1.05,0.22,0.08,0.40,15.1,0,0,0,3.2,3.2,0.13
175,Ayman Azhil,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
176,Sardar Azmoun,4,28,10,35.7,2.72,0.97,0.14,0.40,12.1,0,0,0,3.5,3.5,0.13
177,César Azpilicueta,0,9,1,11.1,0.53,0.06,0.00,0.00,18.2,0,0,0,0.4,0.4,0.05
178,Sanoussy Ba,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
179,Iddrisu Baba,0,12,2,16.7,0.63,0.11,0.00,0.00,24.0,0,0,0,0.6,0.6,0.05
180,Srđan Babić,3,9,5,55.6,0.27,0.15,0.33,0.60,10.1,0,0,0,1.2,1.2,0.13
181,Loïc Bade,1,4,2,50.0,0.25,0.12,0.25,0.50,7.8,0,0,0,0.3,0.3,0.07
182,Loïc Bade,0,2,0,0.0,2.00,0.00,0.00,,8.7,0,0,0,0.2,0.2,0.10
183,Édgar Badía,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
184,Benoît Badiashile,1,6,2,33.3,0.60,0.20,0.17,0.50,7.2,0,0,0,1.2,1.2,0.20
185,Benoît Badiashile,2,5,3,60.0,0.54,0.32,0.40,0.67,16.0,0,0,0,0.6,0.6,0.13
186,Alex Baena,6,62,22,35.5,2.87,1.02,0.10,0.27,22.6,3,0,0,3.9,3.9,0.06
187,Jaime Báez,0,2,0,0.0,1.87,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.06
188,Leon Bailey,4,51,14,27.5,2.33,0.64,0.08,0.29,18.1,3,0,0,5.3,5.3,0.10
189,Eric Bailly,0,3,0,0.0,0.50,0.00,0.00,,13.0,0,0,0,0.2,0.2,0.06
190,Dénys Bain,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
191,Brandon Baiye,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
192,Stefan Bajcetic,1,6,3,50.0,1.03,0.51,0.17,0.33,24.5,0,0,0,0.8,0.8,0.13
193,Nedim Bajrami,1,21,7,33.3,2.01,0.67,0.05,0.14,24.1,6,0,0,1.2,1.2,0.06
194,Nedim Bajrami,1,23,8,34.8,2.53,0.88,0.04,0.13,20.7,4,0,0,1.9,1.9,0.08
195,Cédric Bakambu,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
196,Tiemoué Bakayoko,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
197,Mitchel Bakker,3,17,8,47.1,0.92,0.43,0.18,0.38,18.9,0,0,0,1.7,1.7,0.10
198,Ridle Baku,5,28,12,42.9,0.98,0.42,0.18,0.42,19.1,0,0,0,2.9,2.9,0.10
199,Tommaso Baldanzi,4,33,12,36.4,1.68,0.61,0.12,0.33,20.1,0,0,0,2.4,2.4,0.07
200,Alejandro Balde,1,19,4,21.1,0.69,0.15,0.05,0.25,17.9,0,0,0,1.9,1.9,0.10
201,Thierno Balde,0,7,1,14.3,0.29,0.04,0.00,0.00,17.4,0,0,0,0.3,0.3,0.04
202,Carlos Baleba,0,12,2,16.7,2.26,0.38,0.00,0.00,24.3,0,0,0,0.5,0.5,0.04
203,Mikel Balenziaga,0,1,0,0.0,0.78,0.00,0.00,,24.4,0,0,0,0.0,0.0,0.03
204,Leonardo Balerdi,0,11,0,0.0,0.38,0.00,0.00,,10.2,0,0,0,1.3,1.3,0.12
205,Dominic Ballard,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
206,Iván Balliu,0,6,1,16.7,0.17,0.03,0.00,0.00,17.4,0,0,0,0.3,0.3,0.06
207,Fodé Ballo-Touré,1,5,3,60.0,0.86,0.52,0.20,0.33,11.4,0,0,0,0.6,0.6,0.12
208,Folarin Balogun,21,121,50,41.3,3.63,1.50,0.12,0.30,15.2,2,6,7,26.6,21.0,0.18
209,Abdoulaye Bamba,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
210,Jonathan Bamba,6,71,28,39.4,2.30,0.91,0.08,0.21,15.5,0,0,0,8.2,8.2,0.12
211,Patrick Bamford,4,48,16,33.3,2.85,0.95,0.08,0.25,14.7,1,0,2,8.5,6.9,0.15
212,Lameck Banda,2,36,12,33.3,1.98,0.66,0.06,0.17,19.0,0,0,0,3.1,3.1,0.09
213,Filippo Bandinelli,2,24,7,29.2,0.95,0.28,0.08,0.29,23.4,0,0,0,1.7,1.7,0.07
214,Léo Baptistão,5,45,16,35.6,2.35,0.83,0.11,0.31,14.9,0,0,0,4.9,4.9,0.11
215,Shandon Baptiste,0,4,1,25.0,0.58,0.15,0.00,0.00,15.9,0,0,0,0.4,0.4,0.09
216,Antonín Barák,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
217,Antonín Barák,2,32,7,21.9,1.60,0.35,0.06,0.29,17.7,0,0,0,2.6,2.6,0.08
218,Andrea Barberis,0,2,0,0.0,0.53,0.00,0.00,,26.7,0,0,0,0.1,0.1,0.05
219,Tommaso Barbieri,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
220,Bradley Barcola,5,27,13,48.1,1.69,0.81,0.19,0.38,13.6,0,0,0,3.4,3.4,0.13
221,Melvin Bard,0,7,2,28.6,0.26,0.07,0.00,0.00,15.4,0,0,0,0.5,0.5,0.07
222,Francesco Bardi,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
223,Keidi Bare,0,5,3,60.0,0.89,0.54,0.00,0.00,17.9,0,0,0,0.6,0.6,0.12
224,Nicolò Barella,6,33,13,39.4,1.14,0.45,0.18,0.46,20.6,1,0,0,3.2,3.2,0.10
225,Kike Barja,1,17,6,35.3,1.17,0.41,0.06,0.17,15.3,0,0,0,1.2,1.2,0.07
226,Ross Barkley,4,38,17,44.7,3.56,1.59,0.11,0.24,19.7,3,0,0,4.3,4.3,0.11
227,Aymen Barkok,0,11,2,18.2,1.70,0.31,0.00,0.00,23.3,0,0,0,0.5,0.5,0.04
228,Harvey Barnes,13,72,34,47.2,2.39,1.13,0.18,0.38,15.9,0,0,0,8.9,8.9,0.12
229,Leandro Barreiro Martins,4,32,14,43.8,1.35,0.59,0.13,0.29,16.0,0,0,0,3.9,3.9,0.12
230,Enzo Barrenechea,0,2,0,0.0,1.14,0.00,0.00,,11.4,0,0,0,0.1,0.1,0.03
231,Ander Barrenetxea,3,18,12,66.7,1.85,1.23,0.17,0.25,14.9,2,0,0,3.0,3.0,0.17
232,Mickaël Barreto,1,19,4,21.1,1.29,0.27,0.05,0.25,26.6,3,0,0,0.9,0.9,0.05
233,Pablo Barrios,0,12,3,25.0,1.49,0.37,0.00,0.00,21.7,0,0,0,0.5,0.5,0.04
234,Musa Barrow,3,65,16,24.6,2.98,0.73,0.05,0.19,23.2,1,0,0,3.0,3.0,0.05
235,Federico Baschirotto,3,21,6,28.6,0.57,0.16,0.14,0.50,11.8,0,0,0,1.9,1.9,0.09
236,Toma Bašić,1,11,5,45.5,1.93,0.88,0.09,0.20,19.6,0,0,0,1.8,1.8,0.17
237,Alberto Basso,0,1,1,100.0,5.63,5.63,0.00,0.00,13.7,0,0,0,0.0,0.0,0.04
238,Gil Bastião Dias,1,10,4,40.0,2.26,0.90,0.10,0.25,20.2,0,0,0,0.5,0.5,0.05
239,Alessandro Bastoni,0,12,3,25.0,0.50,0.13,0.00,0.00,13.1,0,0,0,1.0,1.0,0.09
240,Simone Bastoni,2,22,7,31.8,1.67,0.53,0.09,0.29,20.9,2,0,0,1.1,1.1,0.05
241,Rodrigo Battaglia,0,2,0,0.0,0.26,0.00,0.00,,18.0,0,0,0,0.2,0.2,0.08
242,Maximilian Bauer,0,8,0,0.0,0.39,0.00,0.00,,8.5,0,0,0,1.6,1.6,0.20
243,Oliver Baumann,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
