,name,passes completed,passes attempted,passes success rate,total distance of passes (yards),progressive distance,short passes completed,short passes attempted,short passes succes rate,medium passes completed,medium passes attempted,medium passes succes rate,long passes completed,long passes attempted,long passes succes rate,assists,expected assists 2nd deegree,expected assists,key passes,passes into 1/3,passes into penalty area
2215,Mateo Retegui,265,412,64.3,3135,410,177,233,76.0,61,104,58.7,6,15,40.0,2,0.7,0.6,11,10,5
2216,Marco Reus,588,707,83.2,8017,2071,339,374,90.6,172,202,85.1,30,46,65.2,8,5.1,3.7,36,38,20
2217,Elvis Rexhbeçaj,523,709,73.8,8584,2372,240,297,80.8,212,272,77.9,44,75,58.7,0,0.5,1.3,13,63,18
2218,Gio Reyna,118,140,84.3,1768,374,69,74,93.2,40,45,88.9,7,13,53.8,1,0.5,0.4,7,5,2
2219,Gio Reyna,166,193,86.0,2376,582,105,112,93.8,51,63,81.0,5,7,71.4,0,0.8,1.1,7,15,7
2220,Chadi Riad,1074,1198,89.6,19044,5584,423,451,93.8,568,600,94.7,62,111,55.9,0,0.2,0.2,2,20,0
2221,Alexsandro Ribeiro,1615,1804,89.5,29871,10802,584,618,94.5,868,934,92.9,128,201,63.7,0,0.5,0.7,5,83,5
2222,Rodrigo Ribeiro,6,8,75.0,89,35,2,4,50.0,3,3,100.0,0,0,,0,0.0,0.0,0,1,0
2223,Samuele Ricci,1121,1310,85.6,18378,4368,524,574,91.3,496,551,90.0,71,117,60.7,2,2.3,2.4,26,103,24
2224,Declan Rice,2041,2295,88.9,34242,9378,958,1031,92.9,910,975,93.3,137,210,65.2,8,5.3,4.8,47,240,39
2225,Chris Richards,778,942,82.6,13337,4341,362,413,87.7,341,389,87.7,58,100,58.0,1,0.4,0.2,6,41,2
2226,Amir Richardson,534,651,82.0,9313,1944,235,281,83.6,245,284,86.3,46,65,70.8,1,1.1,1.4,12,51,7
2227,Richarlison,267,392,68.1,3761,956,153,193,79.3,85,119,71.4,10,15,66.7,4,2.1,1.4,15,21,13
2228,Marco Richter,184,291,63.2,3183,1076,91,111,82.0,59,98,60.2,26,58,44.8,0,1.3,2.1,11,23,11
2229,Diego Rico,993,1495,66.4,17450,8646,482,570,84.6,384,566,67.8,104,267,39.0,7,3.8,3.4,39,106,40
2230,Clemens Riedel,490,576,85.1,9609,3088,164,185,88.6,266,286,93.0,55,84,65.5,0,0.7,0.3,6,37,3
2231,Fabian Rieder,169,212,79.7,3101,976,63,76,82.9,84,97,86.6,16,29,55.2,0,0.6,0.3,4,25,6
2232,Jaïro Riedewald,87,113,77.0,1422,331,37,42,88.1,40,46,87.0,5,13,38.5,0,0.0,0.1,0,5,2
2233,Manuel Riemann,1031,1715,60.1,36529,30871,129,133,97.0,332,343,96.8,566,1226,46.2,0,0.2,0.4,4,92,7
2234,Luis Rioja,551,855,64.4,9059,2662,280,351,79.8,193,279,69.2,56,133,42.1,4,3.9,4.2,41,25,38
2235,Rémy Riou,80,104,76.9,1770,1171,24,25,96.0,44,45,97.8,12,34,35.3,0,0.0,0.0,0,0,0
2236,Rodrigo Riquelme,501,673,74.4,6902,2141,317,367,86.4,134,179,74.9,26,59,44.1,5,3.1,3.7,28,25,30
2237,Alberto Risco,39,47,83.0,541,115,25,27,92.6,14,18,77.8,0,0,,0,0.3,0.2,4,2,2
2238,Mihailo Ristić,371,513,72.3,5752,2352,205,233,88.0,137,172,79.7,21,71,29.6,0,0.1,0.5,6,31,3
2239,Matt Ritchie,70,93,75.3,959,234,45,53,84.9,22,26,84.6,2,9,22.2,0,0.0,0.1,0,5,3
2240,Gorka Rivera Alonso,4,6,66.7,77,71,2,2,100.0,1,1,100.0,1,3,33.3,0,0.0,0.0,0,1,0
2241,Sergi Roberto,582,654,89.0,8295,1875,341,364,93.7,192,211,91.0,23,34,67.6,2,0.8,0.8,9,57,3
2242,Lucas Robertone,1107,1363,81.2,19270,5863,537,594,90.4,423,498,84.9,122,209,58.4,5,2.5,2.2,34,115,19
2243,Connor Roberts,395,495,79.8,6987,2370,162,182,89.0,194,222,87.4,34,67,50.7,1,0.2,0.4,7,32,8
2244,Andrew Robertson,1248,1547,80.7,21306,7231,609,654,93.1,495,587,84.3,122,239,51.0,2,5.4,4.4,62,118,26
2245,Antonee Robinson,1514,2054,73.7,27304,9830,664,796,83.4,643,813,79.1,176,324,54.3,6,4.2,3.7,33,113,46
2246,Jack Robinson,894,1254,71.3,17460,7680,318,364,87.4,452,554,81.6,113,286,39.5,1,1.2,1.0,12,66,7
2247,Marc Roca,997,1193,83.6,17134,5610,473,522,90.6,387,442,87.6,99,166,59.6,2,1.4,1.7,19,120,17
2248,Sebastian Rode,44,57,77.2,670,232,23,29,79.3,16,21,76.2,2,4,50.0,0,0.1,0.5,1,3,5
2249,Sergio Rodelas,27,33,81.8,326,129,16,17,94.1,8,10,80.0,1,2,50.0,1,1.1,0.8,2,0,1
2250,Rodri,3365,3656,92.0,57256,15766,1676,1774,94.5,1273,1360,93.6,340,401,84.8,9,3.9,6.1,49,378,61
2251,Rodri,449,570,78.8,6682,1882,258,286,90.2,144,183,78.7,27,48,56.3,0,1.2,2.2,15,36,32
2252,Óscar Rodríguez Arnaiz,333,442,75.3,5682,1332,174,210,82.9,102,129,79.1,46,67,68.7,1,2.1,1.4,21,39,11
2253,Damián Rodríguez,191,213,89.7,3051,813,89,92,96.7,84,89,94.4,10,21,47.6,2,0.8,0.8,6,17,0
2254,Dani Rodríguez,693,1010,68.6,11921,4005,328,389,84.3,250,340,73.5,84,199,42.2,4,4.1,5.2,48,71,27
2255,Guido Rodríguez,888,1042,85.2,15168,4610,428,466,91.8,333,375,88.8,88,131,67.2,0,0.8,0.8,4,73,1
2256,Jay Rodriguez,142,216,65.7,1958,396,89,119,74.8,36,52,69.2,9,27,33.3,1,0.2,0.1,4,16,2
2257,Kirian Rodríguez,2705,3062,88.3,41188,12239,1478,1587,93.1,1001,1096,91.3,148,224,66.1,2,1.6,2.8,37,278,41
2258,Miguel Rodríguez,82,116,70.7,1127,258,48,55,87.3,26,43,60.5,1,6,16.7,0,0.2,0.2,2,3,4
2259,Ricardo Rodríguez,1401,1677,83.5,23641,8173,669,708,94.5,584,689,84.8,117,213,54.9,2,1.4,1.8,20,119,25
2260,Rodrygo,883,1007,87.7,10417,1882,639,683,93.6,166,202,82.2,19,33,57.6,5,4.0,4.2,46,42,44
2261,Mads Roerslev,496,742,66.8,8448,2978,238,301,79.1,202,297,68.0,47,93,50.5,2,1.8,1.4,15,32,23
2262,Rogério,455,552,82.4,7185,2809,241,262,92.0,181,222,81.5,24,39,61.5,0,0.4,0.9,6,29,11
2263,Morgan Rogers,147,195,75.4,2253,847,77,99,77.8,50,60,83.3,12,14,85.7,1,0.6,0.4,9,16,12
2264,Merlin Röhl,365,458,79.7,5622,1221,187,233,80.3,139,157,88.5,25,36,69.4,4,2.5,2.1,19,36,10
2265,Alessio Romagnoli,1604,1759,91.2,27365,9970,670,703,95.3,804,849,94.7,96,153,62.7,0,0.6,0.6,6,82,5
2266,Simone Romagnoli,1221,1421,85.9,21605,8093,481,535,89.9,636,701,90.7,80,140,57.1,1,0.4,0.2,3,22,0
2267,Carlos Romero,113,164,68.9,1883,736,60,74,81.1,45,62,72.6,7,19,36.8,0,0.0,0.2,0,5,1
2268,Cristian Romero,2390,2606,91.7,41458,16198,966,1035,93.3,1279,1341,95.4,111,158,70.3,0,0.4,1.5,7,189,14
2269,Luka Romero,33,39,84.6,434,58,20,22,90.9,11,13,84.6,0,0,,0,0.0,0.1,0,1,1
2270,Luka Romero,137,148,92.6,1744,338,93,98,94.9,37,40,92.5,1,1,100.0,0,0.1,0.1,2,7,2
2271,Oriol Romeu,717,806,89.0,11315,2753,372,399,93.2,291,319,91.2,38,59,64.4,1,1.3,0.9,8,80,8
2272,Valentin Rongier,504,577,87.3,9308,2852,178,209,85.2,267,285,93.7,43,62,69.4,0,0.8,1.2,9,72,10
2273,Frank Ronstadt,35,42,83.3,479,178,21,23,91.3,13,15,86.7,0,1,0.0,0,0.1,0.1,2,2,2
2274,Marten de Roon,1446,1712,84.5,26689,8394,564,630,89.5,690,779,88.6,159,239,66.5,5,1.2,1.2,23,147,20
2275,Unai Ropero,4,5,80.0,46,20,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0
2276,Vitor Roque,49,67,73.1,615,67,34,41,82.9,11,15,73.3,1,1,100.0,0,0.0,0.0,1,3,0
2277,Pablo Rosario,1056,1187,89.0,17440,5722,478,524,91.2,496,534,92.9,52,80,65.0,0,1.4,1.5,17,81,14
2278,Valentin Rosier,28,33,84.8,401,158,15,17,88.2,11,12,91.7,0,2,0.0,0,0.1,0.1,2,2,2
2279,Francesco Rossi,1,2,50.0,14,13,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0
2280,Joe Rothwell,179,216,82.9,3185,863,65,68,95.6,100,108,92.6,10,30,33.3,0,0.2,0.2,4,20,1
2281,Anthony Rouault,824,931,88.5,13730,5543,406,435,93.3,344,373,92.2,61,90,67.8,2,0.8,1.2,8,64,5
2282,Jérôme Roussillon,263,355,74.1,4307,2077,135,160,84.4,105,137,76.6,18,39,46.2,1,0.6,0.6,8,21,6
2283,Nicolò Rovella,851,976,87.2,14115,3415,412,437,94.3,351,381,92.1,66,104,63.5,2,0.5,0.6,10,68,5
2284,Amir Rrahmani,2028,2255,89.9,39408,13051,735,776,94.7,1008,1067,94.5,260,366,71.0,0,0.9,0.7,14,153,3
2285,Ruan,593,698,85.0,11580,3616,190,218,87.2,327,367,89.1,66,91,72.5,0,0.6,0.4,4,22,3
2286,Pelly Ruddock Mpanzu,268,364,73.6,4413,1102,123,141,87.2,110,143,76.9,16,36,44.4,0,0.4,1.4,6,17,13
2287,Antonio Rüdiger,1630,1815,89.8,30058,11111,625,654,95.6,860,908,94.7,130,219,59.4,0,1.2,1.0,5,90,11
2288,Fabian Rüdlin,4,5,80.0,89,35,1,1,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0,0,0
2289,Javier Rueda Garcia,14,16,87.5,268,73,4,5,80.0,7,8,87.5,2,2,100.0,0,0.0,0.0,0,1,0
2290,Daniele Rugani,564,636,88.7,10905,3696,163,176,92.6,355,378,93.9,44,70,62.9,0,0.4,0.1,3,54,1
2291,Matteo Ruggeri,1250,1562,80.0,19172,6806,697,780,89.4,462,560,82.5,68,148,45.9,4,1.8,2.1,24,86,31
2292,Mário Rui,860,1068,80.5,15400,5240,369,406,90.9,366,434,84.3,99,181,54.7,2,1.9,1.8,26,89,19
2293,Aitor Ruibal,445,586,75.9,7163,2899,252,280,90.0,148,190,77.9,37,79,46.8,1,1.3,0.8,11,37,14
2294,Fabián Ruiz Peña,778,872,89.2,13193,2887,347,378,91.8,352,386,91.2,54,70,77.1,3,1.2,1.5,18,53,17
2295,Sergio Ruiz,1080,1283,84.2,18617,5626,490,541,90.6,466,517,90.1,96,151,63.6,4,1.3,1.8,12,68,23
2296,Julian Ryerson,974,1129,86.3,14916,3144,503,549,91.6,399,448,89.1,43,70,61.4,1,2.7,2.8,14,46,7
2297,Frederik Rønnow,951,1316,72.3,26908,19806,173,173,100.0,475,483,98.3,296,651,45.5,0,0.1,0.1,1,36,1
2298,José Sá,720,1097,65.6,17257,11201,186,190,97.9,360,369,97.6,162,522,31.0,1,0.0,0.0,1,8,0
2299,Youssouf Sabaly,540,656,82.3,7544,2477,314,352,89.2,192,223,86.1,16,38,42.1,1,0.5,0.7,4,33,10
2300,Emmanuel Sabbi,258,368,70.1,3538,1097,147,190,77.4,82,112,73.2,10,20,50.0,1,1.4,1.1,10,21,9
2301,Stefano Sabelli,611,977,62.5,10552,4661,307,377,81.4,228,347,65.7,61,164,37.2,1,1.9,1.9,20,58,35
2302,Marcel Sabitzer,868,1067,81.3,12805,3494,478,539,88.7,292,344,84.9,51,98,52.0,3,1.8,3.0,22,78,23
2303,Falaye Sacko,605,784,77.2,10049,3666,267,311,85.9,275,343,80.2,41,84,48.8,1,0.4,1.3,7,39,13
2304,Dominic Sadi,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0
2305,Umar Sadiq,131,192,68.2,1831,294,74,96,77.1,42,58,72.4,6,12,50.0,1,1.1,0.9,10,8,4
2306,Alexis Saelemaekers,786,1008,78.0,12039,3234,431,487,88.5,233,288,80.9,77,133,57.9,2,2.8,3.5,44,39,35
2307,Pablo Saenz,5,7,71.4,106,61,1,1,100.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0,0,2
2308,Modibo Sagnan,442,517,85.5,8897,3096,124,147,84.4,236,256,92.2,66,89,74.2,0,0.3,0.4,3,27,0
2309,Wesley Saïd,193,268,72.0,2835,706,101,132,76.5,55,79,69.6,15,26,57.7,1,0.9,1.2,12,20,12
2310,Théo Sainte-Luce,136,172,79.1,2097,901,67,73,91.8,60,75,80.0,5,14,35.7,0,0.1,0.1,1,10,0
2311,Bukayo Saka,1143,1512,75.6,16891,4402,705,793,88.9,331,427,77.5,80,183,43.7,9,10.5,11.0,91,39,73
2312,Mamadou Sakho,15,16,93.8,192,105,8,8,100.0,6,6,100.0,0,0,,0,0.0,0.0,0,0,0
2313,Ibrahim Salah,177,232,76.3,2754,612,97,111,87.4,60,82,73.2,12,23,52.2,1,0.5,1.2,5,11,7
2314,Mohamed Salah,737,1010,73.0,10826,3213,433,510,84.9,234,331,70.7,43,65,66.2,10,11.8,7.5,66,56,68
2315,Amine Salama,48,73,65.8,752,173,26,38,68.4,19,26,73.1,2,5,40.0,0,0.2,0.2,5,7,1
2316,Kike Salas,794,1009,78.7,13465,4857,367,421,87.2,367,433,84.8,47,118,39.8,0,0.5,0.8,5,54,6
2317,William Saliba,2635,2851,92.4,43599,15948,1202,1274,94.3,1298,1373,94.5,104,150,69.3,1,0.2,0.9,6,175,6
2318,Mohammed Salisu,657,778,84.4,11352,4819,269,302,89.1,335,372,90.1,37,75,49.3,1,0.2,0.2,3,88,4
2319,Roland Sallai,416,588,70.7,6140,1376,234,269,87.0,136,184,73.9,23,64,35.9,2,3.5,3.6,29,26,28
2320,Yoann Salmier,612,767,79.8,10586,4640,271,302,89.7,274,322,85.1,50,117,42.7,1,0.7,1.0,6,43,7
2321,Salvi,10,12,83.3,139,17,4,4,100.0,4,5,80.0,1,2,50.0,0,0.0,0.0,0,0,0
2322,Lazar Samardzic,733,987,74.3,13441,4485,341,392,87.0,246,316,77.8,122,221,55.2,2,5.5,5.0,62,86,15
2323,Diadie Samassékou,45,47,95.7,771,223,23,23,100.0,12,13,92.3,8,8,100.0,0,0.0,0.0,1,8,0
2324,Diadie Samassékou,2,2,100.0,25,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0
2325,Mama Samba Baldé,88,135,65.2,1223,294,51,66,77.3,26,43,60.5,4,7,57.1,3,2.3,1.2,13,4,4
2326,Brice Samba,880,1122,78.4,23308,15854,172,172,100.0,404,411,98.3,289,519,55.7,0,0.2,0.2,2,18,2
2327,Albert Sambi Lokonga,669,766,87.3,11099,3318,319,348,91.7,253,285,88.8,55,76,72.4,3,1.4,0.8,9,68,6
2328,Junior Sambia,397,508,78.1,6404,2412,213,238,89.5,135,182,74.2,38,63,60.3,2,0.9,0.6,12,30,10
2329,Fede San Emeterio,43,52,82.7,818,265,13,15,86.7,21,23,91.3,7,8,87.5,0,0.1,0.2,1,3,1
2330,Antonio Sanabria,494,624,79.2,7261,1214,287,339,84.7,143,177,80.8,33,47,70.2,0,1.4,0.9,15,39,10
2331,Oihan Sancet,641,802,79.9,9165,2212,370,432,85.6,219,266,82.3,26,37,70.3,5,4.7,2.9,42,80,34
2332,Renato Sanches,67,77,87.0,1065,220,37,38,97.4,26,29,89.7,3,7,42.9,0,0.2,0.1,3,5,2
2333,Ricard Sánchez,820,1091,75.2,13571,5329,443,510,86.9,285,367,77.7,71,139,51.1,0,1.9,2.7,22,63,29
2334,Alexis Sánchez,276,367,75.2,4719,1255,143,170,84.1,77,104,74.0,41,59,69.5,5,3.1,2.8,18,28,24
2335,Antonio Sánchez,378,545,69.4,6013,1779,193,236,81.8,142,182,78.0,30,63,47.6,1,0.8,1.8,12,32,14
2336,Davinson Sánchez,68,75,90.7,1045,377,37,38,97.4,27,29,93.1,3,6,50.0,0,0.0,0.0,0,13,0
2337,Juanlu Sánchez,577,730,79.0,8548,2813,343,389,88.2,204,249,81.9,21,50,42.0,2,1.1,1.1,17,37,20
2338,Manu Sánchez,656,866,75.8,10322,4222,357,411,86.9,244,307,79.5,39,84,46.4,5,2.7,3.0,20,51,25
2339,Robert Sánchez,500,609,82.1,11860,7720,135,136,99.3,250,257,97.3,112,211,53.1,0,0.0,0.0,0,8,0
2340,Jadon Sancho,34,43,79.1,446,116,22,25,88.0,10,14,71.4,1,1,100.0,0,0.1,0.1,1,2,2
2341,Jadon Sancho,414,512,80.9,5598,1668,270,311,86.8,105,122,86.1,17,28,60.7,2,3.0,3.3,25,25,26
2342,Alex Sandro,479,555,86.3,8623,3028,187,200,93.5,246,271,90.8,40,68,58.8,0,0.9,0.7,5,45,7
2343,Ibou Sané,37,46,80.4,567,191,18,22,81.8,16,17,94.1,1,4,25.0,0,0.0,0.1,1,5,2
2344,Leroy Sané,878,1098,80.0,12860,3036,538,612,87.9,254,311,81.7,57,98,58.2,11,10.8,9.5,72,43,47
2345,Sadibou Sané,254,317,80.1,5406,1557,69,82,84.1,140,161,87.0,43,68,63.2,0,0.0,0.1,1,10,2
2346,Arouna Sangante,1233,1521,81.1,24085,9176,453,525,86.3,586,667,87.9,166,270,61.5,0,1.2,0.9,17,93,9
2347,Ibrahim Sangaré,339,425,79.8,5477,1680,181,207,87.4,115,136,84.6,32,50,64.0,0,0.4,0.4,7,34,5
2348,Morgan Sanson,630,836,75.4,10830,2818,289,331,87.3,240,300,80.0,71,147,48.3,3,4.0,3.8,43,50,20
2349,Nicola Sansone,207,277,74.7,3177,948,115,129,89.1,62,79,78.5,18,40,45.0,2,1.3,0.9,17,24,10
2350,Baptiste Santamaria,1055,1207,87.4,19511,5191,409,452,90.5,468,519,90.2,138,171,80.7,1,0.6,1.6,13,104,15
2351,Jesús Santiago,144,189,76.2,2242,445,80,96,83.3,56,67,83.6,7,15,46.7,0,0.4,0.2,6,18,4
2352,Andrey Santos,6,6,100.0,90,31,4,4,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,1,0
2353,Andrey Santos,444,511,86.9,7717,2017,186,209,89.0,216,235,91.9,32,43,74.4,0,1.0,0.8,6,49,3
2354,Tiago santos,1113,1396,79.7,18957,4850,509,582,87.5,483,582,83.0,94,178,52.8,2,2.3,2.6,27,83,25
2355,Paco Sanz,7,10,70.0,154,79,2,3,66.7,4,5,80.0,1,2,50.0,0,0.0,0.0,0,0,0
2356,Riccardo Saponara,87,124,70.2,1465,387,38,45,84.4,36,52,69.2,8,11,72.7,0,0.2,0.2,3,8,3
2357,Pablo Sarabia,684,976,70.1,11034,3731,377,439,85.9,195,263,74.1,73,168,43.5,7,5.9,4.9,51,59,40
2358,Amin Sarr,13,20,65.0,147,11,6,10,60.0,4,4,100.0,0,1,0.0,0,0.2,0.1,1,1,1
2359,Amin Sarr,95,130,73.1,1094,215,62,76,81.6,17,24,70.8,4,4,100.0,0,0.2,0.2,2,5,5
2360,Bouna Sarr,92,104,88.5,1371,286,53,58,91.4,35,40,87.5,3,4,75.0,0,0.0,0.1,0,9,1
2361,Ismaila Sarr,366,483,75.8,4949,1093,229,269,85.1,107,152,70.4,10,21,47.6,4,2.5,2.3,20,10,15
2362,Mamadou Sarr,4,4,100.0,57,7,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0
2363,Martin Satriano,325,456,71.3,5299,1060,172,233,73.8,105,136,77.2,33,45,73.3,4,2.9,2.6,21,22,9
2364,Téji Savanier,1306,1888,69.2,27308,10471,477,582,82.0,473,618,76.5,293,562,52.1,6,6.9,8.5,91,186,44
2365,Stefan Savić,820,989,82.9,14666,5999,335,364,92.0,402,443,90.7,68,141,48.2,0,0.1,0.6,1,59,7
2366,Sávio,812,1064,76.3,11860,2710,469,529,88.7,265,345,76.8,42,78,53.8,10,7.9,9.9,52,28,60
2367,Zanos Savva,5,11,45.5,95,9,1,2,50.0,4,6,66.7,0,3,0.0,0,0.0,0.0,0,0,0
2368,Saba Sazonov,163,187,87.2,3225,887,53,55,96.4,88,97,90.7,21,29,72.4,0,0.0,0.0,1,4,0
2369,Joe Scally,1052,1312,80.2,16405,5910,561,619,90.6,392,477,82.2,67,134,50.0,4,1.4,1.5,16,38,15
2370,Giorgio Scalvini,1272,1564,81.3,20712,7854,646,721,89.6,533,622,85.7,73,157,46.5,3,1.1,1.5,11,89,14
2371,Gianluca Scamacca,293,434,67.5,5369,1076,137,202,67.8,99,136,72.8,42,52,80.8,6,3.9,1.5,33,30,14
2372,Dane Scarlett,2,3,66.7,25,16,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,1,0
2373,Kevin Schade,58,95,61.1,819,220,36,49,73.5,19,32,59.4,2,4,50.0,1,0.7,0.7,4,8,3
2374,András Schäfer,418,557,75.0,5933,1768,234,275,85.1,138,183,75.4,18,37,48.6,2,1.5,1.0,18,25,11
2375,Fabian Schär,1762,2128,82.8,36227,14874,588,647,90.9,894,985,90.8,261,437,59.7,1,0.7,1.4,10,145,18
2376,Patrik Schick,184,231,79.7,2218,317,129,155,83.2,42,50,84.0,3,4,75.0,0,1.0,1.6,8,8,5
2377,Stefan Schimmer,22,45,48.9,290,93,11,22,50.0,7,13,53.8,1,1,100.0,1,0.9,0.8,1,1,1
2378,Xaver Schlager,1587,1798,88.3,26312,7551,749,808,92.7,703,757,92.9,104,152,68.4,5,2.6,3.1,27,196,22
2379,Keven Schlotterbeck,802,1027,78.1,15211,6371,282,344,82.0,434,503,86.3,78,140,55.7,1,0.6,1.1,10,53,5
2380,Nico Schlotterbeck,2381,2681,88.8,46631,16883,822,869,94.6,1247,1339,93.1,282,399,70.7,1,1.9,2.1,16,193,19
2381,Jeffrey Schlupp,247,334,74.0,3498,903,146,182,80.2,88,106,83.0,7,25,28.0,2,2.3,1.4,19,17,9
2382,Romano Schmid,941,1211,77.7,15062,4544,475,570,83.3,350,433,80.8,77,123,62.6,6,6.3,6.7,51,93,46
2383,Kenneth Schmidt,43,48,89.6,749,239,18,18,100.0,22,25,88.0,2,2,100.0,0,0.1,0.1,2,2,1
2384,Niklas Schmidt,679,840,80.8,13440,4232,263,306,85.9,296,337,87.8,107,159,67.3,1,2.4,2.6,28,80,16
2385,Benno Schmitz,502,709,70.8,7950,3765,258,301,85.7,189,261,72.4,39,88,44.3,1,0.3,1.1,5,41,16
2386,Fabian Schnellhardt,149,172,86.6,2555,498,59,66,89.4,77,83,92.8,9,13,69.2,0,0.1,0.1,2,9,1
2387,Jan Schöppner,444,668,66.5,7530,2508,214,293,73.0,176,240,73.3,40,78,51.3,2,1.5,1.4,13,40,10
2388,Marcel Schuhen,1064,1496,71.1,31713,23490,163,164,99.4,505,514,98.2,395,814,48.5,0,0.0,0.2,0,42,3
2389,Perr Schuurs,359,406,88.4,6478,1868,141,155,91.0,187,199,94.0,27,41,65.9,0,0.0,0.4,0,17,1
2390,Marvin Schwäbe,1014,1305,77.7,26489,17868,171,172,99.4,553,565,97.9,289,557,51.9,0,0.1,0.2,2,23,1
2391,Alexander Schwolow,29,36,80.6,814,589,4,4,100.0,15,15,100.0,10,17,58.8,0,0.0,0.0,0,0,0
2392,Alex Scott,361,474,76.2,5733,1583,186,227,81.9,138,161,85.7,25,60,41.7,1,1.7,1.1,22,22,15
2393,Simone Scuffet,614,928,66.2,18771,14157,91,92,98.9,275,278,98.9,246,555,44.3,0,0.0,0.1,0,14,1
2394,Jérémy Sebas,52,74,70.3,743,138,28,39,71.8,18,28,64.3,2,2,100.0,0,0.0,0.1,1,3,1
2395,Manuel Sebastián,45,49,91.8,831,175,16,18,88.9,21,22,95.5,6,7,85.7,0,0.1,0.0,2,1,1
2396,Demba Seck,82,109,75.2,1195,260,44,54,81.5,32,38,84.2,3,4,75.0,0,0.1,0.2,2,9,4
2397,Demba Seck,74,92,80.4,959,206,50,57,87.7,20,25,80.0,2,2,100.0,0,0.3,0.4,3,2,2
2398,Aleksandar Sedlar,343,405,84.7,6944,2813,115,129,89.1,178,201,88.6,46,67,68.7,0,0.1,0.1,2,31,0
2399,Alidu Seidu,309,362,85.4,5076,1287,150,164,91.5,133,152,87.5,17,32,53.1,0,0.1,0.1,3,17,4
2400,Alidu Seidu,623,756,82.4,11437,3446,247,269,91.8,295,350,84.3,62,110,56.4,1,0.7,0.2,5,43,0
2401,Nicolas Seiwald,320,390,82.1,5471,1792,148,167,88.6,139,162,85.8,27,43,62.8,2,0.3,0.4,5,25,6
2402,Nikola Sekulov,1,2,50.0,3,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0
2403,Davie Selke,144,234,61.5,1808,325,86,123,69.9,42,73,57.5,3,4,75.0,0,0.4,0.3,11,12,4
2404,Matz Sels,263,378,69.6,7675,5788,66,66,100.0,103,105,98.1,91,202,45.0,0,0.1,0.1,1,14,3
2405,Matz Sels,452,619,73.0,12321,8610,90,90,100.0,213,216,98.6,144,307,46.9,0,0.5,0.1,1,11,1
2406,Nélson Semedo,1474,1849,79.7,21759,7306,876,969,90.4,495,616,80.4,69,158,43.7,1,1.7,1.8,24,101,25
2407,Vivaldo Semedo,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0
2408,Antoine Semenyo,452,647,69.9,6944,1597,254,324,78.4,160,214,74.8,25,49,51.0,2,3.2,2.3,29,28,28
2409,Marvin Senaya,871,1120,77.8,15097,5149,369,431,85.6,416,518,80.3,67,127,52.8,1,2.8,1.9,21,63,21
2410,Marcos Senesi,1005,1297,77.5,21763,9395,307,340,90.3,511,570,89.6,181,345,52.5,5,1.7,2.5,22,156,31
2411,Stefano Sensi,47,52,90.4,962,198,17,17,100.0,20,24,83.3,9,9,100.0,1,0.1,0.1,3,2,0
2412,Suat Serdar,445,602,73.9,8940,2516,169,209,80.9,179,228,78.5,86,126,68.3,2,1.4,0.9,17,56,14
2413,Benjamin Šeško,215,330,65.2,2541,538,135,183,73.8,53,77,68.8,4,10,40.0,2,1.1,1.3,12,8,7
2414,Kevin Sessa,331,450,73.6,5953,1904,133,163,81.6,138,176,78.4,42,66,63.6,0,1.3,1.7,17,40,13
2415,Aaron Seydel,110,190,57.9,1535,254,66,99,66.7,33,65,50.8,4,6,66.7,0,0.7,0.6,9,9,1
2416,Andres Sfait,4,6,66.7,70,57,2,2,100.0,2,2,100.0,0,1,0.0,0,0.1,0.0,1,1,1
2417,Stephan El Shaarawy,545,662,82.3,8516,1723,305,350,87.1,194,228,85.1,37,51,72.5,4,2.3,1.8,20,23,12
2418,Luke Shaw,531,648,81.9,8242,3114,273,306,89.2,201,237,84.8,31,65,47.7,0,1.0,0.9,13,33,7
2419,James Shea,6,9,66.7,239,215,0,0,,3,3,100.0,3,6,50.0,0,0.0,0.0,0,1,0
2420,Eldor Shomurodov,153,230,66.5,2048,487,97,131,74.0,44,59,74.6,6,14,42.9,3,1.7,1.1,10,10,5
2421,Steven Shpendi,57,76,75.0,717,101,36,44,81.8,16,19,84.2,0,0,,1,0.5,0.2,5,3,3
2422,Sofiane Sidi Ali,6,7,85.7,121,38,2,2,100.0,2,3,66.7,2,2,100.0,0,0.0,0.0,0,0,0
2423,Vincent Sierro,1020,1316,77.5,19618,6153,366,431,84.9,500,583,85.8,129,239,54.0,2,2.3,2.8,32,134,24
2424,Tim Siersleben,456,559,81.6,9924,4378,127,145,87.6,246,270,91.1,81,137,59.1,0,0.5,0.4,3,39,0
