,Player,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,TklDribblers,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Clr,Err
315,Fabio Borini,14,10,7,7,0,3,9,33.3,6,17,0,17,12,28,0
316,Robin Bormuth,7,4,7,0,0,5,10,50.0,5,6,4,2,10,49,1
317,Artur Boruc,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,0
318,Olivier Boscagli,20,12,14,4,2,9,20,45.0,11,12,1,11,17,37,0
319,Gabriel Boschilia,33,23,11,9,13,8,33,24.2,25,14,2,12,8,7,0
320,John Bostock,24,14,14,10,0,9,30,30.0,21,12,2,10,17,11,0
321,Denis Bouanga,52,32,21,22,9,13,61,21.3,48,24,3,21,20,16,0
322,Zacharie Boucher,0,0,0,0,0,0,0,,0,1,0,1,0,1,0
323,Ryad Boudebouz,14,4,4,6,4,3,8,37.5,5,9,1,8,3,9,0
324,Ryad Boudebouz,8,4,4,1,3,4,10,40.0,6,5,1,4,5,2,0
325,Sofiane Boufal,35,21,18,11,6,15,47,31.9,32,24,0,24,10,12,0
326,Nassim Boujellab,10,4,3,6,1,3,11,27.3,8,6,0,6,2,3,0
327,Arnold Bouka Moutou,3,1,2,1,0,0,4,0.0,4,1,0,1,3,1,0
328,Yassine Bounou,0,0,0,0,0,0,2,0.0,2,0,0,0,1,7,2
329,Mehdi Bourabia,51,28,23,21,7,15,46,32.6,31,28,5,23,33,32,0
330,Benjamin Bourigeaud,55,35,23,21,11,20,67,29.9,47,44,5,39,32,34,1
331,Bilal Boutobba,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0
332,Umut Bozok,9,6,0,3,6,2,4,50.0,2,3,0,3,5,1,0
333,Filip Bradarić,26,21,11,12,3,10,20,50.0,10,13,3,10,39,50,0
334,Robbie Brady,15,7,5,5,5,6,17,35.3,11,7,1,6,7,18,1
335,Martin Braithwaite,5,3,0,0,5,0,4,0.0,4,9,0,9,3,4,0
336,Julian Brandt,27,16,13,10,4,7,43,16.3,36,27,1,26,17,12,1
337,Darko Brašanac,32,16,15,13,4,10,26,38.5,16,17,4,13,13,19,0
338,Pedro Brazão,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
339,Fabian Bredlow,1,1,1,0,0,1,1,100.0,0,0,0,0,1,3,4
340,Josip Brekalo,15,7,7,6,2,5,18,27.8,13,15,1,14,12,9,1
341,Gleison Bremer,3,1,1,2,0,1,2,50.0,1,4,1,3,8,9,0
342,Joshua Brenet,20,13,12,5,3,7,13,53.8,6,16,1,15,8,19,0
343,Rajko Brežančić,1,0,0,0,1,0,0,,0,0,0,0,0,0,0
344,Anthony Briançon,46,27,36,10,0,27,50,54.0,23,51,38,13,70,184,1
345,Jimmy Briand,14,8,2,10,2,4,24,16.7,20,14,6,8,4,29,0
346,Nicolò Brighenti,27,17,9,15,3,6,14,42.9,8,17,8,9,31,37,0
347,Matteo Brighi,11,4,2,9,0,2,9,22.2,7,2,0,2,3,4,0
348,Enrico Brignola,2,2,2,0,0,0,2,0.0,2,0,0,0,1,1,0
349,Miguel Britos,4,2,4,0,0,2,4,50.0,2,1,1,0,3,11,1
350,David Brooks,37,26,12,19,6,19,44,43.2,25,36,7,29,24,28,0
351,John Brooks,29,15,18,9,2,13,27,48.1,14,28,13,15,37,135,3
352,Daniel Brosinski,27,16,16,10,1,18,33,54.5,15,30,9,21,26,58,0
353,Marcelo Brozović,101,70,47,40,14,31,86,36.0,55,45,8,37,44,32,3
354,Bruma,5,2,3,1,1,1,5,20.0,4,4,0,4,4,2,0
355,Jeffrey Bruma,12,11,8,4,0,6,12,50.0,6,8,2,6,4,35,0
356,Bruno,25,16,20,3,2,14,18,77.8,4,7,2,5,11,30,1
357,Jacob Bruun Larsen,15,9,8,2,5,7,17,41.2,10,15,1,14,13,12,0
358,Joe Bryan,61,41,35,21,5,24,42,57.1,18,34,12,22,31,82,1
359,Gianluigi Buffon,0,0,0,0,0,0,1,0.0,1,0,0,0,0,5,0
360,Niko Bungert,7,5,5,2,0,5,5,100.0,0,7,6,1,4,16,0
361,Guido Burgstaller,11,9,2,5,4,3,8,37.5,5,5,0,5,2,10,0
362,Burgui,6,6,4,2,0,1,3,33.3,2,4,0,4,0,2,1
363,Jonathan Burkardt,4,4,2,1,1,1,2,50.0,1,2,0,2,3,5,0
364,Roman Bürki,1,0,1,0,0,1,2,50.0,1,1,0,1,2,8,4
365,Patrick Burner,36,23,22,10,4,16,34,47.1,18,15,5,10,31,40,0
366,Sergio Busquets,90,60,35,45,10,41,89,46.1,48,43,8,35,54,22,1
367,Gaëtan Bussmann,2,1,2,0,0,2,5,40.0,3,0,0,0,1,2,0
368,Unai Bustinza,41,31,25,14,2,17,33,51.5,16,31,13,18,53,110,2
369,Ludovic Butelle,1,0,1,0,0,1,1,100.0,0,0,0,0,1,31,1
370,David Button,0,0,0,0,0,0,0,,0,0,0,0,0,2,0
371,Jakub Błaszczykowski,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
372,Erick Cabaco,22,13,19,3,0,12,29,41.4,17,29,14,15,29,69,0
373,Willy Caballero,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
374,Rémy Cabella,88,51,31,38,19,30,87,34.5,57,39,1,38,19,5,3
375,Gustavo Cabral,37,26,28,7,2,17,27,63.0,10,31,11,20,33,102,1
376,Rafael Cabral,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
377,Leandro Cabrera,47,26,28,17,2,24,41,58.5,17,29,16,13,52,216,2
378,Fabrizio Cacciatore,9,7,7,0,2,1,5,20.0,4,6,4,2,7,17,0
379,Fabrizio Cacciatore,8,4,6,2,0,4,9,44.4,5,8,2,6,5,20,0
380,Martín Cáceres,4,2,3,1,0,4,6,66.7,2,4,0,4,0,12,1
381,Martín Cáceres,7,3,6,0,1,4,4,100.0,0,6,3,3,4,14,0
382,Anthony Caci,56,30,38,14,4,24,46,52.2,22,20,10,10,47,63,0
383,Mathieu Cafaro,59,28,29,24,6,18,63,28.6,45,28,0,28,20,14,0
384,Gary Cahill,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
385,Yannick Cahuzac,33,19,15,15,3,17,32,53.1,15,16,4,12,24,55,0
386,Felipe Caicedo,16,12,4,6,6,1,8,12.5,7,9,2,7,5,5,0
387,Marc-Aurèle Caillard,0,0,0,0,0,0,2,0.0,2,0,0,0,2,8,3
388,Tom Cairney,37,21,9,22,6,12,16,75.0,4,21,5,16,10,13,1
389,Caiuby,12,10,5,6,1,3,11,27.3,8,16,1,15,5,10,0
390,Arturo Calabresi,46,27,22,17,7,22,40,55.0,18,18,3,15,34,60,0
391,Davide Calabria,79,51,58,16,5,37,67,55.2,30,33,1,32,32,78,1
392,Jordi Calavera,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
393,Fernando Calero,51,31,33,18,0,23,38,60.5,15,55,31,24,55,170,0
394,Duje Ćaleta-Car,22,16,14,8,0,14,18,77.8,4,15,9,6,20,86,2
395,Hakan Çalhanoğlu,52,31,27,16,9,23,46,50.0,23,27,5,22,28,19,0
396,Daniel Caligiuri,93,52,55,29,9,44,103,42.7,59,66,10,56,50,72,1
397,José Callejón,34,18,12,14,8,18,57,31.6,39,34,5,29,22,11,0
398,Jonathan Calleri,20,13,3,11,6,1,24,4.2,23,34,7,27,7,53,0
399,Jan-Ingwer Callsen-Bracker,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
400,Dominic Calvert-Lewin,13,7,3,3,7,7,15,46.7,8,16,3,13,7,19,0
401,Ignacio Camacho,15,9,9,6,0,3,7,42.9,4,7,2,5,18,12,0
402,Juanjo Camacho,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0
403,Rafael Camacho,1,0,1,0,0,1,1,100.0,0,0,0,0,0,0,0
404,Mahdi Camara,0,0,0,0,0,0,0,,0,0,0,0,0,2,0
405,Souleymane Camara,0,0,0,0,0,0,2,0.0,2,0,0,0,0,3,0
406,Víctor Camarasa,28,15,8,15,5,6,31,19.4,25,17,2,15,33,28,1
407,Eduardo Camavinga,23,15,8,12,3,8,18,44.4,10,13,2,11,4,4,0
408,Sergio Camello,1,0,1,0,0,1,1,100.0,0,0,0,0,0,0,0
409,José Campaña,65,45,31,29,5,27,86,31.4,59,51,7,44,48,46,1
410,Joel Campbell,15,10,5,8,2,3,17,17.6,14,2,0,2,3,2,1
411,Emre Can,64,38,28,27,9,24,40,60.0,16,43,13,30,28,36,2
412,Sergio Canales,44,30,19,18,7,11,53,20.8,42,34,3,31,9,8,1
413,João Cancelo,43,28,18,18,7,27,49,55.1,22,14,4,10,15,48,0
414,Antonio Candreva,1,1,0,1,0,1,8,12.5,7,0,0,0,4,9,0
415,Ander Capa,43,27,32,8,3,13,27,48.1,14,20,2,18,30,47,0
416,Luan Capanni,1,1,0,0,1,0,0,,0,0,0,0,0,0,0
417,Pierrick Capelle,51,31,23,22,6,19,54,35.2,35,23,2,21,38,49,0
418,Leonardo Capezzi,14,9,6,8,0,7,13,53.8,6,14,4,10,10,13,0
419,Étienne Capoue,91,56,36,48,7,33,87,37.9,54,50,13,37,85,96,1
420,Gianluca Caprari,15,9,4,9,2,5,12,41.7,7,7,0,7,4,3,0
421,Marco Capuano,53,33,37,15,1,26,46,56.5,20,44,31,13,34,101,2
422,Francesco Caputo,13,9,2,4,7,3,10,30.0,7,11,1,10,2,11,0
423,Yoan Cardinale,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0
424,Marc Cardona,7,5,2,1,4,2,6,33.3,4,7,0,7,1,3,0
425,Diego Carlos,58,34,43,14,1,26,33,78.8,7,44,31,13,50,186,1
426,Jonas Carls,5,2,4,0,1,5,5,100.0,0,0,0,0,1,0,0
427,Louis Carnot,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
428,Lionel Carole,25,12,16,7,2,11,16,68.8,5,19,5,14,32,51,0
429,Daniel Carriço,35,18,23,11,1,12,20,60.0,8,19,12,7,31,104,1
430,Guido Carrillo,25,14,4,12,9,6,19,31.6,13,12,1,11,8,25,0
431,Andy Carroll,4,2,1,3,0,1,4,25.0,3,3,2,1,1,8,0
432,Dani Carvajal,40,24,17,15,8,18,41,43.9,23,31,7,24,26,35,0
433,William Carvalho,45,27,20,21,4,16,29,55.2,13,8,0,8,12,30,0
434,Casemiro,86,52,44,35,7,38,94,40.4,56,52,12,40,41,56,3
435,Santiago Cáseres,67,35,20,38,9,25,57,43.9,32,22,9,13,14,24,1
436,Moreto Cassamã,3,3,1,2,0,1,7,14.3,6,1,0,1,1,2,0
437,Francesco Cassata,20,11,12,4,4,9,23,39.1,14,8,1,7,6,15,1
438,Timothy Castagne,61,39,30,22,9,32,57,56.1,25,32,6,26,28,50,0
439,Koen Casteels,1,0,1,0,0,1,2,50.0,1,1,0,1,0,11,1
440,Samu Castillejo,15,10,10,2,3,4,25,16.0,21,16,0,16,8,11,0
441,Gonzalo Castro,50,28,21,25,4,19,43,44.2,24,23,5,18,29,22,1
442,Jonny Castro,79,43,42,33,4,31,60,51.7,29,45,8,37,60,64,2
443,Lucas Castro,18,11,8,8,2,8,23,34.8,15,20,4,16,17,6,0
444,Danilo Cataldi,12,7,4,5,3,2,9,22.2,7,3,0,3,7,6,0
445,Catena,4,4,3,1,0,2,2,100.0,0,4,2,2,8,8,0
446,Craig Cathcart,50,31,36,11,3,21,37,56.8,16,42,30,12,38,184,4
447,Ivan Cavaleiro,5,4,3,1,1,1,14,7.1,13,12,0,12,4,5,0
448,Edinson Cavani,11,8,1,4,6,3,13,23.1,10,11,2,9,6,16,0
449,Santi Cazorla,69,34,32,26,11,24,69,34.8,45,35,6,29,28,17,1
450,Dani Ceballos,32,21,9,16,7,11,31,35.5,20,26,1,25,15,6,0
451,Federico Ceccherini,13,10,8,3,2,5,9,55.6,4,12,8,4,21,40,0
452,Petr Čech,1,1,1,0,0,1,1,100.0,0,0,0,0,0,5,2
453,Žan Celar,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
454,Zeki Çelik,90,59,40,39,11,36,89,40.4,53,34,5,29,34,89,1
455,Luca Ceppitelli,40,24,28,11,1,13,22,59.1,9,34,24,10,20,111,2
456,Fabio Ceravolo,5,1,2,1,2,1,11,9.1,10,9,1,8,2,19,0
457,Alberto Cerri,3,2,2,1,0,0,7,0.0,7,7,1,6,2,4,0
458,Boštjan Cesar,16,10,9,7,0,7,17,41.2,10,14,8,6,14,60,2
459,Nacer Chadli,11,5,4,4,3,3,8,37.5,5,7,1,6,3,7,0
460,Fouad Chafik,44,31,29,12,3,23,36,63.9,13,17,3,14,25,71,0
461,Nathaniel Chalobah,3,2,1,2,0,2,7,28.6,5,2,1,1,5,7,0
462,Calum Chambers,64,36,32,27,5,16,48,33.3,32,37,12,25,69,113,4
463,Timothy Chandler,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
464,Kwon Chang-hoon,7,4,3,2,2,0,12,0.0,12,16,0,16,8,8,0
465,Charles,7,5,1,3,3,2,13,15.4,11,14,1,13,4,14,0
466,Xavier Chavalerin,106,61,56,39,11,28,72,38.9,44,44,12,32,72,39,1
467,Pablo Chavarría,20,12,8,6,6,3,15,20.0,12,11,0,11,4,19,0
468,Chechu,0,0,0,0,0,0,2,0.0,2,0,0,0,2,5,0
469,Pape Cheikh Diop,1,0,0,1,0,0,5,0.0,5,6,2,4,2,2,1
470,Chema,27,19,16,9,2,13,19,68.4,6,19,11,8,19,83,0
471,Denis Cheryshev,46,32,15,22,9,17,37,45.9,20,35,3,32,15,16,0
472,Raman Chibsah,46,27,25,19,2,16,54,29.6,38,45,10,35,32,28,1
473,Leandro Chichizola,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
474,Giorgio Chiellini,24,13,20,2,2,5,8,62.5,3,22,15,7,30,96,1
475,Federico Chiesa,46,27,8,17,21,10,40,25.0,30,24,1,23,10,12,0
476,Ben Chilwell,55,29,34,18,3,24,55,43.6,31,37,7,30,38,156,0
477,Vlad Chiricheș,2,1,1,1,0,0,2,0.0,2,2,2,0,1,2,0
478,Tahith Chong,0,0,0,0,0,0,0,,0,1,0,1,0,1,0
479,Hamza Choudhury,24,10,13,10,1,9,15,60.0,6,12,3,9,15,13,0
480,Andreas Christensen,10,4,2,6,2,2,5,40.0,3,4,2,2,4,29,0
481,Cyrus Christie,43,23,26,13,4,18,41,43.9,23,25,11,14,29,96,1
482,Samuel Chukwueze,19,11,7,10,2,9,31,29.0,22,11,2,9,10,2,0
483,Camillo Ciano,33,15,12,10,11,8,50,16.0,42,28,4,24,8,16,0
484,Amato Ciciretti,1,0,1,0,0,0,0,,0,3,0,3,3,0,0
485,Luca Cigarini,54,33,27,22,5,28,63,44.4,35,28,5,23,26,41,0
486,Per Ciljan Skjelbred,26,18,13,12,1,5,22,22.7,17,10,1,9,20,14,0
487,Jasper Cillessen,0,0,0,0,0,0,0,,0,0,0,0,0,3,2
488,Laurent Ciman,11,6,9,2,0,7,16,43.8,9,13,9,4,7,37,0
489,Daniel Ciofani,8,6,2,5,1,3,7,42.9,4,4,0,4,3,9,0
490,Thiago Cionek,75,44,46,25,4,29,56,51.8,27,34,22,12,55,144,0
491,Ibrahima Cissé,0,0,0,0,0,0,1,0.0,1,0,0,0,3,4,0
492,Till Cissokho,1,0,1,0,0,0,0,,0,0,0,0,2,3,0
493,Ciaran Clark,20,17,15,5,0,9,12,75.0,3,11,7,4,12,58,0
494,Tom Cleverley,17,9,11,4,2,6,22,27.3,16,4,0,4,5,11,0
495,Nathaniel Clyne,33,18,16,14,3,11,23,47.8,12,13,3,10,16,33,1
496,Nathaniel Clyne,4,3,2,2,0,2,4,50.0,2,1,0,1,2,1,0
497,Conor Coady,31,19,26,5,0,17,32,53.1,15,35,27,8,30,133,3
498,Marcus Coco,39,23,20,10,9,16,33,48.5,17,24,0,24,23,14,0
499,Coke,44,27,24,17,3,26,56,46.4,30,18,8,10,40,54,1
500,Joel Coleman,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
501,Séamus Coleman,44,25,23,18,3,19,30,63.3,11,14,5,9,26,86,0
502,Álex Collado,1,0,0,1,0,0,1,0.0,1,3,0,3,0,2,0
503,Omar Colley,18,11,12,6,0,12,13,92.3,1,24,16,8,22,102,0
504,Racine Coly,7,2,1,5,1,4,11,36.4,7,6,1,5,9,11,1
505,Kingsley Coman,11,6,4,4,3,6,19,31.6,13,20,0,20,5,3,0
506,Santi Comesaña,56,35,29,25,2,22,61,36.1,39,30,5,25,30,45,2
507,Daniel Congré,75,45,46,26,3,38,65,58.5,27,35,15,20,67,106,1
508,Andrea Consigli,0,0,0,0,0,0,2,0.0,2,0,0,0,1,15,6
509,Andrea Conti,9,5,3,4,2,2,9,22.2,7,4,0,4,15,12,1
510,Lewis Cook,13,6,6,7,0,8,19,42.1,11,8,2,6,8,7,1
511,Steve Cook,36,19,31,5,0,20,27,74.1,7,36,21,15,50,202,1
512,Duje Čop,5,4,1,2,2,0,8,0.0,8,8,3,5,3,3,0
513,Francis Coquelin,46,31,25,14,7,17,35,48.6,18,21,5,16,49,29,1
514,Gabriele Corbo,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
515,Iñigo Córdoba,37,23,15,17,5,14,47,29.8,33,27,0,27,17,13,0
516,Sergio Córdova,9,5,3,4,2,2,6,33.3,4,0,0,0,3,5,0
517,Benjamin Corgnet,21,12,7,9,5,4,11,36.4,7,1,0,1,6,9,0
518,Ante Ćorić,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
519,Jack Cork,51,27,12,34,5,18,46,39.1,28,39,16,23,29,82,2
520,Andreas Cornelius,4,1,1,3,0,1,4,25.0,3,4,1,3,1,21,0
521,Maxwel Cornet,14,11,4,7,3,1,11,9.1,10,10,0,10,5,8,0
522,Quentin Cornette,5,1,2,2,1,3,6,50.0,3,3,0,3,1,5,0
523,Ángel Correa,38,19,19,12,7,10,53,18.9,43,28,5,23,17,20,0
524,Joaquín Correa,21,13,6,12,3,5,18,27.8,13,14,3,11,2,7,0
525,Danny da Costa,61,35,29,25,7,18,42,42.9,24,51,9,42,32,67,0
526,Diego Costa,4,1,0,4,0,1,8,12.5,7,5,0,5,2,6,0
527,Douglas Costa,10,8,2,8,0,4,9,44.4,5,8,0,8,4,2,0
528,Filippo Costa,15,13,6,6,3,4,9,44.4,5,10,3,7,8,31,1
529,Hélder Costa,18,14,7,7,4,7,23,30.4,16,15,0,15,9,6,0
530,Jaume Costa,33,21,26,5,2,20,33,60.6,13,12,3,9,21,61,0
531,Nuno da Costa,39,27,10,19,10,10,38,26.3,28,24,1,23,14,9,0
532,David Costas,25,13,21,4,0,10,15,66.7,5,12,6,6,18,58,1
533,Benoît Costil,2,0,2,0,0,2,2,100.0,0,0,0,0,0,14,3
534,Kalifa Coulibaly,15,7,1,10,4,4,11,36.4,7,8,1,7,4,22,0
535,Senou Coulibaly,13,7,10,3,0,3,8,37.5,5,8,2,6,11,20,0
536,Thibaut Courtois,0,0,0,0,0,0,2,0.0,2,0,0,0,2,5,0
537,Philippe Coutinho,16,11,1,6,9,7,22,31.8,15,21,2,19,12,8,0
538,Nicolas Cozza,19,15,14,5,0,4,10,40.0,6,13,10,3,23,37,1
539,Alessio Cragno,0,0,0,0,0,0,1,0.0,1,0,0,0,2,19,1
540,Aaron Cresswell,29,16,14,11,4,13,25,52.0,12,28,7,21,23,58,0
541,Domenico Criscito,111,75,64,36,11,57,83,68.7,26,40,11,29,70,142,0
542,Lorenzo Crisetig,14,11,4,8,2,6,15,40.0,9,8,3,5,12,12,0
543,Bryan Cristante,63,34,21,35,7,19,49,38.8,30,37,5,32,29,48,0
544,Sebastián Cristóforo,15,8,4,8,3,5,14,35.7,9,13,0,13,8,5,0
545,Enzo Crivelli,20,14,10,8,2,8,13,61.5,5,5,0,5,4,28,1
546,Peter Crouch,1,1,0,1,0,1,1,100.0,0,0,0,0,0,2,0
547,Alessio da Cruz,2,1,0,2,0,0,1,0.0,1,0,0,0,0,0,0
548,Juan Cuadrado,20,15,6,9,5,5,23,21.7,18,14,3,11,18,11,0
549,Cucho,22,13,6,10,6,6,18,33.3,12,23,2,21,9,21,0
550,Marc Cucurella,49,37,13,21,15,10,23,43.5,13,36,3,33,20,24,0
551,Iván Cuéllar,0,0,0,0,0,0,1,0.0,1,0,0,0,2,10,0
552,Mickaël Cuisance,11,6,6,3,2,3,8,37.5,5,3,0,3,5,4,0
553,Matheus Cunha,10,6,3,5,2,3,13,23.1,10,13,1,12,4,8,0
554,Greg Cunningham,18,7,11,4,3,9,16,56.3,7,9,3,6,17,16,1
555,Patrick Cutrone,9,5,0,3,6,2,16,12.5,14,13,2,11,7,13,0
556,Wylan Cyprien,40,20,16,21,3,15,43,34.9,28,20,5,15,11,15,0
557,Marco D'Alessandro,55,34,34,15,6,29,49,59.2,20,24,2,22,9,50,1
558,Danilo D'Ambrosio,69,40,34,27,8,24,57,42.1,33,25,8,17,27,39,0
559,Damien Da Silva,41,25,31,9,1,18,24,75.0,6,42,36,6,39,152,0
560,Kouadio-Yves Dabila,11,6,10,1,0,5,6,83.3,1,13,9,4,6,44,0
561,Abdoulaye Dabo,3,1,1,0,2,0,0,,0,0,0,0,0,0,0
562,Bryan Dabo,10,6,1,8,1,1,6,16.7,5,11,6,5,10,21,0
563,Christoph Daferner,1,0,1,0,0,0,0,,0,0,0,0,1,0,0
564,Colin Dagba,24,12,10,12,2,13,19,68.4,6,10,0,10,9,10,1
565,Mahmoud Dahoud,16,10,4,10,2,3,15,20.0,12,10,0,10,17,8,0
566,Leon Dajaku,2,1,0,1,1,0,0,,0,1,0,1,0,0,0
567,Felipe dal Belo,36,25,21,13,2,16,32,50.0,16,29,18,11,17,88,1
568,Nicola Dalmonte,2,2,0,2,0,0,0,,0,0,0,0,0,0,0
569,Diogo Dalot,24,12,8,14,2,14,19,73.7,5,15,2,13,10,35,1
570,Matty Daly,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
571,Vitalie Damașcan,1,1,0,1,0,1,1,100.0,0,0,0,0,0,0,0
572,Loïc Damour,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
573,Charlie Daniels,25,15,18,6,1,13,22,59.1,9,14,4,10,20,56,2
574,Danilo,20,16,6,12,2,12,17,70.6,5,5,0,5,15,22,1
575,Scott Dann,6,2,5,1,0,3,7,42.9,4,16,12,4,5,46,0
576,Kevin Danso,25,14,21,3,1,11,14,78.6,3,25,17,8,19,72,0
577,Dante,54,40,36,16,2,24,41,58.5,17,56,30,26,38,156,2
578,Palkó Dárdai,1,1,1,0,0,0,0,,0,1,0,1,0,0,0
579,Sergi Darder,60,35,23,32,5,25,69,36.2,44,18,3,15,22,30,0
580,Vladimír Darida,8,5,3,4,1,2,3,66.7,1,5,0,5,8,5,0
581,Matteo Darmian,14,8,10,4,0,4,11,36.4,7,9,0,9,7,20,0
582,Alphonso Davies,1,1,1,0,0,0,0,,0,2,0,2,2,1,0
583,Ben Davies,56,30,39,13,4,38,54,70.4,16,23,10,13,23,68,1
584,Tom Davies,27,17,9,17,1,7,23,30.4,16,15,1,14,16,9,1
585,Steven Davis,2,2,0,2,0,0,0,,0,2,0,2,1,5,0
586,Kevin De Bruyne,22,15,6,12,4,7,21,33.3,14,13,1,12,3,2,1
587,Sebastien De Maio,11,7,7,4,0,3,12,25.0,9,22,17,5,12,93,0
588,Sebastien De Maio,5,4,3,2,0,1,2,50.0,1,8,5,3,1,32,0
589,Rodrigo De Paul,53,33,21,27,5,13,42,31.0,29,35,2,33,32,28,0
590,Daniele De Rossi,16,10,6,7,3,3,14,21.4,11,18,12,6,26,33,0
591,Mattia De Sciglio,40,28,24,14,2,17,28,60.7,11,18,6,12,26,58,1
592,Lorenzo De Silvestri,15,11,8,5,2,7,24,29.2,17,53,3,50,22,69,2
593,Lucas Deaux,41,28,21,18,2,20,41,48.8,21,10,0,10,11,7,0
594,Mathieu Debuchy,43,26,25,13,5,22,37,59.5,15,17,7,10,47,64,0
595,Troy Deeney,24,14,8,10,6,7,32,21.9,25,22,4,18,7,29,0
596,Jermain Defoe,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
597,Steven Defour,8,4,2,4,2,3,14,21.4,11,11,3,8,8,7,0
598,Grégoire Defrel,40,29,10,16,14,9,21,42.9,12,15,0,15,3,9,0
599,Alessandro Deiola,7,3,1,6,0,3,13,23.1,10,14,0,14,6,8,0
600,Alessandro Deiola,12,8,4,7,1,4,10,40.0,6,15,4,11,11,10,0
601,Romain Del Castillo,36,20,15,13,8,13,37,35.1,24,19,0,19,20,7,1
602,Thomas Delaney,69,54,28,39,2,19,30,63.3,11,30,9,21,58,43,0
603,Moisés Delgado,7,6,3,3,1,2,3,66.7,1,2,1,1,3,9,0
604,Cristian Dell'Orco,18,11,11,5,2,4,11,36.4,7,13,7,6,17,44,0
605,Cristian Dell'Orco,1,1,1,0,0,1,3,33.3,2,1,0,1,1,3,0
606,Andy Delort,34,20,7,20,7,8,34,23.5,26,28,7,21,4,7,0
607,Fabian Delph,23,14,11,7,5,12,23,52.2,11,3,0,3,13,19,1
608,Mousa Dembélé,13,9,6,6,1,4,7,57.1,3,4,1,3,7,5,2
609,Moussa Dembélé,12,4,0,8,4,4,14,28.6,10,15,2,13,2,13,0
610,Ousmane Dembélé,23,15,4,13,6,6,18,33.3,12,13,0,13,5,4,0
611,Jessy Deminguet,37,25,18,17,2,15,40,37.5,25,19,3,16,18,28,1
612,Merih Demiral,24,16,23,1,0,10,13,76.9,3,16,11,5,19,80,0
613,Kerem Demirbay,57,35,20,27,10,11,51,21.6,40,34,10,24,22,25,0
614,Diego Demme,75,47,24,43,8,33,67,49.3,34,36,3,33,26,15,0
615,Jason Denayer,33,21,22,11,0,16,24,66.7,8,36,32,4,26,122,1
616,Leander Dendoncker,53,26,25,25,3,16,47,34.0,31,35,6,29,23,34,1
617,Fabio Depaoli,74,43,37,32,5,34,67,50.7,33,42,16,26,35,99,3
618,Laurent Depoitre,6,4,2,3,1,0,3,0.0,3,9,0,9,2,8,0
619,Clément Depres,2,2,1,1,0,1,4,25.0,3,3,0,3,0,6,0
620,Kiril Despodov,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0
621,Daniele Dessena,2,2,0,2,0,1,3,33.3,2,3,1,2,3,5,0
622,Mattia Destro,3,2,2,0,1,0,0,,0,4,0,4,0,6,0
623,Gerard Deulofeu,11,6,5,3,3,4,26,15.4,22,16,0,16,14,3,0
624,Jacopo Dezi,1,1,1,0,0,0,1,0.0,1,1,0,1,3,2,0
625,Federico Di Francesco,10,6,3,4,3,4,7,57.1,3,12,1,11,5,5,0
626,Antonio Di Gaudio,2,0,0,1,1,1,5,20.0,4,6,1,5,3,5,0
627,Giovanni Di Lorenzo,66,43,38,23,5,24,44,54.5,20,34,13,21,36,93,3
628,Ángel Di María,29,17,12,10,7,10,42,23.8,32,24,1,23,16,4,0
629,Franco Di Santo,2,2,1,0,1,1,2,50.0,1,0,0,0,0,2,0
630,Franco Di Santo,2,1,0,2,0,1,4,25.0,3,3,1,2,1,3,0
631,Boulaye Dia,12,6,3,8,1,5,11,45.5,6,4,2,2,4,9,0
632,Fousseni Diabaté,2,0,2,0,0,0,1,0.0,1,2,0,2,0,0,0
633,Moussa Diaby,14,8,7,2,5,2,11,18.2,9,7,1,6,12,6,0
634,Adama Diakhaby,6,3,4,1,1,3,11,27.3,8,7,0,7,1,2,0
635,Mouctar Diakhaby,14,8,10,4,0,5,10,50.0,5,24,16,8,20,94,1
636,Bafodé Diakité,15,7,5,9,1,10,14,71.4,4,15,3,12,11,29,0
637,Abdou Diallo,36,20,20,13,3,11,15,73.3,4,28,15,13,26,91,1
638,Abdoulaye Diallo,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0
