,Player,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist
26,Yacine Adli,97,1,14,45,42,2,97,6,4,66.7,2,33.3,55,349,171
27,Michel Aebischer,791,14,147,400,246,28,791,13,6,46.2,7,53.8,505,1992,841
28,Felix Afena-Gyan,318,7,40,129,156,28,318,25,7,28.0,12,48.0,202,1160,463
29,Emmanuel Agbadou,1798,213,851,877,87,21,1798,14,8,57.1,6,42.9,1287,7671,3866
30,Julen Agirrezabala,253,203,249,4,0,0,253,0,0,,0,,150,804,551
31,Lucien Agoume,893,45,276,480,143,13,893,13,5,38.5,5,38.5,646,3160,1227
32,Felix Agu,33,1,7,13,14,2,33,3,0,0.0,2,66.7,19,165,24
33,Álvaro Aguado,1292,36,255,742,315,18,1292,31,13,41.9,9,29.0,833,5476,2508
34,Kevin Agudelo,1084,11,168,500,457,54,1084,109,50,45.9,50,45.9,662,4963,2740
35,Nayef Aguerd,949,161,563,358,35,23,949,6,4,66.7,0,0.0,523,2127,1137
36,Ruben Aguilar,975,44,210,463,305,24,975,14,7,50.0,6,42.9,637,3256,1501
37,Naouirou Ahamada,63,0,12,35,16,4,63,2,1,50.0,1,50.0,32,179,70
38,Naouirou Ahamada,674,18,139,387,160,22,674,44,20,45.5,20,45.5,408,2988,1511
39,Amar Ahmed,18,0,3,8,7,0,18,1,1,100.0,0,0.0,12,74,21
40,Jean-Eudes Aholou,799,26,131,483,194,27,799,34,14,41.2,14,41.2,538,2906,1220
41,Joseph Aidoo,2082,301,1114,938,46,15,2082,13,8,61.5,2,15.4,1306,6192,3226
42,Ola Aina,679,20,146,294,250,13,679,49,23,46.9,20,40.8,361,2268,1112
43,Rayan Aït-Nouri,740,40,240,279,233,28,740,50,28,56.0,18,36.0,395,2260,1244
44,Emanuel Aiwum,997,105,506,452,51,5,997,10,3,30.0,5,50.0,500,3147,1569
45,Kristoffer Ajer,412,45,184,167,64,9,412,9,3,33.3,4,44.4,213,1123,613
46,Ludovic Ajorque,336,8,32,172,136,50,335,5,3,60.0,2,40.0,225,901,202
47,Ludovic Ajorque,555,8,34,291,236,76,555,12,7,58.3,4,33.3,253,989,267
48,Manuel Akanji,2231,121,815,1248,176,34,2231,12,6,50.0,3,25.0,1544,8443,5039
49,Nathan Aké,1959,86,615,1097,256,32,1959,5,3,60.0,1,20.0,1223,5455,3314
50,Sergio Akieme,1283,78,434,563,307,35,1283,51,27,52.9,18,35.3,660,4200,2232
51,Babatunde Akinsola,4,0,1,2,1,0,4,0,0,,0,,4,29,14
52,Maghnes Akliouche,210,4,23,85,105,17,210,13,6,46.2,7,53.8,172,897,351
53,Paul Akouokou,233,33,102,117,16,1,233,5,3,60.0,2,40.0,116,369,122
54,Jean-Daniel Akpa-Akpro,630,24,163,338,143,24,630,55,31,56.4,19,34.5,325,1788,748
55,Kevin Akpoguma,1306,143,613,609,93,16,1306,22,7,31.8,13,59.1,691,3422,1537
56,David Alaba,1293,137,531,530,240,22,1293,4,3,75.0,1,25.0,779,3566,2070
57,Ángel Alarcón,,,,,,,,,,,,,,,
58,Tomás Alarcón,113,3,20,68,25,1,113,0,0,,0,,62,267,81
59,Lucas Alario,131,13,22,51,61,24,131,8,5,62.5,3,37.5,53,234,116
60,Jordi Alba,1558,34,299,765,506,39,1558,8,4,50.0,4,50.0,957,3881,2079
61,Luis Alberto,2217,29,269,1285,681,43,2215,41,19,46.3,20,48.8,1244,5632,3214
62,Raúl Albiol,1687,223,856,796,44,9,1687,7,4,57.1,3,42.9,1047,6928,4616
63,Marc Albrighton,173,6,33,61,79,5,173,2,2,100.0,0,0.0,83,391,147
64,Thiago Alcántara,1251,45,272,796,188,8,1251,30,21,70.0,4,13.3,718,3639,1721
65,Carlos Alcaraz,430,14,73,234,130,23,430,28,13,46.4,11,39.3,258,1292,675
66,Rubén Alcaraz,1286,64,309,768,224,22,1283,24,12,50.0,10,41.7,715,3713,1587
67,Omar Alderete,1114,118,458,591,81,25,1114,22,17,77.3,5,22.7,529,2843,1937
68,Iván Alejo,590,23,131,185,283,22,590,47,12,25.5,25,53.2,356,2612,1275
69,Doğan Alemdar,154,117,154,0,0,0,154,0,0,,0,,102,490,229
70,Carles Aleñá,1024,17,149,579,312,28,1024,43,24,55.8,13,30.2,608,2796,1235
71,Trent Alexander-Arnold,3180,89,737,1631,837,44,3180,45,30,66.7,13,28.9,1778,6848,3312
72,Alejandro Alfaro,2,0,0,1,1,0,2,1,0,0.0,1,100.0,1,6,0
73,Ángel Algobia,626,14,147,390,92,9,626,6,4,66.7,2,33.3,330,1542,716
74,Mohamed Ali Cho,281,4,33,106,151,29,281,39,16,41.0,18,46.2,192,1299,704
75,Faride Alidou,139,3,23,65,52,5,139,10,2,20.0,8,80.0,63,413,223
76,Alisson,1536,1124,1498,39,0,0,1536,2,2,100.0,0,0.0,985,4654,2962
77,Jim Allevinah,1134,39,257,502,396,65,1134,88,34,38.6,45,51.1,851,6113,2685
78,Dele Alli,20,0,1,8,11,2,20,1,0,0.0,1,100.0,11,30,3
79,Domingos André Ribeiro Almeida,1685,33,244,820,651,24,1685,90,46,51.1,31,34.4,1049,6244,3196
80,Miguel Almirón,1300,25,147,417,760,138,1300,79,34,43.0,33,41.8,841,5389,2341
81,Marcos Alonso,1114,98,402,624,94,11,1114,2,2,100.0,0,0.0,727,4516,2674
82,Mickaël Alphonse,879,54,255,457,178,13,879,19,10,52.6,8,42.1,473,2988,1528
83,Éder Álvarez Balanta,114,4,38,60,17,2,114,4,3,75.0,1,25.0,55,234,130
84,Carlos Álvarez,6,0,0,3,3,0,6,0,0,,0,,2,18,1
85,Gastón Álvarez,732,42,218,376,144,8,732,19,8,42.1,9,47.4,254,933,437
86,Julián Álvarez,654,8,46,255,360,89,653,38,21,55.3,14,36.8,406,2187,908
87,Agustín Álvarez Martínez,155,4,12,76,71,16,155,17,7,41.2,8,47.1,80,294,95
88,Yeray Álvarez,1651,161,698,896,74,16,1651,11,6,54.5,1,9.1,898,6084,4073
89,Ibrahim Amadou,244,54,147,89,9,2,244,2,1,50.0,1,50.0,167,851,394
90,Selim Amallah,138,2,21,77,44,11,138,25,11,44.0,12,48.0,80,507,254
91,Daniel Amartey,1279,185,658,578,46,9,1279,5,2,40.0,2,40.0,779,3720,2275
92,Amath,464,12,70,171,229,40,464,34,14,41.2,15,44.1,261,1666,840
93,Jordan Amavi,119,8,33,65,23,1,119,1,0,0.0,1,100.0,42,255,121
94,Lukáš Ambros,9,1,3,5,1,0,9,1,0,0.0,1,100.0,4,28,7
95,Kelvin Amian,1395,110,506,512,383,47,1395,30,16,53.3,11,36.7,623,3822,2090
96,Bruno Amione,20,9,17,4,0,0,20,0,0,,0,,7,22,8
97,Bruno Amione,1263,139,715,479,83,24,1263,10,2,20.0,6,60.0,663,2805,1165
98,Nadiem Amiri,624,16,119,339,174,15,623,38,18,47.4,14,36.8,352,2134,1069
99,Samuel Amo-Ameyaw,8,0,1,5,3,0,8,4,3,75.0,1,25.0,4,70,64
100,Ethan Ampadu,1889,229,930,841,140,19,1889,12,9,75.0,1,8.3,1007,5907,3014
101,Sofyan Amrabat,1641,45,298,1106,256,6,1641,17,12,70.6,4,23.5,1054,6108,2876
102,Ayoub Amraoui,210,10,69,93,50,1,210,4,2,50.0,1,25.0,165,761,396
103,Joachim Andersen,2303,355,1232,996,89,39,2303,9,5,55.6,4,44.4,1318,6889,3787
104,Elliot Anderson,286,7,44,99,151,39,286,29,10,34.5,13,44.8,160,970,522
105,Felipe Anderson,1832,32,236,830,790,129,1832,105,54,51.4,42,40.0,967,5271,2369
106,Benjamin André,2743,120,626,1774,363,35,2743,36,19,52.8,14,38.9,2057,10561,4605
107,Marcos André,125,1,8,50,69,23,125,17,9,52.9,4,23.5,78,353,124
108,Komnen Andrić,597,14,44,346,210,52,595,15,6,40.0,7,46.7,431,2150,477
109,Robert Andrich,1724,113,540,1021,171,19,1724,7,5,71.4,1,14.3,743,3500,1660
110,Angeliño,1798,78,506,771,533,32,1798,28,13,46.4,11,39.3,818,3134,1459
111,Fabrizio Angileri,324,17,88,157,80,3,324,11,4,36.4,6,54.5,123,554,220
112,Jaidon Anthony,717,23,150,271,304,33,717,47,15,31.9,30,63.8,423,2449,1032
113,Janis Antiste,23,0,7,9,7,1,23,1,0,0.0,1,100.0,14,49,9
114,Waldemar Anton,2435,244,1128,1083,249,36,2435,38,19,50.0,18,47.4,1383,8281,4557
115,Josep Antoni Gayá,19,10,15,3,1,0,19,0,0,,0,,6,32,2
116,José Antonio,15,0,2,4,9,0,15,4,1,25.0,1,25.0,13,45,36
117,Marcos Antônio,493,29,117,331,49,1,493,5,4,80.0,0,0.0,296,1197,339
118,Michail Antonio,596,15,39,262,308,80,596,66,27,40.9,29,43.9,375,2585,1237
119,Antony,1066,12,134,348,609,85,1066,77,30,39.0,38,49.4,763,4783,2569
120,Valentin Antov,267,34,127,121,19,0,267,1,1,100.0,0,0.0,138,600,313
121,Christopher Antwi-Adjei,996,7,102,304,605,63,996,80,31,38.8,39,48.8,525,3766,1485
122,Anuar,70,8,20,30,20,8,70,4,2,50.0,0,0.0,37,261,127
123,Houssem Aouar,461,6,51,279,134,28,461,23,10,43.5,11,47.8,365,1848,739
124,Adil Aouchiche,192,7,30,104,61,8,192,7,2,28.6,3,42.9,149,996,559
125,Dennis Appiah,554,37,158,292,113,4,554,18,6,33.3,10,55.6,372,2193,1173
126,Stredair Appuah,43,0,4,21,20,2,43,5,4,80.0,1,20.0,27,361,197
127,Mauro Arambarri,514,30,118,304,102,3,514,4,4,100.0,0,0.0,234,1162,503
128,Charles Aránguiz,368,9,84,225,61,8,368,7,4,57.1,1,14.3,172,681,278
129,Ronald Araújo,1437,109,487,882,77,29,1437,14,10,71.4,3,21.4,957,5938,3727
130,Cameron Archer,15,0,1,8,7,3,15,1,1,100.0,0,0.0,15,114,72
131,Taïryk Arconte,35,1,4,10,22,5,35,5,3,60.0,2,40.0,22,171,32
132,Alphonse Areola,98,91,98,0,0,0,98,0,0,,0,,53,253,153
133,Adu Ares,69,2,5,18,46,3,69,9,5,55.6,2,22.2,51,410,246
134,Joe Aribo,566,14,87,269,222,46,566,39,17,43.6,21,53.8,294,1294,615
135,Adam Armstrong,458,11,71,176,222,46,458,43,13,30.2,25,58.1,255,2338,996
136,Stuart Armstrong,864,21,133,403,341,37,864,52,22,42.3,21,40.4,539,3859,1910
137,Marko Arnautović,618,14,44,325,255,57,615,27,13,48.1,11,40.7,361,1616,524
138,Maximilian Arnold,1927,113,470,1108,364,11,1922,17,8,47.1,5,29.4,974,4616,2330
139,Mohamed El Arouch,4,0,3,1,1,0,4,1,0,0.0,1,100.0,2,34,33
140,Sergio Arribas,13,1,1,6,6,1,13,0,0,,0,,4,26,17
141,Kepa Arrizabalaga,1119,892,1103,16,0,0,1119,1,1,100.0,0,0.0,654,2894,1683
142,Roberto Arroyo,7,0,1,3,3,1,7,1,1,100.0,0,0.0,8,38,25
143,Tolgay Arslan,770,13,145,398,234,26,770,36,15,41.7,13,36.1,473,2944,1530
144,Ricard Artero,68,2,14,36,20,6,68,4,3,75.0,0,0.0,45,217,106
145,Santiago Arzamendia,290,23,90,135,70,5,290,6,2,33.3,4,66.7,140,668,349
146,Takuma Asano,556,12,65,213,289,80,556,35,13,37.1,16,45.7,343,2354,919
147,Santiago Ascacíbar,553,26,177,280,100,4,553,9,4,44.4,4,44.4,254,976,442
148,Sergio Asenjo,384,327,384,0,0,0,384,0,0,,0,,198,910,556
149,Marco Asensio,951,11,66,375,517,71,950,33,23,69.7,7,21.2,609,3688,1856
150,Kristoffer Askildsen,351,17,68,190,97,8,351,6,3,50.0,1,16.7,131,665,336
151,Fisnik Asllani,95,3,8,36,53,16,95,3,1,33.3,2,66.7,56,182,103
152,Kristjan Asllani,507,8,115,309,87,2,507,5,2,40.0,3,60.0,331,1588,634
153,Iago Aspas,1487,26,111,643,748,145,1484,56,22,39.3,25,44.6,1030,5114,2370
154,Lorenz Assignon,200,15,51,110,42,6,200,5,1,20.0,3,60.0,122,727,411
155,Youcef Atal,632,22,149,295,202,18,632,43,19,44.2,22,51.2,443,2882,1605
156,Valentin Atangana Edoa,76,5,21,32,24,8,76,5,0,0.0,3,60.0,50,319,135
157,Pierre-Emerick Aubameyang,161,7,16,69,79,23,161,5,3,60.0,2,40.0,86,529,259
158,Pierre-Emerick Aubameyang,4,0,1,2,1,1,4,0,0,,0,,2,8,1
159,Emil Audero,982,811,968,17,0,0,982,0,0,,0,,548,2997,1827
160,Tommaso Augello,1981,88,615,856,544,21,1981,64,36,56.3,23,35.9,1042,5837,3177
161,Ludwig Augustinsson,51,3,19,15,17,2,51,1,0,0.0,1,100.0,29,180,27
162,Ludwig Augustinsson,80,6,28,32,20,2,80,0,0,,0,,39,132,62
163,Carlos Augusto,2073,111,676,917,498,71,2073,61,33,54.1,24,39.3,1032,5925,3073
164,Serge Aurier,1238,107,484,505,263,13,1238,32,16,50.0,11,34.4,520,2394,1398
165,Mathias Autret,722,24,123,366,239,24,721,25,10,40.0,14,56.0,512,2801,950
166,Ezequiel Ávila,739,18,83,275,383,61,736,34,17,50.0,14,41.2,422,1922,710
167,Cédric Avinel,876,119,508,369,5,2,876,1,0,0.0,0,0.0,576,3235,1495
168,Taiwo Awoniyi,434,22,62,177,203,55,434,23,9,39.1,11,47.8,246,1269,530
169,Yasin Ayari,30,0,5,18,8,1,30,1,0,0.0,0,0.0,19,76,44
170,Mehmet Aydin,380,24,128,165,97,5,380,14,4,28.6,7,50.0,166,963,416
171,André Ayew,106,11,15,49,42,8,105,6,1,16.7,4,66.7,40,271,102
172,Jordan Ayew,1327,46,192,611,560,98,1327,149,65,43.6,59,39.6,801,5195,2372
173,Kaan Ayhan,385,54,198,182,6,0,385,0,0,,0,,235,1168,744
174,Luke Ayling,1413,79,466,578,390,56,1413,33,13,39.4,17,51.5,648,2963,1480
175,Ayman Azhil,0,0,0,0,0,0,0,0,0,,0,,0,0,0
176,Sardar Azmoun,344,13,43,175,135,48,344,11,6,54.5,5,45.5,167,769,343
177,César Azpilicueta,1245,84,424,510,319,25,1245,13,7,53.8,5,38.5,612,2691,1573
178,Sanoussy Ba,0,0,0,0,0,0,0,0,0,,0,,0,0,0
179,Iddrisu Baba,773,61,253,476,60,8,773,19,11,57.9,5,26.3,413,1926,498
180,Srđan Babić,1640,237,976,633,43,16,1640,8,4,50.0,4,50.0,891,4831,2792
181,Loïc Bade,1030,117,572,431,34,10,1030,9,6,66.7,2,22.2,609,2716,1276
182,Loïc Bade,67,7,35,31,2,2,67,0,0,,0,,51,277,100
183,Édgar Badía,1189,1110,1188,2,0,0,1189,0,0,,0,,599,3229,1937
184,Benoît Badiashile,945,95,469,458,25,11,945,3,1,33.3,2,66.7,630,3020,1774
185,Benoît Badiashile,568,82,240,324,13,7,568,1,0,0.0,1,100.0,402,2118,1114
186,Alex Baena,1103,28,152,512,454,66,1103,62,27,43.5,25,40.3,752,3962,1847
187,Jaime Báez,62,3,10,37,16,2,62,2,1,50.0,0,0.0,34,197,124
188,Leon Bailey,813,16,91,283,456,89,813,112,41,36.6,55,49.1,521,4027,1706
189,Eric Bailly,357,40,159,181,20,10,357,4,2,50.0,2,50.0,218,1355,619
190,Dénys Bain,70,15,42,28,0,0,70,1,1,100.0,0,0.0,48,294,137
191,Brandon Baiye,42,5,10,24,8,1,42,1,1,100.0,0,0.0,27,159,54
192,Stefan Bajcetic,324,6,66,189,74,5,324,16,7,43.8,4,25.0,175,990,450
193,Nedim Bajrami,457,1,66,185,219,27,457,31,11,35.5,18,58.1,267,1928,816
194,Nedim Bajrami,451,8,63,150,247,29,451,32,18,56.3,12,37.5,278,1652,739
195,Cédric Bakambu,33,0,6,15,12,3,33,2,0,0.0,2,100.0,22,135,59
196,Tiemoué Bakayoko,30,3,16,12,2,0,30,3,1,33.3,2,66.7,16,96,56
197,Mitchel Bakker,1139,32,331,570,250,29,1139,39,11,28.2,21,53.8,575,2706,1353
198,Ridle Baku,1889,80,521,880,498,45,1889,61,23,37.7,27,44.3,1052,4917,2381
199,Tommaso Baldanzi,841,11,109,408,334,46,841,60,23,38.3,30,50.0,548,3500,1772
200,Alejandro Balde,1939,40,419,874,672,78,1939,96,50,52.1,36,37.5,1270,7276,4100
201,Thierno Balde,1138,85,395,425,339,34,1138,67,36,53.7,22,32.8,765,5808,2996
202,Carlos Baleba,384,10,49,256,83,5,384,28,15,53.6,9,32.1,302,1903,1027
203,Mikel Balenziaga,77,2,14,39,25,0,77,1,1,100.0,0,0.0,29,100,50
204,Leonardo Balerdi,1997,223,869,1027,113,16,1997,14,9,64.3,4,28.6,1413,8306,4291
205,Dominic Ballard,11,0,2,4,5,0,11,2,0,0.0,1,50.0,6,25,10
206,Iván Balliu,2116,88,503,925,695,26,2116,31,11,35.5,12,38.7,1021,5129,2879
207,Fodé Ballo-Touré,352,7,77,168,110,9,352,15,5,33.3,9,60.0,152,762,427
208,Folarin Balogun,970,16,72,385,525,198,963,87,35,40.2,44,50.6,742,4561,1697
209,Abdoulaye Bamba,832,52,317,442,81,2,832,9,4,44.4,4,44.4,598,2647,1112
210,Jonathan Bamba,1803,22,170,799,859,140,1803,99,35,35.4,54,54.5,1438,8683,3476
211,Patrick Bamford,550,19,34,257,266,83,548,34,11,32.4,19,55.9,290,1186,447
212,Lameck Banda,720,13,75,266,403,74,720,112,48,42.9,48,42.9,505,4583,2236
213,Filippo Bandinelli,1333,66,317,658,376,29,1333,42,15,35.7,21,50.0,746,3897,1736
214,Léo Baptistão,789,16,158,391,262,61,789,36,14,38.9,16,44.4,465,2611,1484
215,Shandon Baptiste,373,12,87,196,97,7,373,13,6,46.2,3,23.1,240,1097,507
216,Antonín Barák,16,0,0,10,6,0,16,2,1,50.0,1,50.0,12,68,25
217,Antonín Barák,904,19,84,470,362,67,904,39,19,48.7,17,43.6,556,3364,1435
218,Andrea Barberis,194,6,38,126,31,2,194,0,0,,0,,100,487,253
219,Tommaso Barbieri,78,1,28,29,21,2,78,3,1,33.3,1,33.3,40,275,125
220,Bradley Barcola,666,10,81,243,355,108,666,80,40,50.0,38,47.5,481,3202,1403
221,Melvin Bard,1820,93,603,837,409,26,1820,54,23,42.6,25,46.3,1191,6786,3208
222,Francesco Bardi,25,23,25,0,0,0,25,0,0,,0,,10,46,35
223,Keidi Bare,336,15,67,207,62,5,336,6,2,33.3,3,50.0,181,1012,439
224,Nicolò Barella,1892,43,303,962,656,57,1892,70,40,57.1,17,24.3,1253,7327,3430
225,Kike Barja,674,6,65,199,413,55,674,89,39,43.8,44,49.4,459,3154,1499
226,Ross Barkley,606,10,91,296,228,26,606,21,12,57.1,8,38.1,457,2573,1229
227,Aymen Barkok,360,12,53,156,158,16,360,20,9,45.0,11,55.0,185,1396,726
228,Harvey Barnes,1143,17,128,435,600,133,1143,91,27,29.7,53,58.2,734,5174,2749
229,Leandro Barreiro Martins,870,55,221,432,231,58,870,19,5,26.3,9,47.4,356,1564,640
230,Enzo Barrenechea,138,3,36,90,13,2,138,1,0,0.0,1,100.0,79,343,171
231,Ander Barrenetxea,544,14,110,213,232,41,544,63,34,54.0,25,39.7,328,2099,994
232,Mickaël Barreto,869,18,159,501,227,9,869,49,23,46.9,24,49.0,601,3671,1576
233,Pablo Barrios,554,12,106,314,140,12,554,30,15,50.0,12,40.0,320,1795,690
234,Musa Barrow,1064,5,122,454,502,46,1064,71,24,33.8,41,57.7,667,4328,1960
235,Federico Baschirotto,1823,238,968,771,96,36,1823,5,3,60.0,1,20.0,849,4481,2352
236,Toma Bašić,367,12,75,179,115,17,367,8,3,37.5,4,50.0,222,1064,477
237,Alberto Basso,3,0,0,0,3,1,3,0,0,,0,,2,27,11
238,Gil Bastião Dias,246,4,46,111,97,13,246,19,10,52.6,8,42.1,157,1079,531
239,Alessandro Bastoni,1857,201,796,821,250,30,1857,15,8,53.3,6,40.0,1137,5797,3688
240,Simone Bastoni,749,31,183,306,273,24,749,20,7,35.0,10,50.0,341,1724,853
241,Rodrigo Battaglia,310,28,114,170,27,6,310,3,0,0.0,1,33.3,136,665,268
242,Maximilian Bauer,982,135,590,362,36,13,982,5,2,40.0,1,20.0,461,2267,1272
243,Oliver Baumann,1503,1219,1489,15,0,0,1503,0,0,,0,,903,4083,2259
244,Timo Baumgartl,372,33,160,187,26,9,372,0,0,,0,,212,1099,626
245,Julian Baumgartlinger,292,19,93,156,44,3,292,4,1,25.0,2,50.0,143,462,203
246,Christoph Baumgartner,1340,39,204,655,505,118,1340,116,54,46.6,47,40.5,767,4948,2487
247,Cyrille Bayala,947,27,161,431,373,45,947,68,25,36.8,38,55.9,620,4019,1631
248,Brian Bayeye,64,6,29,24,11,3,64,2,2,100.0,0,0.0,23,139,93
249,Noah Joel Sarenren Bazee,8,0,1,4,4,1,8,2,1,50.0,1,50.0,4,45,15
250,Gavin Bazunu,1253,910,1234,19,0,0,1253,0,0,,0,,746,3699,2072
251,Bebé,52,0,1,19,36,0,52,8,3,37.5,4,50.0,37,344,154
252,Ihlas Bebou,576,22,63,235,288,69,575,58,26,44.8,30,51.7,307,1655,680
253,Rodrigo Becão,1667,135,805,701,172,43,1667,10,5,50.0,5,50.0,850,3682,2219
254,Mads Bech Sørensen,14,1,4,8,2,0,14,0,0,,0,,2,3,0
255,Julius Beck,8,0,2,5,1,0,8,0,0,,0,,5,27,5
256,Sheraldo Becker,908,7,57,263,602,117,908,59,26,44.1,28,47.5,617,4379,2043
257,Jan Bednarek,1127,205,635,460,37,14,1127,2,1,50.0,1,50.0,579,2671,1580
258,Jan Bednarek,79,9,39,40,1,0,79,0,0,,0,,47,291,177
259,Donny van de Beek,72,1,3,23,46,11,72,3,2,66.7,1,33.3,39,148,85
260,Asmir Begović,33,31,33,0,0,0,33,0,0,,0,,19,75,47
261,Yanis Begraoui,29,0,7,11,11,2,29,2,1,50.0,1,50.0,22,91,32
262,Kevin Behrens,687,30,53,312,327,83,687,24,12,50.0,8,33.3,306,1254,350
263,Alexis Beka Beka,387,14,82,219,93,5,387,17,8,47.1,8,47.1,295,1911,864
264,Jérémie Bela,355,15,72,132,157,15,355,27,9,33.3,14,51.9,240,1600,644
265,Reda Belahyane,135,3,41,92,9,1,135,5,5,100.0,0,0.0,113,643,318
266,Youcef Belaïli,631,6,66,320,257,51,625,64,29,45.3,24,37.5,476,3115,1319
267,Youcef Belaïli,212,2,22,84,110,13,212,15,4,26.7,7,46.7,149,1023,484
268,Haris Belkebla,1524,58,353,979,214,15,1523,34,11,32.4,15,44.1,1097,5725,2432
269,Stefan Bell,1551,180,849,653,59,18,1551,7,6,85.7,0,0.0,767,3351,1604
270,Armel Bella Kotchap,1211,209,654,519,46,22,1211,11,4,36.4,3,27.3,697,3570,1899
271,Raoul Bellanova,373,24,115,127,135,13,373,12,7,58.3,2,16.7,230,1762,908
272,Karim Bellarabi,68,1,9,25,35,4,68,5,1,20.0,4,80.0,41,183,90
273,Jean-Ricner Bellegarde,1589,30,219,833,569,45,1589,111,57,51.4,32,28.8,1129,8275,4230
274,Héctor Bellerín,107,1,17,50,41,5,107,4,3,75.0,1,25.0,54,271,159
275,Jude Bellingham,2091,48,342,1171,606,105,2090,151,86,57.0,42,27.8,1342,7887,3912
276,Jeanuël Belocian,353,24,123,191,41,4,353,4,2,50.0,1,25.0,248,1242,543
277,Andrea Belotti,404,7,34,164,210,52,403,33,7,21.2,18,54.5,226,1235,452
278,Fran Beltrán,2062,62,454,1253,366,11,2062,22,16,72.7,6,27.3,1239,6158,2685
279,Eliesse Ben Seghir,583,2,38,284,272,40,583,36,14,38.9,14,38.9,459,2968,1211
280,Salim Ben Seghir,4,0,0,2,2,0,4,0,0,,0,,3,13,6
281,Wissam Ben Yedder,799,0,22,325,458,151,793,51,23,45.1,25,49.0,610,3251,1304
282,Marco Benassi,112,1,25,64,24,3,112,1,0,0.0,0,0.0,81,284,120
283,Marco Benassi,461,20,109,221,136,17,461,9,8,88.9,0,0.0,225,1193,439
284,Iker Benito,66,4,19,24,26,3,66,9,3,33.3,5,55.6,34,371,245
285,Ismaël Bennacer,1666,30,300,1023,369,10,1666,49,27,55.1,13,26.5,985,5133,2012
286,Saïd Benrahma,1091,16,131,399,583,94,1087,123,51,41.5,56,45.5,699,5281,2705
287,Ramy Bensebaini,1885,138,685,870,345,54,1883,32,12,37.5,16,50.0,940,4235,2012
288,Nabil Bentaleb,2186,70,511,1366,358,15,2184,111,63,56.8,31,27.9,1628,9116,4191
289,Rodrigo Bentancur,1071,52,295,612,175,19,1071,34,21,61.8,11,32.4,581,3001,1444
290,Daniel Bentley,87,83,87,0,0,0,87,0,0,,0,,29,193,133
291,Karim Benzema,1284,7,56,457,776,175,1276,44,20,45.5,22,50.0,796,3734,1900
292,Domenico Berardi,1179,17,102,463,628,111,1171,50,22,44.0,20,40.0,766,3818,1586
293,Yuri Berchiche,1865,92,478,899,506,24,1865,30,12,40.0,15,50.0,966,4831,2537
294,Álex Berenguer,1298,22,135,390,794,117,1298,85,37,43.5,44,51.8,716,4451,2024
