,Player,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist
672,Romain Del Castillo,892,6,82,413,416,45,887,70,28,40.0,32,45.7,618,3955,1603
673,Alberto Del Moral,1,0,0,1,0,0,1,0,0,,0,,1,2,1
674,Thomas Delaine,642,28,148,267,239,20,642,27,12,44.4,11,40.7,415,2770,1239
675,Thomas Delaney,188,8,52,108,28,7,188,0,0,,0,,113,361,110
676,Thomas Delaney,191,10,80,90,22,0,191,6,2,33.3,3,50.0,105,321,132
677,Sacha Delaye,19,0,6,9,4,1,19,0,0,,0,,9,30,8
678,Fran Delgado,8,0,1,3,4,1,8,0,0,,0,,3,9,5
679,Andy Delort,309,7,21,150,141,37,306,12,4,33.3,7,58.3,224,1093,372
680,Andy Delort,193,2,10,78,105,32,193,9,6,66.7,2,22.2,125,532,138
681,Karamoko Dembele,115,1,8,48,61,10,115,6,2,33.3,2,33.3,90,697,355
682,Moussa Dembélé,299,9,24,135,143,50,299,12,4,33.3,8,66.7,200,1043,240
683,Ousmane Dembélé,1041,2,30,311,719,103,1041,114,52,45.6,50,43.9,755,6024,3328
684,Siriki Dembélé,71,1,10,30,33,3,71,10,6,60.0,3,30.0,47,311,160
685,Siriki Dembélé,159,0,25,57,82,13,159,31,19,61.3,9,29.0,127,995,405
686,Merih Demiral,832,140,495,319,28,14,832,9,2,22.2,5,55.6,348,1662,564
687,Kerem Demirbay,1253,42,247,700,313,16,1253,24,8,33.3,12,50.0,624,3184,1510
688,Ermedin Demirović,867,42,122,326,430,122,866,53,19,35.8,28,52.8,391,1933,797
689,Diego Demme,205,6,30,153,22,0,205,4,2,50.0,1,25.0,143,612,270
690,Sepp van den Berg,419,50,250,152,19,12,419,4,1,25.0,3,75.0,223,1062,528
691,Branco van den Boomen,2457,43,385,1362,726,38,2453,38,19,50.0,14,36.8,1758,8854,3811
692,Leander Dendoncker,365,21,102,219,46,7,365,5,3,60.0,2,40.0,171,852,271
693,Leander Dendoncker,128,6,33,75,21,5,128,2,1,50.0,1,50.0,60,205,77
694,Emmanuel Dennis,335,5,55,118,177,40,335,54,19,35.2,26,48.1,211,1512,840
695,Fabio Depaoli,953,51,238,411,317,35,953,46,11,23.9,27,58.7,408,1989,972
696,Fabio Depaoli,117,6,28,56,34,3,117,7,3,42.9,2,28.6,73,347,184
697,Kastriot Dermaku,2,0,0,2,0,0,2,0,0,,0,,0,0,0
698,Halil Dervişoğlu,1,0,0,0,1,0,1,0,0,,0,,2,13,0
699,Rémy Descamps,28,26,28,0,0,0,28,0,0,,0,,18,149,124
700,Mikkel Desler,1855,94,457,936,477,33,1855,51,27,52.9,16,31.4,1269,6952,3217
701,Cyriel Dessers,466,8,18,162,289,115,465,36,13,36.1,22,61.1,268,1302,530
702,Sergiño Dest,246,7,75,116,61,3,246,18,8,44.4,9,50.0,134,827,470
703,Mattia Destro,139,6,12,59,68,26,139,8,4,50.0,4,50.0,79,286,108
704,Gerard Deulofeu,725,5,44,295,400,82,725,45,20,44.4,21,46.7,455,3177,2005
705,Kiernan Dewsbury-Hall,1490,48,279,796,443,50,1490,76,42,55.3,26,34.2,903,5218,2559
706,Samuel Di Carmine,9,0,0,4,5,2,9,1,1,100.0,0,0.0,6,31,6
707,Federico Di Francesco,745,14,88,288,383,82,745,49,17,34.7,27,55.1,447,2745,1387
708,Michele Di Gregorio,1607,1324,1600,7,0,0,1607,2,2,100.0,0,0.0,973,5309,3519
709,Giovanni Di Lorenzo,2957,104,715,1476,788,94,2957,33,12,36.4,17,51.5,1842,7948,4413
710,Ángel Di María,851,2,71,372,426,46,850,80,32,40.0,41,51.3,552,3838,1814
711,Boulaye Dia,885,31,113,427,364,75,884,88,35,39.8,39,44.3,610,4033,1545
712,Moussa Diaby,1279,3,88,539,666,139,1278,105,51,48.6,45,42.9,849,5736,3178
713,Mouctar Diakhaby,1452,188,711,659,90,52,1452,10,5,50.0,4,40.0,823,4136,2149
714,Mamadou Diakhon,10,0,2,4,4,1,10,2,1,50.0,1,50.0,6,35,24
715,Bafodé Diakité,2189,84,545,1252,411,39,2189,30,19,63.3,8,26.7,1569,7572,3718
716,Ibrahim Diakité,83,4,30,32,23,1,83,3,1,33.3,1,33.3,46,264,96
717,Abdou Diallo,443,57,203,216,27,8,443,5,3,60.0,1,20.0,277,1519,942
718,Baila Diallo,55,3,13,18,24,4,55,1,0,0.0,1,100.0,25,160,59
719,Habib Diallo,1007,34,90,430,494,192,1003,71,29,40.8,39,54.9,665,3878,1285
720,Ibrahima Diallo,499,18,128,308,74,4,499,13,8,61.5,5,38.5,287,1445,710
721,Ismael Diallo,1309,95,517,633,177,3,1309,34,14,41.2,14,41.2,832,4820,2213
722,Habib Diarra,867,12,132,413,336,41,867,62,25,40.3,25,40.3,649,4270,2145
723,Mamady Diarra,21,0,6,9,6,3,21,3,1,33.3,2,66.7,14,84,55
724,Moussa Diarra,789,56,296,344,153,8,789,24,9,37.5,13,54.2,546,3188,1480
725,Stéphane Diarra,525,19,123,204,218,40,525,78,24,30.8,45,57.7,381,2900,1516
726,Youba Diarra,66,10,27,41,1,0,66,0,0,,0,,33,126,72
727,Rúben Dias,2237,176,881,1280,83,22,2237,10,8,80.0,1,10.0,1497,8194,5025
728,Krépin Diatta,1011,13,93,367,560,88,1011,61,32,52.5,18,29.5,745,4532,2035
729,Mory Diaw,1561,1266,1549,12,0,0,1561,1,1,100.0,0,0.0,1064,5707,3786
730,Brahim Díaz,990,6,63,538,413,65,990,86,39,45.3,40,46.5,691,4623,2512
731,Luis Díaz,618,4,47,247,336,77,618,65,32,49.2,25,38.5,440,2944,1303
732,Justin Diehl,3,0,0,0,3,0,3,1,0,0.0,1,100.0,3,17,12
733,Bamba Dieng,76,1,4,39,34,15,76,3,2,66.7,1,33.3,54,303,112
734,Bamba Dieng,259,6,26,131,105,36,258,31,9,29.0,14,45.2,193,989,291
735,Eric Dier,2274,370,1333,866,84,25,2274,6,3,50.0,2,33.3,1368,6183,2851
736,Florian Dietz,137,3,4,62,72,25,137,7,1,14.3,4,57.1,68,331,153
737,Lucas Digne,1096,64,365,396,342,24,1096,18,3,16.7,11,61.1,552,2363,1262
738,Federico Dimarco,1451,40,312,552,600,72,1451,20,5,25.0,13,65.0,776,3457,1846
739,Stole Dimitrievski,1194,993,1185,9,0,0,1194,0,0,,0,,619,3767,2427
740,Junior Dina Ebimbe,689,33,175,353,175,38,689,44,17,38.6,22,50.0,344,2173,1122
741,Tristan Dingomé,88,0,9,41,38,5,88,2,1,50.0,1,50.0,66,263,123
742,Eren Dinkçi,131,2,8,51,75,20,131,14,4,28.6,10,71.4,79,376,143
743,Sinaly Diomande,1711,120,693,902,120,14,1711,20,10,50.0,5,25.0,1241,6376,3326
744,Lois Diony,196,1,4,85,110,30,196,11,3,27.3,6,54.5,141,747,224
745,Edan Diop,167,2,20,68,83,16,167,11,3,27.3,8,72.7,119,636,275
746,Issa Diop,1606,191,828,762,28,9,1606,7,5,71.4,1,14.3,1026,6704,4207
747,Sofiane Diop,876,14,133,431,324,34,876,49,22,44.9,24,49.0,695,4490,1888
748,Sofiane Diop,48,0,0,14,35,5,48,5,1,20.0,3,60.0,33,255,127
749,Yehvann Diouf,1138,914,1131,7,0,0,1138,2,2,100.0,0,0.0,843,4099,2346
750,Axel Disasi,2293,234,832,1326,161,51,2292,29,21,72.4,8,27.6,1662,11330,6779
751,Tiago Djaló,1780,173,763,976,57,18,1780,14,5,35.7,6,42.9,1409,7349,3933
752,Djené,1418,117,599,716,120,11,1418,28,18,64.3,3,10.7,754,3584,1725
753,Moussa Djenepo,358,16,103,158,102,16,358,42,19,45.2,17,40.5,197,1423,726
754,Koffi Djidji,1678,129,754,844,90,8,1678,5,4,80.0,1,20.0,919,3316,1486
755,Alexander Djiku,1873,241,878,932,74,26,1873,6,4,66.7,2,33.3,1173,6156,2955
756,Berat Djimsiti,1294,140,647,587,64,15,1294,7,4,57.1,2,28.6,700,3099,1396
757,Moussa Djitte,50,1,5,25,21,2,50,4,0,0.0,2,50.0,36,206,38
758,Ouparine Djoco,41,26,39,2,0,0,41,0,0,,0,,27,159,114
759,Marko Dmitrović,540,455,539,1,0,0,540,0,0,,0,,268,1454,792
760,Alan Do Marcolino,3,1,1,2,0,0,3,0,0,,0,,4,15,2
761,Ben Doak,22,0,4,10,10,2,22,4,0,0.0,4,100.0,16,182,51
762,Ritsu Doan,1038,18,125,430,508,104,1038,129,50,38.8,62,48.1,636,4016,1993
763,Dodô,1719,52,464,813,462,24,1719,62,34,54.8,21,33.9,1028,6650,3625
764,Danilho Doekhi,1209,116,563,553,99,27,1209,7,3,42.9,1,14.3,640,2993,1470
765,Matt Doherty,500,27,144,184,172,24,500,12,5,41.7,4,33.3,247,953,443
766,Matt Doherty,11,0,6,3,2,0,11,0,0,,0,,6,15,5
767,Josh Doig,705,27,191,276,256,27,705,54,23,42.6,22,40.7,336,2325,1064
768,Jeremy Doku,744,5,71,292,419,89,744,159,96,60.4,49,30.8,643,5774,3010
769,Kasper Dolberg,46,5,7,23,17,5,46,3,1,33.3,0,0.0,28,202,75
770,Kasper Dolberg,148,10,23,56,71,16,148,8,3,37.5,4,50.0,82,444,158
771,Carlos Dominguez,46,11,32,15,1,0,46,1,1,100.0,0,0.0,20,91,30
772,Nicolás Domínguez,1703,47,308,991,419,37,1703,37,23,62.2,12,32.4,908,3910,1802
773,John Donald,542,49,236,273,33,7,542,7,5,71.4,2,28.6,313,1467,609
774,Giulio Donati,349,26,151,159,44,1,349,3,1,33.3,2,66.7,219,1022,462
775,Kyliane Dong,77,0,7,32,41,8,77,11,5,45.5,4,36.4,61,541,280
776,Jordan Dongmo,13,0,0,9,4,0,13,1,0,0.0,1,100.0,11,37,7
777,Gianluigi Donnarumma,1021,909,1016,6,0,0,1021,1,1,100.0,0,0.0,695,3076,1895
778,Niklas Dorsch,237,24,95,121,27,0,237,8,5,62.5,3,37.5,99,526,223
779,Jodel Dossou,101,1,13,40,51,9,101,21,8,38.1,10,47.6,67,446,214
780,Lohann Doucet,92,5,20,59,14,1,92,2,1,50.0,1,50.0,63,355,201
781,Abdoulaye Doucouré,713,18,156,327,242,45,713,33,20,60.6,11,33.3,371,1689,896
782,Cheick Doucouré,1577,94,444,894,255,15,1577,21,15,71.4,6,28.6,761,3761,1761
783,Siriné Doucouré,86,0,8,35,44,12,86,15,7,46.7,6,40.0,65,511,194
784,Désiré Doué,651,10,61,351,254,34,651,79,48,60.8,23,29.1,502,3396,1508
785,Guela Doué,11,0,2,6,3,0,11,0,0,,0,,8,36,9
786,Ismaël Doukouré,1340,85,467,784,108,3,1340,45,29,64.4,12,26.7,953,5737,2683
787,Kamory Doumbia,708,14,93,368,254,37,707,36,18,50.0,16,44.4,536,3098,1318
788,Souleyman Doumbia,1183,52,341,586,276,20,1183,77,27,35.1,38,49.4,786,5076,2556
789,Flynn Downes,405,14,74,265,68,5,405,2,1,50.0,0,0.0,224,1041,364
790,Kami Doyle,6,0,2,3,1,0,6,1,0,0.0,1,100.0,4,12,1
791,Bartłomiej Drągowski,1265,1027,1258,7,0,0,1265,0,0,,0,,757,4042,2471
792,Cody Drameh,44,1,7,26,11,0,44,1,1,100.0,0,0.0,17,48,10
793,Dion Drena Beljo,371,18,45,190,140,29,371,15,7,46.7,6,40.0,184,951,291
794,Dominick Drexler,628,20,113,304,223,41,628,21,10,47.6,9,42.9,324,1557,696
795,Domingos Duarte,1246,178,677,538,35,22,1246,6,5,83.3,1,16.7,583,2704,1231
796,Martin Dúbravka,59,55,59,0,0,0,59,0,0,,0,,38,190,103
797,Marvin Ducksch,1251,50,116,463,676,149,1250,38,15,39.5,20,52.6,576,2035,851
798,Ondrej Duda,573,20,86,363,131,11,573,34,20,58.8,8,23.5,311,1850,701
799,Ondrej Duda,360,5,37,205,120,14,360,21,9,42.9,11,52.4,220,1157,450
800,Shane Duffy,22,3,13,9,1,1,22,1,1,100.0,0,0.0,9,41,18
801,Rémy Dugimont,82,5,14,27,42,4,82,1,0,0.0,1,100.0,60,333,130
802,Denzel Dumfries,1263,42,266,551,467,99,1263,52,18,34.6,23,44.2,674,3940,1928
803,Alfred Duncan,634,10,92,371,179,9,634,23,12,52.2,8,34.8,348,1705,786
804,Lewis Dunk,3461,428,1665,1712,97,34,3461,5,4,80.0,0,0.0,2294,11410,6327
805,Maxime Dupé,1372,1064,1364,7,1,1,1372,2,2,100.0,0,0.0,941,5150,3364
806,Jhon Durán,57,3,3,26,29,6,57,2,1,50.0,1,50.0,33,205,123
807,Pablo Durán,29,3,8,10,11,0,29,3,1,33.3,2,66.7,14,54,5
808,Julien Duranville,20,0,2,3,15,0,20,3,3,100.0,0,0.0,16,231,76
809,Hugo Duro,431,11,29,187,217,73,430,13,2,15.4,8,61.5,229,704,357
810,Jean-Kevin Duverne,1775,96,486,887,434,18,1775,65,26,40.0,30,46.2,1099,7192,3960
811,Paulo Dybala,1089,2,85,542,478,78,1084,64,27,42.2,27,42.2,689,4141,1816
812,Edin Džeko,749,30,67,351,341,113,749,26,8,30.8,14,53.8,400,2047,726
813,Malcolm Ebiowei,21,0,1,8,12,2,21,5,2,40.0,3,60.0,14,107,30
814,Festy Ebosele,233,16,64,82,97,13,233,36,19,52.8,13,36.1,129,1242,644
815,Enzo Ebosse,667,51,292,306,72,0,667,7,4,57.1,1,14.3,338,1593,868
816,Tyronne Ebuehi,1089,105,452,437,210,28,1089,26,11,42.3,9,34.6,558,2977,1483
817,Ederson,1302,1049,1295,9,0,0,1302,0,0,,0,,869,4059,2429
818,Éderson,1455,50,339,778,355,46,1455,66,37,56.1,24,36.4,842,4133,2027
819,Odsonne Édouard,672,25,68,317,293,95,672,46,16,34.8,28,60.9,354,1637,633
820,Samuel Edozie,278,4,48,86,148,32,278,37,12,32.4,16,43.2,183,1551,741
821,Maximilian Eggestein,1099,38,235,599,276,34,1099,17,9,52.9,5,29.4,494,2396,990
822,Lilian Egloff,113,1,15,40,58,14,113,5,3,60.0,1,20.0,62,325,131
823,Íñigo Eguaras,614,26,174,369,75,3,614,5,4,80.0,1,20.0,354,1476,706
824,Kingsley Ehizibue,779,51,267,282,236,31,779,43,14,32.6,19,44.2,400,2323,1020
825,Kingsley Ehizibue,33,1,12,14,7,0,33,1,0,0.0,1,100.0,15,66,31
826,Julian Eitschberger,2,0,1,0,1,0,2,0,0,,0,,0,0,0
827,Chidera Ejuke,434,2,34,226,196,32,434,97,47,48.5,40,41.2,303,2533,1113
828,Albin Ekdal,999,49,256,551,208,34,999,19,12,63.2,5,26.3,496,2381,929
829,Hugo Ekitike,473,5,32,202,250,63,473,39,16,41.0,18,46.2,353,2225,764
830,Emmanuel Ekong,6,0,1,4,2,0,6,1,0,0.0,1,100.0,3,56,43
831,Anthony Elanga,197,4,26,71,100,28,197,15,5,33.3,7,46.7,109,656,276
832,Alberth Elis,81,5,18,32,37,6,81,11,2,18.2,7,63.6,60,603,275
833,Mikael Ellertsson,60,3,11,31,19,0,60,3,1,33.3,1,33.3,21,209,80
834,Harvey Elliott,1194,14,147,566,491,50,1194,42,19,45.2,15,35.7,759,3981,1943
835,Elif Elmas,1196,10,130,582,498,47,1195,52,23,44.2,22,42.3,753,3972,1995
836,Mohamed Elneny,63,2,11,42,11,0,63,0,0,,0,,38,134,37
837,Aritz Elustondo,952,68,360,488,107,14,952,8,5,62.5,3,37.5,470,2264,1160
838,Nico Elvedi,2492,366,1398,1042,61,27,2492,3,1,33.3,2,66.7,1517,7687,4018
839,Rodrigo Ely,1857,376,1164,646,54,30,1857,7,5,71.4,1,14.3,964,3809,1958
840,Mohamed Elyounoussi,952,60,204,399,362,54,952,48,25,52.1,20,41.7,484,3141,1463
841,Adri Embarba,865,14,125,324,435,42,864,116,47,40.5,56,48.3,508,3885,1831
842,Adri Embarba,15,2,2,8,6,1,15,5,3,60.0,1,20.0,7,49,36
843,Breel Embolo,708,20,42,299,378,100,707,73,32,43.8,35,47.9,522,2799,906
844,Emerson,1323,101,481,505,346,46,1323,31,15,48.4,9,29.0,672,3662,2046
845,Youssef En-Nesyri,439,19,44,186,211,103,439,23,4,17.4,16,69.6,190,927,369
846,Julio Enciso,396,2,22,155,228,49,396,64,32,50.0,25,39.1,241,1768,1013
847,Wataru Endo,1873,108,507,1013,380,55,1873,55,28,50.9,20,36.4,994,4470,2190
848,Arne Engels,739,21,158,380,205,5,739,9,4,44.4,4,44.4,322,1403,762
849,Christian Eriksen,1644,43,269,914,465,35,1644,17,8,47.1,9,52.9,967,3499,1756
850,Martin Erlic,1562,199,855,693,21,10,1562,2,1,50.0,1,50.0,912,4147,2132
851,Tjark Ernst,42,38,42,0,0,0,42,0,0,,0,,16,66,54
852,Gonzalo Escalante,352,16,103,199,56,7,352,5,1,20.0,3,60.0,174,660,341
853,Gonzalo Escalante,585,45,161,316,115,24,585,10,7,70.0,2,20.0,251,1085,523
854,Sergio Escudero,937,61,320,371,255,16,937,17,7,41.2,9,52.9,363,1672,814
855,Alfonso Espino,1994,126,672,871,480,33,1994,52,25,48.1,23,44.2,820,3796,2147
856,Bernardo Espinosa,1047,164,530,496,29,17,1047,4,3,75.0,1,25.0,636,3354,1885
857,Salvatore Esposito,737,21,175,409,156,7,737,14,6,42.9,4,28.6,354,1296,584
858,Maxime Estève,944,146,515,408,27,12,944,6,4,66.7,2,33.3,607,3154,1667
859,Pervis Estupiñán,2211,82,506,1076,649,71,2211,42,19,45.2,18,42.9,1292,6134,3440
860,Jonny Evans,906,137,474,424,9,2,906,0,0,,0,,529,2218,1206
861,Edu Expósito,689,28,124,329,242,20,689,23,11,47.8,7,30.4,358,1755,901
862,Eberechi Eze,1515,20,212,735,602,84,1514,122,71,58.2,41,33.6,889,5017,2398
863,Kimberly Ezekwem,9,1,3,6,0,0,9,0,0,,0,,5,51,17
864,Nicolás Ezequiel Fernández,314,7,61,123,134,13,314,12,3,25.0,7,58.3,195,1221,690
865,Abdessamad Ezzalzouli,813,4,73,287,473,66,813,117,59,50.4,42,35.9,555,4651,2531
866,Łukasz Fabiański,1005,871,1000,5,0,0,1005,0,0,,0,,506,3330,2146
867,Fabinho,2092,83,456,1314,325,21,2092,15,7,46.7,4,26.7,1184,4669,1913
868,Fábio,149,10,32,64,53,4,149,4,1,25.0,3,75.0,87,409,191
869,Noah Fadiga,790,39,218,403,175,19,790,40,18,45.0,21,52.5,488,3212,1755
870,Wout Faes,2177,357,1230,916,44,19,2177,12,9,75.0,3,25.0,1262,6476,3606
871,Wout Faes,150,38,85,64,2,1,150,2,1,50.0,1,50.0,91,402,210
872,Nicolò Fagioli,749,17,124,411,221,15,749,19,8,42.1,8,42.1,471,2225,921
873,Ralf Fährmann,485,397,476,10,0,0,485,0,0,,0,,270,1391,899
874,Romain Faivre,688,5,71,342,289,43,688,88,48,54.5,27,30.7,557,4523,2310
875,Romain Faivre,216,1,15,112,95,6,216,20,3,15.0,16,80.0,160,1198,543
876,Radamel Falcao,271,12,21,106,146,38,270,16,2,12.5,13,81.3,150,549,122
877,Wladimiro Falcone,1272,1056,1267,5,0,0,1272,0,0,,0,,660,4252,2301
878,Fali,766,109,380,351,39,15,766,5,2,40.0,2,40.0,392,2170,1337
879,Fallou Fall,20,6,18,2,0,0,20,0,0,,0,,12,126,19
880,Mamadou Fall,22,2,8,10,4,0,22,1,0,0.0,1,100.0,10,39,16
881,Davide Faraoni,770,55,226,335,213,27,770,16,7,43.8,9,56.3,322,1217,549
882,Ansu Fati,805,10,64,278,469,128,805,47,23,48.9,21,44.7,556,2983,1399
883,Khalil Fayad,438,11,99,274,73,5,438,16,8,50.0,4,25.0,318,1724,659
884,Cheikh Faye,15,0,1,9,5,1,15,1,0,0.0,1,100.0,10,55,5
885,Federico Fazio,679,84,318,309,58,17,679,8,4,50.0,4,50.0,347,1507,877
886,Jacopo Fazzini,476,20,135,216,132,15,476,31,13,41.9,15,48.4,255,1355,552
887,Zouhair Feddal,249,48,162,85,3,2,249,0,0,,0,,124,595,278
888,Nabil Fekir,607,2,37,254,321,43,606,44,17,38.6,19,43.2,406,2332,1072
889,Felipe,798,163,477,275,59,36,798,18,14,77.8,3,16.7,391,2137,1182
890,Felipe,149,9,56,90,5,2,149,2,1,50.0,1,50.0,102,581,332
891,Luiz Felipe,1130,182,601,507,23,7,1130,9,5,55.6,4,44.4,586,2625,1212
892,João Félix,497,0,30,223,249,46,497,60,22,36.7,28,46.7,326,2092,1099
893,João Félix,322,3,23,158,142,21,322,24,6,25.0,14,58.3,211,1078,554
894,Ohis Felix Uduokhai,928,100,493,414,27,12,928,13,6,46.2,5,38.5,470,2443,1165
895,Kiko Femenía,877,41,299,377,211,8,877,13,6,46.2,4,30.8,508,2763,1461
896,Evan Ferguson,344,10,27,165,155,39,344,14,8,57.1,5,35.7,203,884,309
897,Lewis Ferguson,1472,44,272,794,415,69,1472,25,9,36.0,12,48.0,830,3488,1460
898,Bruno Fernandes,2408,68,386,966,1078,149,2406,66,32,48.5,28,42.4,1385,6213,3272
899,Edimilson Fernandes,1485,158,671,666,166,6,1485,25,17,68.0,4,16.0,768,3634,1792
900,Aitor Fernández,846,701,835,11,0,0,846,0,0,,0,,443,2217,1515
901,Álex Fernández,850,38,174,482,198,25,849,11,5,45.5,4,36.4,482,2226,983
902,Álvaro Fernández,382,296,375,7,0,0,382,0,0,,0,,174,1053,714
903,Carlos Fernández,231,5,25,92,120,42,231,20,13,65.0,5,25.0,141,798,284
904,Enzo Fernández,1616,45,351,1000,280,9,1616,32,17,53.1,13,40.6,1097,4757,2023
905,Federico Fernández,30,11,24,5,1,0,30,0,0,,0,,5,11,6
906,Joaquín Fernández,1228,167,672,517,41,17,1228,2,1,50.0,1,50.0,672,3137,1642
907,Valery Fernández,461,20,86,179,199,28,461,27,13,48.1,10,37.0,274,1617,637
908,Fernando,1409,1270,1403,6,0,0,1409,1,1,100.0,0,0.0,703,3796,2345
909,Fernando,1025,83,369,532,131,5,1025,5,3,60.0,1,20.0,584,2441,1049
910,Alex Ferrari,560,51,276,265,25,5,560,6,3,50.0,3,50.0,304,1591,849
911,Alex Ferrari,604,54,301,268,41,1,604,8,4,50.0,4,50.0,286,1217,493
912,Salvador Ferrer,113,12,50,50,13,0,113,0,0,,0,,55,211,88
913,Jordan Ferri,2237,59,542,1401,321,10,2237,55,20,36.4,22,40.0,1785,9143,4174
914,Fidel,1078,18,178,556,364,43,1077,76,32,42.1,35,46.1,746,4045,2228
915,Karol Fila,46,1,3,19,25,5,46,0,0,,0,,36,237,191
916,Vincenzo Fiorillo,25,20,25,0,0,0,25,0,0,,0,,16,86,66
917,Roberto Firmino,735,3,69,375,295,84,735,24,13,54.2,10,41.7,423,1757,742
918,Junior Firpo,792,48,286,368,146,13,792,15,6,40.0,9,60.0,352,1465,785
919,Kilian Fischer,327,16,113,137,78,7,327,6,3,50.0,3,50.0,160,726,355
920,Mark Flekken,1550,1234,1536,17,0,0,1550,3,3,100.0,0,0.0,942,5638,3160
921,Florian Flick,244,28,86,135,26,1,244,2,1,50.0,1,50.0,94,445,186
922,Alexis Flips,1331,32,233,590,525,54,1331,42,12,28.6,24,57.1,906,4374,1784
923,Alessandro Florenzi,195,3,42,82,71,10,195,1,0,0.0,1,100.0,103,340,129
924,Phil Foden,1324,20,116,433,790,131,1324,81,40,49.4,31,38.3,891,4578,2141
925,Seko Fofana,2163,32,242,1237,709,108,2161,109,59,54.1,40,36.7,1873,11603,4763
926,Wesley Fofana,169,11,68,97,7,3,169,3,2,66.7,0,0.0,116,647,365
927,Wesley Fofana,1013,97,424,509,85,10,1013,13,8,61.5,1,7.7,686,4197,2489
928,Yahia Fofana,353,309,351,2,0,0,353,1,1,100.0,0,0.0,239,1386,989
929,Youssouf Fofana,2116,59,352,1340,454,37,2116,91,46,50.5,40,44.0,1600,9328,4753
930,Thomas Foket,1442,61,368,657,429,35,1442,21,9,42.9,9,42.9,965,5402,2400
931,José Fonte,2205,260,977,1141,95,29,2205,4,3,75.0,0,0.0,1667,8544,4564
932,Pablo Fornals,917,16,144,424,360,36,917,23,12,52.2,10,43.5,500,2480,1255
933,Emil Forsberg,672,5,45,332,300,28,670,29,15,51.7,13,44.8,430,1978,855
934,Adam Forshaw,293,7,64,171,62,1,293,11,8,72.7,3,27.3,179,1085,360
935,Fraser Forster,395,352,392,3,0,0,395,0,0,,0,,203,1098,616
936,Philipp Förster,694,12,80,351,271,23,694,20,6,30.0,13,65.0,312,1670,775
937,Steven Fortes,3,0,2,1,0,0,3,0,0,,0,,1,2,2
938,Timothy Fosu-Mensah,138,3,34,65,39,3,138,1,0,0.0,1,100.0,42,174,109
939,Dimitri Foulquier,1116,59,306,491,332,20,1116,42,19,45.2,22,52.4,557,3479,2048
940,Juan Foyth,1545,109,516,783,264,21,1545,48,27,56.3,18,37.5,778,4537,2657
941,Raphael Framberger,88,8,32,37,21,0,88,1,0,0.0,1,100.0,26,114,54
942,Tyrese Francois,5,0,1,3,1,0,5,0,0,,0,,1,0,0
943,Bartol Franjić,114,8,35,64,17,3,114,2,1,50.0,1,50.0,51,222,88
944,Przemysław Frankowski,2129,79,428,815,904,57,2126,32,13,40.6,15,46.9,1364,7257,2684
945,Ryan Fraser,147,1,18,51,80,9,147,2,1,50.0,0,0.0,94,600,322
946,Davide Frattesi,1417,68,280,704,456,109,1417,74,34,45.9,27,36.5,809,4866,2374
947,Oscar Fraulo,16,1,3,9,4,0,16,1,1,100.0,0,0.0,7,75,19
948,Fred,999,38,250,483,279,37,999,32,12,37.5,15,46.9,537,2158,1034
949,Ryan Fredericks,279,33,88,109,84,7,279,10,3,30.0,5,50.0,120,725,395
950,Iván Fresneda,1163,87,390,497,284,16,1163,42,15,35.7,19,45.2,563,3218,1672
951,Remo Freuler,1058,71,360,537,167,13,1058,12,6,50.0,4,33.3,491,2192,959
952,Michael Frey,347,1,13,162,177,56,347,20,5,25.0,12,60.0,201,786,231
953,Marco Friedl,2074,218,1052,934,101,7,2074,16,10,62.5,5,31.3,1186,5378,2540
954,Marvin Friedrich,1094,121,640,426,38,21,1094,2,2,100.0,0,0.0,650,2870,1387
955,Jeremie Frimpong,1621,47,349,670,636,122,1621,165,85,51.5,51,30.9,909,7276,4495
956,Chris Führich,948,16,131,376,461,69,947,106,50,47.2,45,42.5,575,4471,2403
957,Angelo Fulgini,600,6,52,280,276,19,600,32,13,40.6,16,50.0,471,2562,1039
958,Angelo Fulgini,320,6,36,177,110,14,320,25,8,32.0,14,56.0,199,800,326
959,Niclas Füllkrug,1227,31,70,635,534,131,1222,60,31,51.7,22,36.7,668,2854,1216
960,Matteo Gabbia,427,54,258,163,7,1,427,0,0,,0,,187,827,398
961,Manolo Gabbiadini,885,30,112,389,393,83,885,25,6,24.0,16,64.0,535,2482,1022
962,Gianluca Gaetano,79,0,3,39,38,8,79,3,2,66.7,0,0.0,53,240,123
963,Roberto Gagliardini,454,21,105,229,125,24,454,5,0,0.0,4,80.0,244,1435,787
964,Adolfo Gaich,263,10,21,129,116,26,263,17,11,64.7,5,29.4,144,637,181
965,Cody Gakpo,591,6,42,266,298,76,591,48,23,47.9,13,27.1,374,2069,1134
966,Javi Galán,2506,87,712,1045,788,35,2506,154,72,46.8,61,39.6,1445,9172,5506
967,Iñigo Ruiz de Galarreta,1446,32,330,885,247,5,1446,39,19,48.7,13,33.3,786,3212,1294
968,Pablo Galdames Millán,389,18,93,211,89,6,389,10,2,20.0,7,70.0,192,721,338
969,Conor Gallagher,1134,32,198,529,421,59,1134,55,24,43.6,23,41.8,700,3523,1394
970,Antonino Gallo,1509,91,472,646,415,14,1509,29,15,51.7,10,34.5,683,4301,2501
