,Player,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh
1351,Adam Lallana,1,5,1,20.0,1.18,0.24,0.20,1.00,16.3,0,0,0,0.8,0.8,0.15
1352,Érik Lamela,2,29,8,27.6,2.15,0.59,0.07,0.25,19.5,4,0,0,2.9,2.9,0.11
1353,Tariq Lamptey,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1354,Tariq Lamptey,0,2,0,0.0,0.31,0.00,0.00,,25.3,0,0,0,0.1,0.1,0.03
1355,Loïck Landre,1,6,2,33.3,0.58,0.19,0.17,0.50,17.6,0,0,0,0.8,0.8,0.14
1356,Michael Lang,0,5,2,40.0,0.83,0.33,0.00,0.00,15.3,0,0,0,0.3,0.3,0.05
1357,Sebastian Langkamp,0,4,1,25.0,1.15,0.29,0.00,0.00,15.3,0,0,0,0.3,0.3,0.08
1358,Henri Lansbury,0,2,0,0.0,0.92,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.04
1359,Manuel Lanzini,0,23,7,30.4,1.50,0.46,0.00,0.00,19.0,3,0,0,2.2,2.2,0.09
1360,Gianluca Lapadula,11,59,22,37.3,2.98,1.11,0.15,0.41,14.2,0,2,2,9.8,8.2,0.14
1361,Aymeric Laporte,1,4,2,50.0,0.33,0.16,0.25,0.50,16.3,0,0,0,0.5,0.5,0.13
1362,Danilo Larangeira,2,8,2,25.0,0.27,0.07,0.25,1.00,16.0,0,0,0,0.9,0.9,0.11
1363,Larra,0,3,1,33.3,1.08,0.36,0.00,0.00,20.1,0,0,0,0.1,0.1,0.03
1364,Gautier Larsonneur,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1365,Kevin Lasagna,10,79,34,43.0,2.77,1.19,0.13,0.29,15.1,1,0,0,10.6,10.6,0.13
1366,Jamaal Lascelles,1,9,2,22.2,0.39,0.09,0.11,0.50,12.9,0,0,0,0.5,0.5,0.06
1367,Paul Lasne,2,13,5,38.5,0.96,0.37,0.15,0.40,19.2,0,0,0,0.8,0.8,0.06
1368,Toni Lato,1,4,2,50.0,0.77,0.38,0.25,0.50,13.8,0,0,0,0.4,0.4,0.11
1369,Danny Latza,0,17,3,17.6,1.11,0.20,0.00,0.00,20.5,0,0,0,1.1,1.1,0.07
1370,Vincent Laurini,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1371,Wesley Lautoa,0,9,0,0.0,0.43,0.00,0.00,,18.2,0,0,0,0.6,0.6,0.07
1372,Diego Laxalt,0,5,1,20.0,0.76,0.15,0.00,0.00,19.2,0,0,0,0.4,0.4,0.08
1373,Diego Laxalt,0,1,1,100.0,0.52,0.52,0.00,0.00,22.5,0,0,0,0.0,0.0,0.03
1374,Valentino Lazaro,1,4,1,25.0,0.75,0.19,0.25,1.00,21.9,0,0,0,0.4,0.4,0.10
1375,Valentino Lazaro,0,3,0,0.0,0.84,0.00,0.00,,21.7,0,0,0,0.1,0.1,0.03
1376,Darko Lazović,3,36,17,47.2,1.00,0.47,0.08,0.18,17.4,1,0,0,2.3,2.3,0.06
1377,Manuel Lazzari,0,15,9,60.0,0.53,0.32,0.00,0.00,17.1,0,0,0,1.3,1.3,0.09
1378,Mickaël Le Bihan,0,2,0,0.0,1.80,0.00,0.00,,13.4,0,0,0,0.1,0.1,0.05
1379,Robin Le Normand,1,13,2,15.4,0.49,0.08,0.08,0.50,11.6,0,0,0,1.5,1.5,0.11
1380,Damien Le Tallec,2,15,7,46.7,0.55,0.26,0.13,0.29,15.1,0,0,0,1.0,1.0,0.07
1381,James Lea Siliki,0,15,3,20.0,1.25,0.25,0.00,0.00,21.9,1,0,0,0.9,0.9,0.06
1382,Rafael Leão,6,44,15,34.1,2.82,0.96,0.14,0.40,16.1,0,0,0,4.3,4.3,0.10
1383,Adrien Lebeau,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1384,Mathew Leckie,0,2,0,0.0,0.92,0.00,0.00,,14.4,0,0,0,0.1,0.1,0.04
1385,Benjamin Lecomte,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1386,Pierre Lees-Melou,5,54,21,38.9,2.16,0.84,0.09,0.24,21.4,0,0,0,4.2,4.2,0.08
1387,Jordan Lefort,0,3,1,33.3,0.32,0.11,0.00,0.00,23.6,0,0,0,0.1,0.1,0.05
1388,Wu Lei,4,45,15,33.3,2.36,0.79,0.09,0.27,13.6,0,0,0,6.8,6.8,0.15
1389,Toni Leistner,0,3,1,33.3,0.27,0.09,0.00,0.00,10.5,0,0,0,0.3,0.3,0.09
1390,Moritz Leitner,0,8,0,0.0,1.05,0.00,0.00,,23.1,0,0,0,0.3,0.3,0.04
1391,Lucas Leiva,0,10,3,30.0,0.50,0.15,0.00,0.00,21.4,0,0,0,0.5,0.5,0.05
1392,Florian Lejeune,2,4,3,75.0,0.81,0.61,0.50,0.67,14.4,0,0,0,1.2,1.2,0.30
1393,Iñigo Lekue,0,3,0,0.0,0.43,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.04
1394,Nicolas Lemaître,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1395,Thomas Lemar,0,11,3,27.3,1.07,0.29,0.00,0.00,23.8,3,0,0,0.5,0.5,0.04
1396,Tim Lemperle,0,1,0,0.0,5.63,0.00,0.00,,11.6,0,0,0,0.1,0.1,0.09
1397,Clément Lenglet,2,10,3,30.0,0.37,0.11,0.20,0.67,15.1,0,0,0,0.8,0.8,0.08
1398,Aaron Lennon,0,1,0,0.0,0.18,0.00,0.00,,14.7,0,0,0,0.0,0.0,0.04
1399,Bernd Leno,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1400,Christopher Lenz,0,14,2,14.3,0.56,0.08,0.00,0.00,25.2,1,0,0,0.7,0.7,0.05
1401,Donovan Léon,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1402,Pedro León,1,38,14,36.8,1.80,0.66,0.03,0.07,21.0,6,0,0,2.9,2.9,0.08
1403,Sergio León,1,22,5,22.7,2.95,0.67,0.05,0.20,19.0,0,0,0,3.0,3.0,0.13
1404,Lukas Lerager,1,14,5,35.7,0.91,0.32,0.07,0.20,15.4,0,0,0,0.8,0.8,0.06
1405,Mehdi Léris,1,12,4,33.3,2.12,0.71,0.08,0.25,21.1,1,0,0,0.6,0.5,0.04
1406,Jefferson Lerma,1,30,2,6.7,1.00,0.07,0.03,0.50,24.3,0,0,0,1.2,1.2,0.04
1407,Karlo Letica,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1408,Robert Lewandowski,34,133,62,46.6,4.34,2.02,0.22,0.47,13.4,2,5,5,30.7,26.8,0.20
1409,Jamal Lewis,1,9,4,44.4,0.35,0.16,0.11,0.25,21.8,0,0,0,0.4,0.4,0.04
1410,Aaron Leya Iseka,2,24,9,37.5,2.78,1.04,0.04,0.11,14.9,0,1,2,5.0,3.5,0.15
1411,Stephan Lichtsteiner,0,2,0,0.0,0.13,0.00,0.00,,28.7,0,0,0,0.0,0.0,0.02
1412,Dimitri Liénard,2,34,10,29.4,2.06,0.60,0.06,0.20,26.0,7,0,0,1.6,1.6,0.05
1413,Philipp Lienhart,0,7,2,28.6,0.35,0.10,0.00,0.00,22.0,0,0,0,0.8,0.8,0.11
1414,Matthijs de Ligt,4,18,9,50.0,0.66,0.33,0.22,0.44,14.5,0,0,0,2.4,2.4,0.13
1415,Isaac Lihadji,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1416,Lillo,0,1,0,0.0,0.46,0.00,0.00,,17.3,0,0,0,0.0,0.0,0.03
1417,Anderson Lima,0,5,2,40.0,7.26,2.90,0.00,0.00,23.6,0,0,0,0.2,0.2,0.05
1418,Lucas Lima,0,4,1,25.0,1.33,0.33,0.00,0.00,29.7,2,0,0,0.1,0.1,0.04
1419,Anthony Limbombe,1,2,1,50.0,1.19,0.60,0.50,1.00,11.2,0,0,0,0.4,0.4,0.22
1420,Victor Lindelöf,1,6,1,16.7,0.17,0.03,0.17,1.00,11.4,0,0,0,0.3,0.3,0.06
1421,Karol Linetty,4,32,9,28.1,1.43,0.40,0.13,0.44,21.3,0,0,0,1.8,1.8,0.06
1422,Jesse Lingard,1,22,6,27.3,2.12,0.58,0.05,0.17,18.7,0,0,0,1.9,1.9,0.09
1423,Pol Lirola,0,24,8,33.3,0.82,0.27,0.00,0.00,18.4,0,0,0,1.5,1.5,0.06
1424,Diego Llorente,1,10,4,40.0,0.39,0.15,0.10,0.25,13.5,0,0,0,1.1,1.1,0.11
1425,Fernando Llorente,3,33,11,33.3,5.93,1.98,0.09,0.27,10.5,0,0,0,4.8,4.8,0.14
1426,Marcos Llorente,3,14,5,35.7,0.92,0.33,0.21,0.60,18.3,0,0,0,1.5,1.5,0.10
1427,Gautier Lloris,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1428,Hugo Lloris,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1429,Giovani Lo Celso,0,18,3,16.7,1.09,0.18,0.00,0.00,22.0,1,0,0,1.3,1.3,0.07
1430,Stanislav Lobotka,0,2,0,0.0,0.24,0.00,0.00,,15.5,0,0,0,0.1,0.1,0.06
1431,Stanislav Lobotka,0,8,3,37.5,0.52,0.20,0.00,0.00,25.5,0,0,0,0.6,0.6,0.07
1432,Jürgen Locadia,0,2,1,50.0,2.09,1.05,0.00,0.00,9.9,0,0,0,0.3,0.3,0.13
1433,Jürgen Locadia,4,19,10,52.6,3.23,1.70,0.16,0.30,14.2,0,1,1,3.8,3.0,0.16
1434,Manuel Locatelli,0,32,5,15.6,1.11,0.17,0.00,0.00,25.1,5,0,0,1.5,1.5,0.05
1435,Renan Lodi,1,18,3,16.7,0.68,0.11,0.06,0.33,21.8,0,0,0,1.6,1.6,0.09
1436,Ruben Loftus-Cheek,0,4,0,0.0,1.73,0.00,0.00,,9.6,0,0,0,0.5,0.5,0.12
1437,Enzo Loiodice,0,3,1,33.3,1.41,0.47,0.00,0.00,25.6,0,0,0,0.1,0.1,0.04
1438,Kevin Long,0,2,0,0.0,0.32,0.00,0.00,,11.9,0,0,0,0.2,0.2,0.09
1439,Shane Long,2,33,13,39.4,2.13,0.84,0.06,0.15,11.3,0,0,0,4.8,4.8,0.15
1440,Matthew Longstaff,2,4,2,50.0,0.63,0.31,0.50,1.00,20.4,0,0,0,0.3,0.3,0.07
1441,Sean Longstaff,1,25,7,28.0,1.63,0.46,0.04,0.14,24.8,3,0,0,1.4,1.4,0.05
1442,Ademola Lookman,0,10,1,10.0,2.91,0.29,0.00,0.00,16.1,0,0,0,1.3,1.3,0.13
1443,Anthony Lopes,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1444,Rony Lopes,0,2,1,50.0,1.34,0.67,0.00,0.00,24.4,1,0,0,0.1,0.1,0.07
1445,Rony Lopes,0,2,0,0.0,2.25,0.00,0.00,,12.7,0,0,0,0.1,0.1,0.07
1446,Adrián López,2,17,7,41.2,1.06,0.44,0.06,0.14,15.4,0,1,1,3.1,2.3,0.14
1447,David López,4,16,11,68.8,0.59,0.40,0.25,0.36,13.7,0,0,0,1.3,1.3,0.08
1448,Diego López,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1449,Javi López,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1450,Javi López,0,3,0,0.0,0.20,0.00,0.00,,25.7,0,0,0,0.1,0.1,0.03
1451,Lluis López,0,2,0,0.0,0.60,0.00,0.00,,13.1,0,0,0,0.1,0.1,0.07
1452,Maxime Lopez,0,10,2,20.0,0.81,0.16,0.00,0.00,19.2,0,0,0,0.6,0.6,0.06
1453,Pau López,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1454,Roberto López,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1455,Unai López,1,28,9,32.1,1.41,0.45,0.04,0.11,27.5,5,0,0,0.9,0.9,0.03
1456,Iker Losada,1,1,1,100.0,6.92,6.92,1.00,1.00,14.2,0,0,0,0.3,0.3,0.31
1457,Albert Lottin,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1458,Imran Louza,2,35,14,40.0,1.57,0.63,0.06,0.14,25.7,3,0,0,1.7,1.7,0.05
1459,Matteo Lovato,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1460,Dejan Lovren,0,5,1,20.0,0.58,0.12,0.00,0.00,8.6,0,0,0,0.4,0.4,0.08
1461,Eduard Löwen,2,11,6,54.5,1.48,0.80,0.18,0.33,24.5,3,0,0,0.8,0.8,0.08
1462,Eduard Löwen,0,5,0,0.0,1.43,0.00,0.00,,29.7,2,0,0,0.2,0.2,0.04
1463,Matthew Lowton,0,1,0,0.0,0.06,0.00,0.00,,24.4,0,0,0,0.0,0.0,0.03
1464,Hirving Lozano,4,34,13,38.2,2.99,1.14,0.12,0.31,16.1,0,0,0,4.2,4.2,0.12
1465,Pol Lozano,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1466,Jan Luca Rumpf,0,1,0,0.0,1.00,0.00,0.00,,15.4,0,0,0,0.1,0.1,0.07
1467,Jean Lucas,1,6,2,33.3,2.70,0.90,0.17,0.50,26.4,0,0,0,0.4,0.4,0.07
1468,Fabio Lucioni,3,14,4,28.6,0.40,0.11,0.21,0.75,13.0,0,0,0,1.7,1.7,0.12
1469,José Luis Gayà,0,9,2,22.2,0.41,0.09,0.00,0.00,18.3,0,0,0,0.4,0.4,0.04
1470,José Luis Morales,4,41,15,36.6,1.46,0.54,0.10,0.27,17.4,0,0,0,4.6,4.6,0.12
1471,José Luis Palomino,2,16,3,18.8,0.58,0.11,0.13,0.67,10.9,0,0,0,3.2,3.2,0.20
1472,José Luis Rodríguez,0,1,1,100.0,4.09,4.09,0.00,0.00,22.6,0,0,0,0.0,0.0,0.04
1473,David Luiz,2,23,8,34.8,0.74,0.26,0.09,0.25,20.4,7,0,0,1.6,1.6,0.07
1474,Douglas Luiz,3,38,12,31.6,1.31,0.41,0.08,0.25,24.0,3,0,0,2.6,2.6,0.07
1475,Jordan Lukaku,0,2,0,0.0,0.45,0.00,0.00,,17.8,0,0,0,0.1,0.1,0.04
1476,Romelu Lukaku,23,93,41,44.1,2.81,1.24,0.18,0.41,14.9,1,6,6,19.0,14.3,0.15
1477,Dodi Lukebakio,7,40,18,45.0,1.77,0.80,0.18,0.39,16.5,2,0,0,7.5,7.5,0.19
1478,Saša Lukić,1,17,4,23.5,0.82,0.19,0.06,0.25,19.7,0,0,0,1.1,1.1,0.07
1479,Senad Lulić,0,15,3,20.0,0.86,0.17,0.00,0.00,16.1,0,0,0,1.2,1.2,0.08
1480,John Lundstram,5,43,10,23.3,1.57,0.37,0.12,0.50,17.6,0,0,0,5.3,5.3,0.12
1481,Sebastiano Luperto,0,1,0,0.0,0.17,0.00,0.00,,29.1,0,0,0,0.0,0.0,0.02
1482,Arnaud Lusamba,1,6,3,50.0,0.55,0.27,0.17,0.33,18.2,0,0,0,0.4,0.4,0.07
1483,Andreas Luthe,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1484,Lyanco,0,5,0,0.0,0.38,0.00,0.00,,33.2,0,0,0,0.1,0.1,0.03
1485,Charalambos Lykogiannis,0,14,3,21.4,0.94,0.20,0.00,0.00,27.4,4,0,0,0.6,0.6,0.04
1486,Yann M'Vila,0,9,3,33.3,0.42,0.14,0.00,0.00,23.0,0,0,0,0.6,0.6,0.06
1487,Alexis Mac Allister,0,7,1,14.3,1.79,0.26,0.00,0.00,22.5,1,0,0,0.5,0.5,0.07
1488,Darwin Machís,7,71,26,36.6,3.00,1.10,0.08,0.23,20.6,2,1,1,6.7,5.9,0.08
1489,Yvann Macon,0,1,1,100.0,0.95,0.95,0.00,0.00,29.1,0,0,0,0.0,0.0,0.03
1490,James Maddison,6,74,18,24.3,2.54,0.62,0.08,0.33,22.0,14,0,0,5.3,5.3,0.07
1491,Gabriel Magalhães,1,17,4,23.5,0.73,0.17,0.06,0.25,12.0,0,0,0,1.3,1.3,0.08
1492,Lisandro Magallán,1,6,2,33.3,0.45,0.15,0.17,0.50,10.1,0,0,0,0.8,0.8,0.13
1493,Francesco Magnanelli,0,9,0,0.0,0.58,0.00,0.00,,27.4,0,0,0,0.3,0.3,0.04
1494,Giangiacomo Magnani,0,2,1,50.0,1.57,0.78,0.00,0.00,11.1,0,0,0,0.2,0.2,0.08
1495,Giangiacomo Magnani,1,2,2,100.0,1.24,1.24,0.50,0.50,5.1,0,0,0,0.8,0.8,0.39
1496,Hugo Magnetti,0,6,2,33.3,2.29,0.76,0.00,0.00,23.7,0,0,0,0.2,0.2,0.04
1497,Harry Maguire,1,31,8,25.8,0.82,0.21,0.03,0.13,12.7,0,0,0,2.1,2.1,0.07
1498,Abdallahi Mahmoud,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1499,Riyad Mahrez,11,73,30,41.1,3.38,1.39,0.14,0.33,17.0,6,1,1,7.8,7.0,0.10
1500,Thiago Maia,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1501,Arne Maier,0,6,3,50.0,1.01,0.50,0.00,0.00,25.8,0,0,0,0.2,0.2,0.03
1502,Habib Maïga,1,29,9,31.0,1.15,0.36,0.03,0.11,22.5,0,0,0,1.6,1.6,0.05
1503,Mike Maignan,0,1,0,0.0,0.04,0.00,0.00,,13.5,0,0,0,0.0,0.0,0.04
1504,Ainsley Maitland-Niles,0,4,1,25.0,0.26,0.06,0.00,0.00,18.0,0,0,0,0.4,0.4,0.11
1505,Josh Maja,6,18,12,66.7,2.20,1.47,0.33,0.50,16.4,0,0,0,3.6,3.6,0.20
1506,Abdul Majeed Waris,2,6,2,33.3,1.46,0.49,0.33,1.00,15.5,0,0,0,1.1,1.1,0.19
1507,Žan Majer,1,20,8,40.0,1.08,0.43,0.05,0.13,21.4,1,0,0,1.8,1.8,0.09
1508,Jean-Victor Makengo,2,14,4,28.6,1.28,0.36,0.14,0.50,24.9,0,0,0,0.8,0.8,0.06
1509,Nemanja Maksimović,2,34,11,32.4,1.06,0.34,0.06,0.18,14.4,0,0,0,3.0,3.0,0.09
1510,Nikola Maksimović,1,4,1,25.0,0.20,0.05,0.25,1.00,11.3,0,0,0,0.4,0.4,0.10
1511,Kévin Malcuit,0,2,0,0.0,0.70,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.03
1512,Daniel Maldini,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1513,Ruslan Malinovskyi,8,78,27,34.6,4.57,1.58,0.10,0.30,24.8,12,0,1,4.4,3.6,0.05
1514,Yunus Mallı,0,12,4,33.3,1.60,0.53,0.00,0.00,17.0,0,0,0,1.2,1.2,0.10
1515,Hugo Mallo,0,6,3,50.0,0.27,0.14,0.00,0.00,18.0,0,0,0,0.5,0.5,0.08
1516,Streli Mamba,5,23,10,43.5,1.36,0.59,0.22,0.50,16.4,0,0,0,4.6,4.6,0.20
1517,Hianga Mananga Mbock,1,4,1,25.0,2.55,0.64,0.25,1.00,23.5,0,0,0,0.2,0.2,0.05
1518,Vincent Manceau,0,8,2,25.0,0.36,0.09,0.00,0.00,20.9,0,0,0,0.3,0.3,0.04
1519,Gianluca Mancini,1,21,5,23.8,0.69,0.16,0.05,0.20,11.5,0,0,0,2.6,2.6,0.13
1520,Marco Mancosu,14,73,22,30.1,2.69,0.81,0.07,0.23,21.4,10,9,11,15.5,6.9,0.09
1521,Steve Mandanda,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1522,Reinildo Mandava,0,2,0,0.0,0.16,0.00,0.00,,27.3,0,0,0,0.1,0.1,0.03
1523,Aïssa Mandi,0,11,3,27.3,0.38,0.10,0.00,0.00,11.3,0,0,0,1.5,1.5,0.14
1524,Rolando Mandragora,0,55,8,14.5,2.41,0.35,0.00,0.00,21.2,5,0,0,3.6,3.6,0.07
1525,Sadio Mané,18,77,36,46.8,2.52,1.18,0.23,0.50,13.5,0,0,0,13.2,13.2,0.18
1526,Eliaquim Mangala,0,1,0,0.0,0.13,0.00,0.00,,10.1,0,0,0,0.1,0.1,0.14
1527,Thomas Mangani,2,30,6,20.0,1.44,0.29,0.07,0.33,23.0,4,0,0,1.7,1.7,0.06
1528,Massimiliano Mangraviti,0,3,0,0.0,0.28,0.00,0.00,,9.7,0,0,0,0.3,0.3,0.09
1529,Kostas Manolas,4,17,7,41.2,0.70,0.29,0.24,0.57,11.4,0,0,0,1.6,1.6,0.10
1530,Javier Manquillo,0,1,0,0.0,0.06,0.00,0.00,,11.8,0,0,0,0.0,0.0,0.04
1531,Giacomo Manzari,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1532,Myziane Maolida,1,15,5,33.3,2.00,0.67,0.07,0.20,16.4,0,0,0,1.5,1.5,0.10
1533,Faitout Maouassa,3,12,7,58.3,0.60,0.35,0.25,0.43,22.9,0,0,0,0.6,0.6,0.05
1534,Fernando Marçal,0,4,1,25.0,0.43,0.11,0.00,0.00,25.7,0,0,0,0.1,0.1,0.04
1535,Marcelo,1,17,5,29.4,1.18,0.35,0.06,0.20,22.6,0,0,0,0.5,0.5,0.03
1536,Marcelo,0,8,2,25.0,0.48,0.12,0.00,0.00,10.4,0,0,0,0.7,0.7,0.08
1537,Solly March,0,21,8,38.1,1.65,0.63,0.00,0.00,18.5,1,0,0,1.4,1.4,0.07
1538,Gian Marco Ferrari,0,12,2,16.7,0.57,0.09,0.00,0.00,9.0,0,0,0,1.3,1.3,0.11
1539,Óscar de Marcos,0,1,0,0.0,0.17,0.00,0.00,,17.8,0,0,0,0.0,0.0,0.05
1540,Dario Maresic,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1541,Miguel Marí,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1542,Pablo Marí,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1543,José María Giménez,0,11,2,18.2,0.56,0.10,0.00,0.00,12.1,0,0,0,0.9,0.9,0.09
1544,Mariano,1,6,2,33.3,12.00,4.00,0.17,0.50,11.6,0,0,0,0.9,0.9,0.15
1545,Adrian Mariappa,0,3,0,0.0,0.18,0.00,0.00,,11.1,0,0,0,0.2,0.2,0.08
1546,Jordan Marié,0,1,0,0.0,0.45,0.00,0.00,,30.3,0,0,0,0.0,0.0,0.04
1547,Federico Marigosu,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1548,Adrián Marín,0,3,0,0.0,0.32,0.00,0.00,,14.3,0,0,0,0.7,0.7,0.23
1549,Guillermo Maripán,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1550,Guillermo Maripán,2,12,4,33.3,0.62,0.21,0.17,0.50,13.8,0,0,0,1.9,1.9,0.16
1551,Marlon,0,4,1,25.0,0.20,0.05,0.00,0.00,15.1,0,0,0,0.7,0.7,0.18
1552,Omar Marmoush,0,1,1,100.0,1.11,1.11,0.00,0.00,10.1,0,0,0,0.1,0.1,0.05
1553,Gonzalo Maroni,0,4,1,25.0,1.99,0.50,0.00,0.00,27.5,1,0,1,1.0,0.2,0.05
1554,Marquinhos,3,11,3,27.3,0.67,0.18,0.27,1.00,10.0,0,0,0,1.9,1.9,0.17
1555,Bruno Martella,0,10,2,20.0,0.71,0.14,0.00,0.00,23.9,1,0,0,0.3,0.3,0.03
1556,Roger Martí,11,53,20,37.7,2.10,0.79,0.13,0.35,17.6,0,4,4,10.5,7.4,0.14
1557,Anthony Martial,17,79,38,48.1,2.71,1.30,0.22,0.45,16.5,0,0,1,12.1,11.3,0.14
1558,Aarón Martín,0,9,3,33.3,0.45,0.15,0.00,0.00,23.8,1,0,0,0.3,0.3,0.04
1559,Daniel Martín,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1560,David Martin,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1561,Jonas Martin,0,1,0,0.0,0.80,0.00,0.00,,10.9,0,0,0,0.1,0.1,0.10
1562,Jonas Martin,0,1,0,0.0,0.36,0.00,0.00,,22.9,0,0,1,0.8,0.0,0.05
1563,Josh Martin,0,1,1,100.0,2.43,2.43,0.00,0.00,13.0,0,0,0,0.1,0.1,0.08
1564,Gabriel Martinelli,3,12,5,41.7,1.63,0.68,0.25,0.60,12.9,0,0,0,2.2,2.2,0.18
1565,Álex Martínez,0,1,0,0.0,6.00,0.00,0.00,,20.8,1,0,0,0.1,0.1,0.07
1566,Emiliano Martínez,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1567,Iñigo Martínez,1,27,4,14.8,0.82,0.12,0.04,0.25,15.5,4,0,0,2.3,2.3,0.09
1568,Javi Martínez,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1569,Javi Martínez,0,1,0,0.0,0.13,0.00,0.00,,3.6,0,0,0,0.2,0.2,0.23
1570,José Martínez,0,2,0,0.0,0.15,0.00,0.00,,14.1,0,0,0,0.1,0.1,0.05
1571,Lautaro Martínez,14,122,41,33.6,4.48,1.50,0.10,0.29,15.9,1,2,3,14.6,12.3,0.10
1572,Pablo Martínez,0,1,0,0.0,2.73,0.00,0.00,,23.0,1,0,0,0.1,0.1,0.07
1573,Pablo Martinez,2,13,3,23.1,0.50,0.12,0.15,0.67,15.6,0,0,0,1.1,1.1,0.08
1574,Gelson Martins,4,28,10,35.7,1.51,0.54,0.14,0.40,15.5,0,0,0,5.0,5.0,0.18
1575,Adam Marušić,2,11,6,54.5,1.05,0.57,0.18,0.33,12.6,0,0,0,1.9,1.9,0.17
1576,Omar Mascarell,0,10,2,20.0,0.44,0.09,0.00,0.00,24.8,0,0,0,0.5,0.5,0.05
1577,Andrea Masiello,0,7,1,14.3,0.48,0.07,0.00,0.00,22.2,0,0,0,0.3,0.3,0.05
1578,Andrea Masiello,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1579,Adam Masina,1,15,3,20.0,0.74,0.15,0.07,0.33,21.1,1,0,0,0.9,0.9,0.06
1580,Jordi Masip,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
1581,Arthur Masuaku,0,5,2,40.0,0.48,0.19,0.00,0.00,27.7,0,0,0,0.1,0.1,0.02
1582,Jaime Mata,11,54,20,37.0,1.77,0.66,0.15,0.40,14.1,0,3,4,11.0,7.9,0.15
1583,Juan Mata,0,10,2,20.0,1.19,0.24,0.00,0.00,18.5,2,0,0,1.1,1.1,0.11
1584,Aleš Matějů,0,6,4,66.7,0.21,0.14,0.00,0.00,14.5,0,0,0,0.4,0.4,0.06
1585,Jean-Philippe Mateta,3,34,11,32.4,2.91,0.94,0.06,0.18,12.3,0,1,1,5.9,5.2,0.15
1586,Nemanja Matić,0,7,2,28.6,0.40,0.11,0.00,0.00,26.2,0,0,0,0.2,0.2,0.03
1587,Joël Matip,1,4,1,25.0,0.51,0.13,0.25,1.00,10.2,0,0,0,0.3,0.3,0.09
1588,Rabbi Matondo,2,23,7,30.4,1.78,0.54,0.09,0.29,18.0,0,0,0,3.2,3.2,0.14
1589,Alessandro Matri,0,6,1,16.7,6.07,1.01,0.00,0.00,16.0,0,0,0,0.4,0.4,0.06
1590,Federico Mattiello,0,7,2,28.6,0.68,0.19,0.00,0.00,21.8,0,0,0,0.2,0.2,0.03
1591,Blaise Matuidi,0,14,6,42.9,0.56,0.24,0.00,0.00,20.0,0,0,0,0.9,0.9,0.06
1592,Neal Maupay,10,94,36,38.3,3.06,1.17,0.10,0.25,15.5,0,1,2,13.4,11.8,0.13
1593,Stephy Mavididi,5,26,9,34.6,1.68,0.58,0.19,0.56,16.1,0,0,0,2.9,2.9,0.11
