,Player,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh
649,Fabian Delph,0,3,0,0.0,0.23,0.00,0.00,,30.9,0,0,0,0.1,0.1,0.02
650,Moussa Dembélé,16,51,21,41.2,2.10,0.86,0.24,0.57,14.6,0,4,5,11.5,7.5,0.15
651,Ousmane Dembélé,1,5,2,40.0,1.26,0.50,0.20,0.50,15.7,0,0,0,1.3,1.3,0.27
652,Merih Demiral,1,2,1,50.0,0.43,0.22,0.50,1.00,9.0,0,0,0,0.3,0.3,0.16
653,Kerem Demirbay,1,30,8,26.7,1.72,0.46,0.03,0.13,21.4,2,0,0,3.2,3.2,0.11
654,Diego Demme,1,4,1,25.0,0.40,0.10,0.25,1.00,19.2,0,0,0,0.4,0.4,0.11
655,Diego Demme,0,4,2,50.0,0.30,0.15,0.00,0.00,21.3,0,0,0,0.8,0.8,0.19
656,Jason Denayer,0,5,2,40.0,0.21,0.08,0.00,0.00,8.7,0,0,0,0.7,0.7,0.15
657,Leander Dendoncker,4,20,5,25.0,0.64,0.16,0.20,0.80,14.7,0,0,0,1.8,1.8,0.09
658,Kévin Denkey,3,20,7,35.0,2.99,1.04,0.15,0.43,17.3,0,0,0,2.0,2.0,0.10
659,Stefano Denswil,0,10,1,10.0,0.40,0.04,0.00,0.00,10.9,0,0,0,1.2,1.2,0.12
660,Fabio Depaoli,0,26,4,15.4,1.26,0.19,0.00,0.00,21.3,0,0,0,1.1,1.1,0.04
661,Kastriot Dermaku,0,3,2,66.7,0.26,0.18,0.00,0.00,14.1,0,0,0,0.7,0.7,0.25
662,Daniele Dessena,2,18,5,27.8,0.87,0.24,0.11,0.40,15.1,0,0,0,1.9,1.9,0.11
663,Mattia Destro,0,5,1,20.0,2.43,0.49,0.00,0.00,15.1,0,0,0,0.6,0.6,0.12
664,Mattia Destro,0,7,4,57.1,4.20,2.40,0.00,0.00,12.9,0,0,0,0.8,0.8,0.11
665,Gerard Deulofeu,4,63,20,31.7,2.70,0.86,0.05,0.15,18.8,8,1,1,6.3,5.5,0.09
666,Deyverson,0,5,1,20.0,2.21,0.44,0.00,0.00,23.2,1,0,0,0.6,0.6,0.11
667,Samuel Di Carmine,8,30,14,46.7,2.09,0.97,0.23,0.50,12.4,0,1,2,6.7,5.2,0.17
668,Federico Di Francesco,2,25,9,36.0,2.08,0.75,0.08,0.22,18.5,1,0,0,2.1,2.1,0.09
669,Giovanni Di Lorenzo,3,20,6,30.0,0.61,0.18,0.15,0.50,12.8,0,0,0,3.2,3.2,0.16
670,Ángel Di María,8,72,22,30.6,3.24,0.99,0.10,0.32,21.0,8,1,2,8.3,6.7,0.09
671,Boulaye Dia,7,38,17,44.7,1.89,0.84,0.16,0.35,14.7,0,1,1,5.7,5.0,0.13
672,Fousseni Diabaté,1,7,2,28.6,0.53,0.15,0.14,0.50,16.9,0,0,0,0.6,0.6,0.09
673,Moussa Diaby,5,41,23,56.1,2.08,1.17,0.12,0.22,18.3,0,0,0,5.1,5.1,0.12
674,Mouctar Diakhaby,0,1,1,100.0,0.06,0.06,0.00,0.00,10.8,0,0,0,0.1,0.1,0.07
675,Bafodé Diakité,2,10,5,50.0,0.66,0.33,0.20,0.40,7.9,0,0,0,1.6,1.6,0.16
676,Abdou Diallo,0,5,2,40.0,0.37,0.15,0.00,0.00,7.4,0,0,0,1.2,1.2,0.24
677,Amad Diallo,1,1,1,100.0,3.33,3.33,1.00,1.00,21.3,0,0,0,0.0,0.0,0.03
678,Habib Diallo,12,73,28,38.4,2.99,1.15,0.15,0.39,19.6,1,1,3,9.6,7.2,0.10
679,Ibrahima Diallo,0,5,2,40.0,0.29,0.12,0.00,0.00,28.2,0,0,0,0.2,0.2,0.03
680,Moussa Diarra,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
681,Lucas Dias,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
682,Amadou Diawara,1,9,3,33.3,0.53,0.18,0.00,0.00,29.0,0,1,1,1.0,0.3,0.03
683,Brahim Díaz,0,3,2,66.7,4.15,2.77,0.00,0.00,17.3,0,0,0,0.2,0.2,0.08
684,Víctor Díaz,1,16,1,6.3,0.50,0.03,0.06,1.00,23.9,0,0,0,0.9,0.9,0.06
685,Bakaye Dibassy,2,5,4,80.0,0.24,0.19,0.40,0.50,9.8,0,0,0,1.2,1.2,0.23
686,Eric Dier,0,8,1,12.5,0.54,0.07,0.00,0.00,15.6,1,0,0,0.9,0.9,0.11
687,Lucas Digne,0,29,4,13.8,0.86,0.12,0.00,0.00,24.4,13,0,0,1.5,1.5,0.05
688,Mitchell Dijks,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
689,Javairô Dilrosun,4,19,6,31.6,1.31,0.41,0.21,0.67,19.4,3,0,0,2.8,2.8,0.15
690,Federico Dimarco,0,13,3,23.1,2.25,0.52,0.00,0.00,20.2,0,0,0,0.7,0.7,0.05
691,Federico Dimarco,0,1,0,0.0,3.33,0.00,0.00,,21.2,0,0,0,0.0,0.0,0.03
692,Tristan Dingomé,0,9,1,11.1,0.91,0.10,0.00,0.00,20.3,0,0,0,0.4,0.4,0.05
693,Lois Diony,2,15,7,46.7,2.03,0.95,0.13,0.29,17.2,2,0,0,1.2,1.2,0.08
694,Issa Diop,3,15,6,40.0,0.49,0.20,0.20,0.50,9.2,0,0,0,1.5,1.5,0.10
695,Papakouli Diop,1,27,6,22.2,1.08,0.24,0.04,0.17,22.8,0,0,0,1.2,1.2,0.05
696,Assane Dioussé,0,1,1,100.0,0.75,0.75,0.00,0.00,26.7,0,0,0,0.0,0.0,0.03
697,Axel Disasi,1,15,2,13.3,0.56,0.07,0.07,0.50,11.5,0,0,0,2.8,2.8,0.19
698,Tiago Djaló,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
699,Djené,0,5,1,20.0,0.15,0.03,0.00,0.00,12.3,0,0,0,0.3,0.3,0.06
700,Moussa Djenepo,2,20,7,35.0,1.94,0.68,0.10,0.29,18.1,0,0,0,2.4,2.4,0.12
701,Koffi Djidji,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
702,Alexander Djiku,1,20,7,35.0,0.87,0.31,0.05,0.14,18.1,0,0,0,2.6,2.6,0.13
703,Berat Djimsiti,2,21,5,23.8,0.68,0.16,0.10,0.40,10.3,0,0,0,2.0,2.0,0.10
704,Naïs Djouahra,0,1,0,0.0,3.10,0.00,0.00,,14.7,0,0,0,0.1,0.1,0.07
705,Marko Dmitrović,0,1,1,100.0,0.03,0.03,0.00,0.00,6.4,0,0,0,0.5,0.5,0.47
706,Matt Doherty,4,35,15,42.9,1.11,0.48,0.11,0.27,11.2,0,0,0,6.9,6.9,0.20
707,Kasper Dolberg,11,42,25,59.5,2.00,1.19,0.26,0.44,13.9,0,0,0,8.1,8.1,0.19
708,Keagan Dolly,0,4,3,75.0,2.43,1.82,0.00,0.00,29.0,0,0,0,0.1,0.1,0.03
709,Jaume Doménech,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
710,Nicolás Domínguez,0,10,1,10.0,1.29,0.13,0.00,0.00,24.2,0,0,0,0.4,0.4,0.04
711,Giulio Donati,1,9,2,22.2,0.46,0.10,0.11,0.50,23.7,0,0,0,0.3,0.3,0.04
712,Ji Dong-won,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
713,Anastasios Donis,0,16,7,43.8,2.36,1.03,0.00,0.00,21.5,0,0,0,1.4,1.4,0.09
714,Alfredo Donnarumma,7,40,13,32.5,2.14,0.69,0.13,0.38,16.4,0,2,2,6.8,5.2,0.13
715,Gianluigi Donnarumma,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
716,Mathieu Dossevi,1,24,3,12.5,1.23,0.15,0.04,0.33,18.0,1,0,0,1.7,1.7,0.07
717,Bas Dost,8,32,17,53.1,1.95,1.04,0.25,0.47,9.5,0,0,0,7.8,7.8,0.24
718,Abdoulaye Doucouré,4,61,12,19.7,1.74,0.34,0.07,0.33,18.3,0,0,0,5.2,5.2,0.08
719,Mamadou Doucouré,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
720,Moussa Doumbia,2,44,9,20.5,2.31,0.47,0.02,0.11,22.8,3,1,1,3.4,2.6,0.06
721,Souleyman Doumbia,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
722,Souleyman Doumbia,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
723,Tommy Doyle,0,1,1,100.0,5.63,5.63,0.00,0.00,20.9,0,0,0,0.0,0.0,0.04
724,Mohamed Dräger,1,14,2,14.3,0.87,0.12,0.07,0.50,21.4,0,0,0,0.6,0.6,0.04
725,Aleksandar Dragović,0,2,0,0.0,0.17,0.00,0.00,,6.7,0,0,0,0.7,0.7,0.36
726,Bartłomiej Drągowski,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
727,Julian Draxler,0,13,5,38.5,1.71,0.66,0.00,0.00,18.5,0,0,0,1.1,1.1,0.08
728,Dominick Drexler,3,20,8,40.0,1.13,0.45,0.15,0.38,18.9,0,0,0,1.9,1.9,0.10
729,Danny Drinkwater,0,2,0,0.0,0.69,0.00,0.00,,18.3,0,0,0,0.1,0.1,0.06
730,Danny Drinkwater,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
731,Josip Drmić,1,14,5,35.7,1.95,0.70,0.07,0.20,13.4,0,0,0,3.1,3.1,0.22
732,Domingos Duarte,3,13,5,38.5,0.38,0.15,0.23,0.60,9.7,0,0,0,1.6,1.6,0.12
733,Léo Duarte,0,3,0,0.0,0.67,0.00,0.00,,9.6,0,0,0,0.4,0.4,0.13
734,Óscar Duarte,0,4,1,25.0,0.74,0.19,0.00,0.00,7.9,0,0,0,0.6,0.6,0.17
735,Rubén Duarte,0,19,8,42.1,0.64,0.27,0.00,0.00,18.3,0,0,0,1.1,1.1,0.06
736,Edgaras Dubickas,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
737,Leo Dubois,0,5,0,0.0,0.33,0.00,0.00,,24.4,0,0,0,0.2,0.2,0.03
738,Martin Dúbravka,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
739,Ondrej Duda,0,10,3,30.0,1.24,0.37,0.00,0.00,22.1,2,0,0,0.5,0.5,0.05
740,Ondrej Duda,0,7,5,71.4,1.41,1.01,0.00,0.00,21.4,2,0,0,0.5,0.5,0.08
741,Shane Duffy,1,7,1,14.3,0.51,0.07,0.14,1.00,10.9,0,0,0,1.2,1.2,0.17
742,Haris Duljević,0,14,4,28.6,2.42,0.69,0.00,0.00,24.3,0,0,0,0.6,0.6,0.04
743,Paul Dummett,0,2,2,100.0,0.15,0.15,0.00,0.00,20.4,0,0,0,0.1,0.1,0.03
744,Alfred Duncan,1,15,5,33.3,1.52,0.51,0.07,0.20,23.9,0,0,0,0.6,0.6,0.04
745,Alfred Duncan,1,16,3,18.8,1.71,0.32,0.06,0.33,24.5,0,0,0,1.1,1.1,0.07
746,Lewis Dunk,3,31,10,32.3,0.86,0.28,0.10,0.30,11.8,5,0,0,4.5,4.5,0.15
747,Erik Durm,0,14,3,21.4,2.47,0.53,0.00,0.00,20.4,0,0,0,0.6,0.6,0.04
748,Riza Durmisi,0,1,1,100.0,0.56,0.56,0.00,0.00,27.1,1,0,0,0.1,0.1,0.05
749,Hugo Duro,1,6,3,50.0,1.43,0.71,0.17,0.33,10.3,0,0,0,0.5,0.5,0.08
750,Jean-Kevin Duverne,0,2,1,50.0,0.15,0.08,0.00,0.00,16.1,0,0,0,0.2,0.2,0.08
751,Paulo Dybala,11,99,35,35.4,4.13,1.46,0.10,0.29,19.7,10,1,1,9.4,8.6,0.09
752,Edin Džeko,16,122,46,37.7,3.85,1.45,0.13,0.35,13.8,0,0,0,19.0,19.0,0.16
753,Blerim Džemaili,1,16,4,25.0,2.06,0.52,0.06,0.25,23.7,0,0,0,0.5,0.5,0.03
754,Bruno Ecuele Manga,0,18,0,0.0,0.64,0.00,0.00,,13.7,0,0,0,1.7,1.7,0.09
755,Simone Edera,1,15,7,46.7,3.39,1.58,0.07,0.14,20.0,1,0,0,1.2,1.2,0.08
756,Ederson,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
757,John Egan,2,27,4,14.8,0.76,0.11,0.07,0.50,9.4,0,0,0,2.7,2.7,0.10
758,Johannes Eggestein,1,15,6,40.0,2.65,1.06,0.07,0.17,18.4,0,0,0,0.7,0.7,0.05
759,Maximilian Eggestein,1,45,11,24.4,1.42,0.35,0.02,0.09,22.3,0,0,0,2.6,2.6,0.06
760,Kingsley Ehizibue,1,12,4,33.3,0.46,0.15,0.08,0.25,20.5,0,0,0,1.3,1.3,0.10
761,Albin Ekdal,0,16,2,12.5,0.60,0.08,0.00,0.00,21.3,0,0,0,1.5,1.5,0.09
762,Harvey Elliott,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
763,Elif Elmas,1,23,8,34.8,1.83,0.63,0.04,0.13,16.6,0,0,0,2.0,2.0,0.09
764,Ilay Elmkies,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
765,Ahmed Elmohamady,1,5,1,20.0,0.44,0.09,0.20,1.00,11.1,0,0,0,0.2,0.2,0.05
766,Aritz Elustondo,0,9,1,11.1,0.54,0.06,0.00,0.00,10.4,0,0,0,0.8,0.8,0.08
767,Nico Elvedi,1,9,1,11.1,0.31,0.03,0.11,1.00,9.2,0,0,0,0.8,0.8,0.09
768,Rodrigo Ely,2,6,2,33.3,0.25,0.08,0.33,1.00,9.2,0,0,0,1.0,1.0,0.17
769,Adri Embarba,2,38,14,36.8,2.49,0.92,0.03,0.07,25.6,12,1,1,3.2,2.4,0.06
770,Breel Embolo,8,45,18,40.0,2.61,1.05,0.18,0.44,12.4,0,0,1,10.4,9.6,0.22
771,Emerson,3,26,4,15.4,0.82,0.13,0.12,0.75,15.0,0,0,0,1.8,1.8,0.07
772,Renaud Emond,0,4,1,25.0,1.23,0.31,0.00,0.00,11.7,0,0,0,0.6,0.6,0.16
773,Alan Empereur,0,2,0,0.0,0.21,0.00,0.00,,14.0,0,0,0,0.1,0.1,0.05
774,Youssef En-Nesyri,4,40,17,42.5,2.60,1.10,0.10,0.24,15.0,0,0,0,5.0,5.0,0.13
775,Youssef En-Nesyri,4,21,8,38.1,2.37,0.90,0.19,0.50,11.6,0,0,0,3.6,3.6,0.17
776,Björn Engels,1,8,1,12.5,0.50,0.06,0.13,1.00,7.8,0,0,0,1.0,0.9,0.11
777,Sergi Enrich,1,28,6,21.4,1.35,0.29,0.04,0.17,11.1,0,0,0,3.0,3.0,0.11
778,Javier Eraso,0,9,3,33.3,0.99,0.33,0.00,0.00,18.2,1,0,0,0.5,0.5,0.06
779,Christian Eriksen,2,26,9,34.6,2.13,0.74,0.08,0.22,25.1,7,0,0,1.9,1.9,0.07
780,Christian Eriksen,1,24,9,37.5,3.07,1.15,0.04,0.11,21.1,5,0,0,2.0,2.0,0.12
781,Gonzalo Escalante,0,21,5,23.8,1.13,0.27,0.00,0.00,15.4,0,0,0,1.7,1.7,0.08
782,Aarón Escandell,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
783,Sergio Escudero,1,8,6,75.0,0.93,0.70,0.13,0.17,20.3,0,0,0,0.3,0.3,0.04
784,Bernardo Espinosa,3,22,8,36.4,0.88,0.32,0.14,0.38,10.5,0,0,0,2.3,2.3,0.10
785,Sebastiano Esposito,1,10,3,30.0,4.52,1.36,0.00,0.00,19.2,1,1,1,1.8,1.0,0.10
786,Vicente Esquerdo,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
787,Alexander Esswein,0,2,1,50.0,0.85,0.42,0.00,0.00,32.7,0,0,0,0.1,0.1,0.05
788,Pervis Estupiñán,1,19,2,10.5,0.57,0.06,0.05,0.50,18.5,1,0,0,1.6,1.6,0.08
789,Oghenekaro Etebo,1,9,3,33.3,1.42,0.47,0.11,0.33,15.7,0,0,0,0.7,0.7,0.08
790,Beñat Etxebarria,0,5,2,40.0,1.14,0.46,0.00,0.00,25.9,0,0,0,0.1,0.1,0.03
791,Xabier Etxeita,0,6,2,33.3,0.37,0.12,0.00,0.00,12.6,0,0,0,0.4,0.4,0.06
792,Antony Evans,0,2,1,50.0,1.15,0.58,0.00,0.00,25.2,0,0,0,0.1,0.1,0.03
793,Jonny Evans,1,23,8,34.8,0.61,0.21,0.04,0.13,8.4,0,0,0,3.7,3.7,0.16
794,Edu Expósito,4,32,15,46.9,1.24,0.58,0.09,0.20,25.2,0,1,2,2.7,1.0,0.03
795,Valentin Eysseric,0,5,1,20.0,1.27,0.25,0.00,0.00,20.7,1,0,0,0.2,0.2,0.05
796,Valentin Eysseric,0,2,1,50.0,4.29,2.14,0.00,0.00,26.5,0,0,0,0.0,0.0,0.02
797,Łukasz Fabiański,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
798,Fabinho,2,12,4,33.3,0.52,0.17,0.17,0.50,28.7,2,0,0,0.4,0.4,0.04
799,Fábio,0,3,0,0.0,0.32,0.00,0.00,,28.0,0,0,0,0.1,0.1,0.03
800,Cesc Fàbregas,0,10,2,20.0,0.97,0.19,0.00,0.00,21.5,1,0,0,0.5,0.5,0.05
801,Fabricio,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
802,Ralf Fährmann,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
803,Fayçal Fajr,0,9,3,33.3,2.01,0.67,0.00,0.00,24.6,3,0,0,0.4,0.4,0.04
804,Luca Falbo,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
805,Filippo Falco,4,57,22,38.6,2.55,0.98,0.07,0.18,21.9,5,0,0,2.8,2.8,0.05
806,Eliseo Falcon,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
807,Wladimiro Falcone,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
808,Simon Falette,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
809,Iago Falque,0,3,2,66.7,2.65,1.76,0.00,0.00,22.4,0,0,0,0.1,0.1,0.05
810,Iago Falque,2,12,2,16.7,2.08,0.35,0.00,0.00,26.8,2,2,3,2.9,0.6,0.05
811,Akin Famewo,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
812,Andri Fannar Baldursson,0,2,0,0.0,1.26,0.00,0.00,,23.5,0,0,0,0.1,0.1,0.04
813,Paolo Faragò,1,13,3,23.1,0.87,0.20,0.08,0.33,14.8,0,0,0,1.5,1.5,0.11
814,Davide Faraoni,5,42,14,33.3,1.17,0.39,0.12,0.36,17.7,0,0,0,4.2,4.2,0.10
815,Mohamed Fares,0,7,2,28.6,1.50,0.43,0.00,0.00,24.0,0,0,0,0.2,0.2,0.03
816,Diego Farias,2,23,7,30.4,2.51,0.76,0.09,0.29,20.1,0,0,0,1.7,1.7,0.08
817,Ansu Fati,7,33,12,36.4,2.89,1.05,0.21,0.58,15.6,0,0,0,3.8,3.8,0.12
818,Julien Faussurier,2,10,5,50.0,0.45,0.23,0.20,0.40,15.3,0,0,0,0.8,0.8,0.08
819,Andrea Favilli,0,14,3,21.4,1.91,0.41,0.00,0.00,14.1,0,0,0,1.3,1.3,0.09
820,Federico Fazio,1,4,1,25.0,0.30,0.07,0.25,1.00,8.6,0,0,0,0.5,0.5,0.12
821,Aleix Febas,0,8,3,37.5,0.43,0.16,0.00,0.00,21.0,0,0,0,0.4,0.4,0.05
822,Zouhair Feddal,1,10,3,30.0,0.63,0.19,0.10,0.33,12.8,0,0,0,1.0,1.0,0.10
823,Ljubomir Fejsa,0,1,0,0.0,0.11,0.00,0.00,,31.5,0,0,0,0.0,0.0,0.02
824,Nabil Fekir,7,101,40,39.6,3.45,1.36,0.06,0.15,20.7,8,1,1,6.9,6.1,0.06
825,Felipe,1,19,5,26.3,0.81,0.21,0.05,0.20,11.9,0,0,0,1.9,1.9,0.10
826,Luiz Felipe,1,8,1,12.5,0.36,0.04,0.13,1.00,12.0,0,0,0,1.0,1.0,0.13
827,Lucas Felippe,0,1,0,0.0,3.21,0.00,0.00,,26.0,0,0,0,0.0,0.0,0.03
828,João Félix,6,64,18,28.1,3.30,0.93,0.09,0.33,18.8,2,0,0,7.6,7.6,0.12
829,Ohis Felix Uduokhai,0,4,0,0.0,0.18,0.00,0.00,,18.6,0,0,0,0.2,0.2,0.05
830,Kiko Femenía,0,5,1,20.0,0.20,0.04,0.00,0.00,27.2,0,0,0,0.1,0.1,0.03
831,Zinedine Ferhat,3,45,13,28.9,1.80,0.52,0.07,0.23,19.2,3,0,0,4.1,4.1,0.09
832,Bruno Fernandes,8,40,14,35.0,3.04,1.06,0.10,0.29,24.6,7,4,4,6.2,3.0,0.08
833,Edimilson Fernandes,1,23,2,8.7,1.39,0.12,0.04,0.50,26.1,0,0,0,0.8,0.8,0.04
834,Gedson Fernandes,0,1,0,0.0,1.32,0.00,0.00,,26.4,0,0,0,0.0,0.0,0.03
835,Gelson Fernandes,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
836,Matheus Fernandes,0,3,0,0.0,1.63,0.00,0.00,,11.1,0,0,0,0.5,0.5,0.16
837,Aitor Fernández,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
838,Andrés Fernández,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
839,Carlos Fernández,10,46,18,39.1,1.88,0.74,0.20,0.50,16.0,3,1,1,9.8,9.0,0.20
840,Federico Fernández,2,15,7,46.7,0.52,0.24,0.13,0.29,11.5,0,0,0,1.4,1.4,0.10
841,Gabriel Fernández,1,7,3,42.9,1.12,0.48,0.14,0.33,11.3,0,0,0,0.7,0.7,0.09
842,Joaquín Fernández,2,10,4,40.0,0.54,0.22,0.20,0.50,18.0,0,0,0,0.7,0.7,0.07
843,Fernandinho,0,17,2,11.8,0.64,0.08,0.00,0.00,14.9,0,0,0,1.0,1.0,0.06
844,Fernando,2,15,5,33.3,0.51,0.17,0.13,0.40,10.2,0,0,0,2.6,2.6,0.17
845,Juan Ferney Otero,1,19,6,31.6,1.42,0.45,0.05,0.17,20.1,1,0,0,2.0,2.0,0.10
846,Alex Ferrari,0,4,1,25.0,0.36,0.09,0.00,0.00,13.5,0,0,0,0.9,0.9,0.22
847,Facundo Ferreyra,1,7,5,71.4,1.10,0.78,0.14,0.20,15.7,0,0,0,1.3,1.3,0.18
848,Jordan Ferri,0,11,4,36.4,0.86,0.31,0.00,0.00,23.6,0,0,0,0.4,0.4,0.04
849,Oliver Fink,0,8,0,0.0,1.07,0.00,0.00,,14.7,0,0,0,0.5,0.5,0.06
850,Alfreð Finnbogason,3,17,7,41.2,1.58,0.65,0.12,0.29,14.0,0,1,1,4.0,3.2,0.19
851,Roberto Firmino,9,99,38,38.4,2.98,1.14,0.09,0.24,13.7,0,0,0,14.0,14.0,0.14
852,Junior Firpo,1,4,1,25.0,0.36,0.09,0.25,1.00,16.1,0,0,0,0.7,0.7,0.17
853,John Fleck,5,31,11,35.5,1.11,0.39,0.16,0.45,20.1,0,0,0,3.1,3.1,0.10
854,Mark Flekken,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
855,Sergio Floccari,1,18,6,33.3,1.72,0.57,0.06,0.17,16.3,0,0,0,1.3,1.3,0.07
856,Alessandro Florenzi,0,14,2,14.3,1.26,0.18,0.00,0.00,25.7,0,0,0,0.5,0.5,0.04
857,Alessandro Florenzi,0,8,1,12.5,0.96,0.12,0.00,0.00,17.5,0,0,0,0.6,0.6,0.08
858,Phil Foden,5,34,14,41.2,3.40,1.40,0.15,0.36,16.8,0,0,0,3.3,3.3,0.10
859,Mamadou Fofana,0,10,0,0.0,0.57,0.00,0.00,,23.2,0,0,0,0.4,0.4,0.04
860,Seko Fofana,3,46,13,28.3,1.84,0.52,0.07,0.23,23.0,0,0,0,3.4,3.4,0.07
861,Wesley Fofana,1,7,1,14.3,0.52,0.07,0.14,1.00,8.4,0,0,0,0.9,0.9,0.13
862,Youssouf Fofana,1,14,4,28.6,1.25,0.36,0.07,0.25,21.4,0,0,0,0.8,0.8,0.06
863,Youssouf Fofana,0,7,2,28.6,1.03,0.30,0.00,0.00,26.5,0,0,0,0.3,0.3,0.04
864,Thomas Foket,0,8,1,12.5,0.30,0.04,0.00,0.00,18.6,0,0,0,0.5,0.5,0.06
865,Lamine Fomba,0,15,2,13.3,0.98,0.13,0.00,0.00,20.2,0,0,0,1.4,1.4,0.10
866,José Fonte,1,16,4,25.0,0.65,0.16,0.06,0.25,11.8,0,0,0,1.6,1.6,0.10
867,Pablo Fornals,2,36,11,30.6,1.49,0.46,0.06,0.18,18.1,0,0,0,2.3,2.3,0.06
868,Emil Forsberg,5,24,8,33.3,1.89,0.63,0.13,0.38,21.4,3,2,2,3.6,2.0,0.08
869,Hernâni Fortes,2,22,9,40.9,3.03,1.24,0.09,0.22,18.1,0,0,0,1.5,1.5,0.07
870,Ben Foster,0,1,1,100.0,0.03,0.03,0.00,0.00,10.0,0,0,0,0.1,0.1,0.10
871,Lyle Foster,0,2,0,0.0,2.90,0.00,0.00,,17.6,0,0,0,0.3,0.3,0.14
872,Timothy Fosu-Mensah,0,1,0,0.0,0.66,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.07
873,Dimitri Foulquier,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
874,Dimitri Foulquier,1,5,2,40.0,0.40,0.16,0.20,0.50,18.0,0,0,0,0.3,0.3,0.06
875,Juan Foyth,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
876,Gianluca Frabotta,0,1,0,0.0,1.00,0.00,0.00,,17.9,0,0,0,0.0,0.0,0.03
877,Raphael Framberger,0,1,0,0.0,0.08,0.00,0.00,,14.5,0,0,0,0.1,0.1,0.10
878,Simon Francis,0,3,0,0.0,0.28,0.00,0.00,,12.5,0,0,0,0.1,0.1,0.05
879,Mike Frantz,0,4,1,25.0,1.03,0.26,0.00,0.00,13.3,0,0,0,0.4,0.4,0.10
880,Ryan Fraser,1,27,11,40.7,1.18,0.48,0.04,0.09,17.2,2,0,0,3.7,3.7,0.14
881,Fred,0,40,10,25.0,1.66,0.42,0.00,0.00,24.5,3,0,0,1.7,1.7,0.04
882,Ryan Fredericks,0,3,0,0.0,0.12,0.00,0.00,,20.6,0,0,0,0.1,0.1,0.05
883,Kieron Freeman,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
884,Luke Freeman,0,3,0,0.0,0.74,0.00,0.00,,29.5,0,0,0,0.1,0.1,0.03
885,Remo Freuler,2,19,7,36.8,0.73,0.27,0.11,0.29,18.4,0,0,0,1.6,1.6,0.10
886,Marco Friedl,1,12,3,25.0,0.49,0.12,0.08,0.33,18.2,1,0,0,0.9,0.9,0.08
887,Marvin Friedrich,2,28,4,14.3,0.90,0.13,0.07,0.50,13.4,0,0,0,2.5,2.5,0.09
888,Samúel Friðjónsson,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
889,Jorge de Frutos,0,1,0,0.0,1.53,0.00,0.00,,9.9,0,0,0,0.0,0.0,0.04
890,Christian Fuchs,0,5,1,20.0,0.58,0.12,0.00,0.00,25.8,2,0,0,0.2,0.2,0.05
891,Angelo Fulgini,1,35,16,45.7,1.99,0.91,0.03,0.06,19.0,0,0,0,3.1,3.1,0.09
892,Niclas Füllkrug,4,17,10,58.8,3.80,2.23,0.24,0.40,13.2,0,0,0,1.8,1.7,0.10
893,Ramiro Funes Mori,0,3,0,0.0,0.60,0.00,0.00,,26.2,0,0,0,0.1,0.1,0.04
