,Player,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh
651,Troy Deeney,0,2,0,0.0,7.20,0.00,0.00,,12.7,0,0,0,0.1,0.1,0.04
652,Grégoire Defrel,2,27,10,37.0,1.78,0.66,0.07,0.20,13.8,0,0,0,4.0,4.0,0.15
653,Alessandro Deiola,4,26,12,46.2,1.10,0.51,0.15,0.33,20.1,0,0,0,2.5,2.5,0.10
654,Romain Del Castillo,0,1,0,0.0,3.21,0.00,0.00,,21.9,1,0,0,0.2,0.2,0.22
655,Romain Del Castillo,0,12,3,25.0,1.11,0.28,0.00,0.00,20.9,0,0,0,0.6,0.6,0.05
656,Thomas Delaine,1,18,5,27.8,0.70,0.19,0.06,0.20,25.5,0,0,0,1.0,1.0,0.06
657,Thomas Delaney,2,17,4,23.5,0.99,0.23,0.12,0.50,12.2,0,0,0,1.2,1.2,0.07
658,Thomas Delaney,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
659,Liam Delap,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
660,Sacha Delaye,0,3,0,0.0,1.03,0.00,0.00,,20.5,0,0,0,0.1,0.1,0.04
661,Filippo Delli Carri,0,4,2,50.0,1.08,0.54,0.00,0.00,13.9,0,0,0,0.2,0.2,0.06
662,Andy Delort,16,95,37,38.9,3.49,1.36,0.14,0.35,16.9,7,3,3,14.6,12.2,0.13
663,Andy Delort,2,14,5,35.7,4.68,1.67,0.14,0.40,15.9,0,0,0,1.3,1.3,0.10
664,Fabian Delph,0,2,0,0.0,0.27,0.00,0.00,,27.3,0,0,0,0.0,0.0,0.02
665,Moussa Dembélé,21,83,37,44.6,3.38,1.51,0.19,0.43,12.7,0,5,5,19.3,15.3,0.19
666,Ousmane Dembélé,1,46,7,15.2,2.94,0.45,0.02,0.14,19.5,1,0,0,2.6,2.6,0.06
667,Yusuf Demir,0,1,0,0.0,0.47,0.00,0.00,,12.4,0,0,0,0.1,0.1,0.08
668,Merih Demiral,1,25,6,24.0,1.17,0.28,0.04,0.17,10.2,0,0,0,2.4,2.4,0.10
669,Kerem Demirbay,1,36,11,30.6,1.58,0.48,0.00,0.00,25.4,6,1,2,3.3,1.8,0.05
670,Ermedin Demirović,2,25,9,36.0,2.58,0.93,0.08,0.22,12.7,0,0,0,3.0,3.0,0.12
671,Diego Demme,1,2,1,50.0,0.26,0.13,0.50,1.00,13.3,0,0,0,0.7,0.7,0.34
672,Jason Denayer,3,6,4,66.7,0.54,0.36,0.50,0.75,7.7,0,0,0,1.6,1.6,0.27
673,Leander Dendoncker,2,23,10,43.5,1.06,0.46,0.09,0.20,16.1,0,0,0,2.2,2.2,0.10
674,Emmanuel Dennis,10,60,26,43.3,2.09,0.91,0.17,0.38,15.5,7,0,0,7.3,7.3,0.12
675,Fabio Depaoli,1,10,4,40.0,1.28,0.51,0.10,0.25,15.5,0,0,0,0.8,0.8,0.08
676,Fabio Depaoli,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
677,Mike van der Hoorn,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
678,Arthur Desmas,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
679,Sergiño Dest,0,12,3,25.0,0.71,0.18,0.00,0.00,16.6,0,0,0,1.1,1.1,0.10
680,Mattia Destro,9,54,20,37.0,2.79,1.03,0.17,0.45,13.7,0,0,0,7.7,7.7,0.14
681,Gerard Deulofeu,13,77,33,42.9,2.65,1.14,0.16,0.36,17.8,13,1,1,6.9,6.1,0.08
682,Kiernan Dewsbury-Hall,1,21,3,14.3,0.90,0.13,0.05,0.33,21.6,1,0,0,1.2,1.2,0.06
683,Jacopo Dezi,0,1,0,0.0,5.63,0.00,0.00,,24.3,0,0,0,0.0,0.0,0.02
684,Samuel Di Carmine,0,1,0,0.0,2.50,0.00,0.00,,16.1,0,0,0,0.0,0.0,0.05
685,Federico Di Francesco,5,26,8,30.8,1.71,0.53,0.19,0.63,18.9,0,0,0,2.3,2.3,0.09
686,Giovanni Di Lorenzo,1,19,4,21.1,0.60,0.13,0.05,0.25,11.9,0,0,0,1.1,1.1,0.06
687,Ángel Di María,5,51,22,43.1,2.79,1.20,0.10,0.23,19.7,1,0,0,5.4,5.4,0.11
688,Francesco Di Mariano,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
689,Francesco Di Tacchio,0,14,1,7.1,1.00,0.07,0.00,0.00,25.1,1,0,0,0.4,0.4,0.03
690,Boulaye Dia,5,37,11,29.7,2.62,0.78,0.14,0.45,14.3,0,0,0,5.4,5.4,0.15
691,Moussa Diaby,13,53,26,49.1,1.73,0.85,0.25,0.50,16.2,0,0,1,8.0,7.2,0.14
692,Yadaly Diaby,0,2,0,0.0,2.69,0.00,0.00,,14.9,0,0,0,0.3,0.3,0.13
693,Mouctar Diakhaby,0,8,2,25.0,0.37,0.09,0.00,0.00,9.9,0,0,0,0.6,0.6,0.08
694,Ibrahim Diakité,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
695,Abdou Diallo,0,2,1,50.0,0.21,0.10,0.00,0.00,16.3,0,0,0,0.1,0.1,0.04
696,Habib Diallo,11,49,21,42.9,2.86,1.23,0.18,0.43,13.2,0,2,2,8.8,7.2,0.15
697,Ibrahima Diallo,0,8,4,50.0,0.70,0.35,0.00,0.00,21.3,0,0,0,0.4,0.4,0.05
698,Habib Diarra,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
699,Stéphane Diarra,0,13,4,30.8,2.23,0.69,0.00,0.00,18.8,0,0,0,1.1,1.1,0.08
700,Rúben Dias,2,18,3,16.7,0.67,0.11,0.11,0.67,11.8,0,0,0,2.7,2.7,0.15
701,Krépin Diatta,1,3,3,100.0,0.95,0.95,0.33,0.33,17.4,0,0,0,0.1,0.1,0.05
702,Amadou Diawara,0,1,0,0.0,0.53,0.00,0.00,,25.5,0,0,0,0.0,0.0,0.01
703,Brahim Díaz,3,30,6,20.0,1.46,0.29,0.10,0.50,17.0,0,0,0,4.1,4.1,0.14
704,Javier Díaz,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
705,Luis Díaz,4,38,13,34.2,3.57,1.22,0.11,0.31,16.7,0,0,0,3.6,3.6,0.09
706,Víctor Díaz,1,13,2,15.4,0.78,0.12,0.08,0.50,22.3,0,0,0,0.8,0.8,0.06
707,Daniel Didavi,0,7,3,42.9,2.27,0.97,0.00,0.00,17.2,1,0,0,0.8,0.8,0.11
708,Bamba Dieng,7,36,18,50.0,3.32,1.66,0.17,0.33,11.9,0,1,1,7.8,7.1,0.20
709,Eric Dier,0,13,4,30.8,0.38,0.12,0.00,0.00,14.4,4,0,0,1.2,1.2,0.09
710,Elhadji Dieye,0,2,0,0.0,5.29,0.00,0.00,,17.9,0,0,0,0.1,0.1,0.05
711,Lucas Digne,0,9,2,22.2,0.64,0.14,0.00,0.00,18.0,1,0,0,0.5,0.5,0.06
712,Lucas Digne,0,9,1,11.1,0.69,0.08,0.00,0.00,22.9,3,0,0,0.3,0.3,0.04
713,Mitchell Dijks,0,4,0,0.0,0.52,0.00,0.00,,13.7,0,0,0,0.7,0.7,0.16
714,Javairô Dilrosun,2,40,10,25.0,2.08,0.52,0.05,0.20,22.4,5,0,0,2.6,2.6,0.07
715,Javairô Dilrosun,0,1,0,0.0,0.65,0.00,0.00,,22.6,0,0,0,0.0,0.0,0.03
716,Federico Dimarco,2,38,18,47.4,2.39,1.13,0.05,0.11,20.1,3,0,1,3.5,2.7,0.07
717,Landry Dimata,0,8,0,0.0,1.33,0.00,0.00,,11.7,0,0,0,1.6,1.6,0.21
718,Stole Dimitrievski,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
719,Junior Dina Ebimbe,0,4,1,25.0,1.14,0.28,0.00,0.00,25.3,0,0,0,0.1,0.1,0.03
720,Tristan Dingomé,2,20,4,20.0,1.67,0.33,0.10,0.50,22.8,1,0,0,0.8,0.8,0.04
721,Sinaly Diomande,0,3,0,0.0,0.47,0.00,0.00,,10.3,0,0,0,0.2,0.2,0.08
722,Issa Diop,0,2,2,100.0,0.19,0.19,0.00,0.00,9.9,0,0,0,0.1,0.1,0.05
723,Sofiane Diop,6,37,13,35.1,1.71,0.60,0.16,0.46,17.2,2,0,0,5.6,5.6,0.15
724,Andy Diouf,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
725,Assane Dioussé,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
726,Axel Disasi,1,20,2,10.0,0.66,0.07,0.05,0.50,10.9,0,0,0,2.1,2.1,0.11
727,Filippo Distefano,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
728,Matías Dituro,0,1,0,0.0,0.03,0.00,0.00,,20.2,0,0,0,0.0,0.0,0.02
729,Tiago Djaló,1,12,5,41.7,0.46,0.19,0.08,0.20,12.6,0,0,0,1.4,1.4,0.12
730,Djené,0,4,1,25.0,0.12,0.03,0.00,0.00,19.0,0,0,0,0.1,0.1,0.04
731,Moussa Djenepo,0,11,1,9.1,2.17,0.20,0.00,0.00,16.3,0,0,0,1.5,1.5,0.13
732,Koffi Djidji,0,10,3,30.0,0.52,0.16,0.00,0.00,17.8,0,0,0,0.6,0.6,0.06
733,Alexander Djiku,1,15,7,46.7,0.50,0.23,0.07,0.14,11.3,0,0,0,2.1,2.1,0.14
734,Bryan Djile Nokoué,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
735,Berat Djimsiti,1,18,3,16.7,0.72,0.12,0.06,0.33,13.6,0,0,0,1.9,1.9,0.10
736,Ouparine Djoco,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
737,Naïs Djouahra,0,5,2,40.0,2.05,0.82,0.00,0.00,18.0,0,0,0,0.3,0.3,0.05
738,Marko Dmitrović,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
739,Lewis Dobbin,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
740,Matt Doherty,2,16,6,37.5,1.65,0.62,0.13,0.33,14.1,0,0,0,2.5,2.5,0.16
741,Jeremy Doku,1,5,2,40.0,0.96,0.38,0.20,0.50,15.1,0,0,0,0.7,0.7,0.14
742,Kasper Dolberg,6,38,13,34.2,2.29,0.78,0.11,0.31,16.2,0,2,2,6.4,4.8,0.13
743,Jaume Doménech,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
744,Brandon Domingues,1,4,2,50.0,1.56,0.78,0.25,0.50,19.6,0,0,0,0.7,0.7,0.17
745,Carlos Dominguez,0,1,0,0.0,0.26,0.00,0.00,,7.7,0,0,0,0.1,0.1,0.13
746,Mario Dominguez,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
747,Nicolás Domínguez,0,21,3,14.3,0.94,0.13,0.00,0.00,16.3,0,0,0,1.2,1.2,0.06
748,John Donald,0,2,1,50.0,1.00,0.50,0.00,0.00,12.1,0,0,0,0.5,0.5,0.26
749,Lee Dongjun,0,3,1,33.3,2.29,0.76,0.00,0.00,12.9,0,0,0,0.3,0.3,0.08
750,Anastasios Donis,0,10,0,0.0,2.43,0.00,0.00,,19.4,0,0,0,0.9,0.9,0.09
751,Gianluigi Donnarumma,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
752,Niklas Dorsch,1,12,1,8.3,0.46,0.04,0.08,1.00,29.4,0,0,0,0.2,0.2,0.02
753,Jodel Dossou,3,52,17,32.7,2.33,0.76,0.06,0.18,17.1,0,0,0,5.0,5.0,0.10
754,Lohann Doucet,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
755,Abdoulaye Doucouré,2,34,11,32.4,1.21,0.39,0.06,0.18,17.9,0,0,0,2.2,2.2,0.06
756,Cheick Doucouré,1,31,11,35.5,0.95,0.34,0.03,0.09,22.9,0,0,0,1.6,1.6,0.05
757,Fodé Doucouré,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
758,Ismaël Doukouré,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
759,Kamory Doumbia,2,4,2,50.0,1.02,0.51,0.50,1.00,17.0,0,0,0,0.6,0.6,0.16
760,Moussa Doumbia,0,3,2,66.7,3.14,2.09,0.00,0.00,26.7,0,0,1,0.9,0.1,0.04
761,Souleyman Doumbia,0,14,3,21.4,0.57,0.12,0.00,0.00,20.6,0,0,0,0.8,0.8,0.06
762,Kieran Dowell,1,8,2,25.0,0.79,0.20,0.13,0.50,20.8,3,0,0,1.1,1.1,0.13
763,Bartłomiej Drągowski,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
764,Radu Drăgușin,0,3,0,0.0,0.44,0.00,0.00,,16.1,0,0,0,0.2,0.2,0.07
765,Radu Drăgușin,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
766,Cody Drameh,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
767,Julian Draxler,2,9,3,33.3,1.48,0.49,0.22,0.67,15.4,0,0,0,1.5,1.5,0.16
768,Matthieu Dreyer,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
769,Domingos Duarte,1,6,1,16.7,0.32,0.05,0.17,1.00,9.2,0,0,0,0.9,0.9,0.16
770,Óscar Duarte,2,19,5,26.3,0.96,0.25,0.11,0.40,12.6,0,0,0,1.2,1.2,0.06
771,Rubén Duarte,0,9,3,33.3,0.31,0.10,0.00,0.00,23.8,0,0,0,0.4,0.4,0.04
772,Leo Dubois,0,10,1,10.0,0.52,0.05,0.00,0.00,20.8,0,0,0,0.8,0.8,0.08
773,Martin Dúbravka,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
774,Ondrej Duda,2,42,14,33.3,2.35,0.78,0.05,0.14,19.8,0,0,0,3.9,3.9,0.10
775,Jeremy Dudziak,2,16,4,25.0,1.27,0.32,0.13,0.50,14.3,0,0,0,2.4,2.4,0.16
776,Shane Duffy,1,22,5,22.7,1.38,0.31,0.05,0.20,11.3,0,0,0,1.0,1.0,0.04
777,Unai Dufur,0,1,0,0.0,1.00,0.00,0.00,,9.0,0,0,0,0.0,0.0,0.02
778,Denzel Dumfries,5,38,17,44.7,1.69,0.75,0.13,0.29,11.3,0,0,0,5.2,5.2,0.14
779,Paul Dummett,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
780,Alfred Duncan,2,11,3,27.3,0.51,0.14,0.18,0.67,18.5,0,0,0,0.9,0.9,0.08
781,Lewis Dunk,1,19,7,36.8,0.66,0.24,0.05,0.14,10.8,0,0,0,1.3,1.3,0.07
782,Erik Durm,0,1,0,0.0,0.19,0.00,0.00,,32.2,0,0,0,0.0,0.0,0.01
783,Hugo Duro,0,2,1,50.0,15.00,7.50,0.00,0.00,16.8,0,0,0,0.1,0.1,0.04
784,Hugo Duro,7,31,15,48.4,1.52,0.74,0.23,0.47,11.7,0,0,0,3.5,3.5,0.11
785,Jean-Kevin Duverne,1,12,3,25.0,0.36,0.09,0.08,0.33,17.1,0,0,0,1.0,1.0,0.08
786,Paulo Dybala,10,97,36,37.1,4.24,1.57,0.09,0.25,23.0,10,1,2,7.6,6.0,0.06
787,Edin Džeko,13,87,37,42.5,3.17,1.35,0.15,0.35,11.2,0,0,0,14.8,14.8,0.17
788,Enzo Ebosse,0,3,0,0.0,0.14,0.00,0.00,,17.5,0,0,0,0.1,0.1,0.05
789,Tyronne Ebuehi,0,7,1,14.3,0.55,0.08,0.00,0.00,14.1,0,0,0,0.6,0.6,0.08
790,Ederson,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
791,Éderson,2,21,9,42.9,1.65,0.71,0.10,0.22,18.9,0,0,0,2.0,2.0,0.10
792,Odsonne Édouard,6,39,17,43.6,2.24,0.98,0.13,0.29,13.3,0,1,1,6.4,5.6,0.14
793,CJ Egan-Riley,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
794,Maximilian Eggestein,1,23,6,26.1,0.94,0.25,0.04,0.17,21.8,0,0,0,1.1,1.1,0.05
795,Lilian Egloff,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
796,Kingsley Ehizibue,0,6,0,0.0,0.79,0.00,0.00,,24.9,0,0,0,0.2,0.2,0.04
797,Julian Eitschberger,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
798,Albin Ekdal,1,14,2,14.3,0.77,0.11,0.07,0.50,15.2,0,0,0,0.9,0.9,0.06
799,Hugo Ekitike,10,29,16,55.2,2.05,1.13,0.31,0.56,14.4,0,1,2,6.5,4.8,0.18
800,Jurgen Ekkelenkamp,3,14,4,28.6,1.75,0.50,0.21,0.75,14.6,0,0,0,1.5,1.5,0.11
801,Caleb Ekuban,1,38,7,18.4,1.99,0.37,0.03,0.14,14.7,0,0,0,3.5,3.5,0.09
802,Anthony Elanga,2,21,7,33.3,1.56,0.52,0.10,0.29,15.7,0,0,0,2.6,2.6,0.12
803,Alberth Elis,9,30,11,36.7,1.92,0.70,0.30,0.82,13.9,0,0,1,6.5,5.7,0.19
804,Harvey Elliott,0,10,1,10.0,2.60,0.26,0.00,0.00,18.5,0,0,0,0.8,0.8,0.08
805,Elif Elmas,3,33,11,33.3,1.83,0.61,0.09,0.27,18.3,0,0,0,2.3,2.3,0.07
806,Mohamed Elneny,0,8,2,25.0,0.89,0.22,0.00,0.00,26.9,0,0,0,0.2,0.2,0.02
807,Aritz Elustondo,4,14,7,50.0,0.60,0.30,0.29,0.57,13.7,0,0,0,1.6,1.6,0.12
808,Nico Elvedi,1,13,1,7.7,0.48,0.04,0.08,1.00,10.0,0,0,0,1.1,1.1,0.09
809,Mohamed Elyounoussi,4,43,17,39.5,1.90,0.75,0.09,0.24,14.7,0,0,0,5.5,5.5,0.14
810,Adri Embarba,0,49,16,32.7,2.22,0.73,0.00,0.00,23.1,15,0,0,2.8,2.8,0.06
811,Breel Embolo,9,48,23,47.9,1.99,0.96,0.19,0.39,13.7,0,0,0,8.4,8.4,0.19
812,Emerson,1,15,4,26.7,0.59,0.16,0.07,0.25,14.6,0,0,0,1.5,1.5,0.10
813,Emerson,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
814,Renaud Emond,0,1,0,0.0,0.47,0.00,0.00,,49.6,0,0,0,0.0,0.0,0.02
815,Youssef En-Nesyri,5,36,13,36.1,2.54,0.92,0.11,0.31,11.9,0,1,1,6.4,5.6,0.15
816,Keita Endo,0,2,1,50.0,3.27,1.64,0.00,0.00,17.8,0,0,0,0.1,0.1,0.04
817,Wataru Endo,4,45,16,35.6,1.40,0.50,0.09,0.25,16.3,0,0,0,5.0,4.8,0.11
818,Christian Eriksen,1,22,8,36.4,2.11,0.77,0.05,0.13,24.6,5,0,0,1.3,1.3,0.06
819,Martin Erlic,2,15,3,20.0,0.52,0.10,0.13,0.67,10.1,0,0,0,3.0,3.0,0.20
820,Gonzalo Escalante,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
821,Gonzalo Escalante,5,16,9,56.3,1.11,0.62,0.31,0.56,12.2,0,0,0,3.2,3.2,0.20
822,Aarón Escandell,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
823,Sergio Escudero,2,21,4,19.0,1.32,0.25,0.10,0.50,27.1,4,0,0,1.1,1.1,0.05
824,Alfonso Espino,2,27,7,25.9,0.73,0.19,0.07,0.29,20.7,0,0,0,1.7,1.5,0.06
825,Michael Esser,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
826,Estanis,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
827,Maxime Estève,0,5,1,20.0,0.24,0.05,0.00,0.00,7.5,0,0,0,0.9,0.9,0.18
828,Pervis Estupiñán,0,14,4,28.6,0.80,0.23,0.00,0.00,19.1,0,0,0,0.8,0.8,0.05
829,Oghenekaro Etebo,0,3,0,0.0,0.67,0.00,0.00,,31.0,0,0,0,0.1,0.1,0.02
830,Jonny Evans,1,3,2,66.7,0.20,0.13,0.33,0.50,5.6,0,0,0,0.6,0.6,0.20
831,Eberechi Eze,1,10,1,10.0,1.49,0.15,0.10,1.00,20.8,1,0,0,0.4,0.4,0.04
832,Abdessamad Ezzalzouli,1,16,4,25.0,2.48,0.62,0.06,0.25,16.5,0,0,0,1.3,1.3,0.08
833,Łukasz Fabiański,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
834,Fabinho,5,19,7,36.8,0.74,0.27,0.16,0.43,19.9,2,2,2,3.9,2.4,0.14
835,Fábio,0,11,1,9.1,0.59,0.05,0.00,0.00,17.7,0,0,0,1.0,1.0,0.09
836,Cesc Fàbregas,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
837,Wout Faes,4,22,9,40.9,0.59,0.24,0.18,0.44,13.6,0,0,0,2.1,2.1,0.10
838,Wahid Faghir,1,5,1,20.0,3.66,0.73,0.20,1.00,17.3,0,0,0,0.4,0.4,0.07
839,Romain Faivre,3,20,6,30.0,2.02,0.61,0.15,0.50,18.4,1,0,0,1.8,1.8,0.09
840,Romain Faivre,7,32,12,37.5,1.60,0.60,0.06,0.17,23.1,5,5,5,6.5,2.5,0.08
841,Radamel Falcao,6,33,15,45.5,3.54,1.61,0.18,0.40,13.4,2,0,0,4.9,4.9,0.15
842,Diego Falcinelli,0,5,0,0.0,6.82,0.00,0.00,,15.6,0,0,0,0.6,0.6,0.11
843,Wladimiro Falcone,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
844,Fali,0,14,0,0.0,0.70,0.00,0.00,,16.9,2,0,0,0.7,0.7,0.05
845,Paolo Faragò,0,2,1,50.0,11.25,5.63,0.00,0.00,13.6,0,0,0,0.4,0.4,0.22
846,Omar Faraj,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
847,Davide Faraoni,4,30,9,30.0,1.05,0.31,0.13,0.44,14.1,0,0,0,3.0,3.0,0.10
848,Mohamed Fares,2,13,3,23.1,1.99,0.46,0.15,0.67,14.2,0,0,0,1.1,1.1,0.08
849,Diego Farias,0,1,0,0.0,1.36,0.00,0.00,,23.4,0,0,0,0.0,0.0,0.04
850,Wuilker Faríñez,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
851,Ömer Faruk Beyaz,0,3,1,33.3,3.80,1.27,0.00,0.00,20.8,0,0,0,0.2,0.2,0.05
852,Noah Fatar,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
853,Ansu Fati,4,18,8,44.4,4.82,2.14,0.22,0.50,17.3,1,0,0,1.3,1.3,0.07
854,Julien Faussurier,0,4,3,75.0,0.74,0.55,0.00,0.00,15.4,0,0,0,0.4,0.4,0.09
855,Andrea Favilli,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
856,Federico Fazio,1,16,3,18.8,1.00,0.19,0.06,0.33,12.5,0,0,0,1.5,1.5,0.09
857,Aleix Febas,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
858,Adrian Fein,0,1,0,0.0,2.81,0.00,0.00,,28.3,0,0,0,0.0,0.0,0.02
859,Nabil Fekir,6,84,32,38.1,2.71,1.03,0.07,0.19,21.4,11,0,0,4.7,4.7,0.06
860,Felipe,2,11,4,36.4,0.66,0.24,0.18,0.50,9.5,0,0,0,0.7,0.7,0.07
861,Luiz Felipe,0,5,1,20.0,0.18,0.04,0.00,0.00,13.6,0,0,0,0.3,0.3,0.06
862,João Félix,8,39,15,38.5,2.78,1.07,0.21,0.53,14.8,1,0,0,5.7,5.7,0.15
863,Ohis Felix Uduokhai,0,2,0,0.0,0.23,0.00,0.00,,11.5,0,0,0,0.2,0.2,0.08
864,Kiko Femenía,0,3,1,33.3,0.13,0.04,0.00,0.00,20.7,0,0,0,0.1,0.1,0.04
865,Evan Ferguson,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
866,Nathan Ferguson,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
867,Bruno Fernandes,10,87,29,33.3,2.52,0.84,0.11,0.34,21.9,6,0,2,9.7,8.1,0.09
868,Edimilson Fernandes,0,4,2,50.0,1.27,0.64,0.00,0.00,41.8,0,0,0,0.1,0.1,0.02
869,Aitor Fernández,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
870,Álex Fernández,3,19,6,31.6,0.83,0.26,0.11,0.33,20.7,0,1,2,3.0,1.5,0.08
871,Álvaro Fernández,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
872,Federico Fernández,0,6,1,16.7,1.03,0.17,0.00,0.00,10.2,0,0,0,0.4,0.4,0.07
873,Fernandinho,2,18,3,16.7,1.68,0.28,0.11,0.67,16.7,0,0,0,1.6,1.6,0.09
874,Fernando,1,6,1,16.7,0.29,0.05,0.17,1.00,18.5,0,0,0,1.0,1.0,0.17
875,Alex Ferrari,1,4,1,25.0,0.22,0.05,0.25,1.00,18.5,0,0,0,0.6,0.6,0.14
876,Salvador Ferrer,0,6,1,16.7,0.36,0.06,0.00,0.00,24.1,0,0,0,0.2,0.2,0.04
877,Jordan Ferri,0,14,2,14.3,0.43,0.06,0.00,0.00,25.8,0,0,0,0.3,0.3,0.02
878,Riccardo Fiamozzi,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
879,Fidel,5,17,7,41.2,0.68,0.28,0.24,0.57,15.8,1,1,1,2.8,2.0,0.12
880,Karol Fila,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
881,Alfreð Finnbogason,2,6,4,66.7,1.85,1.23,0.33,0.50,12.8,0,0,0,1.3,1.3,0.22
882,Luca Fiordilino,0,3,1,33.3,0.41,0.14,0.00,0.00,19.7,0,0,0,0.2,0.2,0.07
883,Vincenzo Fiorillo,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
884,Roberto Firmino,5,30,11,36.7,2.73,1.00,0.17,0.45,15.3,0,0,0,4.7,4.7,0.16
885,Junior Firpo,0,11,1,9.1,0.58,0.05,0.00,0.00,14.6,0,0,0,0.9,0.9,0.08
886,Mark Flekken,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
887,Ashley Fletcher,0,2,1,50.0,6.00,3.00,0.00,0.00,17.6,0,0,0,0.6,0.6,0.30
888,Alexis Flips,2,18,9,50.0,1.53,0.77,0.06,0.11,25.0,1,1,1,2.0,1.2,0.07
889,Alessandro Florenzi,2,22,6,27.3,1.72,0.47,0.09,0.33,23.7,2,0,0,0.7,0.7,0.03
890,Phil Foden,9,57,22,38.6,2.41,0.93,0.16,0.41,14.5,0,0,0,9.4,9.4,0.17
891,Mamadou Fofana,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
892,Seko Fofana,8,97,32,33.0,2.60,0.86,0.08,0.25,21.0,0,0,0,6.4,6.4,0.07
893,Wesley Fofana,0,3,1,33.3,0.43,0.14,0.00,0.00,7.9,0,0,0,0.4,0.4,0.13
894,Youssouf Fofana,0,30,6,20.0,1.23,0.25,0.00,0.00,26.4,2,0,0,1.1,1.1,0.04
895,Thomas Foket,1,8,3,37.5,0.32,0.12,0.13,0.33,13.6,0,0,0,0.6,0.6,0.07
896,Thomas Fontaine,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
897,José Fontán,0,1,0,0.0,0.33,0.00,0.00,,14.0,0,0,0,0.2,0.2,0.18
898,José Fonte,0,21,6,28.6,0.55,0.16,0.00,0.00,11.2,0,0,0,1.4,1.4,0.06
899,Fernando Forestieri,2,3,2,66.7,4.66,3.10,0.67,1.00,14.1,1,0,0,1.1,1.1,0.37
900,Pablo Fornals,6,43,11,25.6,1.38,0.35,0.14,0.55,18.7,0,0,0,4.6,4.6,0.11
