,Player,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh
119,Adam Armstrong,2,47,14,29.8,2.99,0.89,0.04,0.14,17.2,0,0,0,4.5,4.5,0.10
120,Stuart Armstrong,2,38,9,23.7,2.32,0.55,0.05,0.22,20.5,0,0,0,2.5,2.5,0.07
121,Marko Arnautović,14,89,32,36.0,2.97,1.07,0.13,0.38,15.2,3,2,3,14.7,12.5,0.14
122,Maximilian Arnold,4,39,15,38.5,1.17,0.45,0.10,0.27,32.0,12,0,0,1.7,1.7,0.04
123,Kepa Arrizabalaga,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
124,Tolgay Arslan,1,23,9,39.1,1.25,0.49,0.04,0.11,22.8,1,0,0,1.2,1.2,0.05
125,Santiago Arzamendia,1,7,1,14.3,1.34,0.19,0.14,1.00,29.7,0,0,0,0.2,0.2,0.03
126,Takuma Asano,3,33,11,33.3,1.85,0.62,0.09,0.27,16.8,0,0,0,3.7,3.7,0.11
127,Santiago Ascacíbar,0,13,1,7.7,0.49,0.04,0.00,0.00,17.7,0,0,0,0.9,0.9,0.07
128,Sergio Asenjo,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
129,Alejandro Asensio,0,1,1,100.0,7.50,7.50,0.00,0.00,10.1,0,0,0,0.0,0.0,0.03
130,Marco Asensio,10,64,32,50.0,3.33,1.66,0.16,0.31,18.9,2,0,0,7.5,7.5,0.12
131,Harrison Ashby,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
132,Kristoffer Askildsen,0,7,0,0.0,0.84,0.00,0.00,,18.9,0,0,0,0.4,0.4,0.05
133,Fisnik Asllani,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
134,Kristjan Asllani,1,17,6,35.3,1.13,0.40,0.06,0.17,25.6,2,0,0,0.8,0.8,0.04
135,Iago Aspas,18,85,36,42.4,2.48,1.05,0.18,0.42,16.5,7,3,5,14.1,10.2,0.12
136,Lorenz Assignon,0,6,4,66.7,0.88,0.58,0.00,0.00,8.4,0,0,0,0.7,0.7,0.13
137,Simon Asta,0,3,0,0.0,0.34,0.00,0.00,,14.3,0,0,0,0.2,0.2,0.08
138,Youcef Atal,2,13,5,38.5,1.03,0.39,0.15,0.40,18.7,0,0,0,0.9,0.9,0.07
139,Pierre-Emerick Aubameyang,4,33,16,48.5,2.86,1.39,0.12,0.25,15.0,0,0,2,5.9,4.2,0.13
140,Pierre-Emerick Aubameyang,11,37,20,54.1,3.08,1.66,0.30,0.55,12.0,0,0,0,7.8,7.8,0.21
141,Emil Audero,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
142,Tommaso Augello,1,7,2,28.6,0.26,0.08,0.14,0.50,18.3,0,0,0,0.4,0.4,0.06
143,Jean-Kévin Augustin,0,2,0,0.0,2.14,0.00,0.00,,18.0,0,0,0,0.1,0.1,0.06
144,Ludwig Augustinsson,0,4,2,50.0,0.45,0.23,0.00,0.00,15.1,0,0,0,0.4,0.4,0.09
145,Serge Aurier,0,11,2,18.2,0.98,0.18,0.00,0.00,15.9,0,0,0,0.8,0.8,0.07
146,Ezequiel Ávila,6,62,15,24.2,2.98,0.72,0.08,0.33,24.6,4,1,1,4.3,3.5,0.06
147,Taiwo Awoniyi,15,65,30,46.2,2.69,1.24,0.20,0.43,13.1,0,2,2,13.6,12.0,0.18
148,Ramzi Aya,0,1,0,0.0,0.67,0.00,0.00,,23.6,0,0,0,0.0,0.0,0.03
149,Jordan Ayew,3,35,8,22.9,1.56,0.36,0.09,0.38,16.8,1,0,0,3.1,3.1,0.09
150,Kaan Ayhan,1,5,1,20.0,0.33,0.07,0.20,1.00,16.9,2,0,0,0.3,0.3,0.06
151,Luke Ayling,2,19,3,15.8,0.75,0.12,0.11,0.67,13.0,0,0,0,1.2,1.2,0.07
152,Karim Azamoum,0,3,3,100.0,0.70,0.70,0.00,0.00,22.4,1,0,0,0.1,0.1,0.04
153,Sardar Azmoun,1,11,4,36.4,2.76,1.00,0.09,0.25,12.7,0,0,0,2.9,2.9,0.27
154,César Azpilicueta,1,11,4,36.4,0.48,0.17,0.09,0.25,14.7,0,0,0,0.9,0.9,0.08
155,Iddrisu Baba,1,23,8,34.8,1.07,0.37,0.04,0.13,24.4,0,0,0,1.4,1.4,0.06
156,Carlos Bacca,0,9,2,22.2,1.58,0.35,0.00,0.00,14.5,0,0,0,0.9,0.9,0.10
157,Daniel Bachmann,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
158,Loïc Bade,0,7,0,0.0,0.64,0.00,0.00,,14.6,0,0,0,0.3,0.3,0.04
159,Milan Badelj,1,21,5,23.8,0.66,0.16,0.05,0.20,23.1,0,0,0,1.0,1.0,0.05
160,Édgar Badía,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
161,Benoît Badiashile,1,14,4,28.6,0.69,0.20,0.07,0.25,10.4,0,0,0,1.6,1.6,0.11
162,Youssouph Badji,0,2,0,0.0,1.33,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.06
163,Miguel Baeza,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
164,Nicola Bagnolini,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
165,Issa Bah,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
166,Stéphane Bahoken,3,24,14,58.3,1.97,1.15,0.13,0.21,17.0,0,0,0,4.1,4.1,0.17
167,Leon Bailey,1,21,8,38.1,2.48,0.95,0.05,0.13,19.4,4,0,0,1.5,1.5,0.07
168,Eric Bailly,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
169,Dénys Bain,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
170,Stefan Bajic,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
171,Nedim Bajrami,6,51,18,35.3,2.23,0.79,0.06,0.17,21.0,8,3,3,6.4,4.0,0.08
172,Cédric Bakambu,4,19,8,42.1,4.80,2.02,0.21,0.50,13.4,0,0,0,2.6,2.6,0.13
173,Abdoulaye Bakayoko,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
174,Tiemoué Bakayoko,0,4,0,0.0,0.72,0.00,0.00,,21.0,0,0,0,0.3,0.3,0.07
175,Mitchel Bakker,1,9,3,33.3,0.44,0.15,0.11,0.33,20.6,0,0,0,0.4,0.4,0.04
176,Ridle Baku,3,36,8,22.2,1.32,0.29,0.08,0.38,21.2,0,0,0,1.8,1.8,0.05
177,Dilane Bakwa,0,2,1,50.0,4.19,2.09,0.00,0.00,18.0,0,0,0,0.1,0.1,0.05
178,Tommaso Baldanzi,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
179,Alejandro Balde,0,1,0,0.0,0.48,0.00,0.00,,19.3,0,0,0,0.0,0.0,0.03
180,Ibrahima Baldé,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
181,Keita Baldé,3,27,11,40.7,1.98,0.81,0.11,0.27,13.3,0,0,0,3.5,3.5,0.13
182,Gareth Bale,1,15,6,40.0,4.82,1.93,0.07,0.17,19.7,2,0,0,1.2,1.2,0.08
183,Mikel Balenziaga,0,7,2,28.6,0.31,0.09,0.00,0.00,24.7,0,0,0,0.1,0.1,0.02
184,Leonardo Balerdi,0,2,0,0.0,0.19,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.06
185,Iván Balliu,1,15,3,20.0,0.43,0.09,0.07,0.33,19.9,0,0,0,0.9,0.9,0.06
186,Fodé Ballo-Touré,0,2,1,50.0,0.40,0.20,0.00,0.00,14.9,0,0,0,0.3,0.3,0.14
187,Folarin Balogun,0,3,0,0.0,3.86,0.00,0.00,,14.4,0,0,0,0.2,0.2,0.07
188,Abdoulaye Bamba,0,1,0,0.0,0.20,0.00,0.00,,7.3,0,0,0,0.2,0.2,0.24
189,Jonathan Bamba,1,51,12,23.5,1.89,0.44,0.02,0.08,19.9,2,0,0,3.0,3.0,0.06
190,Patrick Bamford,2,20,5,25.0,3.22,0.81,0.10,0.40,14.0,0,0,0,3.0,3.0,0.15
191,Filippo Bandinelli,2,35,11,31.4,1.61,0.51,0.06,0.18,19.9,0,0,0,2.2,2.2,0.06
192,Mattia Bani,0,9,1,11.1,0.67,0.07,0.00,0.00,10.5,0,0,0,1.1,1.1,0.12
193,Simon Banza,1,6,4,66.7,4.35,2.90,0.17,0.25,15.5,0,0,0,1.0,1.0,0.17
194,Shandon Baptiste,1,12,4,33.3,1.19,0.40,0.08,0.25,20.1,0,0,0,0.7,0.7,0.06
195,Antonín Barák,11,47,20,42.6,1.81,0.77,0.15,0.35,15.7,2,4,4,8.9,5.7,0.12
196,Barbero,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
197,Danilo Barbosa,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
198,Barcia,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
199,Bradley Barcola,0,5,2,40.0,1.71,0.68,0.00,0.00,13.0,0,0,0,0.3,0.3,0.06
200,Melvin Bard,2,5,2,40.0,0.17,0.07,0.40,1.00,17.2,0,0,0,0.9,0.9,0.18
201,Enis Bardhi,3,41,8,19.5,2.17,0.42,0.02,0.13,24.3,9,2,2,3.9,2.2,0.05
202,Francesco Bardi,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
203,Keidi Bare,1,4,1,25.0,0.24,0.06,0.25,1.00,13.2,0,0,0,0.3,0.3,0.07
204,Nicolò Barella,3,68,12,17.6,2.10,0.37,0.04,0.25,20.5,0,0,0,4.7,4.7,0.07
205,Kike Barja,2,17,6,35.3,1.77,0.62,0.12,0.33,18.9,0,0,0,1.5,1.5,0.09
206,Ross Barkley,1,9,4,44.4,4.53,2.01,0.11,0.25,22.3,0,0,0,1.0,1.0,0.11
207,Aymen Barkok,0,2,1,50.0,1.13,0.56,0.00,0.00,30.3,0,0,0,0.0,0.0,0.01
208,Ashley Barnes,1,15,5,33.3,1.67,0.56,0.00,0.00,17.3,0,1,1,2.1,1.4,0.09
209,Harvey Barnes,6,66,24,36.4,2.83,1.03,0.09,0.25,16.1,0,0,0,5.6,5.6,0.09
210,Antonio Barragán,0,1,0,0.0,0.09,0.00,0.00,,13.1,0,0,0,0.0,0.0,0.03
211,Leandro Barreiro Martins,1,32,10,31.3,1.61,0.50,0.03,0.10,19.5,0,0,0,2.5,2.5,0.08
212,Ander Barrenetxea,1,8,2,25.0,1.32,0.33,0.13,0.50,15.2,0,0,0,0.5,0.5,0.06
213,Jacob Barrett Laursen,2,8,4,50.0,0.44,0.22,0.25,0.50,26.1,0,0,0,0.2,0.2,0.03
214,Musa Barrow,6,71,27,38.0,2.99,1.14,0.08,0.22,21.4,3,0,0,5.9,5.9,0.08
215,Abdourahmane Barry,0,1,0,0.0,0.43,0.00,0.00,,25.9,0,0,0,0.0,0.0,0.03
216,Marc Bartra,1,15,3,20.0,0.68,0.14,0.07,0.33,16.3,0,0,0,1.6,1.6,0.11
217,Daniele Baselli,0,1,0,0.0,0.60,0.00,0.00,,5.4,0,0,0,0.7,0.7,0.75
218,Daniele Baselli,0,5,0,0.0,1.55,0.00,0.00,,19.0,0,0,0,0.5,0.5,0.10
219,Toma Bašić,0,16,11,68.8,1.47,1.01,0.00,0.00,21.8,2,0,0,1.6,1.6,0.12
220,Toma Bašić,0,2,0,0.0,0.86,0.00,0.00,,27.1,1,0,0,0.0,0.0,0.02
221,Amine Bassi,0,4,1,25.0,1.96,0.49,0.00,0.00,26.5,0,0,0,0.2,0.2,0.04
222,Álvaro Bastida,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
223,Alessandro Bastoni,1,9,2,22.2,0.35,0.08,0.11,0.50,20.5,0,0,0,0.3,0.3,0.04
224,Simone Bastoni,3,28,6,21.4,1.10,0.24,0.11,0.50,24.1,0,0,0,1.5,1.5,0.05
225,Lewis Bate,0,1,0,0.0,0.62,0.00,0.00,,28.9,0,0,0,0.0,0.0,0.01
226,Rodrigo Battaglia,0,5,1,20.0,0.38,0.08,0.00,0.00,21.2,0,0,0,0.4,0.4,0.08
227,Maximilian Bauer,0,5,1,20.0,0.27,0.05,0.00,0.00,12.6,0,0,0,0.2,0.2,0.04
228,Oliver Baumann,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
229,Timo Baumgartl,1,13,5,38.5,0.54,0.21,0.08,0.20,9.9,0,0,0,1.5,1.5,0.11
230,Julian Baumgartlinger,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
231,Christoph Baumgartner,7,42,17,40.5,2.00,0.81,0.17,0.41,13.5,0,0,0,7.0,7.0,0.17
232,Jon Bautista,0,1,0,0.0,2.00,0.00,0.00,,16.2,0,0,0,0.1,0.1,0.07
233,Paul Baysse,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
234,Noah Joel Sarenren Bazee,1,7,3,42.9,2.61,1.12,0.14,0.33,14.2,0,0,0,0.6,0.6,0.08
235,Bebé,1,50,8,16.0,5.19,0.83,0.02,0.13,26.7,10,0,0,1.7,1.7,0.03
236,Ihlas Bebou,7,46,14,30.4,1.98,0.60,0.15,0.50,11.8,0,0,0,9.4,9.4,0.21
237,Rodrigo Becão,2,19,5,26.3,0.55,0.14,0.11,0.40,13.5,0,0,0,1.0,1.0,0.05
238,Mads Bech Sørensen,0,2,0,0.0,0.22,0.00,0.00,,12.8,0,0,0,0.1,0.1,0.03
239,Sheraldo Becker,4,37,18,48.6,1.89,0.92,0.11,0.22,20.1,1,0,0,2.4,2.4,0.06
240,Jan Bednarek,4,19,7,36.8,0.65,0.24,0.21,0.57,8.9,0,0,0,2.2,2.2,0.12
241,Donny van de Beek,1,2,1,50.0,2.40,1.20,0.50,1.00,9.0,0,0,0,0.5,0.5,0.24
242,Donny van de Beek,1,5,1,20.0,0.93,0.19,0.20,1.00,20.5,0,0,0,1.1,1.1,0.21
243,Asmir Begović,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
244,Valon Behrami,0,1,0,0.0,0.29,0.00,0.00,,13.3,0,0,0,0.1,0.1,0.08
