,Player,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,TklDribblers,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Clr,Err
321,Jayden Bogle,33,23,21,10,2,20,39,51.3,19,14,4,10,14,22,0
322,Quentin Boisgard,24,17,3,15,6,11,24,45.8,13,17,2,15,15,1,0
323,Willy Boly,33,20,26,7,0,13,24,54.2,11,18,12,6,32,84,1
324,Giacomo Bonaventura,34,19,16,13,5,16,53,30.2,37,26,2,24,39,12,0
325,Federico Bonazzoli,6,4,0,4,2,2,13,15.4,11,3,0,3,2,3,0
326,Federico Bonazzoli,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
327,Kevin Bonifazi,32,21,24,6,2,8,23,34.8,15,33,20,13,50,85,1
328,Leonardo Bonucci,19,14,10,8,1,6,14,42.9,8,24,13,11,33,67,0
329,Elias Bördner,1,0,1,0,0,1,1,100.0,0,0,0,0,2,1,0
330,Dennis Borkowski,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
331,Sebastiaan Bornauw,29,20,25,4,0,14,25,56.0,11,33,26,7,40,104,0
332,Sven Botman,31,21,18,12,1,14,26,53.8,12,31,21,10,57,126,2
333,Denis Bouanga,52,28,22,24,6,16,58,27.6,42,32,3,29,20,36,0
334,Hicham Boudaoui,52,35,20,24,8,26,68,38.2,42,14,4,10,23,26,1
335,Ryad Boudebouz,9,4,1,7,1,4,8,50.0,4,3,0,3,5,5,0
336,Sofiane Boufal,17,11,8,6,3,8,28,28.6,20,8,0,8,3,1,0
337,Nassim Boujellab,13,9,2,10,1,2,12,16.7,10,10,3,7,7,9,0
338,Farid Boulaya,24,16,4,17,3,13,51,25.5,38,19,3,16,12,7,0
339,Yassine Bounou,1,1,1,0,0,0,2,0.0,2,0,0,0,0,12,2
340,Ismaëlben Boura,11,7,8,2,1,3,9,33.3,6,7,2,5,21,12,0
341,Mehdi Bourabia,6,5,1,4,1,2,7,28.6,5,14,6,8,12,8,0
342,Benjamin Bourigeaud,40,23,17,16,7,21,71,29.6,50,37,1,36,19,25,0
343,Edoardo Bove,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
344,Jarrod Bowen,26,15,12,7,7,10,29,34.5,19,19,1,18,22,10,0
345,Dedryck Boyata,14,7,10,3,1,7,15,46.7,8,23,20,3,26,68,1
346,John Boye,58,34,43,13,2,31,54,57.4,23,36,20,16,80,146,1
347,Lucas Boyé,47,31,13,27,7,10,49,20.4,39,37,2,35,19,21,0
348,Can Bozdogan,13,5,6,6,1,4,15,26.7,11,10,2,8,7,5,0
349,Umut Bozok,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0
350,Jayden Braaf,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
351,Domagoj Bradarić,28,18,11,13,4,12,27,44.4,15,14,4,10,26,21,0
352,Robbie Brady,22,15,12,6,4,12,35,34.3,23,16,0,16,9,29,1
353,Martin Braithwaite,8,4,2,3,3,1,6,16.7,5,2,0,2,6,7,0
354,Julian Brandt,27,14,13,9,5,12,43,27.9,31,25,1,24,17,7,1
355,Darko Brašanac,10,6,6,4,0,5,16,31.3,11,8,1,7,7,10,0
356,Lilian Brassier,19,10,12,4,3,7,11,63.6,4,13,6,7,23,38,1
357,Álvaro Bravo,1,1,1,0,0,1,2,50.0,1,0,0,0,1,0,0
358,Claudio Bravo,0,0,0,0,0,0,1,0.0,1,0,0,0,0,11,0
359,Fabian Bredlow,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
360,Josip Brekalo,22,10,10,7,5,8,29,27.6,21,18,0,18,17,3,1
361,Gleison Bremer,51,34,36,14,1,21,36,58.3,15,54,21,33,70,142,1
362,Joshua Brenet,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
363,Rhian Brewster,8,5,1,4,3,1,13,7.7,12,15,2,13,5,5,0
364,Anthony Briançon,12,7,9,3,0,9,19,47.4,10,19,12,7,33,57,2
365,Jimmy Briand,7,3,3,2,2,1,1,100.0,0,2,0,2,1,3,0
366,Yan Brice Eteki,23,15,10,12,1,8,19,42.1,11,13,3,10,13,16,1
367,Nathan Broadhead,1,1,0,1,0,0,0,,0,0,0,0,0,0,0
368,Dylan Bronn,57,37,38,19,0,24,44,54.5,20,31,14,17,44,112,0
369,John Brooks,47,29,33,14,0,30,54,55.6,24,35,10,25,55,134,0
370,Daniel Brosinski,19,14,10,7,2,12,31,38.7,19,18,1,17,14,33,0
371,Josh Brownhill,45,27,9,29,7,15,44,34.1,29,33,11,22,69,39,0
372,Marcelo Brozović,54,29,23,24,7,20,61,32.8,41,43,17,26,40,38,0
373,Gastón Brugman,35,19,18,15,2,11,44,25.0,33,33,4,29,45,34,0
374,Juan Brunet,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
375,Juan Brunetta,2,2,0,2,0,1,6,16.7,5,5,0,5,1,2,0
376,Cédric Brunner,42,22,24,15,3,27,40,67.5,13,30,10,20,42,96,0
377,Jacob Bruun Larsen,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
378,Joe Bryan,15,8,7,5,3,7,12,58.3,5,8,2,6,14,16,0
379,Kean Bryan,20,10,9,11,0,9,19,47.4,10,16,10,6,13,39,1
380,Lucas Buadés,1,0,0,1,0,0,0,,0,0,0,0,0,0,0
381,Ante Budimir,20,12,2,11,7,4,15,26.7,11,17,4,13,2,17,1
382,Gianluigi Buffon,0,0,0,0,0,0,0,,0,0,0,0,0,3,1
383,Marius Bülter,15,8,6,6,3,5,17,29.4,12,17,2,15,12,11,0
384,Alessandro Buongiorno,12,5,8,4,0,7,12,58.3,5,15,9,6,11,44,1
385,Esteban Burgos,7,6,4,3,0,1,5,20.0,4,8,7,1,23,54,2
386,Burgui,3,1,2,1,0,1,1,100.0,0,0,0,0,0,0,0
387,Jonathan Burkardt,27,13,15,10,2,11,19,57.9,8,20,3,17,8,15,0
388,Nishan Burkart,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
389,Oliver Burke,16,8,6,9,1,5,24,20.8,19,24,0,24,2,6,0
390,Roman Bürki,0,0,0,0,0,0,0,,0,0,0,0,0,5,1
391,Dan Burn,50,26,33,14,3,27,53,50.9,26,30,7,23,31,75,0
392,Patrick Burner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
393,Patrick Burner,25,11,14,10,1,13,26,50.0,13,10,3,7,24,41,1
394,Maxime Busi,23,13,19,3,1,11,28,39.3,17,14,1,13,16,32,0
395,Sergio Busquets,63,35,21,29,13,27,76,35.5,49,27,4,23,53,18,2
396,Jack Butland,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
397,David Button,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
398,Oskar Buur,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0
399,Marcin Bułka,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
400,Erick Cabaco,24,14,11,12,1,12,22,54.5,10,8,6,2,13,51,1
401,Willy Caballero,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
402,Jimmy Cabot,26,13,8,14,4,11,36,30.6,25,8,0,8,12,6,0
403,Martín Cáceres,28,12,16,11,1,15,35,42.9,20,20,14,6,14,52,1
404,Anthony Caci,80,46,47,27,6,35,69,50.7,34,30,4,26,55,65,1
405,Mathieu Cafaro,40,17,15,19,6,13,43,30.2,30,11,0,11,17,12,0
406,Gary Cahill,13,9,10,3,0,7,11,63.6,4,27,22,5,13,88,0
407,Yannick Cahuzac,26,12,12,10,4,9,27,33.3,18,18,5,13,33,72,0
408,Felipe Caicedo,10,7,4,4,2,1,8,12.5,7,7,0,7,4,2,0
409,Marc-Aurèle Caillard,0,0,0,0,0,0,0,,0,0,0,0,0,2,0
410,Tom Cairney,9,3,1,4,4,1,4,25.0,3,6,0,6,0,3,0
411,Cala,21,12,15,6,0,11,21,52.4,10,18,8,10,35,91,0
412,Arturo Calabresi,0,0,0,0,0,0,0,,0,0,0,0,0,2,0
413,Arturo Calabresi,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
414,Davide Calabria,101,64,61,32,8,54,90,60.0,36,42,9,33,37,82,1
415,Riccardo Calafiori,1,0,1,0,0,1,4,25.0,3,1,0,1,0,0,0
416,Mattia Caldara,1,0,0,1,0,1,1,100.0,0,3,2,1,4,3,0
417,Luca Caldirola,21,13,13,6,2,10,22,45.5,12,20,15,5,20,56,0
418,Duje Ćaleta-Car,29,17,19,9,1,17,30,56.7,13,29,22,7,44,130,0
419,Hakan Çalhanoğlu,26,7,3,17,6,7,28,25.0,21,21,6,15,15,24,1
420,Kerim Calhanoglu,3,3,1,1,1,0,3,0.0,3,4,0,4,7,6,0
421,Fabrizio Caligara,6,4,2,2,2,6,9,66.7,3,9,2,7,3,3,0
422,Daniel Caligiuri,71,46,29,31,11,29,92,31.5,63,45,6,39,38,41,0
423,José Callejón,10,7,0,6,4,5,9,55.6,4,4,1,3,4,5,0
424,Jonathan Calleri,15,6,2,4,9,3,17,17.6,14,18,2,16,1,10,1
425,Dominic Calvert-Lewin,17,8,1,8,8,6,12,50.0,6,22,6,16,6,33,0
426,Dani Calvo,20,13,13,7,0,7,10,70.0,3,18,12,6,11,71,0
427,Drissa Camara,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
428,Mahdi Camara,99,67,43,46,10,33,60,55.0,27,50,12,38,78,51,0
429,Eduardo Camavinga,98,58,39,48,11,38,77,49.4,39,36,2,34,23,15,1
430,José Campaña,14,6,3,6,5,5,14,35.7,9,2,0,2,13,4,0
431,Emre Can,43,34,20,20,3,20,37,54.1,17,35,10,25,48,52,0
432,Sergio Canales,16,9,9,6,1,3,21,14.3,18,18,0,18,13,5,0
433,João Cancelo,68,41,42,19,7,43,83,51.8,40,23,2,21,41,33,2
434,Antonio Candreva,28,19,17,9,2,21,53,39.6,32,24,3,21,9,27,1
435,Álex Cantero,2,1,0,2,0,1,2,50.0,1,1,0,1,0,3,0
436,Ander Capa,37,18,22,13,2,18,37,48.6,19,21,8,13,25,57,0
437,Pierrick Capelle,53,28,24,17,12,31,79,39.2,48,25,1,24,47,32,0
438,Étienne Capoue,20,10,14,6,0,8,18,44.4,10,7,1,6,20,23,0
439,Elio Capradossi,2,1,2,0,0,2,2,100.0,0,0,0,0,1,5,0
440,Gianluca Caprari,16,11,5,5,6,6,31,19.4,25,19,1,18,18,8,0
441,Francesco Caputo,0,0,0,0,0,0,2,0.0,2,4,0,4,1,3,0
442,Maxence Caqueret,72,45,17,39,16,35,106,33.0,71,35,3,32,23,5,2
443,Andrea Carboni,34,23,23,11,0,15,28,53.6,13,15,4,11,14,52,0
444,Isaac Carcelen,68,43,36,25,7,33,60,55.0,27,37,12,25,49,89,0
445,Cárdenas,0,0,0,0,0,0,1,0.0,1,0,0,0,3,5,1
446,Irvin Cardona,10,5,3,6,1,4,22,18.2,18,17,3,14,9,23,2
447,Marc Cardona,1,0,1,0,0,1,1,100.0,0,0,0,0,0,0,0
448,Ian Carlo Poveda,5,4,3,0,2,1,7,14.3,6,5,1,4,1,2,0
449,Diego Carlos,22,13,17,4,1,8,16,50.0,8,35,27,8,31,114,1
450,Juan Carlos,5,3,4,1,0,2,15,13.3,13,7,0,7,1,1,0
451,Lionel Carole,37,25,18,14,5,16,29,55.2,13,3,1,2,38,28,0
452,Yannick Carrasco,27,15,14,6,7,15,34,44.1,19,24,0,24,17,16,1
453,Sergio Carreira,3,0,2,1,0,1,1,100.0,0,2,0,2,1,7,0
454,Guido Carrillo,9,8,1,7,1,2,8,25.0,6,2,1,1,4,14,0
455,Andy Carroll,3,1,1,1,1,1,8,12.5,7,1,0,1,0,14,0
456,Scott Carson,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
457,Dani Carvajal,27,20,12,10,5,11,20,55.0,9,19,1,18,13,27,0
458,Fabio Carvalho,9,6,4,4,1,5,9,55.6,4,2,0,2,1,1,1
459,William Carvalho,19,12,7,11,1,5,21,23.8,16,11,3,8,11,14,1
460,Casemiro,84,49,50,30,4,33,73,45.2,40,50,17,33,70,62,0
461,Matty Cash,71,40,43,22,6,41,74,55.4,33,50,11,39,60,95,0
462,Kiko Casilla,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
463,Giuseppe Caso,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
464,Moreto Cassamã,49,36,24,23,2,27,49,55.1,22,19,6,13,36,33,4
465,Francesco Cassata,7,6,7,0,0,4,7,57.1,3,0,0,0,3,1,0
466,Timothy Castagne,52,32,29,18,5,24,44,54.5,20,29,5,24,29,62,1
467,Koen Casteels,0,0,0,0,0,0,1,0.0,1,1,0,1,2,9,2
468,Jean-Charles Castelletto,32,18,20,11,1,18,31,58.1,13,25,19,6,42,79,0
469,Samu Castillejo,24,12,9,14,1,14,40,35.0,26,21,0,21,6,9,0
470,Gonzalo Castro,21,7,6,9,6,8,23,34.8,15,16,3,13,8,12,0
471,Jonny Castro,11,5,6,4,1,6,13,46.2,7,9,3,6,9,7,0
472,Gaetano Castrovilli,33,19,15,11,7,11,42,26.2,31,25,2,23,34,14,0
473,Danilo Cataldi,7,2,1,5,1,4,18,22.2,14,3,1,2,9,7,0
474,Ivan Cavaleiro,23,14,9,11,3,12,34,35.3,22,25,1,24,19,14,0
475,Edinson Cavani,12,8,1,8,3,2,13,15.4,11,2,0,2,6,11,0
476,Dani Ceballos,37,22,20,11,6,21,51,41.2,30,23,6,17,35,14,1
477,Federico Ceccherini,16,12,10,6,0,2,7,28.6,5,15,8,7,40,60,0
478,Federico Ceccherini,4,1,1,3,0,1,1,100.0,0,6,5,1,7,15,0
479,Zeki Çelik,72,33,30,30,12,44,81,54.3,37,32,6,26,38,52,0
480,Bersant Celina,20,12,8,8,4,7,38,18.4,31,20,2,18,8,10,0
481,Fabien Centonze,104,68,64,30,10,43,73,58.9,30,62,17,45,112,119,1
482,Luca Ceppitelli,25,19,13,10,2,14,26,53.8,12,23,12,11,25,58,1
483,Alberto Cerri,3,2,0,2,1,0,5,0.0,5,4,2,2,2,6,0
484,Sava Cestic,20,9,12,6,2,8,17,47.1,9,13,4,9,18,40,0
485,Julian Chabot,48,34,28,16,4,23,37,62.2,14,25,13,12,37,43,1
486,Nassim Chadli,2,1,2,0,0,0,1,0.0,1,1,0,1,0,0,0
487,Fouad Chafik,39,24,29,8,2,16,35,45.7,19,19,10,9,21,41,0
488,Mehdi Chahiri,18,8,7,5,6,8,20,40.0,12,9,0,9,6,5,0
489,Sofian Chakla,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
490,Sofian Chakla,12,8,10,1,1,5,7,71.4,2,3,2,1,14,48,1
491,Aníbal Chalá,10,7,6,3,1,6,12,50.0,6,5,3,2,14,15,1
492,Trevoh Chalobah,45,26,32,13,0,24,50,48.0,26,20,7,13,69,56,0
493,Calum Chambers,7,3,3,2,2,3,8,37.5,5,6,2,4,10,37,0
494,Timothy Chandler,4,0,2,1,1,1,4,25.0,3,5,2,3,3,5,0
495,Kwon Chang-hoon,3,1,1,0,2,1,3,33.3,2,3,1,2,7,2,1
496,Gaëtan Charbonnier,24,15,6,11,7,12,32,37.5,20,15,1,14,9,19,0
497,Brendan Chardonnet,51,29,31,19,1,27,41,65.9,14,54,41,13,64,151,0
498,Xavier Chavalerin,92,50,47,38,7,26,74,35.1,48,43,9,34,43,29,1
499,Pape Cheikh Diop,24,14,15,6,3,13,33,39.4,20,14,2,12,6,6,0
500,Chema,11,5,6,5,0,5,7,71.4,2,1,0,1,10,23,0
501,Rayan Cherki,5,3,0,3,2,1,11,9.1,10,3,0,3,4,0,0
502,Denis Cheryshev,19,15,6,7,6,6,26,23.1,20,15,1,14,12,15,0
503,Giorgio Chiellini,12,9,9,3,0,5,11,45.5,6,18,13,5,27,56,0
504,Federico Chiesa,6,2,2,2,2,3,8,37.5,5,3,1,2,1,3,0
505,Federico Chiesa,47,26,21,14,12,19,50,38.0,31,23,1,22,12,16,0
506,Ben Chilwell,42,22,16,22,4,15,33,45.5,18,28,3,25,24,58,0
507,Vlad Chiricheș,38,23,34,3,1,21,35,60.0,14,31,21,10,50,59,2
508,Pedro Chirivella,26,8,7,13,6,14,49,28.6,35,23,4,19,41,19,0
509,Tahith Chong,11,6,1,9,1,4,8,50.0,4,4,0,4,5,1,0
510,Joris Chotard,12,8,5,6,1,6,31,19.4,25,12,3,9,11,15,0
511,Hamza Choudhury,8,7,3,5,0,4,10,40.0,6,4,1,3,4,9,1
512,Mounir Chouiar,22,12,10,9,3,6,18,33.3,12,10,0,10,11,8,0
513,Andreas Christensen,11,6,8,3,0,0,8,0.0,8,19,14,5,20,51,1
514,Carney Chukwuemeka,2,2,1,0,1,1,3,33.3,2,0,0,0,0,0,0
515,Samuel Chukwueze,12,7,4,4,4,3,17,17.6,14,8,0,8,10,3,0
516,Darko Churlinov,2,2,2,0,0,1,3,33.3,2,5,1,4,0,2,0
517,Víctor Chust,1,1,0,1,0,0,2,0.0,2,2,2,0,1,5,0
518,Sébastien Cibois,0,0,0,0,0,0,0,,0,0,0,0,0,0,1
519,Cifu,10,7,7,3,0,7,13,53.8,6,5,1,4,8,10,0
520,Alberto Cifuentes,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
521,Luca Cigarini,26,14,11,12,3,12,28,42.9,16,10,1,9,12,9,0
522,Jasper Cillessen,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
523,Antonio Cioffi,0,0,0,0,0,0,0,,0,1,0,1,1,0,0
524,Tim Civeja,0,0,0,0,0,0,1,0.0,1,0,0,0,3,0,0
525,Ciaran Clark,24,14,15,6,3,6,13,46.2,7,27,20,7,29,104,1
526,Alexis Claude-Maurice,40,19,17,14,9,14,48,29.2,34,16,2,14,14,3,0
527,Jonathan Clauss,43,20,12,20,11,17,38,44.7,21,24,1,23,45,46,0
528,Carlos Clerc,56,29,33,16,7,22,39,56.4,17,26,4,22,37,55,1
529,Nathaniel Clyne,17,10,8,8,1,9,16,56.3,7,7,2,5,18,25,1
530,Conor Coady,35,23,25,10,0,19,35,54.3,16,40,32,8,27,134,2
531,Marcus Coco,36,21,17,15,4,16,36,44.4,20,16,3,13,20,17,0
532,Coke,24,10,14,7,3,14,27,51.9,13,13,1,12,14,27,0
533,Séamus Coleman,39,26,21,14,4,21,30,70.0,9,22,6,16,13,37,2
534,Ebrima Colley,11,4,2,6,3,3,11,27.3,8,6,0,6,6,1,0
535,Omar Colley,28,16,19,8,1,13,23,56.5,10,43,29,14,68,133,1
536,Simone Colombi,0,0,0,0,0,0,0,,0,0,0,0,0,2,0
537,Lorenzo Colombo,2,1,1,1,0,0,3,0.0,3,0,0,0,0,3,0
538,Racine Coly,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
539,Kingsley Coman,14,8,6,7,1,2,21,9.5,19,22,0,22,4,3,0
540,Daniel Congré,59,35,45,12,2,36,70,51.4,34,50,33,17,69,144,3
541,Aaron Connolly,6,3,1,3,2,0,2,0.0,2,4,0,4,0,2,0
542,Andrea Consigli,2,2,2,0,0,2,2,100.0,0,0,0,0,0,14,4
543,Andrea Conti,1,1,1,0,0,0,1,0.0,1,0,0,0,1,0,0
544,Andrea Conti,21,10,16,4,1,13,26,50.0,13,13,4,9,16,23,0
545,Liam Cooper,68,45,39,27,2,37,59,62.7,22,39,32,7,61,70,1
546,Francis Coquelin,19,14,4,12,3,8,19,42.1,11,8,2,6,21,11,1
547,Theo Corbeanu,2,1,0,2,0,1,1,100.0,0,0,0,0,1,0,0
548,Sébastien Corchia,55,30,29,17,9,33,60,55.0,27,28,10,18,38,40,1
549,Alex Cordaz,0,0,0,0,0,0,0,,0,0,0,0,1,7,2
550,Iñigo Córdoba,0,0,0,0,0,0,3,0.0,3,4,0,4,2,1,0
551,Iñigo Córdoba,6,4,1,3,2,2,10,20.0,8,7,0,7,3,2,0
552,Jhon Córdoba,9,4,1,5,3,2,4,50.0,2,13,2,11,6,4,0
553,Sergio Córdova,16,8,0,10,6,2,15,13.3,13,14,3,11,9,9,0
554,Jack Cork,26,10,5,17,4,11,31,35.5,20,15,4,11,16,20,0
555,Andreas Cornelius,11,4,1,5,5,2,12,16.7,10,9,2,7,1,25,1
556,Maxwel Cornet,70,41,39,24,7,33,58,56.9,25,23,5,18,43,47,2
557,Ángel Correa,38,21,10,23,5,15,45,33.3,30,18,1,17,22,16,0
558,Joaquín Correa,21,12,6,11,4,7,25,28.0,18,14,0,14,7,12,0
559,Rober Correa,16,9,8,6,2,8,12,66.7,4,9,1,8,20,31,0
560,Félix Correia,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
561,Thierry Correia,47,27,32,10,5,21,43,48.8,22,24,6,18,42,63,1
562,Danny da Costa,22,16,6,9,7,13,27,48.1,14,17,2,15,17,27,0
563,Danny da Costa,0,0,0,0,0,0,1,0.0,1,3,1,2,0,4,0
564,David Pereira da Costa,4,4,1,2,1,2,3,66.7,1,2,0,2,0,4,0
565,Diego Costa,1,0,1,0,0,1,3,33.3,2,0,0,0,0,2,0
566,Douglas Costa,1,0,1,0,0,1,3,33.3,2,0,0,0,0,0,0
567,Douglas Costa,2,1,1,1,0,1,3,33.3,2,7,0,7,2,1,0
568,Hélder Costa,25,11,12,5,8,11,32,34.4,21,11,0,11,3,5,1
569,Jaume Costa,10,6,4,6,0,7,9,77.8,2,7,1,6,6,8,0
570,Angelo da Costa Júnior,0,0,0,0,0,0,0,,0,0,0,0,0,2,3
571,Charles Costes,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
572,Benoît Costil,1,1,1,0,0,1,3,33.3,2,1,0,1,1,17,0
573,Vladimír Coufal,73,36,50,15,8,52,89,58.4,37,41,7,34,41,102,1
574,Kalifa Coulibaly,3,1,0,1,2,2,8,25.0,6,3,1,2,2,12,0
575,Lassana Coulibaly,78,41,33,34,11,39,75,52.0,36,29,4,25,33,17,0
576,Mamadou Coulibaly,10,8,5,5,0,0,0,,0,2,0,2,1,0,0
577,Senou Coulibaly,33,21,23,10,0,12,24,50.0,12,18,12,6,30,89,0
578,Tanguy Coulibaly,26,15,10,7,9,11,23,47.8,12,20,0,20,10,11,0
579,Thibaut Courtois,0,0,0,0,0,0,1,0.0,1,1,0,1,1,17,2
580,Philippe Coutinho,8,6,2,5,1,3,9,33.3,6,7,0,7,2,1,0
581,Nicolas Cozza,39,30,27,11,1,20,40,50.0,20,20,11,9,26,62,0
582,Alessio Cragno,0,0,0,0,0,0,1,0.0,1,0,0,0,1,10,0
583,Gian Crespi,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
584,Aaron Cresswell,32,13,15,15,2,18,32,56.3,14,29,14,15,32,79,2
585,Domenico Criscito,43,22,29,11,3,22,39,56.4,17,27,14,13,44,51,0
586,Bryan Cristante,27,20,10,14,3,10,28,35.7,18,21,7,14,40,61,1
587,Giovanni Crociata,1,0,0,1,0,0,1,0.0,1,1,0,1,0,0,0
588,Juan Cruz Armada,36,22,17,16,3,19,35,54.3,16,19,5,14,15,50,0
589,Juan Cuadrado,43,25,22,15,6,29,60,48.3,31,16,2,14,43,22,2
590,Andrés Cubas,80,47,30,44,6,33,74,44.6,41,37,10,27,50,29,3
591,Sergio Cubero Ezcurra,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
592,Cucho,19,10,1,14,4,2,23,8.7,21,18,1,17,6,8,0
593,Marc Cucurella,64,51,19,40,5,25,66,37.9,41,45,4,41,40,27,0
594,Mickaël Cuisance,24,11,2,15,7,10,33,30.3,23,13,1,12,3,4,0
595,Mickaël Cuisance,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
596,Matheus Cunha,36,16,10,19,7,13,49,26.5,36,29,2,27,31,9,0
597,Giuseppe Cuomo,26,19,17,9,0,9,14,64.3,5,10,2,8,18,19,1
598,Patrick Cutrone,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
599,Patrick Cutrone,4,3,1,2,1,1,2,50.0,1,1,0,1,1,0,0
600,Patrick Cutrone,0,0,0,0,0,0,1,0.0,1,0,0,0,1,0,0
601,Wylan Cyprien,9,4,5,3,1,2,4,50.0,2,13,8,5,5,6,1
602,Rafael Czichos,48,24,33,13,2,23,42,54.8,19,25,9,16,53,109,0
603,Lennart-Marten Czyborra,19,10,7,7,5,11,19,57.9,8,6,1,5,17,27,0
604,Danilo D'Ambrosio,15,9,6,7,2,6,15,40.0,9,9,7,2,4,15,0
605,Damien Da Silva,22,13,13,8,1,12,18,66.7,6,17,13,4,44,99,1
606,Moanes Dabbur,6,3,3,1,2,1,13,7.7,12,6,0,6,9,7,0
607,Bryan Dabo,11,8,5,3,3,5,16,31.3,11,7,1,6,13,16,0
608,Colin Dagba,23,11,4,17,2,14,19,73.7,5,18,5,13,16,18,1
609,Finn Dahmen,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0
610,Mahmoud Dahoud,30,18,9,20,1,14,38,36.8,24,23,5,18,18,11,1
611,Leon Dajaku,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
612,Stuart Dallas,74,45,46,22,6,30,88,34.1,58,41,3,38,44,52,1
613,Diogo Dalot,32,17,23,6,3,17,34,50.0,17,18,5,13,25,42,0
614,Mikkel Damsgaard,42,21,14,20,8,22,70,31.4,48,40,4,36,24,17,0
615,Flavius Daniliuc,23,15,15,5,3,10,21,47.6,11,17,6,11,14,32,0
616,Danilo,62,31,37,16,9,35,66,53.0,31,32,12,20,66,68,2
617,Scott Dann,6,4,5,1,0,4,11,36.4,7,16,14,2,18,59,1
618,Tiago Dantas,1,1,0,0,1,0,0,,0,0,0,0,0,0,0
619,Dante,10,5,6,4,0,3,7,42.9,4,6,4,2,10,20,0
620,Andrea Danzi,0,0,0,0,0,0,1,0.0,1,0,0,0,3,1,0
621,Ebrima Darboe,5,2,3,1,1,3,10,30.0,7,3,0,3,8,0,1
622,Márton Dárdai,17,10,10,6,1,9,16,56.3,7,7,3,4,16,31,0
623,Vladimír Darida,34,19,11,19,4,9,31,29.0,22,34,2,32,27,18,0
624,Karl Darlow,0,0,0,0,0,0,0,,0,0,0,0,0,17,0
625,Matteo Darmian,6,5,3,3,0,4,7,57.1,3,2,0,2,6,7,0
626,Matteo Darmian,30,16,12,7,11,16,28,57.1,12,9,2,7,17,35,0
627,Jonathan David,17,10,5,5,7,9,24,37.5,15,19,1,18,3,9,0
628,Alphonso Davies,39,27,16,17,6,28,40,70.0,12,21,1,20,28,33,1
629,Ben Davies,27,17,10,11,6,13,30,43.3,17,10,5,5,18,49,2
630,Tom Davies,31,18,17,12,2,16,39,41.0,23,15,9,6,34,21,2
631,Keinan Davis,2,1,1,0,1,0,1,0.0,1,1,0,1,0,2,0
632,Leif Davis,0,0,0,0,0,0,3,0.0,3,1,0,1,1,0,0
633,Paweł Dawidowicz,42,28,30,10,2,14,24,58.3,10,28,19,9,27,62,1
634,Craig Dawson,11,8,7,4,0,5,12,41.7,7,26,22,4,32,88,3
635,Kevin De Bruyne,34,21,6,18,10,13,48,27.1,35,26,1,25,9,10,0
636,Sebastien De Maio,15,10,6,9,0,4,5,80.0,1,16,9,7,18,41,0
637,Rodrigo De Paul,41,24,17,22,2,15,60,25.0,45,32,1,31,17,20,1
638,Mattia De Sciglio,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
639,Mattia De Sciglio,29,17,15,11,3,18,27,66.7,9,13,4,9,27,44,0
640,Lorenzo De Silvestri,34,24,18,13,3,16,37,43.2,21,37,10,27,30,62,3
641,Thibault De Smet,11,6,8,3,0,6,15,40.0,9,8,1,7,6,16,0
642,Lucas Deaux,47,32,20,22,5,16,49,32.7,33,20,3,17,20,30,4
643,Mathieu Debuchy,58,33,37,17,4,40,62,64.5,22,27,9,18,45,61,0
644,Grégoire Defrel,13,8,5,5,3,5,13,38.5,8,9,0,9,7,5,0
