,Player,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist
29,Sergio Agüero,234,0,5,99,131,45,232,13,8,61.5,5,38.5,155,769,330
30,Ruben Aguilar,1876,53,371,890,633,58,1876,29,12,41.4,17,58.6,944,5100,2717
31,Naouirou Ahamada,154,4,32,104,22,2,154,12,11,91.7,1,8.3,108,760,344
32,Matteo Ahlinvi,450,13,95,286,80,12,450,29,19,65.5,10,34.5,303,2040,1166
33,Jean-Eudes Aholou,1105,45,239,692,200,22,1105,33,26,78.8,7,21.2,569,2891,1414
34,Jean-Eudes Aholou,15,1,6,6,3,2,15,0,0,,0,,6,38,19
35,Joseph Aidoo,816,121,498,304,22,12,816,3,2,66.7,1,33.3,470,2286,1311
36,Ola Aina,2052,105,781,957,330,17,2052,33,21,63.6,12,36.4,1070,5595,3024
37,Rayan Aït-Nouri,996,42,267,430,309,26,996,54,26,48.1,28,51.9,573,2959,1702
38,Rayan Aït-Nouri,167,3,31,103,37,4,167,9,8,88.9,1,11.1,98,507,283
39,Semi Ajayi,1325,223,691,559,86,43,1325,18,10,55.6,8,44.4,536,3098,1537
40,Ludovic Ajorque,1251,62,122,597,539,159,1246,23,10,43.5,13,56.5,611,2404,953
41,Manuel Akanji,2358,189,943,1331,96,29,2358,10,9,90.0,1,10.0,1543,8495,5042
42,Carlos Akapo,468,42,211,190,71,3,468,10,6,60.0,4,40.0,162,980,537
43,Marley Aké,56,2,8,24,25,7,56,8,4,50.0,4,50.0,35,258,98
44,Nathan Aké,819,40,182,570,67,6,819,1,0,0.0,1,100.0,569,2748,1678
45,Paul Akouokou,231,10,57,156,19,0,231,4,3,75.0,1,25.0,122,716,338
46,Jean-Daniel Akpa-Akpro,522,20,116,289,132,21,522,26,15,57.7,11,42.3,270,1381,603
47,Kevin Akpoguma,863,77,370,453,45,5,863,10,6,60.0,4,40.0,517,2441,1247
48,David Alaba,2539,146,836,1396,329,24,2539,19,16,84.2,3,15.8,1654,9691,5512
49,Sofiane Alakouch,1127,46,376,530,228,9,1127,36,18,50.0,18,50.0,545,2292,1350
50,Jony Álamo,25,0,11,10,4,1,25,4,4,100.0,0,0.0,13,78,31
51,Lucas Alario,462,14,40,194,233,74,460,21,16,76.2,5,23.8,226,921,284
52,Jordi Alba,3199,77,636,1277,1300,118,3199,32,17,53.1,15,46.9,1972,7428,3552
53,Luis Alberto,2254,14,240,1244,817,63,2254,95,51,53.7,44,46.3,1344,8588,5655
54,Raúl Albiol,2327,286,1186,1098,55,11,2327,6,4,66.7,2,33.3,1420,8867,5461
55,Marc Albrighton,1163,37,246,462,476,37,1163,66,37,56.1,29,43.9,615,3494,1576
56,Paco Alcácer,381,9,33,167,182,69,379,11,8,72.7,3,27.3,194,624,267
57,Pedro Alcalá,389,75,228,158,5,4,389,1,1,100.0,0,0.0,175,836,433
58,Thiago Alcántara,1946,31,296,1226,438,16,1946,48,33,68.8,15,31.3,1252,5861,2930
59,Rubén Alcaraz,1383,61,337,877,186,23,1383,19,14,73.7,5,26.3,759,3942,1891
60,Omar Alderete,1058,107,586,459,21,10,1058,18,15,83.3,3,16.7,653,3162,1834
61,Toby Alderweireld,1687,267,932,726,35,14,1687,4,4,100.0,0,0.0,987,4485,2370
62,Iván Alejo,348,14,64,106,185,20,348,25,13,52.0,12,48.0,202,2031,1030
63,Carles Aleñá,46,1,12,24,10,1,46,0,0,,0,,24,109,65
64,Carles Aleñá,719,8,62,361,315,16,719,36,23,63.9,13,36.1,434,2413,1054
65,Rúnar Alex Rúnarsson,13,10,12,1,0,0,13,0,0,,0,,5,26,12
66,Trent Alexander-Arnold,3318,73,699,1494,1151,81,3318,61,32,52.5,29,47.5,1992,9462,5442
67,Alfon,21,0,0,6,15,2,21,2,1,50.0,1,50.0,20,81,39
68,Mohamed Ali Cho,173,0,13,66,98,16,173,11,5,45.5,6,54.5,114,750,382
69,Ezgjan Alioski,1951,75,560,902,503,41,1951,26,11,42.3,15,57.7,1007,5508,3290
70,Rachid Alioui,11,0,3,3,5,2,11,0,0,,0,,6,5,0
71,Alisson,1239,931,1224,16,1,1,1239,2,2,100.0,0,0.0,709,2807,1763
72,Saturnin Allagbé,443,395,443,0,0,0,443,1,1,100.0,0,0.0,228,866,497
73,Allan,1310,68,382,816,136,3,1310,49,31,63.3,18,36.7,721,4220,2314
74,Dele Alli,444,7,64,241,146,23,444,25,11,44.0,14,56.0,276,1588,641
75,Miguel Almirón,1179,33,230,557,421,40,1179,73,39,53.4,34,46.6,773,5516,2516
76,Marcos Alonso,729,32,199,300,238,38,729,17,9,52.9,8,47.1,362,1815,1095
77,Sergio Álvarez,869,35,187,544,143,19,869,10,8,80.0,2,20.0,392,1754,624
78,Yeray Álvarez,1294,119,607,649,48,15,1294,12,11,91.7,1,8.3,681,4512,2621
79,Bruno Alves,1096,173,611,446,41,17,1096,2,1,50.0,1,50.0,636,2915,1445
80,Steven Alzate,536,17,105,308,128,12,536,16,8,50.0,8,50.0,323,1638,807
81,Ibrahim Amadou,837,34,208,549,87,12,837,15,10,66.7,5,33.3,477,1929,898
82,Romain Amalfitano,68,3,12,36,21,0,68,1,0,0.0,1,100.0,51,284,159
83,Emmanuel Amankwaa Akurugu,18,0,4,11,3,0,18,0,0,,0,,12,113,64
84,Daniel Amartey,572,61,286,256,33,6,572,3,1,33.3,2,66.7,301,1291,682
85,Jordan Amavi,569,36,205,260,112,8,569,20,12,60.0,8,40.0,275,1532,676
86,Thierry Ambrose,336,5,13,164,164,35,336,31,18,58.1,13,41.9,223,1444,580
87,Wisdom Amey,7,0,0,5,2,0,7,0,0,,0,,2,19,15
88,Nadiem Amiri,1351,19,158,764,443,30,1351,39,21,53.8,18,46.2,777,4342,2040
89,Ethan Ampadu,1374,138,516,670,202,6,1374,15,13,86.7,2,13.3,678,4063,2384
90,Sofyan Amrabat,1603,33,270,1091,266,12,1603,71,47,66.2,24,33.8,1051,6212,2510
91,Jon Ander Garrido,317,24,101,179,38,7,317,3,2,66.7,1,33.3,112,364,129
92,Joachim Andersen,2275,309,1259,944,90,25,2275,11,9,81.8,2,18.2,1304,7345,4043
93,Joachim Andersen,138,14,78,51,9,2,138,2,1,50.0,1,50.0,86,445,259
94,Djavan Anderson,37,1,7,15,15,0,37,2,0,0.0,2,100.0,20,116,37
95,Elliot Anderson,2,0,0,1,1,1,2,0,0,,0,,1,1,0
96,Felipe Anderson,7,0,0,4,3,1,7,0,0,,0,,6,78,51
97,Sebastian Andersson,377,13,27,199,155,53,376,6,4,66.7,2,33.3,154,631,267
98,Nícolas Andrade,40,36,40,0,0,0,40,0,0,,0,,23,93,50
99,Benjamin André,2442,78,462,1614,392,39,2442,44,29,65.9,15,34.1,1374,5783,2712
100,Marcos André,357,13,37,141,186,43,357,26,13,50.0,13,50.0,191,1169,574
101,Robert Andrich,1737,62,441,1041,273,21,1737,26,19,73.1,7,26.9,857,4119,1616
102,Victorien Angban,1026,20,193,662,179,10,1026,31,21,67.7,10,32.3,648,3001,1393
103,Ángel,41,37,41,0,0,0,41,0,0,,0,,9,27,15
104,José Ángel,775,24,172,401,212,3,775,8,8,100.0,0,0.0,396,1953,982
105,Miguel Ángel Rubio,74,12,50,23,1,1,74,0,0,,0,,27,107,22
106,Angeliño,1723,35,339,743,649,79,1723,32,16,50.0,16,50.0,848,4039,2112
107,Davide Angelo Ghislandi,4,1,1,1,2,0,4,0,0,,0,,3,4,2
108,Philip Ankhrah,2,0,0,1,1,0,2,0,0,,0,,0,0,0
109,Cristian Ansaldi,1205,60,305,481,435,31,1204,54,28,51.9,26,48.1,645,4747,2501
110,Waldemar Anton,2415,359,1273,1068,84,28,2415,17,13,76.5,4,23.5,1480,8920,4907
111,Michail Antonio,783,11,34,299,460,120,783,87,43,49.4,44,50.6,473,2817,1365
112,José Antonio Miranda,20,0,0,7,13,2,20,0,0,,0,,14,106,46
113,Valentin Antov,154,30,101,51,2,0,154,1,1,100.0,0,0.0,71,353,200
114,Houssem Aouar,1248,8,78,654,535,119,1246,81,46,56.8,35,43.2,841,4633,2482
115,Adil Aouchiche,1046,11,126,530,406,48,1046,61,34,55.7,27,44.3,620,3832,1947
116,Dennis Appiah,1057,50,345,462,256,12,1057,20,12,60.0,8,40.0,467,2251,1189
117,Aritz Arambarri,23,0,4,16,3,1,23,1,0,0.0,1,100.0,10,30,11
118,Mauro Arambarri,1443,39,223,814,436,31,1443,56,36,64.3,20,35.7,716,4368,1745
119,Charles Aránguiz,1357,49,312,887,162,12,1357,15,9,60.0,6,40.0,707,2687,1191
120,Luiz Araújo,854,11,80,387,410,46,854,84,49,58.3,35,41.7,523,3692,1694
121,Néstor Araujo,1804,215,965,804,46,10,1804,5,5,100.0,0,0.0,1105,6431,3838
122,Ronald Araújo,1213,151,536,640,42,12,1213,8,8,100.0,0,0.0,815,3850,2161
123,Anaitz Arbilla,2222,119,720,1256,284,13,2222,30,25,83.3,5,16.7,1109,6550,3244
124,Alphonse Areola,1101,972,1096,5,0,0,1101,0,0,,0,,574,2982,1600
125,Santiago Arias,68,3,21,34,14,2,68,0,0,,0,,22,126,63
126,Karim Aribi,110,3,13,54,47,12,110,8,3,37.5,5,62.5,45,272,114
127,Unai Arietaleanizbeaskoa,14,0,0,6,8,0,14,0,0,,0,,9,27,11
128,Nicolò Armini,5,0,1,3,1,0,5,0,0,,0,,3,27,0
129,Stuart Armstrong,1669,38,234,946,512,53,1669,106,68,64.2,38,35.8,985,7033,3521
130,Maximilian Arnold,1964,85,368,1188,432,11,1964,19,17,89.5,2,10.5,939,4472,2243
131,Tolu Arokodare,54,0,2,24,29,11,54,0,0,,0,,28,102,19
132,Sergio Arribas,104,2,23,48,36,2,104,6,6,100.0,0,0.0,68,399,210
133,Kepa Arrizabalaga,258,233,255,3,0,0,258,0,0,,0,,145,605,379
134,Tolgay Arslan,1095,23,227,652,234,19,1095,48,34,70.8,14,29.2,665,3971,2354
135,Kwadwo Asamoah,136,8,34,70,35,1,136,3,2,66.7,1,33.3,72,325,211
136,Santiago Ascacíbar,484,22,149,274,65,10,484,6,2,33.3,4,66.7,216,904,421
137,Sergio Asenjo,1378,1165,1376,2,0,0,1378,0,0,,0,,743,3466,2213
138,Marco Asensio,1179,17,126,444,617,71,1179,39,29,74.4,10,25.6,761,5310,2520
139,Kristoffer Askildsen,31,2,13,13,5,1,31,1,1,100.0,0,0.0,15,37,7
140,Iago Aspas,1559,29,146,699,731,147,1554,85,60,70.6,25,29.4,973,5564,2651
141,Roger Assalé,274,2,31,125,121,27,274,23,10,43.5,13,56.5,203,1247,556
142,Youcef Atal,790,26,192,367,243,22,790,36,20,55.6,16,44.4,481,2862,1567
143,Miguel Atienza,424,15,64,262,99,7,424,3,1,33.3,2,66.7,211,938,373
144,Pierre-Emerick Aubameyang,887,19,113,345,437,119,885,25,12,48.0,13,52.0,527,3138,1697
145,Emil Audero,1341,1180,1336,5,1,1,1341,0,0,,0,,709,3742,2187
146,Tommaso Augello,2330,109,708,1016,632,31,2330,54,31,57.4,23,42.6,1215,6866,3913
147,Jean-Kévin Augustin,7,0,1,5,1,0,7,0,0,,0,,4,5,0
148,Ludwig Augustinsson,1375,79,409,540,436,29,1375,10,6,60.0,4,40.0,571,2745,1609
149,Serge Aurier,1221,78,416,555,264,25,1221,32,17,53.1,15,46.9,558,2181,1129
150,Charlie Austin,55,4,8,22,26,4,55,2,1,50.0,1,50.0,22,101,51
151,Ezequiel Ávila,76,0,9,35,32,5,76,2,0,0.0,2,100.0,37,179,79
152,Taiwo Awoniyi,485,3,26,268,203,66,485,29,13,44.8,16,55.2,294,1358,495
153,Mehmet Aydin,278,16,112,125,42,4,278,6,2,33.3,4,66.7,105,455,217
154,Jordan Ayew,973,17,137,476,381,57,973,89,52,58.4,37,41.6,585,3988,1762
155,Kaan Ayhan,651,68,219,358,77,4,651,4,3,75.0,1,25.0,394,1642,1030
156,Luke Ayling,3219,236,1348,1400,498,68,3219,59,41,69.5,18,30.5,1818,11724,7382
157,Ramon Azeez,43,1,5,28,10,2,43,0,0,,0,,24,64,13
158,César Azpilicueta,2302,113,813,1056,447,38,2302,14,6,42.9,8,57.1,1154,5118,2985
159,Ludovic Baal,280,13,104,152,27,0,280,8,7,87.5,1,12.5,183,889,560
160,Carlos Bacca,244,1,20,108,118,38,244,14,5,35.7,9,64.3,139,664,308
161,Loïc Bade,2323,260,1238,1050,56,10,2323,26,23,88.5,3,11.5,1403,9668,5896
162,Milan Badelj,1905,78,478,1177,273,13,1905,46,36,78.3,10,21.7,1036,4111,1845
163,Édgar Badía,1228,1117,1226,2,1,1,1228,0,0,,0,,591,2683,1693
164,Benoît Badiashile,2721,218,1123,1532,81,32,2721,7,4,57.1,3,42.9,1613,7551,4566
165,Alex Baena,74,2,13,27,34,2,74,4,2,50.0,2,50.0,38,220,100
166,Miguel Baeza,269,4,61,106,102,19,269,8,2,25.0,6,75.0,142,681,290
167,Stéphane Bahoken,558,9,22,266,276,72,557,24,14,58.3,10,41.7,348,1948,747
168,Leon Bailey,1238,7,91,473,702,108,1238,136,74,54.4,62,45.6,734,5905,3027
169,Eric Bailly,652,92,339,304,14,4,652,4,4,100.0,0,0.0,429,2480,1331
170,Stefan Bajic,39,35,39,0,0,0,39,0,0,,0,,24,92,37
171,Tiemoué Bakayoko,1449,36,296,973,187,16,1449,29,25,86.2,4,13.8,804,3386,1295
172,Mitchel Bakker,1486,45,322,694,482,28,1486,30,15,50.0,15,50.0,837,3130,1476
173,Ridle Baku,1843,41,358,821,685,75,1843,73,37,50.7,35,47.9,989,5064,2450
174,Ridle Baku,110,10,45,48,20,2,110,3,2,66.7,1,33.3,43,267,206
175,Dilane Bakwa,55,0,4,37,14,1,55,1,0,0.0,1,100.0,40,213,66
176,Fabián Balbuena,632,93,321,294,23,10,632,2,1,50.0,1,50.0,286,1263,610
177,Keita Baldé,473,4,21,189,270,83,473,26,16,61.5,10,38.5,302,1847,961
178,George Baldock,1443,95,389,502,569,45,1443,33,17,51.5,16,48.5,656,4130,1969
179,Gareth Bale,564,19,79,251,242,41,564,49,27,55.1,22,44.9,316,2345,1001
180,Mikel Balenziaga,1106,59,325,555,231,2,1106,15,10,66.7,5,33.3,550,2848,1630
181,Leonardo Balerdi,1248,122,627,580,50,16,1248,13,10,76.9,3,23.1,771,3755,1897
182,Fodé Ballo-Touré,505,13,112,244,152,17,505,9,3,33.3,6,66.7,256,1560,789
183,Botond Balogh,105,13,62,40,3,1,105,1,1,100.0,0,0.0,63,300,196
184,Abdoulaye Bamba,993,36,315,495,189,5,993,9,4,44.4,5,55.6,479,1855,818
185,Jonathan Bamba,2079,26,186,1022,901,68,2079,119,52,43.7,67,56.3,1348,7685,3685
186,Robson Bambu,940,138,552,377,16,4,940,6,3,50.0,3,50.0,625,3211,1827
187,Patrick Bamford,850,47,82,384,394,163,848,40,19,47.5,21,52.5,388,1801,700
188,Mattia Bani,650,82,358,271,22,7,650,1,0,0.0,1,100.0,325,1489,671
189,Mattia Bani,846,115,491,336,22,10,846,0,0,,0,,487,2361,1238
190,Simon Banza,510,17,36,231,248,66,509,23,9,39.1,14,60.9,293,1341,542
191,Antonín Barák,1598,57,234,937,459,76,1598,41,27,65.9,14,34.1,882,4840,2376
192,Federico Barba,1672,154,817,669,201,25,1672,8,5,62.5,3,37.5,760,3883,2099
193,Danilo Barbosa,234,25,119,110,5,1,234,1,1,100.0,0,0.0,168,1032,619
194,Barcia,48,7,29,16,3,0,48,0,0,,0,,15,103,10
195,Melvin Bard,453,12,100,208,148,9,453,11,8,72.7,3,27.3,255,1252,747
196,Enis Bardhi,1098,26,206,504,405,35,1098,57,35,61.4,22,38.6,703,3605,1903
197,Phil Bardsley,196,12,58,102,38,1,196,4,3,75.0,1,25.0,72,335,183
198,Nicolò Barella,2236,41,358,1168,737,54,2236,52,35,67.3,17,32.7,1305,7055,3879
199,Philipp Bargfrede,19,3,8,9,2,0,19,0,0,,0,,12,54,31
200,Kike Barja,697,13,106,294,313,32,697,82,54,65.9,28,34.1,468,3015,1281
201,Ross Barkley,945,18,114,416,428,53,945,43,29,67.4,11,25.6,507,2834,1398
202,Ross Barkley,32,1,7,18,8,0,32,1,1,100.0,0,0.0,18,132,69
203,Aymen Barkok,668,12,73,309,298,28,668,45,23,51.1,22,48.9,357,2108,988
204,Ashley Barnes,489,11,41,208,241,66,488,2,1,50.0,1,50.0,250,813,332
205,Harvey Barnes,914,13,109,344,482,96,914,89,40,44.9,49,55.1,591,4576,2576
206,Marc Baró,28,2,10,10,9,1,28,1,1,100.0,0,0.0,9,71,47
207,Antonio Barragán,1527,133,691,630,210,11,1527,16,11,68.8,5,31.3,831,3526,1829
208,Antonio Barreca,56,2,8,25,23,3,56,0,0,,0,,23,82,42
209,Leandro Barreiro Martins,1028,78,286,490,256,51,1028,14,5,35.7,9,64.3,351,1311,521
210,Ander Barrenetxea,612,8,87,251,286,32,612,67,39,58.2,28,41.8,389,2805,1247
211,Jacob Barrett Laursen,692,59,255,343,102,1,692,9,8,88.9,1,11.1,297,1316,638
212,Musa Barrow,1559,16,150,652,771,119,1558,71,34,47.9,37,52.1,976,5680,2529
213,Kyle Bartley,1172,266,712,393,73,40,1172,4,4,100.0,0,0.0,440,2113,859
214,Paolo Bartolomei,150,4,24,79,48,9,150,6,4,66.7,2,33.3,87,501,284
215,Marc Bartra,1173,132,605,530,44,14,1173,8,7,87.5,1,12.5,599,2610,1394
216,Daniele Baselli,273,7,49,164,60,5,273,7,4,57.1,3,42.9,140,777,359
217,Chris Basham,1518,168,574,665,295,41,1518,30,21,70.0,9,30.0,707,4074,2566
218,Toma Bašić,1570,47,308,968,305,30,1570,31,23,74.2,8,25.8,998,4752,1986
219,Álvaro Bastida,8,0,2,6,0,0,8,0,0,,0,,4,4,4
220,Alessandro Bastoni,2547,245,931,1357,278,19,2547,15,12,80.0,3,20.0,1649,8511,5492
221,Simone Bastoni,1272,41,363,544,382,26,1272,40,25,62.5,15,37.5,702,4151,2437
222,Bastos,52,5,25,18,9,1,52,4,2,50.0,2,50.0,38,190,84
223,Michy Batshuayi,255,6,23,132,104,25,255,17,11,64.7,6,35.3,146,875,517
224,Rodrigo Battaglia,1253,84,366,770,129,20,1253,25,18,72.0,7,28.0,717,3705,1663
225,Cristian Battocchio,233,9,44,129,61,3,233,4,3,75.0,1,25.0,140,531,292
226,Oliver Baumann,1429,1069,1414,15,0,0,1429,0,0,,0,,827,3378,1767
227,Julian Baumgartlinger,758,18,143,496,123,9,758,6,6,100.0,0,0.0,389,1605,606
228,Christoph Baumgartner,1353,36,203,674,498,95,1353,72,35,48.6,37,51.4,759,4314,2203
229,Jon Bautista,147,4,9,60,81,23,147,6,4,66.7,2,33.3,81,368,168
230,Paul Baysse,1989,225,986,978,33,18,1989,2,2,100.0,0,0.0,1220,5375,3139
231,Noah Joel Sarenren Bazee,23,1,4,13,7,1,23,4,1,25.0,3,75.0,11,86,17
232,Ihlas Bebou,958,25,93,371,519,134,958,76,43,56.6,33,43.4,569,3617,1893
233,Rodrigo Becão,1693,215,789,789,125,26,1693,4,3,75.0,1,25.0,949,4693,3033
234,Sheraldo Becker,437,9,64,164,224,46,437,29,15,51.7,14,48.3,260,2179,1337
235,Timo Becker,991,93,459,405,140,10,991,29,15,51.7,14,48.3,485,2676,1300
236,Jan Bednarek,2480,276,1277,1156,57,16,2480,6,5,83.3,1,16.7,1357,6240,3249
237,Donny van de Beek,345,12,58,184,106,24,345,11,8,72.7,3,27.3,183,637,272
238,Valon Behrami,310,20,82,169,63,6,310,3,1,33.3,2,66.7,130,553,270
239,Brian Behrendt,61,2,12,40,9,0,61,0,0,,0,,24,71,36
240,Maximilian Beier,2,0,0,1,1,0,2,0,0,,0,,0,0,0
241,Ishak Belfodil,209,5,13,84,116,35,209,26,14,53.8,12,46.2,125,559,218
242,Erwan Belhadji,15,2,9,4,2,1,15,1,1,100.0,0,0.0,10,57,30
243,Haris Belkebla,1692,91,523,951,234,14,1692,34,23,67.6,11,32.4,1018,4842,2176
244,Stefan Bell,756,99,442,291,27,16,756,0,0,,0,,305,1598,884
245,Karim Bellarabi,530,5,68,196,275,51,530,43,26,60.5,17,39.5,327,2034,1062
246,Jean-Ricner Bellegarde,1091,22,161,560,389,54,1091,78,45,57.7,33,42.3,651,4827,2019
247,Héctor Bellerín,1527,55,394,658,482,47,1527,25,12,48.0,13,52.0,811,3779,2176
248,Jude Bellingham,1299,20,195,730,384,52,1299,47,28,59.6,19,40.4,736,3119,1352
249,Andrea Belotti,1142,26,80,542,544,147,1137,81,47,58.0,33,40.7,688,4414,2270
250,Fran Beltrán,921,40,246,515,162,7,921,11,9,81.8,2,18.2,569,2585,1016
251,Sami Ben Amar,6,0,0,3,3,0,6,0,0,,0,,3,11,6
252,Hatem Ben Arfa,1086,0,69,574,470,47,1086,120,76,63.3,44,36.7,724,5615,2792
253,Salim Ben Seghir,9,0,1,4,4,0,9,1,0,0.0,1,100.0,5,19,6
254,Wissam Ben Yedder,1167,5,61,504,616,169,1155,59,30,50.8,29,49.2,644,3184,1596
255,Ahmad Benali,899,40,241,488,178,28,899,20,9,45.0,11,55.0,512,2501,1091
256,Samy Benchamma,27,1,8,14,5,0,27,1,0,0.0,1,100.0,13,57,25
257,Lars Bender,837,32,218,476,146,17,836,8,5,62.5,3,37.5,386,1829,835
258,Sven Bender,1140,90,546,575,21,11,1140,4,2,50.0,2,50.0,647,3019,1394
259,Darío Benedetto,516,19,43,257,219,60,515,17,11,64.7,6,35.3,303,1235,376
260,László Bénes,319,9,59,171,95,8,319,5,2,40.0,3,60.0,148,506,218
261,László Bénes,127,4,22,77,28,1,127,0,0,,0,,60,248,101
262,Walter Benítez,1300,1175,1291,10,0,0,1300,0,0,,0,,705,3121,2059
263,Loris Benito,2023,104,756,1003,286,15,2023,3,2,66.7,1,33.3,1099,5573,2818
264,Sergio Benito,0,0,0,0,0,0,0,0,0,,0,,0,0,0
265,Bilal Benkhedim,58,0,4,28,26,2,58,3,2,66.7,1,33.3,33,163,57
266,Djamel Benlamri,107,10,56,47,4,0,107,0,0,,0,,52,332,187
267,Ismaël Bennacer,1140,33,261,749,140,4,1140,36,29,80.6,7,19.4,702,3777,1719
268,Saïd Benrahma,752,13,113,307,351,49,752,80,42,52.5,38,47.5,509,3605,1793
269,Yassine Benrahou,742,6,89,343,318,29,742,37,17,45.9,20,54.1,411,2114,808
270,Ramy Bensebaini,1521,97,560,779,202,32,1520,22,13,59.1,9,40.9,780,3405,1829
271,Josh Benson,110,3,16,59,36,2,110,7,2,28.6,5,71.4,52,202,116
272,Nabil Bentaleb,338,11,88,198,52,3,337,5,4,80.0,1,20.0,163,652,289
273,Rodrigo Bentancur,2127,101,507,1312,339,15,2127,51,35,68.6,16,31.4,1174,5484,2550
274,Christian Benteke,837,53,82,411,350,118,837,27,16,59.3,11,40.7,351,1499,464
275,Karim Benzema,1533,31,119,588,837,217,1532,62,39,62.9,23,37.1,857,5094,2603
276,Yassine Benzia,256,0,37,142,81,6,254,12,8,66.7,4,33.3,157,651,259
277,Alessandro Berardi,12,12,12,0,0,0,12,0,0,,0,,6,42,33
278,Domenico Berardi,1660,41,193,614,879,121,1652,63,30,47.6,33,52.4,1006,6316,3125
279,Gaetano Berardi,72,6,37,32,3,1,72,0,0,,0,,36,138,79
280,Yuri Berchiche,1294,37,280,617,406,40,1294,35,17,48.6,18,51.4,657,4077,2156
281,Álex Berenguer,63,3,4,32,28,1,63,2,2,100.0,0,0.0,30,257,181
282,Álex Berenguer,1276,27,163,406,730,75,1276,73,35,47.9,38,52.1,640,4115,2105
283,Bartosz Bereszyński,1788,133,632,809,368,15,1788,33,18,54.5,15,45.5,803,3982,2045
284,Jóhann Berg Guðmundsson,612,27,96,267,254,29,612,27,10,37.0,17,63.0,358,2073,798
285,Sander Berge,590,31,109,295,199,31,589,32,20,62.5,12,37.5,363,2831,1397
286,Steven Bergwijn,556,11,81,238,250,33,556,45,22,48.9,23,51.1,354,2096,999
287,Valon Berisha,1194,30,196,700,313,23,1194,17,10,58.8,7,41.2,653,3546,2062
288,Bernard,337,7,34,163,141,14,337,16,10,62.5,6,37.5,225,1116,540
289,Federico Bernardeschi,707,23,139,277,297,29,707,32,22,68.8,10,31.3,416,2620,1257
290,Bernardo,113,4,24,36,53,6,113,3,0,0.0,3,100.0,63,234,104
291,Paul Bernardoni,1075,904,1066,9,0,0,1075,0,0,,0,,513,2373,1493
292,Juan Bernat,155,7,33,64,59,1,155,5,3,60.0,2,40.0,77,441,175
293,Dimitry Bertaud,330,286,330,0,0,0,330,0,0,,0,,177,952,625
294,Marco Bertini,4,0,2,2,0,0,4,1,1,100.0,0,0.0,1,13,4
295,Ryan Bertrand,1803,58,427,894,492,42,1803,9,3,33.3,6,66.7,827,4066,2364
