,Player,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist
28,Matías Aguirregaray,830,34,212,430,201,12,830,23,14,60.9,9,39.1,460,2379,1150
29,Jean-Eudes Aholou,1694,70,472,1062,191,26,1694,50,39,78.0,11,22.0,860,4336,2037
30,Ailton,86,3,23,55,11,3,86,6,3,50.0,3,50.0,36,234,128
31,Youssef Aït Bennasser,1357,52,297,925,163,4,1357,51,43,84.3,8,15.7,673,4676,2603
32,Arlind Ajeti,553,108,330,212,18,9,553,6,5,83.3,1,16.7,236,1060,448
33,Manuel Akanji,714,43,277,385,55,9,714,4,4,100.0,0,0.0,389,2666,1639
34,Nathan Aké,2048,283,1262,720,84,46,2048,11,10,90.9,1,9.1,946,5466,3075
35,Ager Aketxe,49,0,6,17,26,1,49,1,0,0.0,1,100.0,31,134,36
36,Chadrac Akolo,460,3,27,219,224,38,459,44,16,36.4,28,63.6,267,1617,823
37,Kevin Akpoguma,1190,77,536,609,52,7,1190,14,10,71.4,4,28.6,647,3258,2078
38,David Alaba,1479,45,294,651,540,30,1479,34,12,35.3,22,64.7,886,4048,2328
39,Lucas Alario,610,18,49,288,284,86,608,40,22,55.0,18,45.0,395,1751,546
40,David Alba,17,5,13,4,0,0,17,0,0,,0,,5,19,8
41,Jordi Alba,2688,82,666,1197,845,98,2688,33,23,69.7,10,30.3,1525,5855,3128
42,Raúl Albentosa,955,122,622,302,35,28,955,3,2,66.7,1,33.3,395,1492,606
43,Luis Alberto,2136,7,128,1050,995,67,2134,86,59,68.6,27,31.4,1461,8283,4656
44,Raúl Albiol,2760,149,876,1839,55,28,2760,5,2,40.0,3,60.0,1838,9780,6268
45,Miiko Albornoz,509,34,160,207,144,10,509,13,9,69.2,4,30.8,207,1129,614
46,Marc Albrighton,1581,54,302,701,601,34,1581,95,52,54.7,43,45.3,846,5041,2154
47,Paco Alcácer,297,5,26,142,135,31,297,10,3,30.0,7,70.0,177,588,238
48,Pedro Alcalá,379,45,209,152,19,10,379,5,5,100.0,0,0.0,176,731,419
49,Thiago Alcántara,1460,16,169,895,414,26,1460,42,24,57.1,18,42.9,815,3791,1935
50,David Alcibiade,124,13,46,53,27,3,124,0,0,,0,,45,241,161
51,Toby Alderweireld,1049,65,413,564,78,11,1049,7,6,85.7,1,14.3,611,3145,2152
52,Steve Aldo One,31,4,18,14,0,0,31,0,0,,0,,17,74,44
53,Álex Alegría,255,9,12,129,115,29,255,6,1,16.7,5,83.3,158,446,100
54,Iván Alejo,500,1,35,162,319,33,500,72,33,45.8,39,54.2,359,2863,1407
55,Alexander,456,4,61,193,212,39,455,17,7,41.2,10,58.8,295,1322,612
56,Trent Alexander-Arnold,1487,39,374,718,409,28,1487,33,20,60.6,13,39.4,743,3232,1791
57,Alexis,984,124,505,391,98,31,984,8,6,75.0,2,25.0,360,1484,711
58,Alisson,1405,1143,1395,11,0,0,1405,6,6,100.0,0,0.0,677,3374,2393
59,Allan,2220,30,199,1385,667,41,2220,120,79,65.8,41,34.2,1468,7312,3815
60,Joe Allen,1781,90,370,996,448,49,1781,55,44,80.0,11,20.0,950,4752,2010
61,Dele Alli,1726,33,179,702,874,147,1726,105,44,41.9,61,58.1,1097,6773,2868
62,Júnior Alonso,2219,177,1110,1053,78,23,2219,18,15,83.3,3,16.7,1223,6120,4032
63,José Alonso Lara,5,0,0,3,2,0,5,1,1,100.0,0,0.0,5,50,16
64,Marcos Alonso,2084,82,566,784,748,96,2084,33,17,51.5,16,48.5,1072,6123,3378
65,Ricky Álvarez,221,3,22,97,103,5,221,10,3,30.0,7,70.0,114,711,309
66,Sergio Álvarez,671,599,666,5,0,0,671,1,1,100.0,0,0.0,333,1627,1052
67,Yeray Álvarez,522,18,195,321,16,2,522,5,4,80.0,1,20.0,305,1928,1191
68,Dani Alves,2299,51,502,1234,583,47,2299,42,28,66.7,14,33.3,1414,5650,3505
69,Ibrahim Amadou,1803,105,648,1091,81,16,1803,13,11,84.6,2,15.4,1034,5131,2883
70,Eloi Amagat,11,0,0,6,5,2,11,0,0,,0,,10,48,24
71,Morgan Amalfitano,338,8,42,195,103,19,338,12,9,75.0,3,25.0,185,1069,401
72,Romain Amalfitano,1742,61,409,1178,180,6,1742,71,47,66.2,24,33.8,1140,6763,3002
73,Daniel Amartey,362,24,129,189,46,0,362,5,4,80.0,1,20.0,157,858,432
74,Jordi Amat,1791,89,701,1035,72,12,1791,22,18,81.8,4,18.2,1288,6324,3346
75,Amath,1017,19,186,427,436,78,1017,98,43,43.9,55,56.1,629,4501,2023
76,Jordan Amavi,1681,87,475,882,355,9,1681,71,44,62.0,27,38.0,1023,5151,3032
77,Stephan Ambrosius,41,6,23,18,0,0,41,0,0,,0,,26,80,67
78,Kelvin Amian,1634,121,570,739,335,18,1634,34,19,55.9,15,44.1,752,3884,2163
79,Nadiem Amiri,1077,15,127,574,388,55,1077,57,22,38.6,35,61.4,666,3742,1869
80,Ethan Ampadu,22,2,9,13,0,0,22,0,0,,0,,16,62,33
81,Nordin Amrabat,98,0,13,36,50,4,98,4,2,50.0,2,50.0,61,284,124
82,Nordin Amrabat,697,5,52,232,432,51,697,71,40,56.3,31,43.7,563,4031,2004
83,Jon Ander Serantes,36,29,36,0,0,0,36,0,0,,0,,15,128,104
84,Joachim Andersen,492,73,269,216,11,4,492,0,0,,0,,250,1440,980
85,Felipe Anderson,930,6,65,386,513,65,930,114,77,67.5,37,32.5,610,5362,2830
86,Florin Andone,531,15,40,205,295,100,530,49,17,34.7,32,65.3,320,1986,930
87,Nícolas Andrade,1561,1396,1558,3,0,0,1561,0,0,,0,,624,3971,2690
88,Benjamin André,2343,81,372,1415,569,50,2343,44,35,79.5,9,20.5,1057,5078,2287
89,Marco Andreolli,1088,161,617,448,25,14,1088,2,1,50.0,1,50.0,476,2471,1439
90,Yoann Andreu,1441,57,484,646,325,11,1441,24,13,54.2,11,45.8,753,3736,2065
91,Miguel Ángel Guerrero,527,18,38,272,220,49,526,22,9,40.9,13,59.1,298,1392,410
92,José Ángel,1893,65,458,905,546,10,1893,38,27,71.1,11,28.9,841,3676,1724
93,Miguel Ángel Moyá,380,340,379,2,0,0,380,0,0,,0,,210,1191,768
94,Miguel Ángel Rubio,14,2,7,6,1,1,14,0,0,,0,,2,10,8
95,Gabriele Angella,617,74,317,284,21,6,617,1,1,100.0,0,0.0,296,1101,489
96,Cristian Ansaldi,1244,66,398,574,292,28,1244,64,47,73.4,17,26.6,732,5070,2541
97,Luca Antei,448,40,233,214,7,1,448,5,3,60.0,2,40.0,236,1373,893
98,Mirco Antenucci,909,10,63,370,486,104,904,52,30,57.7,22,42.3,658,4141,1262
99,Waldemar Anton,1533,144,738,714,96,21,1533,30,19,63.3,11,36.7,782,4306,2424
100,Luca Antonelli,110,7,31,60,20,3,110,2,1,50.0,1,50.0,55,213,124
101,Michail Antonio,731,22,94,305,348,39,731,88,51,58.0,37,42.0,467,3457,1409
102,Mirko Antonucci,20,0,1,4,15,4,20,0,0,,0,,12,49,12
103,Vitorino Antunes,1711,80,517,730,482,8,1710,39,18,46.2,21,53.8,720,3619,1768
104,Dennis Aogo,1344,29,279,750,322,19,1344,2,1,50.0,1,50.0,580,2449,1177
105,Houssem Aouar,1896,34,231,1234,465,80,1896,113,81,71.7,32,28.3,1296,7004,3624
106,Alberto Aquilani,1146,45,302,709,142,14,1146,9,7,77.8,2,22.2,732,2705,1154
107,Mauro Arambarri,843,39,226,517,117,15,843,24,13,54.2,11,45.8,445,2094,723
108,Guilherme Arana,139,9,56,55,29,1,139,1,0,0.0,1,100.0,68,374,224
109,Charles Aránguiz,2039,45,354,1372,333,36,2039,44,17,38.6,27,61.4,1266,5194,2436
110,Luiz Araújo,1020,11,130,479,434,55,1020,106,75,70.8,31,29.2,670,5608,2727
111,Sergio Araujo,28,0,1,13,14,1,28,2,2,100.0,0,0.0,19,72,26
112,Anaitz Arbilla,1829,99,677,1080,97,6,1829,21,20,95.2,1,4.8,1025,6787,3240
113,Alphonse Areola,941,813,939,3,0,0,941,0,0,,0,,505,2472,1581
114,Scott Arfield,517,23,121,230,174,28,517,26,14,53.8,12,46.2,257,1287,538
115,Samuel Armenteros,128,3,11,77,42,9,128,7,6,85.7,1,14.3,66,314,73
116,Yoël Armougom,99,5,16,49,35,2,99,1,1,100.0,0,0.0,28,304,199
117,José Arnaiz,6,0,1,2,3,0,6,0,0,,0,,3,4,3
118,Marko Arnautović,1051,42,119,339,609,150,1051,80,56,70.0,24,30.0,644,4306,1913
119,Maximilian Arnold,1662,54,326,1050,307,10,1661,22,12,54.5,10,45.5,690,3661,1720
120,Jann-Fiete Arp,248,8,10,114,126,36,248,22,10,45.5,12,54.5,171,747,249
121,Alejandro Arribas,140,12,73,66,3,2,140,1,1,100.0,0,0.0,73,285,112
122,Kepa Arrizabalaga,1114,927,1112,2,0,0,1114,0,0,,0,,591,3678,2457
123,Harry Arter,673,17,130,455,98,1,673,8,4,50.0,4,50.0,364,2100,965
124,Aythami Artiles,124,26,89,33,3,3,124,0,0,,0,,60,232,97
125,Kwadwo Asamoah,1441,40,383,780,287,7,1441,39,23,59.0,16,41.0,1005,4812,2726
126,Takuma Asano,267,2,14,93,166,41,267,27,8,29.6,19,70.4,180,1247,539
127,Santiago Ascacíbar,1403,55,327,928,161,8,1403,26,10,38.5,16,61.5,564,2453,1193
128,Sergio Asenjo,714,650,712,2,0,0,714,1,1,100.0,0,0.0,288,2090,1366
129,Marco Asensio,1430,4,78,662,714,80,1430,45,31,68.9,14,31.1,1080,7322,4179
130,Iago Aspas,1633,12,113,734,814,176,1630,92,58,63.0,34,37.0,1069,6441,3441
131,Benoît Assou-Ekotto,714,29,238,397,86,1,714,9,8,88.9,1,11.1,365,1235,519
132,Simon Asta,8,0,4,1,3,0,8,0,0,,0,,4,9,6
133,Davide Astori,1821,179,804,907,120,22,1821,22,16,72.7,6,27.3,995,5564,4060
134,Christian Atsu,761,25,146,296,338,62,761,65,28,43.1,37,56.9,483,3786,1894
135,Pierre-Emerick Aubameyang,420,10,42,179,206,62,418,14,11,78.6,3,21.4,264,1571,836
136,Pierre-Emerick Aubameyang,478,2,9,203,271,95,474,26,5,19.2,21,80.8,240,1284,482
137,Jean-Kévin Augustin,488,8,28,208,256,79,486,68,22,32.4,46,67.6,332,2130,720
138,Ludwig Augustinsson,1672,60,438,781,464,42,1672,12,2,16.7,10,83.3,632,3362,1787
139,Yann Aurel Bisseck,97,9,25,74,1,0,97,0,0,,0,,66,369,196
140,Serge Aurier,1249,39,300,533,425,36,1249,22,15,68.2,7,31.8,531,2527,1251
141,Charlie Austin,383,13,31,180,173,55,382,6,3,50.0,3,50.0,231,726,199
142,Danilo Avelar,1072,88,362,524,196,10,1072,25,11,44.0,14,56.0,416,1753,1060
143,Felipe Avenatti,192,7,18,107,67,13,192,3,1,33.3,2,66.7,107,433,134
144,Durel Avounou,355,23,81,200,75,6,355,6,5,83.3,1,16.7,124,674,235
145,Chidozie Awaziem,849,107,451,348,53,12,849,6,5,83.3,1,16.7,358,1720,1108
146,André Ayew,363,8,45,195,130,22,362,14,12,85.7,2,14.3,205,1407,597
147,André Ayew,412,10,47,210,158,32,412,15,9,60.0,6,40.0,259,1328,509
148,Jordan Ayew,1350,12,111,652,616,101,1349,124,74,59.7,50,40.3,907,6311,2611
149,Karim Azamoum,1245,62,307,624,326,33,1245,22,13,59.1,9,40.9,563,2780,1131
150,César Azpilicueta,3278,218,1198,1596,494,25,3278,9,6,66.7,3,33.3,1959,8806,5822
151,Ludovic Baal,975,27,235,557,194,2,975,20,18,90.0,2,10.0,458,2165,1293
152,Khouma Babacar,162,7,21,48,96,30,160,7,3,42.9,4,57.1,109,680,356
153,Khouma Babacar,213,2,11,88,115,40,212,4,3,75.0,1,25.0,137,717,258
154,Carlos Bacca,750,19,43,339,377,130,749,53,35,66.0,18,34.0,455,2443,1275
155,Milan Badelj,2099,63,420,1331,367,24,2099,43,29,67.4,14,32.6,1062,4426,2047
156,Holger Badstuber,1343,155,737,583,35,17,1343,7,7,100.0,0,0.0,606,2949,1717
157,Dylan Bahamboula,18,0,1,6,12,0,18,1,0,0.0,1,100.0,13,139,49
158,Farès Bahlouli,209,1,15,87,112,5,209,26,14,53.8,12,46.2,133,1003,395
159,Stéphane Bahoken,519,2,39,221,264,59,519,19,7,36.8,12,63.2,340,1880,771
160,Daniel Baier,1937,38,448,1214,293,12,1937,20,12,60.0,8,40.0,872,4836,2505
161,Leon Bailey,1368,8,150,542,712,107,1368,118,58,49.2,60,50.8,898,6399,3185
162,Eric Bailly,552,76,278,260,16,7,552,4,4,100.0,0,0.0,258,1365,766
163,Leighton Baines,1159,49,325,529,316,15,1157,14,8,57.1,6,42.9,502,2143,1285
164,Riad Bajić,27,3,3,9,15,3,27,1,1,100.0,0,0.0,20,58,25
165,Marvin Bakalorz,890,47,185,521,199,25,890,37,15,40.5,22,59.5,452,2475,1022
166,Cédric Bakambu,431,29,54,187,196,56,430,23,10,43.5,13,56.5,301,1679,760
167,Tiemoué Bakayoko,1392,53,275,827,318,45,1392,50,36,72.0,14,28.0,823,4326,2155
168,Zakaria Bakkali,421,9,51,171,203,30,421,34,17,50.0,17,50.0,273,1981,923
169,Ridle Baku,113,3,24,55,34,5,113,5,3,60.0,2,40.0,51,194,122
170,Keita Baldé,563,7,53,239,281,62,563,46,30,65.2,16,34.8,386,2486,1257
171,Sam Baldock,10,0,0,3,7,3,10,1,0,0.0,1,100.0,6,11,1
172,Gareth Bale,998,21,97,368,544,127,997,52,31,59.6,21,40.4,705,4066,1828
173,Mikel Balenziaga,971,62,273,465,246,7,971,24,14,58.3,10,41.7,460,2324,1068
174,Andrija Balić,675,21,143,407,144,11,675,31,24,77.4,7,22.6,380,2010,826
175,Iván Balliu,1401,64,395,656,362,10,1401,27,16,59.3,11,40.7,721,3047,1514
176,Fodé Ballo-Touré,1425,54,417,722,298,22,1425,23,16,69.6,7,30.4,680,3491,2197
177,Florent Balmont,599,9,92,389,126,5,599,14,8,57.1,6,42.9,387,1568,857
178,Leon Balogun,653,67,374,268,16,3,653,11,10,90.9,1,9.1,297,1609,779
179,Mario Balotelli,1055,28,80,572,417,98,1049,48,30,62.5,18,37.5,560,3319,1459
180,Abdoulaye Bamba,995,35,309,506,184,5,995,15,9,60.0,6,40.0,480,2127,1254
181,Jonathan Bamba,1556,16,163,693,721,91,1552,83,43,51.8,39,47.0,937,6542,3210
182,Yacine Bammou,375,12,73,154,155,23,375,7,2,28.6,5,71.4,205,1025,460
183,Éver Banega,2554,33,395,1552,652,32,2551,121,83,68.6,38,31.4,1778,9356,5052
184,Mattia Bani,835,113,483,328,28,10,835,0,0,,0,,407,1631,881
185,Beni Baningime,107,2,17,70,20,0,107,4,1,25.0,3,75.0,54,295,135
186,Léo Baptistão,1090,29,133,471,516,123,1090,79,30,38.0,49,62.0,647,3871,2118
187,Sekou Baradji,6,0,3,3,0,0,6,0,0,,0,,2,5,0
188,Antonín Barák,1452,33,234,861,387,53,1452,55,31,56.4,24,43.6,954,5759,2780
189,Andrea Barberis,1500,77,358,826,337,17,1500,24,18,75.0,6,25.0,628,2598,1104
190,Mariano Barbosa,365,315,365,0,0,0,365,0,0,,0,,162,779,545
191,Enis Bardhi,875,17,129,451,307,20,875,43,25,58.1,18,41.9,534,2740,1533
192,Phil Bardsley,742,70,234,381,132,3,742,5,3,60.0,2,40.0,251,1027,402
193,Nicolò Barella,2028,55,383,1171,510,35,2025,79,50,63.3,29,36.7,1081,6157,2563
194,Philipp Bargfrede,1180,67,332,773,94,3,1180,10,5,50.0,5,50.0,492,3082,1373
195,Ross Barkley,64,1,5,32,28,6,64,6,5,83.3,1,16.7,42,267,137
196,Aymen Barkok,171,3,28,92,54,6,171,10,4,40.0,6,60.0,88,444,137
197,Ashley Barnes,797,21,79,337,394,94,797,25,16,64.0,9,36.0,464,2070,571
198,Harvey Barnes,9,0,0,3,6,2,9,0,0,,0,,3,12,12
199,Antonio Barragán,1860,93,525,828,519,24,1860,37,14,37.8,23,62.2,1104,3971,1843
200,Antonio Barreca,339,12,108,153,79,4,339,6,2,33.3,4,66.7,145,780,379
201,Édgar Barreto,1312,34,225,783,315,28,1312,14,8,57.1,6,42.9,488,1764,753
202,Barri,24,2,7,13,6,0,24,3,3,100.0,0,0.0,10,94,59
203,Musa Barrow,211,2,8,67,139,37,211,17,8,47.1,9,52.9,145,777,320
204,Gareth Barry,1122,48,241,723,168,13,1122,11,10,90.9,1,9.1,595,2436,1209
205,Fin Bartels,521,3,41,232,257,40,521,59,20,33.9,39,66.1,320,2178,824
206,Kyle Bartley,152,26,93,52,7,5,152,0,0,,0,,61,284,163
207,Marc Bartra,1316,139,614,677,38,11,1316,24,22,91.7,2,8.3,864,4697,3054
208,Marc Bartra,832,40,278,497,63,11,832,10,5,50.0,5,50.0,392,2332,1522
209,Andrea Barzagli,1377,60,493,834,56,1,1377,3,2,66.7,1,33.3,892,3509,1782
210,Daniele Baselli,1643,62,339,956,370,41,1643,35,22,62.9,13,37.1,1021,5302,2303
211,Nicolas Basin,202,13,74,85,43,2,202,0,0,,0,,77,302,152
212,Dušan Basta,466,18,137,201,132,16,466,7,4,57.1,3,42.9,263,1167,586
213,Gil Bastião Dias,694,13,110,272,325,51,694,60,31,51.7,27,45.0,446,3441,1858
214,Gil Bastião Dias,3,0,0,1,2,0,3,0,0,,0,,3,45,18
215,Samuel Bastien,624,20,120,323,190,8,624,17,9,52.9,8,47.1,387,2069,862
216,Borja Bastón,329,6,30,158,142,36,327,10,3,30.0,7,70.0,179,744,244
217,Alessandro Bastoni,96,2,26,49,23,5,96,3,2,66.7,1,33.3,53,235,90
218,Bastos,1009,84,490,487,43,12,1009,15,13,86.7,2,13.3,664,3678,1979
219,Michy Batshuayi,137,5,7,70,67,13,137,6,5,83.3,1,16.7,80,445,212
220,Michy Batshuayi,273,5,13,127,134,44,273,23,7,30.4,16,69.6,132,642,221
221,Moritz Bauer,616,40,200,243,180,14,616,21,12,57.1,9,42.9,239,1628,790
222,Robert Bauer,593,35,241,301,54,1,593,1,1,100.0,0,0.0,220,1161,654
223,Oliver Baumann,1519,1223,1509,10,0,0,1519,0,0,,0,,712,3444,2118
224,Timo Baumgartl,1865,145,930,842,101,18,1865,1,0,0.0,1,100.0,839,3480,1689
225,Julian Baumgartlinger,1090,29,275,697,126,15,1090,6,6,100.0,0,0.0,673,3024,1379
226,Jon Bautista,51,0,1,19,32,12,51,1,1,100.0,0,0.0,27,122,53
227,Paul Baysse,703,95,432,255,19,14,703,3,3,100.0,0,0.0,349,1367,561
228,Paul Baysse,366,31,175,175,16,10,366,2,2,100.0,0,0.0,206,1278,824
229,Noah Joel Sarenren Bazee,44,2,5,16,23,3,44,4,3,75.0,1,25.0,34,262,99
230,Hervé Bazile,477,3,68,173,240,21,477,41,19,46.3,22,53.7,239,2030,552
231,Riechedly Bazoer,296,10,64,178,58,2,296,5,3,60.0,2,40.0,121,691,300
232,Enrico Bearzotti,231,21,94,97,40,1,231,3,1,33.3,2,66.7,102,470,196
233,Claudio Beauvue,487,17,29,236,225,57,487,23,13,56.5,10,43.5,263,1117,410
234,Bebé,198,0,11,64,125,6,198,17,8,47.1,9,52.9,144,882,291
235,Ihlas Bebou,988,30,142,436,439,72,988,124,61,49.2,63,50.8,619,4454,2222
236,Andreas Beck,1362,34,319,682,368,18,1362,13,2,15.4,11,84.6,615,2361,964
237,Henri Bedimo,27,3,9,15,3,0,27,0,0,,0,,13,67,28
238,Jan Bednarek,236,25,102,132,3,2,236,1,0,0.0,1,100.0,128,405,204
239,Asmir Begović,1240,1134,1236,4,0,0,1240,0,0,,0,,444,2437,1672
240,Valon Behrami,713,36,179,443,97,8,713,13,9,69.2,4,30.8,322,1667,691
241,Vid Belec,411,363,411,0,0,0,411,0,0,,0,,183,1162,829
242,Vid Belec,97,88,97,0,0,0,97,0,0,,0,,53,217,122
243,Ishak Belfodil,594,13,33,259,308,97,594,56,32,57.1,24,42.9,335,2388,1213
244,Stefan Bell,1206,167,651,522,46,27,1206,6,4,66.7,2,33.3,573,2917,1849
245,Karim Bellarabi,720,5,72,322,340,47,720,50,23,46.0,27,54.0,483,3386,1661
246,Héctor Bellerín,2523,119,578,1082,877,103,2523,46,25,54.3,21,45.7,1446,7149,3993
247,François Bellugou,1190,56,349,749,101,12,1190,17,11,64.7,6,35.3,605,2844,994
248,Andrea Belotti,935,21,77,414,455,144,933,48,26,54.2,22,45.8,637,3075,1275
249,Chaouki Ben Saada,245,5,33,111,109,9,245,24,14,58.3,10,41.7,152,1007,470
250,Wissam Ben Yedder,635,5,34,271,338,114,635,30,16,53.3,14,46.7,409,1993,1002
251,Diego Benaglio,68,60,68,0,0,0,68,0,0,,0,,32,220,155
252,Ahmad Benali,494,17,105,265,129,14,494,10,3,30.0,7,70.0,256,1242,634
253,Yohan Benalouane,56,7,21,24,11,1,56,0,0,,0,,19,98,48
254,Marco Benassi,1663,28,237,837,605,91,1663,23,14,60.9,9,39.1,931,4353,2233
255,Medhi Benatia,1590,158,800,762,38,14,1590,8,5,62.5,3,37.5,1069,4837,2184
256,Lars Bender,1171,48,293,618,265,33,1171,16,9,56.3,7,43.8,593,2912,1520
257,Sven Bender,1907,162,901,961,55,31,1907,8,6,75.0,2,25.0,1137,6269,3157
258,László Bénes,36,2,12,19,5,0,36,1,0,0.0,1,100.0,17,72,35
259,Nicolas Benezet,1192,10,108,528,577,60,1192,72,45,62.5,27,37.5,741,4996,2529
260,Marcel Benger,2,0,1,1,0,0,2,0,0,,0,,0,0,0
261,Walter Benítez,824,768,824,0,0,0,824,0,0,,0,,344,1808,1421
262,Charlison Benschop,73,1,9,38,28,6,73,3,1,33.3,2,66.7,49,198,55
263,Ramy Bensebaini,1791,123,610,901,296,28,1791,34,23,67.6,11,32.4,819,4277,2418
264,Nabil Bentaleb,654,26,120,491,51,6,650,12,5,41.7,7,58.3,295,1258,495
265,Rodrigo Bentancur,596,15,106,394,102,1,596,11,9,81.8,2,18.2,414,2204,1142
266,Christian Benteke,952,50,81,462,414,129,950,26,16,61.5,10,38.5,497,2123,661
267,Karim Benzema,1070,24,51,433,592,151,1068,49,33,67.3,16,32.7,762,3556,1654
268,Yassine Benzia,1686,18,177,1007,528,34,1686,71,53,74.6,18,25.4,1050,5919,2556
269,Saido Berahino,138,1,8,53,79,18,137,2,1,50.0,1,50.0,89,436,121
270,Domenico Berardi,1255,18,106,451,729,81,1251,58,36,62.1,22,37.9,743,4933,2242
271,Yuri Berchiche,1359,42,319,676,371,41,1359,16,12,75.0,4,25.0,780,2858,1695
272,Álex Berenguer,642,10,89,268,302,36,642,58,35,60.3,23,39.7,408,3082,1436
273,Bartosz Bereszyński,1868,97,558,948,384,5,1868,34,25,73.5,9,26.5,840,4563,2303
274,Jóhann Berg Guðmundsson,1333,35,196,506,656,58,1333,65,37,56.9,28,43.1,701,4514,2123
275,Markel Bergara,524,28,130,311,88,25,524,2,2,100.0,0,0.0,162,671,287
276,Emil Berggreen,241,10,14,115,112,31,241,6,1,16.7,5,83.3,141,349,88
277,Robert Berić,268,5,16,137,118,36,266,9,3,33.3,6,66.7,124,543,239
278,Kévin Bérigaud,96,1,3,50,44,8,96,7,3,42.9,4,57.1,51,292,128
279,Etrit Berisha,892,769,886,6,0,0,892,0,0,,0,,392,2431,1714
280,Federico Bernardeschi,502,18,76,202,234,33,502,31,23,74.2,8,25.8,386,2682,875
281,Bernardo,1110,66,306,643,168,13,1110,21,5,23.8,16,76.2,455,2449,1293
282,Juan Bernat,647,11,109,280,262,34,647,43,13,30.2,30,69.8,415,2294,1078
283,Andrea Bertolacci,1945,53,399,1191,384,33,1945,26,19,73.1,6,23.1,1019,4773,2297
284,Ryan Bertrand,2262,87,475,1018,783,52,2262,37,17,45.9,20,54.1,1224,5645,2941
285,Muhamed Bešić,33,2,9,20,4,0,33,0,0,,0,,23,136,86
286,Daniel Bessa,806,12,147,441,231,27,806,22,15,68.2,7,31.8,422,2856,1510
287,Daniel Bessa,258,6,32,138,95,14,258,11,9,81.8,2,18.2,163,861,348
288,Vincent Bessat,1117,28,267,492,364,7,1117,19,10,52.6,9,47.4,458,2726,1268
289,Quentin Beunardeau,23,18,22,1,0,0,23,0,0,,0,,10,64,36
290,Matteo Bianchetti,84,14,34,37,14,0,84,0,0,,0,,25,89,53
291,Ermin Bičakčić,362,32,190,162,12,1,362,3,1,33.3,2,66.7,187,829,459
292,Pedro Bigas,693,77,365,325,12,3,693,12,10,83.3,2,16.7,453,2487,1414
293,Lucas Biglia,1900,81,445,1236,235,4,1900,18,15,83.3,3,16.7,897,3678,1835
294,Philip Billing,500,18,136,284,88,0,500,6,4,66.7,2,33.3,229,1320,700
295,Jean-Claude Billong,190,20,114,75,4,0,190,1,1,100.0,0,0.0,99,501,238
296,Davide Biondini,126,1,15,73,39,1,126,0,0,,0,,64,295,130
