,Player,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh
646,Laurent Depoitre,6,25,12,48.0,1.24,0.59,0.24,0.50,13.5,0,0,0,3.7,3.7,0.15
647,Mike van der Hoorn,1,10,4,40.0,0.46,0.19,0.10,0.25,14.3,0,0,0,1.0,1.0,0.10
648,Gregory van der Wiel,0,1,0,0.0,0.31,0.00,0.00,,26.9,0,0,0,0.0,0.0,0.02
649,Daniele Dessena,0,2,0,0.0,0.31,0.00,0.00,,18.1,0,0,0,0.1,0.1,0.07
650,Mattia Destro,6,42,19,45.2,2.34,1.06,0.14,0.32,13.1,0,0,0,7.6,7.6,0.18
651,Gerard Deulofeu,1,8,4,50.0,1.66,0.83,0.13,0.25,20.1,2,0,0,0.5,0.5,0.07
652,Gerard Deulofeu,1,8,4,50.0,1.43,0.72,0.13,0.25,13.5,0,0,0,1.2,1.2,0.16
653,Gianluca Di Chiara,0,5,0,0.0,0.45,0.00,0.00,,30.3,0,0,0,0.1,0.1,0.02
654,Federico Di Francesco,1,36,5,13.9,2.04,0.28,0.03,0.20,19.3,0,0,0,1.7,1.7,0.05
655,Davide Di Gennaro,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
656,Ángel Di María,11,97,39,40.2,4.14,1.66,0.11,0.28,19.7,8,0,0,12.1,12.1,0.12
657,Franco Di Santo,3,30,14,46.7,1.63,0.76,0.07,0.14,17.0,0,1,1,3.8,3.0,0.10
658,Cheick Diabaté,8,20,11,55.0,2.71,1.49,0.40,0.73,9.5,0,0,0,5.0,5.0,0.25
659,Fousseni Diabaté,0,6,2,33.3,0.92,0.31,0.00,0.00,18.5,0,0,0,0.5,0.5,0.09
660,Moussa Diaby,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
661,Fallou Diagne,1,14,7,50.0,0.56,0.28,0.07,0.14,20.2,1,0,0,0.8,0.8,0.05
662,Adama Diakhaby,2,12,4,33.3,1.27,0.42,0.17,0.50,16.5,0,0,0,2.2,2.2,0.19
663,Mouctar Diakhaby,1,4,1,25.0,0.49,0.12,0.25,1.00,8.4,0,0,0,0.5,0.5,0.13
664,Abdou Diallo,2,13,3,23.1,0.48,0.11,0.15,0.67,8.1,0,0,0,2.3,2.3,0.18
665,Abdoulaye Diallo,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
666,Habib Diallo,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
667,Mustapha Diallo,5,35,16,45.7,2.28,1.04,0.14,0.31,13.9,0,0,0,4.4,4.4,0.12
668,Mohamed Diamé,2,20,6,30.0,0.88,0.26,0.10,0.33,21.0,0,0,0,1.4,1.4,0.07
669,Lassana Diarra,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
670,Amadou Diawara,1,6,3,50.0,0.82,0.41,0.17,0.33,28.0,0,0,0,0.2,0.2,0.03
671,Brahim Díaz,0,3,1,33.3,4.91,1.64,0.00,0.00,13.8,0,0,0,0.5,0.5,0.16
672,Bakaye Dibassy,1,12,2,16.7,0.39,0.06,0.08,0.50,16.0,0,0,0,1.2,1.2,0.10
673,Daniel Didavi,9,55,19,34.5,2.21,0.76,0.16,0.47,19.4,7,0,0,4.1,4.1,0.07
674,Thomas Didillon,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
675,Étienne Didot,2,13,4,30.8,0.72,0.22,0.15,0.50,25.0,0,0,0,0.7,0.7,0.05
676,Adrián Diéguez,0,3,0,0.0,0.62,0.00,0.00,,25.4,0,0,0,0.1,0.1,0.03
677,Dennis Diekmeier,0,6,2,33.3,0.29,0.10,0.00,0.00,17.0,0,0,0,0.6,0.6,0.10
678,Eric Dier,0,32,7,21.9,1.02,0.22,0.00,0.00,17.5,1,0,0,2.0,2.0,0.06
679,Lucas Digne,0,2,1,50.0,0.26,0.13,0.00,0.00,15.4,0,0,0,0.3,0.3,0.14
680,Landry Dimata,0,12,3,25.0,1.20,0.30,0.00,0.00,16.7,0,0,0,1.5,1.5,0.13
681,Tristan Dingomé,0,5,2,40.0,0.38,0.15,0.00,0.00,25.1,0,0,0,0.2,0.2,0.03
682,Ismaël Diomandé,0,3,0,0.0,0.38,0.00,0.00,,34.4,0,0,0,0.1,0.1,0.03
683,Lois Diony,0,16,5,31.3,1.55,0.48,0.00,0.00,15.6,0,0,0,1.6,1.6,0.10
684,Issa Diop,3,19,6,31.6,0.56,0.18,0.16,0.50,11.9,0,0,0,2.0,2.0,0.11
685,Papakouli Diop,0,1,0,0.0,0.34,0.00,0.00,,24.5,0,0,0,0.0,0.0,0.03
686,Papakouli Diop,0,14,1,7.1,1.34,0.10,0.00,0.00,16.3,0,0,0,1.0,1.0,0.07
687,Assane Dioussé,1,10,3,30.0,0.67,0.20,0.10,0.33,24.9,0,0,0,0.8,0.8,0.08
688,Djené,1,11,2,18.2,0.31,0.06,0.09,0.50,15.3,0,0,0,0.7,0.7,0.07
689,Koffi Djidji,0,8,2,25.0,0.30,0.07,0.00,0.00,25.5,0,0,0,0.3,0.3,0.04
690,Alexander Djiku,0,18,2,11.1,0.64,0.07,0.00,0.00,13.2,0,0,0,1.6,1.6,0.09
691,Papy Djilobodji,0,18,4,22.2,0.60,0.13,0.00,0.00,12.9,1,0,0,1.4,1.4,0.08
692,Berat Djimsiti,0,9,2,22.2,0.30,0.07,0.00,0.00,9.9,0,0,0,1.0,1.0,0.12
693,Marko Dmitrović,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
694,Keagan Dolly,1,22,7,31.8,2.25,0.72,0.05,0.14,23.6,0,0,0,1.7,1.7,0.08
695,Jaume Doménech,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
696,Jean-Luc Dompé,0,1,0,0.0,3.10,0.00,0.00,,15.7,0,0,0,0.1,0.1,0.05
697,Giulio Donati,0,10,2,20.0,0.39,0.08,0.00,0.00,24.3,0,0,0,0.3,0.3,0.03
698,Ji Dong-won,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
699,Anastasios Donis,2,38,15,39.5,3.60,1.42,0.05,0.13,20.8,3,0,0,4.4,4.4,0.12
700,Gianluigi Donnarumma,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
701,Godfred Donsah,2,24,6,25.0,1.20,0.30,0.08,0.33,22.3,0,0,0,1.3,1.3,0.05
702,Dória,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
703,Niklas Dorsch,1,1,1,100.0,1.00,1.00,1.00,1.00,9.9,0,0,0,0.4,0.4,0.42
704,Mauro dos Santos,0,1,1,100.0,0.09,0.09,0.00,0.00,9.2,0,0,0,0.1,0.1,0.05
705,Mathieu Dossevi,1,32,10,31.3,1.15,0.36,0.03,0.10,21.2,1,0,0,2.3,2.3,0.07
706,Abdoulaye Doucouré,7,47,17,36.2,1.27,0.46,0.15,0.41,20.7,0,0,0,3.5,3.5,0.08
707,Cheick Doukouré,1,19,1,5.3,1.67,0.09,0.05,1.00,20.1,0,0,0,1.1,1.1,0.06
708,Mohamed Dräger,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
709,Aleksandar Dragović,0,1,0,0.0,0.12,0.00,0.00,,8.6,0,0,0,0.1,0.1,0.07
710,Aleksandar Dragović,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
711,Bartłomiej Drągowski,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
712,Boukary Dramé,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
713,Julian Draxler,4,23,9,39.1,1.21,0.48,0.17,0.44,14.1,0,0,0,3.7,3.7,0.16
714,Danny Drinkwater,1,6,2,33.3,1.02,0.34,0.17,0.50,22.7,0,0,0,0.2,0.2,0.03
715,Josip Drmić,4,17,5,29.4,3.28,0.96,0.24,0.80,13.2,0,0,0,2.5,2.5,0.15
716,Rick van Drongelen,0,5,1,20.0,0.31,0.06,0.00,0.00,9.8,0,0,0,0.6,0.6,0.11
717,Óscar Duarte,0,3,0,0.0,0.27,0.00,0.00,,10.0,0,0,0,0.6,0.6,0.19
718,Rubén Duarte,0,8,0,0.0,0.34,0.00,0.00,,22.7,0,0,0,0.8,0.8,0.10
719,Leo Dubois,3,45,11,24.4,1.34,0.33,0.07,0.27,22.6,5,0,0,2.1,2.1,0.05
720,Martin Dúbravka,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
721,Ondrej Duda,1,8,3,37.5,0.97,0.36,0.13,0.33,19.1,0,0,0,1.1,1.1,0.13
722,Shane Duffy,0,28,4,14.3,0.77,0.11,0.00,0.00,10.0,0,0,0,2.3,2.3,0.08
723,Paul Dummett,0,4,0,0.0,0.22,0.00,0.00,,14.2,0,0,0,0.3,0.3,0.07
724,Alfred Duncan,0,40,9,22.5,1.85,0.42,0.00,0.00,23.1,0,0,0,2.0,2.0,0.05
725,Lewis Dunk,1,27,8,29.6,0.71,0.21,0.04,0.13,11.5,1,0,0,2.7,2.7,0.10
726,Maxime Dupé,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
727,Jimmy Durmaz,3,9,3,33.3,0.79,0.26,0.00,0.00,28.3,0,3,4,3.6,0.5,0.05
728,Riza Durmisi,2,18,6,33.3,0.78,0.26,0.11,0.33,20.9,2,0,0,1.9,1.9,0.10
729,Hugo Duro,0,1,1,100.0,4.74,4.74,0.00,0.00,14.0,0,0,0,0.3,0.3,0.26
730,Noë Dussenne,0,1,0,0.0,1.07,0.00,0.00,,10.1,0,0,0,0.1,0.1,0.11
731,Paulo Dybala,22,109,40,36.7,4.17,1.53,0.17,0.48,21.8,18,3,5,12.2,8.3,0.08
732,Nathan Dyer,0,10,2,20.0,0.69,0.14,0.00,0.00,21.4,0,0,0,0.9,0.9,0.09
733,Edin Džeko,16,152,56,36.8,4.53,1.67,0.11,0.29,14.5,0,0,0,17.4,17.4,0.11
734,Blerim Džemaili,1,14,8,57.1,1.06,0.60,0.07,0.13,21.6,0,0,0,0.7,0.7,0.05
735,Félix Eboa Eboa,1,9,5,55.6,0.53,0.30,0.11,0.20,13.8,1,0,0,0.9,0.9,0.10
736,Éder,3,27,9,33.3,3.04,1.01,0.11,0.33,18.1,2,0,0,2.7,2.7,0.10
737,Simone Edera,1,8,5,62.5,2.20,1.38,0.13,0.20,21.4,0,0,0,0.3,0.3,0.04
738,Ederson,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
739,Tom Edwards,0,1,0,0.0,0.19,0.00,0.00,,34.1,0,0,0,0.0,0.0,0.01
740,Mandela Egbo,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
741,Johannes Eggestein,0,2,1,50.0,1.82,0.91,0.00,0.00,9.2,0,0,0,0.2,0.2,0.11
742,Maximilian Eggestein,2,43,14,32.6,1.44,0.47,0.05,0.14,17.5,0,0,0,4.9,4.9,0.11
743,Albin Ekdal,0,8,1,12.5,0.65,0.08,0.00,0.00,15.1,0,0,0,0.5,0.5,0.06
744,Josip Elez,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
745,Rob Elliot,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
746,Mohamed Elneny,0,8,1,12.5,0.83,0.10,0.00,0.00,24.5,0,0,0,0.3,0.3,0.04
747,Aritz Elustondo,3,11,5,45.5,0.62,0.28,0.27,0.60,17.5,0,0,0,1.3,1.3,0.11
748,Nico Elvedi,2,15,7,46.7,0.46,0.22,0.13,0.29,11.2,0,0,0,1.6,1.6,0.10
749,Rodrigo Ely,1,18,4,22.2,0.60,0.13,0.06,0.25,13.3,0,0,0,1.2,1.2,0.07
750,Breel Embolo,3,18,10,55.6,1.76,0.98,0.17,0.30,14.7,0,0,0,4.1,4.1,0.23
751,Youssef En-Nesyri,4,47,13,27.7,2.65,0.73,0.09,0.31,16.2,0,0,1,5.2,4.4,0.09
752,Sergi Enrich,3,32,11,34.4,2.17,0.74,0.09,0.27,16.0,0,0,0,3.1,3.1,0.10
753,Javier Eraso,4,32,13,40.6,1.14,0.46,0.13,0.31,16.5,0,0,0,4.3,4.3,0.14
754,Christian Eriksen,10,97,39,40.2,2.71,1.09,0.10,0.26,23.0,16,0,0,7.0,7.0,0.07
755,Gonzalo Escalante,1,25,5,20.0,1.44,0.29,0.04,0.20,18.2,0,0,0,1.3,1.3,0.05
756,Sergio Escudero,0,19,4,21.1,0.73,0.15,0.00,0.00,22.8,2,0,0,1.0,1.0,0.05
757,Bernardo Espinosa,0,26,4,15.4,0.82,0.13,0.00,0.00,11.8,0,0,0,2.7,2.7,0.10
758,Michael Esser,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
759,Alexander Esswein,2,9,6,66.7,1.31,0.88,0.22,0.33,17.7,0,0,0,0.9,0.9,0.09
760,Oghenekaro Etebo,0,20,3,15.0,1.48,0.22,0.00,0.00,30.3,1,0,0,0.6,0.6,0.03
761,Beñat Etxebarria,0,13,3,23.1,1.04,0.24,0.00,0.00,28.6,6,0,0,0.5,0.5,0.04
762,Xabier Etxeita,1,4,1,25.0,0.96,0.24,0.25,1.00,9.6,0,0,0,0.4,0.4,0.10
763,Jonny Evans,2,10,5,50.0,0.40,0.20,0.20,0.40,7.8,0,0,0,2.1,2.1,0.22
764,Franck Evina,0,3,0,0.0,2.45,0.00,0.00,,15.2,0,0,0,0.1,0.1,0.03
765,Patrice Evra,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
766,Patrice Evra,0,2,0,0.0,0.52,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.05
767,Edu Expósito,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
768,Erik Expósito,1,9,2,22.2,1.73,0.39,0.11,0.50,14.4,0,0,0,0.8,0.8,0.09
769,Valentin Eysseric,1,15,3,20.0,1.91,0.38,0.07,0.33,18.0,1,0,0,0.8,0.8,0.05
770,Valentin Eysseric,0,1,1,100.0,1.00,1.00,0.00,0.00,19.1,0,0,0,0.1,0.1,0.05
771,Imoh Ezekiel,0,7,3,42.9,1.34,0.58,0.00,0.00,14.6,0,0,0,1.1,1.1,0.16
772,Marco Fabián,1,17,4,23.5,3.63,0.85,0.06,0.25,23.0,0,0,0,1.2,1.2,0.07
773,Łukasz Fabiański,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
774,Fabinho,7,21,5,23.8,0.62,0.15,0.14,0.60,24.8,1,4,4,5.8,2.6,0.13
775,Cesc Fàbregas,2,38,10,26.3,1.48,0.39,0.05,0.20,19.2,2,0,0,2.4,2.4,0.06
776,Ralf Fährmann,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
777,Fayçal Fajr,1,21,9,42.9,0.79,0.34,0.05,0.11,25.5,3,0,1,1.5,0.7,0.03
778,Radamel Falcao,18,66,28,42.4,2.79,1.18,0.23,0.54,16.0,4,3,4,13.9,10.7,0.16
779,Diego Falcinelli,0,14,4,28.6,2.86,0.82,0.00,0.00,15.5,0,0,0,1.3,1.3,0.09
780,Diego Falcinelli,2,42,13,31.0,2.88,0.89,0.05,0.15,14.8,0,0,0,4.2,4.0,0.10
781,Simon Falette,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
782,Simon Falette,1,16,2,12.5,0.65,0.08,0.06,0.50,13.6,0,0,0,1.6,1.6,0.10
783,Cesar Falletti,1,10,3,30.0,2.80,0.84,0.10,0.33,18.3,0,0,0,1.2,1.2,0.12
784,Iago Falque,12,76,22,28.9,2.42,0.70,0.16,0.55,18.8,4,0,0,8.6,8.6,0.11
785,Paolo Faragò,2,29,7,24.1,1.06,0.26,0.07,0.29,15.5,0,0,0,3.0,3.0,0.10
786,Imad Faraj,0,5,2,40.0,2.78,1.11,0.00,0.00,19.8,0,0,0,0.2,0.2,0.04
787,Davide Faraoni,2,13,4,30.8,0.67,0.21,0.15,0.50,18.9,0,0,0,1.2,1.2,0.09
788,Mohamed Fares,0,33,5,15.2,1.14,0.17,0.00,0.00,21.7,0,0,0,1.8,1.8,0.06
789,Diego Farias,1,43,16,37.2,2.41,0.89,0.02,0.06,17.9,0,0,1,4.7,3.9,0.09
790,Federico Fazio,2,18,4,22.2,0.55,0.12,0.11,0.50,11.7,0,0,0,2.4,2.4,0.13
791,Zouhair Feddal,3,6,3,50.0,0.43,0.21,0.50,1.00,17.0,1,0,0,0.5,0.5,0.09
792,Nabil Fekir,18,85,44,51.8,3.09,1.60,0.18,0.34,21.7,17,3,4,12.6,9.5,0.11
793,Felipe,0,1,0,0.0,0.20,0.00,0.00,,9.3,0,0,0,0.1,0.1,0.08
794,Luiz Felipe,0,2,0,0.0,0.15,0.00,0.00,,16.5,0,0,0,0.2,0.2,0.11
795,Ohis Felix Uduokhai,1,4,1,25.0,0.23,0.06,0.25,1.00,16.3,0,0,0,0.2,0.2,0.05
796,Marouane Fellaini,4,10,7,70.0,1.32,0.92,0.40,0.57,8.5,0,0,0,3.5,3.5,0.35
797,Kiko Femenía,1,9,3,33.3,0.47,0.16,0.11,0.33,20.7,0,0,0,0.4,0.4,0.04
798,Leroy Fer,1,12,3,25.0,0.77,0.19,0.08,0.33,14.6,0,0,0,1.6,1.6,0.14
799,Julien Féret,0,26,2,7.7,0.76,0.06,0.00,0.00,27.0,0,0,0,0.9,0.9,0.03
800,Edimilson Fernandes,0,7,1,14.3,0.75,0.11,0.00,0.00,22.6,0,0,0,0.3,0.3,0.04
801,Gelson Fernandes,0,1,1,100.0,0.09,0.09,0.00,0.00,21.0,0,0,0,0.1,0.1,0.07
802,Andrés Fernández,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
803,Augusto Fernández,0,1,0,0.0,0.84,0.00,0.00,,31.0,0,0,0,0.0,0.0,0.02
804,Brian Fernández,0,6,2,33.3,4.22,1.41,0.00,0.00,20.7,1,0,0,0.3,0.3,0.05
805,Carlos Fernández,1,5,2,40.0,3.28,1.31,0.20,0.50,14.8,0,0,0,0.6,0.6,0.11
806,Federico Fernández,1,8,2,25.0,0.27,0.07,0.13,0.50,10.5,0,0,0,0.7,0.7,0.08
807,Raúl Fernández,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
808,Fernandinho,5,47,19,40.4,1.47,0.59,0.11,0.26,23.1,0,0,0,2.1,2.1,0.04
809,Alex Ferrari,1,8,1,12.5,0.34,0.04,0.13,1.00,21.8,0,0,0,0.8,0.8,0.10
810,Jordan Ferri,0,7,0,0.0,0.99,0.00,0.00,,19.3,0,0,0,0.4,0.4,0.05
811,Sam Field,1,5,1,20.0,0.84,0.17,0.20,1.00,11.4,0,0,0,0.5,0.5,0.11
812,Afonso Figueiredo,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
813,Gian Filippo Felicioli,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
814,Alfreð Finnbogason,12,48,22,45.8,2.38,1.09,0.19,0.41,14.9,0,3,3,10.7,8.4,0.18
815,Roberto Firmino,15,83,36,43.4,2.70,1.17,0.17,0.39,17.1,0,1,1,10.7,9.9,0.12
816,Junior Firpo,2,13,4,30.8,0.98,0.30,0.15,0.50,15.1,0,0,0,1.3,1.3,0.10
817,Viktor Fischer,0,7,2,28.6,1.87,0.54,0.00,0.00,17.9,0,0,0,0.6,0.6,0.09
818,Mathieu Flamini,0,1,1,100.0,0.19,0.19,0.00,0.00,22.8,0,0,0,0.0,0.0,0.04
819,Darren Fletcher,1,11,2,18.2,0.45,0.08,0.09,0.50,25.8,0,0,0,0.4,0.4,0.03
820,Sergio Floccari,3,21,6,28.6,2.14,0.61,0.14,0.50,14.8,0,0,0,3.4,3.4,0.16
821,Alessandro Florenzi,1,38,6,15.8,1.43,0.23,0.03,0.17,19.5,0,0,1,3.8,3.1,0.08
822,Phil Foden,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
823,Guessouma Fofana,0,6,1,16.7,0.73,0.12,0.00,0.00,27.4,0,0,0,0.2,0.2,0.03
824,Seko Fofana,3,40,9,22.5,1.93,0.43,0.05,0.22,25.6,0,1,1,2.5,1.7,0.04
825,Andreu Fontàs,0,1,0,0.0,0.10,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.08
826,José Fonte,0,8,1,12.5,1.05,0.13,0.00,0.00,15.3,0,0,0,0.6,0.6,0.08
827,Pablo Fornals,3,51,14,27.5,1.75,0.48,0.06,0.21,21.3,1,0,0,2.8,2.8,0.06
828,Emil Forsberg,2,34,8,23.5,2.23,0.53,0.03,0.13,22.1,7,1,1,3.3,2.5,0.07
829,Fraser Forster,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
830,Steven Fortes,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
831,Marco Fossati,0,10,1,10.0,0.82,0.08,0.00,0.00,27.2,1,0,0,0.3,0.3,0.03
832,Iver Fossum,1,22,2,9.1,1.52,0.14,0.05,0.50,23.9,1,0,0,1.1,1.1,0.05
833,Ben Foster,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
834,Timothy Fosu-Mensah,0,8,0,0.0,0.45,0.00,0.00,,26.9,0,0,0,0.2,0.2,0.03
835,Dimitri Foulquier,0,2,0,0.0,0.15,0.00,0.00,,17.9,0,0,0,0.1,0.1,0.04
836,Lilian Fournier,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
837,Raphael Framberger,0,1,1,100.0,0.13,0.13,0.00,0.00,20.9,0,0,0,0.0,0.0,0.05
838,Simon Francis,0,13,1,7.7,0.43,0.03,0.00,0.00,19.7,1,0,0,0.6,0.6,0.05
839,Mike Frantz,0,11,5,45.5,0.95,0.43,0.00,0.00,19.4,0,0,0,0.9,0.9,0.08
840,Ryan Fraser,5,30,12,40.0,1.35,0.54,0.17,0.42,20.5,1,0,0,1.8,1.8,0.06
841,Fabian Frei,1,9,4,44.4,1.01,0.45,0.11,0.25,22.1,0,0,0,0.6,0.6,0.06
842,Remo Freuler,5,45,15,33.3,1.35,0.45,0.11,0.33,17.7,0,0,0,4.6,4.6,0.10
843,Marco Friedl,0,5,1,20.0,0.75,0.15,0.00,0.00,24.6,0,0,0,0.2,0.2,0.05
844,Marco Friedl,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
845,Christian Fuchs,0,11,0,0.0,0.52,0.00,0.00,,24.9,0,0,0,0.5,0.5,0.05
846,Javi Fuego,0,1,0,0.0,0.17,0.00,0.00,,27.9,0,0,0,0.0,0.0,0.02
847,Javi Fuego,0,6,2,33.3,0.40,0.13,0.00,0.00,19.7,0,0,0,0.4,0.4,0.07
848,Chris Führich,0,1,0,0.0,0.95,0.00,0.00,,24.9,0,0,0,0.0,0.0,0.03
849,Angelo Fulgini,3,37,9,24.3,2.18,0.53,0.08,0.33,20.6,3,0,0,3.1,3.1,0.08
850,Niclas Füllkrug,14,83,29,34.9,3.13,1.09,0.13,0.38,16.3,1,3,4,11.9,8.7,0.10
851,Jay Fulton,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
852,Ramiro Funes Mori,0,1,0,0.0,0.74,0.00,0.00,,16.9,0,0,0,0.0,0.0,0.05
853,Manolo Gabbiadini,5,21,9,42.9,1.75,0.75,0.19,0.44,17.5,0,1,1,2.5,1.7,0.08
854,Gabi,0,10,1,10.0,0.38,0.04,0.00,0.00,25.0,0,0,0,0.3,0.3,0.03
855,Gabriel,5,42,13,31.0,1.59,0.49,0.10,0.31,19.1,3,1,1,5.5,4.7,0.11
856,Mijat Gaćinović,1,37,17,45.9,1.83,0.84,0.03,0.06,19.5,0,0,0,3.0,3.0,0.08
857,Roberto Gagliardini,0,21,2,9.5,0.95,0.09,0.00,0.00,18.0,0,0,0,1.5,1.5,0.07
858,Nicolás Gaitán,0,6,3,50.0,2.47,1.23,0.00,0.00,20.2,0,0,0,0.4,0.4,0.07
859,Milan Gajić,0,1,0,0.0,0.25,0.00,0.00,,33.3,0,0,0,0.0,0.0,0.02
860,Serge Gakpé,3,30,12,40.0,1.48,0.59,0.10,0.25,18.1,0,0,0,3.7,3.7,0.12
861,Andrey Galabinov,3,33,14,42.4,2.63,1.12,0.06,0.14,16.9,1,1,1,3.7,2.9,0.09
862,Álex Gálvez,0,16,4,25.0,0.89,0.22,0.00,0.00,24.1,9,0,0,0.8,0.8,0.05
863,Álex Gálvez,1,2,1,50.0,0.50,0.25,0.50,1.00,14.0,0,0,0,0.1,0.1,0.05
864,Bruno Gama,0,1,0,0.0,0.78,0.00,0.00,,18.6,0,0,0,0.0,0.0,0.03
865,Alessandro Gamberini,0,4,1,25.0,0.20,0.05,0.00,0.00,6.4,0,0,0,1.0,1.0,0.26
866,Kévin Gameiro,7,18,11,61.1,1.44,0.88,0.28,0.45,14.6,0,2,2,6.1,4.6,0.25
867,Jesús Gámez,0,1,0,0.0,0.92,0.00,0.00,,19.6,0,0,0,0.1,0.1,0.05
868,Idrissa Gana Gueye,2,23,7,30.4,0.75,0.23,0.09,0.29,25.3,0,0,0,1.5,1.5,0.07
869,Ignatius Ganago,1,3,2,66.7,3.91,2.61,0.33,0.50,10.0,0,0,0,0.9,0.6,0.21
870,Najib Gandi,0,2,0,0.0,1.87,0.00,0.00,,26.2,0,0,0,0.1,0.1,0.03
871,Ganso,2,7,3,42.9,1.21,0.52,0.29,0.67,16.3,0,0,0,1.4,1.4,0.20
872,Ezequiel Garay,0,6,1,16.7,0.27,0.04,0.00,0.00,14.4,0,0,0,0.4,0.4,0.07
873,Aleix García,1,12,3,25.0,1.27,0.32,0.08,0.33,31.2,3,0,0,0.3,0.3,0.02
874,Borja García,2,51,10,19.6,1.64,0.32,0.04,0.20,23.2,2,0,0,2.6,2.6,0.05
875,Dani García,0,20,1,5.0,0.65,0.03,0.00,0.00,28.3,0,0,0,0.5,0.5,0.03
876,David García,1,5,3,60.0,0.52,0.31,0.20,0.33,10.2,0,0,0,0.4,0.4,0.07
877,Javi García,1,11,1,9.1,0.41,0.04,0.09,1.00,20.3,0,0,0,1.1,1.1,0.10
878,Manu García,3,24,7,29.2,0.89,0.26,0.13,0.43,19.9,0,0,2,3.3,1.8,0.07
879,Raúl García,10,76,30,39.5,2.60,1.03,0.09,0.23,16.1,1,3,3,9.9,7.5,0.10
880,Raúl García,0,7,1,14.3,0.45,0.06,0.00,0.00,27.8,1,0,0,0.2,0.2,0.03
881,Samu García,0,2,0,0.0,1.02,0.00,0.00,,23.9,0,0,0,0.1,0.1,0.04
882,Samu García,0,2,1,50.0,0.94,0.47,0.00,0.00,16.1,0,0,0,0.1,0.1,0.05
883,Sergio García,2,39,17,43.6,2.14,0.93,0.05,0.12,18.5,2,0,0,4.0,4.0,0.10
884,Ulisses Garcia,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
885,Luca Garritano,0,4,1,25.0,1.90,0.48,0.00,0.00,21.5,0,0,0,0.2,0.2,0.04
886,Bruno Gaspar,0,1,0,0.0,0.12,0.00,0.00,,30.0,0,0,0,0.0,0.0,0.02
887,Mario Gaspar,2,29,10,34.5,0.93,0.32,0.07,0.20,23.1,0,0,0,1.3,1.3,0.04
888,Gianluca Gaudino,0,1,0,0.0,5.00,0.00,0.00,,23.2,0,0,0,0.0,0.0,0.03
889,Dwight Gayle,6,57,21,36.8,2.62,0.97,0.11,0.29,14.3,4,0,0,8.3,8.3,0.16
890,Paulo Gazzaniga,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
891,Marcello Gazzola,0,1,0,0.0,0.12,0.00,0.00,,32.4,0,0,0,0.0,0.0,0.02
892,Jean-Philippe Gbamin,1,27,12,44.4,0.94,0.42,0.04,0.08,32.6,7,0,0,1.2,1.2,0.05
893,David de Gea,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,
