,name,passes completed,passes attempted,passes success rate,total distance of passes (yards),progressive distance,short passes completed,short passes attempted,short passes succes rate,medium passes completed,medium passes attempted,medium passes succes rate,long passes completed,long passes attempted,long passes succes rate,assists,expected assists 2nd deegree,expected assists,key passes,passes into 1/3,passes into penalty area
676,Sergiño Dest,1142,1294,88.3,13863,3400,780,832,93.8,264,297,88.9,21,40,52.5,1,2.1,2.7,23,47,30
677,Mattia Destro,187,275,68.0,2422,442,118,160,73.8,37,59,62.7,10,17,58.8,1,0.5,0.4,7,10,3
678,Gerard Deulofeu,166,248,66.9,2299,622,97,122,79.5,50,70,71.4,9,24,37.5,1,1.1,1.0,7,10,12
679,Deyverson,150,299,50.2,2626,859,76,137,55.5,46,87,52.9,21,46,45.7,3,2.4,0.8,10,22,7
680,Jacopo Dezi,33,44,75.0,455,90,19,20,95.0,11,16,68.8,2,6,33.3,0,0.1,0.3,1,2,1
681,Samuel Di Carmine,81,134,60.4,928,95,51,74,68.9,21,39,53.8,2,2,100.0,0,0.1,0.1,4,4,2
682,Samuel Di Carmine,74,97,76.3,1058,116,37,44,84.1,23,32,71.9,5,6,83.3,0,0.0,0.1,0,3,3
683,Giovanni Di Lorenzo,2228,2586,86.2,34895,12760,1197,1283,93.3,829,932,88.9,142,215,66.0,6,5.7,4.1,48,227,61
684,Ángel Di María,885,1220,72.5,14565,5035,470,534,88.0,266,375,70.9,102,194,52.6,9,11.2,10.4,69,106,76
685,Alessandro Di Pardo,4,7,57.1,44,12,4,4,100.0,0,2,0.0,0,0,,0,0.0,0.0,1,0,0
686,Giuseppe Di Serio,55,74,74.3,728,219,25,30,83.3,21,24,87.5,2,5,40.0,0,0.0,0.4,1,2,3
687,Boulaye Dia,488,621,78.6,7138,1270,265,325,81.5,153,176,86.9,33,41,80.5,1,1.8,1.3,29,30,17
688,Abdoulay Diaby,5,10,50.0,38,7,5,6,83.3,0,1,0.0,0,2,0.0,0,0.1,0.1,1,0,0
689,Moussa Diaby,712,946,75.3,11021,2014,395,446,88.6,245,314,78.0,47,93,50.5,11,6.7,6.4,44,33,37
690,Mbaye Diagne,149,241,61.8,1909,382,98,131,74.8,24,57,42.1,10,15,66.7,2,1.0,0.9,9,10,3
691,Mouctar Diakhaby,841,997,84.4,17595,5973,255,279,91.4,462,503,91.8,117,186,62.9,0,0.0,0.1,1,44,0
692,Abdou Diallo,1099,1187,92.6,18311,7321,526,542,97.0,467,498,93.8,79,106,74.5,1,0.5,0.5,1,69,5
693,Amad Diallo,52,64,81.3,662,174,29,34,85.3,15,17,88.2,2,3,66.7,1,0.5,0.2,2,5,2
694,Amad Diallo,9,10,90.0,159,63,5,5,100.0,3,4,75.0,1,1,100.0,0,0.1,0.0,1,2,1
695,Habib Diallo,371,563,65.9,5893,1220,204,278,73.4,114,165,69.1,35,52,67.3,3,2.4,2.6,20,21,18
696,Habib Diallo,17,34,50.0,296,72,8,18,44.4,7,10,70.0,2,2,100.0,0,0.4,0.1,1,1,3
697,Ibrahima Diallo,503,600,83.8,7940,2034,253,286,88.5,193,217,88.9,32,60,53.3,0,0.6,0.4,9,46,5
698,Ibrahima Diallo,247,288,85.8,4810,1238,88,100,88.0,121,128,94.5,35,49,71.4,0,0.3,0.2,2,19,1
699,Amadou Diambo,7,7,100.0,88,18,5,5,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0
700,Grady Diangana,260,360,72.2,3328,806,176,212,83.0,62,87,71.3,10,22,45.5,0,0.2,0.2,5,13,8
701,Stéphane Diarra,57,84,67.9,934,329,29,41,70.7,20,26,76.9,5,11,45.5,0,0.3,0.4,6,2,8
702,Rúben Dias,2531,2722,93.0,48311,16407,792,839,94.4,1499,1554,96.5,210,275,76.4,0,0.1,0.4,3,161,5
703,Krépin Diatta,114,161,70.8,1475,272,74,88,84.1,33,46,71.7,1,5,20.0,0,0.1,0.2,2,7,2
704,Amadou Diawara,362,403,89.8,6789,1675,138,144,95.8,178,200,89.0,42,50,84.0,0,0.4,0.3,1,35,2
705,Brahim Díaz,415,488,85.0,5535,1169,242,267,90.6,113,130,86.9,22,36,61.1,3,1.5,1.4,20,28,11
706,Víctor Díaz,258,391,66.0,4812,2203,108,127,85.0,112,155,72.3,34,89,38.2,2,0.5,0.5,8,22,5
707,Daniel Didavi,296,412,71.8,4814,1620,143,168,85.1,109,143,76.2,28,62,45.2,3,2.7,2.7,26,48,19
708,Bamba Dieng,14,19,73.7,153,21,7,11,63.6,4,5,80.0,0,0,,0,0.0,0.0,0,1,0
709,Eric Dier,1493,1802,82.9,29242,11463,507,569,89.1,783,863,90.7,179,323,55.4,0,0.3,0.4,6,66,6
710,Daan Dierckx,185,211,87.7,4118,1261,38,43,88.4,119,124,96.0,28,43,65.1,0,0.0,0.0,0,9,1
711,Lucas Digne,1231,1736,70.9,19677,7569,652,744,87.6,447,616,72.6,92,232,39.7,7,5.2,4.3,44,63,34
712,Mitchell Dijks,602,794,75.8,8969,4150,332,385,86.2,223,290,76.9,26,65,40.0,0,0.2,0.2,6,41,4
713,Javairô Dilrosun,128,175,73.1,2140,532,58,70,82.9,36,51,70.6,20,31,64.5,1,0.3,0.4,5,11,6
714,Federico Dimarco,1298,1859,69.8,23419,9704,600,675,88.9,507,659,76.9,164,423,38.8,3,7.8,6.3,72,135,32
715,Junior Dina Ebimbe,634,800,79.3,9806,2134,349,403,86.6,223,263,84.8,43,74,58.1,1,2.4,1.5,25,54,17
716,Tristan Dingomé,12,15,80.0,193,31,5,5,100.0,7,7,100.0,0,2,0.0,0,0.0,0.0,0,0,0
717,Eren Dinkçi,18,23,78.3,191,97,12,15,80.0,3,3,100.0,0,0,,0,0.2,0.1,3,2,2
718,Sinaly Diomande,638,739,86.3,11452,4645,242,266,91.0,325,365,89.0,52,75,69.3,0,0.3,0.4,4,35,2
719,Lois Diony,235,390,60.3,3273,505,146,206,70.9,61,100,61.0,12,24,50.0,1,1.9,1.1,17,10,8
720,Issa Diop,480,585,82.1,8545,3192,191,225,84.9,249,272,91.5,32,64,50.0,0,0.0,0.1,1,22,0
721,Papakouli Diop,605,882,68.6,11709,3289,229,303,75.6,283,394,71.8,81,137,59.1,1,0.8,1.0,12,93,10
722,Sofiane Diop,770,985,78.2,11707,3137,420,480,87.5,264,328,80.5,49,90,54.4,1,2.8,2.5,29,74,26
723,Andy Diouf,1,1,100.0,16,1,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0
724,Yehvann Diouf,41,52,78.8,1017,682,7,7,100.0,24,24,100.0,10,21,47.6,0,0.0,0.0,0,1,0
725,Assane Dioussé,1,1,100.0,9,6,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0
726,Jonas Dirkner,1,3,33.3,42,40,0,0,,0,0,,1,3,33.3,0,0.0,0.0,0,0,0
727,Axel Disasi,1336,1558,85.8,25795,8343,437,467,93.6,751,824,91.1,130,230,56.5,0,0.4,0.7,4,94,7
728,Tiago Djaló,614,711,86.4,10483,3256,279,302,92.4,263,293,89.8,51,79,64.6,0,0.1,0.4,3,46,2
729,Djené,757,1042,72.6,15294,5697,240,294,81.6,397,501,79.2,109,207,52.7,1,0.4,0.3,6,51,3
730,Moussa Djenepo,290,407,71.3,4030,1102,163,193,84.5,94,124,75.8,12,26,46.2,0,0.4,0.6,6,13,11
731,Koffi Djidji,606,757,80.1,10623,4354,259,289,89.6,286,330,86.7,49,105,46.7,0,0.2,0.1,4,42,2
732,Alexander Djiku,1134,1351,83.9,24532,9351,264,296,89.2,671,741,90.6,182,269,67.7,0,0.6,0.6,4,70,1
733,Berat Djimsiti,1568,1798,87.2,25553,8946,777,845,92.0,634,706,89.8,113,166,68.1,3,2.3,2.5,21,135,23
734,Marko Dmitrović,585,1071,54.6,25494,21674,51,52,98.1,175,175,100.0,356,838,42.5,0,0.7,0.2,4,71,3
735,Ritsu Doan,518,838,61.8,8608,3365,265,325,81.5,166,260,63.8,63,173,36.4,2,3.6,3.8,45,49,28
736,Mihai Dobre,123,171,71.9,1528,352,75,93,80.6,34,44,77.3,2,7,28.6,0,0.3,0.3,4,7,0
737,Matt Doherty,657,841,78.1,9650,3462,363,410,88.5,229,298,76.8,33,65,50.8,2,0.7,0.6,11,25,15
738,Jeremy Doku,773,969,79.8,11217,2548,474,549,86.3,246,294,83.7,35,56,62.5,3,2.9,4.7,41,42,49
739,Kasper Dolberg,251,313,80.2,3386,407,135,164,82.3,81,94,86.2,8,12,66.7,2,1.1,0.9,16,15,4
740,Keagan Dolly,150,177,84.7,2231,457,88,96,91.7,42,51,82.4,13,18,72.2,0,0.3,0.3,4,16,2
741,Jaume Doménech,612,894,68.5,20204,16325,111,113,98.2,201,203,99.0,293,566,51.8,0,0.0,0.0,0,9,0
742,Carlos Dominguez,126,157,80.3,2565,915,36,39,92.3,75,86,87.2,14,29,48.3,0,0.2,0.2,2,5,0
743,Nicolás Domínguez,614,716,85.8,10181,3198,303,340,89.1,240,275,87.3,48,64,75.0,0,1.7,1.6,19,69,11
744,John Donald,18,18,100.0,308,132,11,11,100.0,4,4,100.0,3,3,100.0,0,0.0,0.0,0,0,0
745,Ji Dong-won,15,29,51.7,181,64,12,19,63.2,3,7,42.9,0,0,,0,0.0,0.0,1,2,0
746,Anastasios Donis,12,24,50.0,136,30,9,14,64.3,3,5,60.0,0,2,0.0,0,0.0,0.0,0,0,1
747,Gianluigi Donnarumma,979,1232,79.5,23908,17284,266,266,100.0,445,451,98.7,264,506,52.2,0,0.0,0.0,0,9,0
748,Bas Dost,196,304,64.5,2599,675,122,179,68.2,51,79,64.6,9,15,60.0,2,2.6,2.1,11,18,6
749,Abdoulaye Doucouré,1141,1354,84.3,17517,3953,583,666,87.5,441,490,90.0,65,83,78.3,3,2.0,2.3,21,65,23
750,Cheick Doucouré,1252,1453,86.2,22108,5664,552,621,88.9,523,569,91.9,138,176,78.4,1,1.1,1.7,26,143,17
751,Fodé Doucouré,152,198,76.8,2618,873,68,80,85.0,66,88,75.0,14,23,60.9,0,0.5,0.3,5,12,2
752,Mahamadou Doucouré,9,12,75.0,127,13,5,6,83.3,4,6,66.7,0,0,,0,0.0,0.0,0,0,0
753,Cheick Doukouré,36,43,83.7,638,148,16,17,94.1,16,20,80.0,2,2,100.0,0,0.1,0.0,1,2,1
754,Idrissa Doumbia,382,415,92.0,6316,1275,188,198,94.9,162,173,93.6,26,32,81.3,0,0.1,0.1,2,24,0
755,Moussa Doumbia,317,397,79.8,4816,917,174,195,89.2,99,122,81.1,24,40,60.0,1,2.1,1.1,15,29,9
756,Souleyman Doumbia,1009,1272,79.3,14879,5044,597,662,90.2,336,414,81.2,46,125,36.8,1,2.1,1.7,18,52,16
757,Aleksandar Dragović,952,1076,88.5,18202,6074,356,390,91.3,460,506,90.9,119,152,78.3,0,0.6,0.8,6,77,4
758,Bartłomiej Drągowski,699,1055,66.3,21471,16587,123,123,100.0,277,285,97.2,292,634,46.1,1,0.0,0.1,1,22,0
759,Denis Drăguș,48,69,69.6,638,193,26,35,74.3,14,17,82.4,2,6,33.3,0,0.0,0.2,0,4,4
760,Radu Drăgușin,1,2,50.0,14,13,1,1,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0
761,Mouhamadou Drammeh,44,55,80.0,808,216,19,23,82.6,19,23,82.6,5,6,83.3,0,0.1,0.0,2,6,0
762,Julian Draxler,549,639,85.9,8326,1754,300,337,89.0,193,216,89.4,37,51,72.5,3,3.1,2.4,30,39,17
763,Dominick Drexler,414,547,75.7,6006,1468,232,270,85.9,130,168,77.4,27,52,51.9,1,2.7,2.7,16,23,18
764,Matthieu Dreyer,225,358,62.8,7179,5810,26,28,92.9,110,111,99.1,88,216,40.7,0,0.0,0.0,0,2,0
765,Domingos Duarte,742,964,77.0,15218,5887,231,263,87.8,385,443,86.9,115,226,50.9,0,0.5,0.2,6,58,4
766,Léo Duarte,12,12,100.0,237,54,2,2,100.0,10,10,100.0,0,0,,0,0.0,0.0,0,0,0
767,Óscar Duarte,1028,1235,83.2,21155,8156,301,346,87.0,562,616,91.2,152,249,61.0,0,0.2,0.4,4,47,0
768,Rubén Duarte,938,1348,69.6,16839,8824,468,541,86.5,335,468,71.6,119,279,42.7,1,2.8,2.7,29,85,27
769,Leo Dubois,1785,2283,78.2,29941,11317,903,988,91.4,676,848,79.7,180,337,53.4,4,6.6,7.9,67,139,61
770,Martin Dúbravka,322,438,73.5,8867,5683,75,77,97.4,134,138,97.1,107,216,49.5,0,0.0,0.0,0,3,0
771,Ondrej Duda,888,1253,70.9,15723,4280,409,486,84.2,305,407,74.9,127,238,53.4,5,3.9,4.3,42,94,25
772,Unai Dufur,36,48,75.0,584,257,16,19,84.2,15,21,71.4,3,4,75.0,0,0.0,0.0,0,1,0
773,Haris Duljević,223,300,74.3,3454,1138,126,149,84.6,69,90,76.7,17,31,54.8,2,1.4,0.9,13,26,10
774,Paul Dummett,423,575,73.6,7227,3656,205,235,87.2,163,201,81.1,42,102,41.2,0,0.2,0.3,4,34,5
775,Alfred Duncan,67,90,74.4,1279,403,31,38,81.6,23,31,74.2,12,16,75.0,0,0.0,0.0,1,6,0
776,Alfred Duncan,482,598,80.6,8737,2676,218,246,88.6,199,233,85.4,58,92,63.0,1,1.5,1.5,10,68,14
777,Lewis Dunk,2000,2240,89.3,40874,13278,601,645,93.2,1094,1142,95.8,276,405,68.1,0,1.2,1.2,10,100,2
778,Jimmy Dunne,105,153,68.6,2096,647,36,46,78.3,54,72,75.0,14,25,56.0,0,0.1,0.1,2,2,1
779,Erik Durm,504,732,68.9,8486,3297,256,299,85.6,205,296,69.3,37,99,37.4,2,1.9,1.6,14,29,12
780,Hugo Duro,6,7,85.7,70,11,5,6,83.3,1,1,100.0,0,0,,0,0.1,0.1,1,0,0
781,Jean-Kevin Duverne,1135,1361,83.4,24366,9866,320,352,90.9,610,676,90.2,200,308,64.9,0,0.6,0.4,4,104,4
782,Paulo Dybala,576,705,81.7,9125,2005,320,345,92.8,167,206,81.1,61,105,58.1,3,2.8,2.6,30,46,26
783,Edin Džeko,338,512,66.0,5191,1244,197,264,74.6,96,135,71.1,26,39,66.7,3,2.2,1.8,29,23,19
784,Steeve-Mike Ebongue,20,27,74.1,198,54,15,18,83.3,1,1,100.0,1,1,100.0,1,0.4,0.0,2,1,0
785,Enzo Ebosse,129,151,85.4,1918,852,79,82,96.3,41,50,82.0,6,12,50.0,0,0.4,0.5,1,2,0
786,Bruno Ecuele Manga,1666,1972,84.5,35168,14441,445,493,90.3,981,1074,91.3,229,363,63.1,0,0.1,0.3,1,57,1
787,Simone Edera,17,22,77.3,331,82,8,10,80.0,6,6,100.0,3,4,75.0,0,0.3,0.2,3,1,0
788,Ederson,939,1122,83.7,22999,15228,180,181,99.4,531,540,98.3,220,390,56.4,1,0.3,0.1,1,9,2
789,Kyle Edwards,31,35,88.6,379,96,22,23,95.7,9,10,90.0,0,1,0.0,0,0.0,0.0,1,2,0
790,John Egan,923,1135,81.3,18683,6732,300,345,87.0,499,557,89.6,116,208,55.8,1,0.6,0.6,3,67,3
791,Johannes Eggestein,11,16,68.8,149,30,6,7,85.7,4,7,57.1,0,1,0.0,0,0.0,0.0,1,2,0
792,Maximilian Eggestein,1034,1367,75.6,17062,5993,521,644,80.9,402,492,81.7,87,130,66.9,5,3.3,2.6,30,142,24
793,Lilian Egloff,4,5,80.0,52,2,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0
794,Kingsley Ehizibue,431,584,73.8,7302,2868,200,245,81.6,177,243,72.8,41,63,65.1,1,0.6,0.9,6,20,11
795,Albin Ekdal,878,1049,83.7,13941,4033,440,491,89.6,346,401,86.3,58,89,65.2,1,0.9,0.7,11,73,8
796,Hugo Ekitike,25,30,83.3,427,47,14,18,77.8,7,8,87.5,3,3,100.0,0,0.1,0.0,2,2,0
797,Anthony Elanga,41,55,74.5,519,77,31,36,86.1,5,8,62.5,3,4,75.0,0,0.0,0.0,1,3,0
798,Niclas Eliasson,307,530,57.9,5176,1804,161,200,80.5,89,165,53.9,41,119,34.5,3,4.4,4.5,35,15,15
799,Elif Elmas,319,355,89.9,4423,596,204,220,92.7,88,96,91.7,17,19,89.5,1,0.7,0.8,12,16,3
800,Ahmed Elmohamady,468,618,75.7,8218,3180,216,241,89.6,197,255,77.3,50,97,51.5,0,1.0,1.2,13,34,21
801,Mohamed Elneny,944,1019,92.6,16544,4034,387,411,94.2,478,497,96.2,64,82,78.0,0,0.2,0.5,4,77,5
802,Aritz Elustondo,1058,1245,85.0,20354,7250,369,410,90.0,568,625,90.9,108,183,59.0,0,0.2,0.7,3,83,5
803,Nico Elvedi,1734,1902,91.2,31659,10411,638,696,91.7,947,1001,94.6,133,162,82.1,1,0.1,0.3,3,32,2
804,Rodrigo Ely,127,165,77.0,2821,1085,30,39,76.9,73,81,90.1,22,39,56.4,0,0.3,0.1,3,3,0
805,Breel Embolo,324,450,72.0,4096,690,214,265,80.8,72,101,71.3,13,21,61.9,2,1.3,1.4,16,15,10
806,Emerson,1533,1936,79.2,22046,8020,886,998,88.8,490,588,83.3,83,180,46.1,4,2.7,2.8,33,90,38
807,Renaud Emond,58,86,67.4,910,148,28,38,73.7,23,36,63.9,5,6,83.3,0,0.1,0.1,2,4,0
808,Alan Empereur,90,111,81.1,1684,521,31,37,83.8,52,56,92.9,7,14,50.0,0,0.0,0.0,0,11,0
809,Youssef En-Nesyri,260,396,65.7,3311,435,171,219,78.1,59,102,57.8,11,23,47.8,0,2.6,1.3,14,7,1
810,Keita Endo,75,111,67.6,1060,332,42,55,76.4,27,38,71.1,3,8,37.5,0,1.9,1.3,7,5,4
811,Wataru Endo,1526,1830,83.4,25197,8849,722,815,88.6,643,736,87.4,114,170,67.1,3,1.8,2.2,26,172,19
812,Sergi Enrich,338,450,75.1,4507,719,210,260,80.8,77,100,77.0,21,29,72.4,0,0.8,1.0,16,21,7
813,Christian Eriksen,863,1061,81.3,15187,4457,394,434,90.8,346,398,86.9,97,174,55.7,0,2.8,3.4,30,81,17
814,Martin Erlic,911,1075,84.7,19933,5357,222,262,84.7,526,580,90.7,156,215,72.6,1,0.2,0.6,1,57,3
815,Patrick Erras,18,31,58.1,319,67,7,12,58.3,7,12,58.3,3,5,60.0,0,0.0,0.0,1,1,1
816,Gonzalo Escalante,422,481,87.7,7202,1979,190,209,90.9,191,211,90.5,35,44,79.5,1,0.3,0.3,2,39,2
817,Aarón Escandell,78,159,49.1,3096,2637,7,7,100.0,28,29,96.6,43,122,35.2,0,0.0,0.0,0,11,0
818,Dani Escriche,194,271,71.6,2461,437,119,140,85.0,59,82,72.0,4,14,28.6,1,1.3,0.7,8,11,2
819,Sergio Escudero,340,401,84.8,5348,1853,181,195,92.8,129,148,87.2,21,41,51.2,0,0.4,0.6,6,18,9
820,Alfonso Espino,650,1043,62.3,12016,6219,265,331,80.1,288,417,69.1,75,210,35.7,3,1.4,1.4,15,43,13
821,Vicente Esquerdo,81,99,81.8,1366,351,35,37,94.6,29,37,78.4,10,14,71.4,0,0.1,0.2,2,4,1
822,Nahuel Estévez,679,923,73.6,12104,3248,302,361,83.7,270,335,80.6,85,169,50.3,3,2.8,1.6,27,69,25
823,Pervis Estupiñán,516,662,77.9,8407,2702,270,303,89.1,184,227,81.1,47,75,62.7,0,1.5,1.4,17,14,24
824,Yoann Etienne,23,36,63.9,349,236,16,19,84.2,6,11,54.5,1,5,20.0,0,0.0,0.0,1,4,0
825,Xabier Etxeita,198,319,62.1,4536,1426,47,65,72.3,113,136,83.1,37,104,35.6,0,0.3,0.3,1,13,0
826,Jonny Evans,1592,1854,85.9,30956,11270,492,549,89.6,929,1004,92.5,155,265,58.5,2,0.4,0.3,10,90,2
827,Edu Expósito,853,1162,73.4,15309,4661,347,436,79.6,349,430,81.2,112,203,55.2,3,3.6,2.9,43,109,22
828,Valentin Eysseric,256,357,71.7,4331,1264,132,153,86.3,77,105,73.3,33,63,52.4,0,0.6,0.7,8,31,5
829,Eberechi Eze,945,1188,79.5,13623,3996,538,596,90.3,286,351,81.5,62,131,47.3,6,3.9,2.8,43,70,32
830,Jokin Ezkieta,22,25,88.0,525,285,6,6,100.0,11,11,100.0,5,8,62.5,0,0.0,0.0,0,0,0
831,Łukasz Fabiański,622,1015,61.3,21886,17885,77,77,100.0,214,217,98.6,328,713,46.0,0,0.0,0.0,0,14,0
832,Fabinho,1910,2117,90.2,33032,10523,782,841,93.0,949,1016,93.4,138,203,68.0,0,0.3,0.9,4,102,13
833,Fábio,675,881,76.6,10897,4331,342,394,86.8,275,350,78.6,46,98,46.9,1,0.5,0.8,11,53,8
834,Cesc Fàbregas,634,809,78.4,11308,4237,280,324,86.4,236,282,83.7,87,144,60.4,3,3.3,3.1,25,89,19
835,Bandiougou Fadiga,33,35,94.3,374,78,25,25,100.0,7,7,100.0,0,1,0.0,0,0.0,0.1,0,1,1
836,Bandiougou Fadiga,24,29,82.8,361,74,14,14,100.0,7,8,87.5,2,4,50.0,0,0.1,0.0,1,1,1
837,Wout Faes,1380,1608,85.8,29173,10222,380,422,90.0,773,838,92.2,219,324,67.6,0,0.1,0.3,2,85,4
838,Nicolò Fagioli,18,20,90.0,286,129,9,9,100.0,8,8,100.0,1,2,50.0,0,0.0,0.0,0,3,0
839,Ralf Fährmann,533,824,64.7,14348,9652,101,101,100.0,259,269,96.3,169,445,38.0,0,0.1,0.0,2,8,0
840,Romain Faivre,1172,1476,79.4,19225,5413,617,704,87.6,407,491,82.9,113,197,57.4,5,7.2,6.5,63,100,40
841,Fali,505,731,69.1,10976,3814,157,192,81.8,232,289,80.3,105,228,46.1,0,0.6,1.3,8,54,9
842,Iago Falque,159,212,75.0,2593,726,82,88,93.2,58,74,78.4,14,37,37.8,1,1.2,1.7,13,15,15
843,Andri Fannar Baldursson,54,73,74.0,833,221,28,33,84.8,25,31,80.6,1,6,16.7,0,0.1,0.1,1,5,2
844,Paolo Faragò,11,13,84.6,159,70,6,7,85.7,5,5,100.0,0,0,,0,0.0,0.0,0,0,1
845,Paolo Faragò,190,225,84.4,3092,1189,98,101,97.0,74,86,86.0,13,22,59.1,0,0.5,0.6,5,11,5
846,Davide Faraoni,1024,1447,70.8,18184,7854,446,527,84.6,454,611,74.3,104,216,48.1,7,3.4,2.5,21,96,30
847,Mohamed Fares,412,540,76.3,6084,1520,227,254,89.4,132,175,75.4,25,55,45.5,1,1.9,1.5,14,27,16
848,Diego Farias,530,654,81.0,9082,1743,268,311,86.2,199,241,82.6,52,62,83.9,2,3.6,3.2,32,33,19
849,Wuilker Faríñez,18,28,64.3,431,289,7,7,100.0,4,4,100.0,6,16,37.5,0,0.0,0.0,0,0,0
850,Noah Fatar,7,9,77.8,101,1,4,5,80.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0
851,Ansu Fati,168,202,83.2,1697,333,105,118,89.0,28,36,77.8,1,1,100.0,0,1.7,1.3,9,3,6
852,Julien Faussurier,455,608,74.8,9117,3906,178,201,88.6,189,235,80.4,80,134,59.7,3,2.2,2.6,22,35,33
853,Andrea Favilli,54,80,67.5,803,104,27,41,65.9,17,21,81.0,5,6,83.3,0,0.1,0.1,2,3,1
854,Federico Fazio,272,317,85.8,4679,1442,129,139,92.8,122,134,91.0,18,35,51.4,0,0.1,0.1,1,22,1
855,Nabil Fekir,1048,1309,80.1,15519,4235,555,611,90.8,325,399,81.5,85,155,54.8,6,5.2,5.5,51,105,43
856,Felipe,889,1054,84.3,16048,5921,336,377,89.1,438,498,88.0,87,138,63.0,0,0.3,0.5,4,26,0
857,Luiz Felipe,500,548,91.2,9562,2810,173,188,92.0,271,288,94.1,51,62,82.3,0,0.3,0.2,3,36,2
858,João Félix,567,689,82.3,7174,2182,357,397,89.9,108,136,79.4,36,51,70.6,5,4.3,2.6,21,55,16
859,Ohis Felix Uduokhai,1215,1491,81.5,23316,8271,452,522,86.6,615,683,90.0,139,239,58.2,0,0.3,1.0,3,73,5
860,Zinedine Ferhat,819,1242,65.9,12967,3865,433,550,78.7,251,390,64.4,84,180,46.7,10,6.5,5.4,50,77,49
861,Bruno Fernandes,1733,2338,74.1,29646,8587,871,1008,86.4,560,728,76.9,218,366,59.6,12,11.4,9.7,95,193,90
862,Edimilson Fernandes,266,362,73.5,4828,1822,126,154,81.8,106,129,82.2,30,62,48.4,1,1.3,1.2,12,21,6
863,Aitor Fernández,709,928,76.4,17493,12539,166,168,98.8,335,342,98.0,191,400,47.8,0,0.0,0.0,0,6,0
864,Álex Fernández,692,936,73.9,12283,3707,307,353,87.0,271,332,81.6,86,183,47.0,1,1.5,1.9,23,66,13
865,Álvaro Fernández,615,816,75.4,17429,11546,95,96,99.0,283,286,99.0,231,420,55.0,0,0.0,0.0,1,9,0
866,Andrés Fernández,395,574,68.8,10689,7767,72,72,100.0,201,205,98.0,119,286,41.6,0,0.0,0.0,0,4,0
867,Augusto Fernández,91,119,76.5,1572,415,38,50,76.0,42,48,87.5,7,13,53.8,0,0.0,0.0,0,10,1
868,Carlos Fernández,28,38,73.7,301,59,19,22,86.4,6,11,54.5,0,0,,0,0.7,0.0,2,2,0
869,Carlos Fernández,74,115,64.3,970,250,44,63,69.8,21,30,70.0,3,6,50.0,2,0.7,0.3,6,5,3
870,Federico Fernández,715,894,80.0,13956,5356,244,277,88.1,368,412,89.3,91,166,54.8,0,0.6,0.4,7,25,3
871,Joaquín Fernández,615,778,79.0,12770,4844,196,223,87.9,307,362,84.8,106,177,59.9,0,0.5,0.1,2,35,2
872,Fernandinho,889,1026,86.6,14889,4335,426,467,91.2,364,416,87.5,73,96,76.0,2,1.3,1.1,14,124,13
873,Fernando,1423,1591,89.4,25214,7105,596,645,92.4,652,702,92.9,128,168,76.2,4,3.0,2.2,19,94,9
874,Alex Ferrari,411,493,83.4,7406,2655,160,178,89.9,197,224,87.9,43,66,65.2,1,1.0,0.1,4,25,1
875,David Ferreiro,701,1090,64.3,13216,4057,316,384,82.3,254,372,68.3,114,257,44.4,4,6.0,5.5,73,60,46
876,Salvador Ferrer,676,908,74.4,12680,4232,291,339,85.8,273,348,78.4,106,172,61.6,1,1.3,0.9,14,35,19
877,Facundo Ferreyra,33,50,66.0,410,65,22,30,73.3,4,7,57.1,3,3,100.0,0,0.0,0.0,0,1,0
878,Jordan Ferri,1396,1646,84.8,27333,7949,522,582,89.7,637,706,90.2,214,282,75.9,3,1.7,1.8,22,142,15
879,Marco Festa,31,36,86.1,883,725,10,10,100.0,8,8,100.0,13,18,72.2,0,0.0,0.0,0,0,0
880,Fidel,892,1237,72.1,14752,5014,476,552,86.2,265,378,70.1,109,204,53.4,3,5.0,4.2,46,63,24
881,Sam Field,15,25,60.0,209,52,10,14,71.4,2,4,50.0,2,4,50.0,0,0.0,0.0,0,1,0
882,Alfreð Finnbogason,110,177,62.1,1825,420,51,81,63.0,38,58,65.5,14,15,93.3,1,0.9,0.8,9,12,2
883,Roberto Firmino,1065,1333,79.9,13277,3355,679,780,87.1,252,323,78.0,42,59,71.2,7,5.6,4.6,44,84,40
884,Junior Firpo,202,229,88.2,2501,612,132,139,95.0,56,62,90.3,2,4,50.0,1,0.8,0.5,5,6,3
885,John Fleck,971,1245,78.0,14229,4533,540,593,91.1,296,364,81.3,70,172,40.7,2,2.9,2.3,33,110,22
886,Mark Flekken,92,123,74.8,3190,2559,10,10,100.0,41,41,100.0,41,72,56.9,0,0.0,0.0,0,3,0
887,Florian Flick,73,95,76.8,1315,402,33,37,89.2,26,35,74.3,11,15,73.3,0,0.0,0.0,0,6,0
888,Alexis Flips,9,17,52.9,180,65,4,4,100.0,4,8,50.0,1,5,20.0,0,0.0,0.0,0,1,0
