,name,passes completed,passes attempted,passes success rate,total distance of passes (yards),progressive distance,short passes completed,short passes attempted,short passes succes rate,medium passes completed,medium passes attempted,medium passes succes rate,long passes completed,long passes attempted,long passes succes rate,assists,expected assists 2nd deegree,expected assists,key passes,passes into 1/3,passes into penalty area
1389,Simon Kjær,591,683,86.5,12451,4463,175,193,90.7,313,331,94.6,99,152,65.1,0,0.0,0.2,0,47,1
1390,Pascal Klemens,28,33,84.8,546,302,11,11,100.0,11,15,73.3,5,6,83.3,0,0.0,0.0,0,1,0
1391,Mateusz Klich,108,148,73.0,1411,387,61,69,88.4,28,34,82.4,5,17,29.4,0,0.2,0.2,5,6,5
1392,Lukas Klostermann,687,784,87.6,12138,3677,282,305,92.5,355,380,93.4,44,79,55.7,0,0.1,0.5,1,36,3
1393,Justin Kluivert,276,399,69.2,4236,977,163,203,80.3,80,112,71.4,23,50,46.0,0,2.4,2.1,23,15,21
1394,Ansgar Knauff,455,683,66.6,7020,2807,236,301,78.4,183,268,68.3,25,57,43.9,1,1.6,2.4,8,27,14
1395,Robin Knoche,1332,1643,81.1,28246,10955,362,409,88.5,764,843,90.6,199,347,57.3,3,0.8,1.1,5,98,7
1396,Gregor Kobel,871,1049,83.0,22004,13496,179,179,100.0,455,459,99.1,234,406,57.6,0,0.0,0.1,0,13,1
1397,Robin Koch,1229,1594,77.1,23945,10673,409,485,84.3,665,772,86.1,141,285,49.5,0,0.4,0.5,6,121,7
1398,Samuel Koeberlé,5,6,83.3,43,25,4,4,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0
1399,Rudy Kohon,24,28,85.7,433,191,8,9,88.9,14,15,93.3,2,3,66.7,0,0.0,0.0,0,0,0
1400,Dominik Kohr,865,1183,73.1,14381,4919,413,494,83.6,361,467,77.3,64,141,45.4,0,1.0,1.5,16,111,16
1401,Koke,1784,2038,87.5,27145,8772,990,1055,93.8,578,649,89.1,127,187,67.9,3,1.7,1.7,28,179,19
1402,Sead Kolašinac,1135,1333,85.1,17773,4570,572,628,91.1,478,549,87.1,48,84,57.1,1,0.9,1.7,11,93,11
1403,Luca Koleosho,18,28,64.3,231,34,10,11,90.9,7,12,58.3,0,1,0.0,0,0.0,0.2,0,1,0
1404,Randal Kolo Muani,419,649,64.6,5454,1212,263,373,70.5,109,158,69.0,18,34,52.9,11,6.5,5.8,41,25,23
1405,Timothée Kolodziejczak,14,17,82.4,289,157,8,8,100.0,3,5,60.0,3,4,75.0,0,0.0,0.0,0,4,0
1406,Cheick Konaté,228,314,72.6,4007,1579,96,118,81.4,107,136,78.7,20,43,46.5,0,0.2,0.2,2,14,3
1407,Ibrahima Konaté,988,1135,87.0,17712,6925,374,413,90.6,539,588,91.7,59,109,54.1,0,0.1,0.8,1,56,2
1408,Geoffrey Kondogbia,567,634,89.4,8841,2652,313,337,92.9,186,203,91.6,44,59,74.6,2,0.9,0.3,5,45,3
1409,Ibrahima Koné,240,359,66.9,2822,790,151,205,73.7,59,100,59.0,3,7,42.9,1,1.0,1.0,15,17,3
1410,Manu Koné,1187,1377,86.2,18142,5847,644,704,91.5,451,505,89.3,58,89,65.2,1,1.3,1.3,20,139,16
1411,Youssouf Koné,322,426,75.6,5724,2090,157,177,88.7,117,142,82.4,43,93,46.2,0,0.1,0.1,1,22,3
1412,Ezri Konsa,1681,1898,88.6,30731,10578,608,663,91.7,938,997,94.1,120,202,59.4,0,1.3,0.7,8,70,4
1413,Teun Koopmeiners,1271,1727,73.6,23257,8953,532,612,86.9,530,665,79.7,160,344,46.5,4,6.4,6.9,58,154,51
1414,Odilon Kossonou,808,973,83.0,13429,4790,367,404,90.8,382,437,87.4,47,93,50.5,1,0.1,0.6,3,61,3
1415,Filip Kostić,830,1212,68.5,14092,4148,413,489,84.5,309,431,71.7,86,195,44.1,8,7.1,4.8,66,44,47
1416,Filip Kostić,23,40,57.5,469,260,8,11,72.7,12,16,75.0,3,11,27.3,0,0.1,0.1,1,1,1
1417,Christian Kouamé,468,661,70.8,6983,1648,275,348,79.0,134,194,69.1,32,55,58.2,4,3.7,2.8,39,29,31
1418,Rominigue Kouamé,1244,1403,88.7,22131,5532,513,558,91.9,574,636,90.3,119,144,82.6,1,2.1,1.5,23,145,13
1419,Tomáš Koubek,349,510,68.4,10659,7933,62,62,100.0,167,168,99.4,120,280,42.9,0,0.0,0.0,0,15,0
1420,Kalidou Koulibaly,1275,1471,86.7,22422,9023,564,598,94.3,595,653,91.1,96,175,54.9,1,0.4,0.4,7,83,9
1421,Jules Koundé,1775,2024,87.7,29836,9690,827,895,92.4,792,866,91.5,123,182,67.6,3,2.8,2.3,16,176,15
1422,Boubakar Kouyaté,499,611,81.7,9797,3098,138,169,81.7,286,320,89.4,63,100,63.0,0,0.1,0.3,2,24,0
1423,Cheikhou Kouyaté,185,246,75.2,2908,882,90,120,75.0,62,74,83.8,18,25,72.0,0,0.7,0.3,7,13,2
1424,Mateo Kovačić,1130,1319,85.7,18537,5579,555,614,90.4,470,522,90.0,76,120,63.3,2,2.1,2.1,23,158,23
1425,Viktor Kovalenko,189,241,78.4,2975,643,102,113,90.3,72,88,81.8,13,25,52.0,0,0.6,0.5,6,7,4
1426,Soichiro Kozuki,52,85,61.2,950,298,27,36,75.0,17,31,54.8,8,12,66.7,0,0.3,0.4,4,3,3
1427,Emil Krafth,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0
1428,Alex Král,586,847,69.2,10138,3421,255,335,76.1,256,331,77.3,51,103,49.5,0,0.7,1.8,11,73,16
1429,Andrej Kramarić,790,998,79.2,11993,2558,449,512,87.7,234,295,79.3,65,95,68.4,4,2.2,2.8,34,83,23
1430,Christoph Kramer,1020,1233,82.7,14647,4393,595,663,89.7,331,392,84.4,43,70,61.4,0,2.0,1.9,15,61,11
1431,Tom Krauß,578,804,71.9,8976,2927,291,376,77.4,233,284,82.0,35,70,50.0,0,0.9,1.4,11,55,15
1432,Rasmus Kristensen,740,1044,70.9,12326,5355,364,435,83.7,310,410,75.6,52,134,38.8,1,1.0,0.9,9,63,16
1433,Julian Kristoffersen,0,2,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0
1434,Raimonds Krollis,5,7,71.4,57,23,4,5,80.0,1,1,100.0,0,0,,0,0.0,0.0,1,0,0
1435,Toni Kroos,2255,2482,90.9,42174,15247,991,1022,97.0,907,964,94.1,314,419,74.9,4,4.4,5.5,55,372,26
1436,Rade Krunić,819,955,85.8,12702,3734,403,460,87.6,337,372,90.6,43,59,72.9,1,1.1,1.0,15,61,12
1437,Max Kruse,90,121,74.4,1644,240,36,49,73.5,42,48,87.5,9,12,75.0,0,0.1,0.2,3,4,3
1438,Lukas Kübler,569,827,68.8,10273,3706,240,294,81.6,244,333,73.3,67,146,45.9,1,0.4,0.7,7,59,9
1439,Takefusa Kubo,621,875,71.0,8389,2340,382,454,84.1,174,249,69.9,29,65,44.6,4,6.0,5.4,39,33,34
1440,Dejan Kulusevski,582,746,78.0,8120,2005,355,410,86.6,179,226,79.2,25,51,49.0,7,4.6,4.8,47,14,38
1441,Sael Kumbedi,653,794,82.2,9708,2434,365,403,90.6,236,290,81.4,31,58,53.4,2,1.2,1.5,10,30,9
1442,Marash Kumbulla,157,180,87.2,2847,772,65,67,97.0,80,85,94.1,9,22,40.9,0,0.1,0.0,1,3,0
1443,Pierre Kunde,119,202,58.9,2164,730,51,68,75.0,53,81,65.4,13,46,28.3,0,0.2,0.2,4,18,3
1444,Alou Kuol,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0
1445,Layvin Kurzawa,28,41,68.3,408,135,12,13,92.3,14,19,73.7,0,3,0.0,0,0.0,0.0,0,1,1
1446,Khvicha Kvaratskhelia,900,1136,79.2,12766,2560,570,623,91.5,225,301,74.8,63,118,53.4,10,7.7,6.6,54,41,46
1447,Grejohn Kyei,376,527,71.3,5521,891,212,277,76.5,112,152,73.7,24,34,70.6,3,1.6,1.5,15,31,11
1448,Daniel Kyereh,139,182,76.4,1649,285,97,118,82.2,26,35,74.3,4,8,50.0,0,0.3,0.8,3,3,3
1449,Giorgos Kyriakopoulos,318,413,77.0,4904,2157,177,193,91.7,105,128,82.0,26,65,40.0,2,0.8,1.1,9,22,11
1450,Giorgos Kyriakopoulos,300,391,76.7,5430,2158,148,165,89.7,103,125,82.4,44,81,54.3,1,1.4,0.9,14,23,14
1451,César de la Hoz,435,556,78.2,8183,2869,185,212,87.3,189,226,83.6,56,93,60.2,0,0.9,0.9,5,54,5
1452,Luca de la Torre,510,613,83.2,7305,1296,304,327,93.0,167,191,87.4,21,39,53.8,2,1.3,1.3,13,51,7
1453,Rémy Labeau Lascary,23,29,79.3,383,126,11,14,78.6,7,9,77.8,3,3,100.0,0,0.0,0.0,2,1,1
1454,Gaëtan Laborde,471,714,66.0,6581,1639,292,380,76.8,132,200,66.0,24,69,34.8,3,5.8,6.0,44,25,28
1455,Gaëtan Laborde,41,61,67.2,623,128,25,35,71.4,12,17,70.6,2,5,40.0,0,0.2,0.2,3,3,2
1456,Alexandre Lacazette,661,917,72.1,9241,2675,352,457,77.0,205,269,76.2,37,68,54.4,5,5.4,5.6,48,59,48
1457,Qazim Laçi,111,142,78.2,2278,691,44,55,80.0,43,50,86.0,21,31,67.7,0,0.2,0.4,3,18,1
1458,Maxence Lacroix,952,1095,86.9,19895,7749,242,272,89.0,589,628,93.8,115,176,65.3,0,0.1,0.2,3,71,0
1459,Alban Lafont,835,1191,70.1,25417,19277,118,119,99.2,386,395,97.7,329,672,49.0,0,0.1,0.1,1,16,1
1460,Aïssa Laïdouni,236,320,73.8,4254,1334,105,126,83.3,96,124,77.4,28,45,62.2,0,0.9,1.1,4,29,13
1461,Konrad Laimer,596,751,79.4,9538,2846,294,339,86.7,241,279,86.4,39,77,50.6,0,2.3,1.7,16,63,17
1462,Stefan Lainer,501,618,81.1,7802,2734,266,299,89.0,196,235,83.4,27,53,50.9,0,1.2,1.3,8,38,13
1463,Kenny Lala,660,874,75.5,13499,5197,243,289,84.1,296,364,81.3,115,190,60.5,2,2.0,2.3,24,46,17
1464,Adam Lallana,262,317,82.6,3033,656,173,194,89.2,57,74,77.0,6,9,66.7,1,1.0,1.2,14,23,9
1465,Vassilis Lambropoulos,163,240,67.9,3280,1390,51,61,83.6,96,124,77.4,16,52,30.8,0,0.2,0.3,1,12,2
1466,Érik Lamela,588,770,76.4,8118,1522,346,409,84.6,180,224,80.4,26,39,66.7,0,1.4,1.3,24,38,21
1467,Mohamed Lamine Bayo,81,129,62.8,980,241,49,74,66.2,17,29,58.6,3,3,100.0,1,1.8,1.9,12,5,1
1468,Sam Lammers,172,254,67.7,2243,537,116,153,75.8,45,69,65.2,4,4,100.0,1,1.2,0.7,14,13,8
1469,Sam Lammers,143,230,62.2,1814,451,94,129,72.9,41,60,68.3,1,5,20.0,1,0.7,0.3,10,13,4
1470,Tariq Lamptey,239,302,79.1,3509,854,130,149,87.2,96,116,82.8,5,21,23.8,0,0.2,0.7,4,14,8
1471,Manuel Lanzini,146,175,83.4,2221,522,82,94,87.2,48,53,90.6,11,17,64.7,0,0.2,0.3,1,13,3
1472,Aymeric Laporte,892,964,92.5,14630,4347,441,463,95.2,387,405,95.6,52,74,70.3,0,0.2,0.4,5,87,7
1473,Julien Laporte,681,799,85.2,14120,4913,196,213,92.0,377,406,92.9,96,156,61.5,0,0.0,0.1,1,52,1
1474,Cyle Larin,170,247,68.8,2289,370,106,134,79.1,42,58,72.4,9,14,64.3,3,2.6,1.1,16,5,7
1475,Juan Larios,63,82,76.8,881,326,40,46,87.0,21,27,77.8,2,4,50.0,0,0.0,0.0,0,5,0
1476,Yasser Larouci,621,824,75.4,9416,3449,328,390,84.1,249,325,76.6,24,64,37.5,1,1.6,1.3,17,40,17
1477,Jordan Larsson,87,117,74.4,1236,400,49,58,84.5,27,33,81.8,4,10,40.0,0,0.4,0.6,4,7,5
1478,Kevin Lasagna,157,258,60.9,2338,547,77,112,68.8,54,81,66.7,8,18,44.4,2,1.7,0.4,17,9,9
1479,Jamaal Lascelles,79,93,84.9,1445,580,29,34,85.3,40,44,90.9,7,11,63.6,0,0.0,0.0,0,4,0
1480,Juanmi Latasa,80,164,48.8,1141,351,41,77,53.2,29,54,53.7,3,4,75.0,0,0.6,0.6,6,7,6
1481,Toni Lato,390,490,79.6,6140,2040,205,228,89.9,148,177,83.6,26,61,42.6,0,0.9,1.0,15,32,10
1482,Danny Latza,310,394,78.7,5376,1274,132,151,87.4,137,163,84.0,31,51,60.8,1,0.2,0.4,4,21,5
1483,Armand Lauriente,572,805,71.1,8488,2579,338,400,84.5,170,235,72.3,36,92,39.1,6,6.2,4.3,61,39,49
1484,Armand Lauriente,73,95,76.8,1175,373,28,33,84.8,33,38,86.8,5,11,45.5,0,1.1,0.8,9,6,5
1485,Roméo Lavia,859,997,86.2,14815,3986,386,425,90.8,389,426,91.3,68,93,73.1,0,0.6,0.6,16,101,9
1486,Lázaro,170,218,78.0,2490,660,103,123,83.7,43,54,79.6,14,20,70.0,0,0.8,0.4,12,20,5
1487,Valentino Lazaro,674,902,74.7,11347,4278,329,374,88.0,260,336,77.4,65,139,46.8,3,2.7,2.5,29,48,19
1488,Marko Lazetić,1,1,100.0,18,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0
1489,Darko Lazović,517,836,61.8,8845,3738,248,317,78.2,199,291,68.4,55,152,36.2,5,6.4,5.3,45,49,34
1490,Manuel Lazzari,1033,1183,87.3,14314,5026,622,666,93.4,327,376,87.0,38,55,69.1,0,0.7,0.9,10,49,13
1491,Théo Le Bris,491,611,80.4,6675,1852,304,358,84.9,160,187,85.6,10,24,41.7,2,1.2,1.7,14,26,11
1492,Julien Le Cardinal,90,121,74.4,1556,466,42,52,80.8,36,48,75.0,9,14,64.3,0,0.6,0.4,4,8,4
1493,Jérémy Le Douaron,264,390,67.7,3664,803,159,208,76.4,78,118,66.1,10,19,52.6,3,1.7,1.1,17,18,14
1494,Enzo Le Fée,1708,2118,80.6,28806,9189,773,868,89.1,645,777,83.0,184,307,59.9,6,6.8,4.7,67,170,37
1495,Vincent Le Goff,1702,2044,83.3,26725,11113,867,967,89.7,690,791,87.2,93,189,49.2,0,0.7,1.7,14,135,28
1496,Maxime Le Marchand,958,1208,79.3,18366,7641,364,412,88.3,461,527,87.5,111,231,48.1,0,0.3,0.5,2,85,9
1497,Robin Le Normand,1533,1740,88.1,30128,8968,485,542,89.5,862,926,93.1,171,240,71.3,0,0.1,0.6,3,93,2
1498,Rafael Leão,595,845,70.4,10191,3212,282,365,77.3,226,302,74.8,65,107,60.7,8,7.0,6.2,49,64,59
1499,Paolo Lebas,12,16,75.0,208,72,6,10,60.0,6,6,100.0,0,0,,0,0.0,0.0,0,2,0
1500,Jean-Louis Leca,32,39,82.1,953,690,10,11,90.9,8,8,100.0,14,20,70.0,0,0.0,0.0,0,1,0
1501,Benjamin Lecomte,179,275,65.1,6302,5234,21,21,100.0,66,67,98.5,92,184,50.0,0,0.1,0.0,1,5,0
1502,Benjamin Lecomte,411,643,63.9,12683,9750,53,53,100.0,171,177,96.6,186,409,45.5,0,0.1,0.0,1,3,0
1503,Jeremías Ledesma,585,1114,52.5,22172,18695,58,60,96.7,223,230,97.0,303,818,37.0,0,0.0,0.1,1,42,1
1504,Pierre Lees-Melou,1198,1461,82.0,24298,8391,455,520,87.5,482,551,87.5,222,322,68.9,5,2.3,2.4,16,150,14
1505,Diogo Leite,1071,1366,78.4,21437,7772,358,420,85.2,555,643,86.3,146,260,56.2,1,0.4,0.7,4,97,4
1506,Maxim Leitsch,249,328,75.9,4691,1687,105,127,82.7,114,142,80.3,27,50,54.0,0,0.0,0.1,1,16,1
1507,Florian Lejeune,1110,1417,78.3,26005,10316,248,285,87.0,633,696,90.9,221,401,55.1,0,0.3,0.4,8,119,5
1508,Iñigo Lekue,624,807,77.3,10406,3685,306,353,86.7,260,329,79.0,45,85,52.9,1,0.7,0.7,13,57,9
1509,Thomas Lemar,690,814,84.8,10150,2771,404,435,92.9,202,238,84.9,52,82,63.4,3,1.9,1.6,26,68,22
1510,Félix Lemaréchal,89,113,78.8,1468,322,49,56,87.5,32,43,74.4,7,12,58.3,0,0.5,0.4,6,6,4
1511,Dexter Lembikisa,10,13,76.9,180,73,5,5,100.0,5,5,100.0,0,0,,0,0.0,0.0,0,2,0
1512,Mario Lemina,566,651,86.9,10051,2917,241,269,89.6,267,289,92.4,51,72,70.8,1,0.3,0.5,3,31,5
1513,Mario Lemina,569,637,89.3,9544,2701,253,268,94.4,252,265,95.1,42,75,56.0,0,0.1,0.2,4,44,3
1514,Tim Lemperle,28,53,52.8,344,123,17,26,65.4,5,12,41.7,2,4,50.0,0,1.0,1.0,3,3,2
1515,Clément Lenglet,1270,1465,86.7,23668,8588,484,501,96.6,637,701,90.9,129,219,58.9,2,0.6,0.8,6,80,11
1516,Bernd Leno,1110,1397,79.5,26975,16383,234,235,99.6,651,655,99.4,223,503,44.3,0,0.0,0.0,1,11,0
1517,Christopher Lenz,621,824,75.4,11180,4287,276,309,89.3,261,329,79.3,70,149,47.0,2,2.6,3.1,24,46,17
1518,Donovan Léon,38,79,48.1,1559,1309,4,4,100.0,10,10,100.0,23,64,35.9,0,0.0,0.0,0,5,0
1519,Sergio León,138,206,67.0,2143,398,72,92,78.3,46,65,70.8,9,20,45.0,1,1.2,0.6,12,5,6
1520,Johann Lepenant,1163,1301,89.4,19634,4333,504,570,88.4,524,554,94.6,90,103,87.4,2,1.2,1.3,10,115,6
1521,Mehdi Léris,618,932,66.3,8836,2937,373,446,83.6,177,290,61.0,37,89,41.6,1,1.8,1.7,20,48,19
1522,Jefferson Lerma,1317,1611,81.8,20458,7229,695,793,87.6,502,581,86.4,77,146,52.7,0,2.3,3.1,18,126,23
1523,Benjamin Leroy,533,875,60.9,18415,15715,60,60,100.0,211,215,98.1,261,593,44.0,0,0.0,0.1,0,22,0
1524,Léo Leroy,387,521,74.3,6219,2029,202,263,76.8,123,149,82.6,35,60,58.3,0,0.9,1.1,11,34,10
1525,Alexandre Letellier,4,4,100.0,68,43,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0
1526,Ruan Levine,13,14,92.9,198,27,5,5,100.0,7,7,100.0,0,0,,0,0.1,0.0,1,1,0
1527,Robert Lewandowski,602,793,75.9,8306,1669,369,440,83.9,165,214,77.1,30,46,65.2,7,6.3,5.3,35,49,31
1528,Jamie Leweling,39,57,68.4,546,108,24,28,85.7,8,15,53.3,4,7,57.1,1,0.3,0.3,3,2,2
1529,Jamal Lewis,12,14,85.7,192,71,3,3,100.0,8,9,88.9,0,0,,0,0.0,0.0,0,0,0
1530,Rico Lewis,617,675,91.4,8779,1476,378,400,94.5,203,219,92.7,19,23,82.6,0,1.5,1.6,12,38,10
1531,Keane Lewis-Potter,49,86,57.0,600,118,33,50,66.0,12,17,70.6,1,10,10.0,1,1.2,0.3,5,2,3
1532,Dimitri Liénard,728,982,74.1,13692,4011,299,347,86.2,299,372,80.4,106,224,47.3,0,1.9,2.5,31,49,25
1533,Philipp Lienhart,1369,1612,84.9,29859,8951,332,375,88.5,833,896,93.0,196,308,63.6,0,0.3,0.5,3,74,4
1534,Matthijs de Ligt,1902,2088,91.1,36626,12291,619,660,93.8,1114,1178,94.6,162,216,75.0,1,0.5,0.8,6,155,6
1535,Dimitris Limnios,13,23,56.5,190,28,7,8,87.5,4,8,50.0,1,3,33.3,0,0.1,0.1,2,1,0
1536,Victor Lindelöf,866,930,93.1,15313,4622,318,336,94.6,479,495,96.8,54,76,71.1,0,0.1,0.4,3,35,2
1537,Jesper Lindstrøm,325,514,63.2,4294,1166,208,279,74.6,83,129,64.3,14,39,35.9,2,2.8,3.2,19,20,15
1538,Karol Linetty,832,966,86.1,13835,3130,391,439,89.1,366,395,92.7,55,84,65.5,0,0.9,0.8,20,77,5
1539,Jesse Lingard,236,297,79.5,3558,897,121,137,88.3,88,104,84.6,14,28,50.0,0,0.7,0.5,11,27,7
1540,Samuel Lino,878,1163,75.5,12024,2590,538,613,87.8,256,342,74.9,36,77,46.8,1,2.1,3.7,27,46,30
1541,Pol Lirola,240,325,73.8,3762,1309,135,154,87.7,79,107,73.8,16,38,42.1,0,0.7,0.6,6,10,3
1542,Mateusz Lis,213,314,67.8,5648,4318,50,51,98.0,92,96,95.8,66,161,41.0,0,0.0,0.0,0,5,0
1543,Marcin Listkowski,16,24,66.7,204,71,14,16,87.5,0,3,0.0,1,4,25.0,0,0.0,0.0,0,0,0
1544,Valentino Livramento,21,26,80.8,302,93,10,13,76.9,11,11,100.0,0,1,0.0,0,0.0,0.0,0,1,0
1545,Dejan Ljubicic,445,615,72.4,6899,1962,249,301,82.7,142,185,76.8,36,66,54.5,1,2.1,1.9,27,39,22
1546,Javier Llabrés,4,4,100.0,37,12,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0
1547,Diego Llorente,356,429,83.0,6969,2284,118,130,90.8,203,228,89.0,33,59,55.9,0,0.0,0.0,0,17,0
1548,Diego Llorente,264,300,88.0,4937,1576,100,109,91.7,141,152,92.8,22,32,68.8,0,0.1,0.1,1,15,0
1549,Marcos Llorente,660,816,80.9,9299,2473,380,415,91.6,202,260,77.7,34,55,61.8,2,3.6,3.1,29,30,30
1550,Hugo Lloris,561,728,77.1,13442,8398,174,177,98.3,241,242,99.6,146,305,47.9,0,0.0,0.0,0,13,0
1551,Giovani Lo Celso,578,694,83.3,9815,2691,294,331,88.8,191,225,84.9,72,92,78.3,3,3.3,3.1,31,51,29
1552,Stanislav Lobotka,2163,2301,94.0,35855,8577,1040,1095,95.0,890,933,95.4,172,191,90.1,1,1.0,1.3,17,214,14
1553,Manuel Locatelli,1114,1362,81.8,20892,7015,478,547,87.4,462,526,87.8,153,225,68.0,2,1.8,1.3,22,144,13
1554,Luka Lochoshvili,627,791,79.3,11677,4375,236,259,91.1,343,386,88.9,46,125,36.8,2,1.1,0.2,5,43,3
1555,Bradley Locko,362,470,77.0,5529,2311,199,229,86.9,129,177,72.9,21,38,55.3,0,0.5,0.5,8,44,7
1556,Bradley Locko,99,127,78.0,1802,710,42,46,91.3,43,58,74.1,11,19,57.9,0,0.2,0.2,2,8,3
1557,Renan Lodi,583,877,66.5,10215,3529,272,323,84.2,242,339,71.4,57,162,35.2,1,1.2,1.3,13,25,14
1558,Ruben Loftus-Cheek,782,907,86.2,11417,2878,475,530,89.6,263,291,90.4,29,37,78.4,1,1.5,1.8,16,78,18
1559,Sean Longstaff,943,1163,81.1,15457,4299,470,538,87.4,362,415,87.2,78,129,60.5,4,3.3,2.6,23,80,21
1560,Ademola Lookman,492,649,75.8,6802,2025,284,333,85.3,144,189,76.2,25,44,56.8,6,6.6,4.9,39,30,33
1561,Anthony Lopes,792,1026,77.2,20368,14374,173,173,100.0,392,396,99.0,223,447,49.9,0,0.0,0.0,0,9,0
1562,Rony Lopes,603,872,69.2,10507,3108,286,358,79.9,211,287,73.5,76,157,48.4,5,4.9,4.1,50,68,29
1563,David López,1082,1203,89.9,20522,7606,373,400,93.3,607,637,95.3,93,146,63.7,1,0.6,0.5,8,57,1
1564,Diego López,22,29,75.9,462,309,7,8,87.5,11,11,100.0,4,10,40.0,0,0.0,0.0,0,0,0
1565,Diego López,101,151,66.9,1553,496,56,73,76.7,30,46,65.2,9,14,64.3,1,1.1,1.0,10,7,11
1566,Maxime Lopez,1471,1673,87.9,25307,8848,676,738,91.6,611,675,90.5,144,190,75.8,0,2.1,2.3,32,179,19
1567,Pau López,877,1116,78.6,23244,14324,143,145,98.6,461,468,98.5,269,495,54.3,2,0.4,0.3,3,17,1
1568,Unai López,745,929,80.2,13818,3802,332,372,89.2,283,328,86.3,110,175,62.9,2,1.4,1.9,21,102,14
1569,Dion Lopy,627,741,84.6,12141,3116,229,274,83.6,279,318,87.7,97,118,82.2,1,1.6,0.7,15,82,4
1570,Anthony Losilla,650,962,67.6,10825,3793,311,413,75.3,266,376,70.7,52,110,47.3,2,2.2,2.2,14,62,8
1571,Jordan Lotomba,1183,1412,83.8,17087,5822,700,775,90.3,408,484,84.3,38,69,55.1,2,0.9,1.4,16,70,22
1572,Matteo Lovato,274,325,84.3,5071,1760,99,112,88.4,136,155,87.7,30,44,68.2,0,0.0,0.0,0,8,0
1573,Dejan Lovren,961,1096,87.7,18828,6015,322,355,90.7,522,560,93.2,109,161,67.7,0,0.5,0.4,2,65,0
1574,Sandi Lovrić,767,963,79.6,12855,3831,378,432,87.5,266,320,83.1,83,142,58.5,6,3.2,3.0,47,86,24
1575,Jamal Lowe,2,4,50.0,18,3,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,1
1576,Anthony Lozano,198,293,67.6,2420,589,123,159,77.4,54,80,67.5,4,12,33.3,1,0.8,1.0,11,19,6
1577,Hirving Lozano,441,588,75.0,6393,1550,250,291,85.9,140,182,76.9,30,50,60.0,3,3.3,3.3,30,25,40
1578,Pol Lozano,5,8,62.5,91,46,2,3,66.7,2,3,66.7,1,2,50.0,0,0.0,0.0,0,0,0
1579,Jean Lucas,134,154,87.0,2491,633,60,67,89.6,54,59,91.5,17,22,77.3,0,0.2,0.2,3,19,1
1580,Jhon Lucumí,1731,1951,88.7,32107,11819,691,732,94.4,842,902,93.3,181,263,68.8,1,0.4,0.6,9,98,6
1581,José Luis Gayà,1284,1734,74.0,21391,7892,681,744,91.5,466,625,74.6,115,276,41.7,3,5.5,5.6,58,94,40
1582,José Luis Morales,181,258,70.2,2380,486,121,150,80.7,46,66,69.7,7,11,63.6,0,1.6,1.0,9,4,10
1583,José Luis Palomino,428,518,82.6,7998,2928,169,191,88.5,214,242,88.4,44,70,62.9,0,0.3,0.3,2,26,4
1584,Douglas Luiz,1494,1812,82.5,26492,6527,614,681,90.2,664,767,86.6,158,277,57.0,6,4.4,2.9,45,123,19
1585,Romelu Lukaku,277,404,68.6,3427,748,153,197,77.7,65,98,66.3,15,27,55.6,6,4.1,2.9,32,17,15
1586,Castello Lukeba,2034,2257,90.1,37132,14125,761,812,93.7,1110,1182,93.9,138,207,66.7,0,0.3,0.8,3,133,5
1587,Dodi Lukebakio,422,613,68.8,6794,1573,224,296,75.7,117,165,70.9,52,86,60.5,3,4.4,4.8,29,18,26
1588,Saša Lukić,192,218,88.1,3180,681,86,97,88.7,91,99,91.9,12,16,75.0,0,0.0,0.1,0,20,2
1589,Saša Lukić,627,732,85.7,11788,2410,232,265,87.5,307,339,90.6,78,102,76.5,0,1.4,1.3,16,54,8
1590,Andriy Lunin,205,227,90.3,4750,3000,45,45,100.0,117,120,97.5,43,61,70.5,0,0.0,0.0,0,0,0
1591,Andrey Lunyov,35,44,79.5,880,696,9,9,100.0,17,19,89.5,9,16,56.3,0,0.0,0.0,0,1,0
1592,Sebastiano Luperto,1474,1705,86.5,29332,10243,461,492,93.7,809,878,92.1,183,298,61.4,0,0.6,0.4,3,54,3
1593,Lyanco,400,558,71.7,7719,2787,137,163,84.0,208,263,79.1,44,110,40.0,1,0.5,0.1,4,31,3
1594,Charalambos Lykogiannis,518,731,70.9,8881,3581,246,280,87.9,219,287,76.3,45,117,38.5,0,1.5,1.5,18,51,17
1595,Youssouf M'Changama,384,489,78.5,6630,1857,175,207,84.5,150,170,88.2,40,82,48.8,0,0.9,1.2,11,35,8
1596,Awer Mabil,34,54,63.0,422,149,22,28,78.6,6,10,60.0,2,9,22.2,0,0.0,0.0,1,4,0
1597,Alexis Mac Allister,1586,1844,86.0,24936,6259,847,930,91.1,591,653,90.5,101,148,68.2,2,4.3,4.4,47,151,33
