,name,passes completed,passes attempted,passes success rate,total distance of passes (yards),progressive distance,short passes completed,short passes attempted,short passes succes rate,medium passes completed,medium passes attempted,medium passes succes rate,long passes completed,long passes attempted,long passes succes rate,assists,expected assists 2nd deegree,expected assists,key passes,passes into 1/3,passes into penalty area
730,Brahim Díaz,575,719,80.0,8239,2469,329,375,87.7,193,231,83.5,26,46,56.5,7,5.6,3.4,41,80,40
731,Luis Díaz,376,462,81.4,5698,1124,215,256,84.0,127,150,84.7,25,27,92.6,2,1.5,1.3,13,25,13
732,Justin Diehl,2,2,100.0,19,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0
733,Bamba Dieng,27,43,62.8,367,34,18,26,69.2,5,9,55.6,2,2,100.0,0,0.1,0.1,2,1,2
734,Bamba Dieng,106,141,75.2,1536,201,56,69,81.2,37,46,80.4,6,10,60.0,0,0.6,0.3,5,5,0
735,Eric Dier,1708,2001,85.4,32594,12717,636,688,92.4,866,934,92.7,179,317,56.5,1,1.2,0.6,7,76,8
736,Florian Dietz,39,76,51.3,487,111,27,40,67.5,7,20,35.0,2,5,40.0,0,0.3,0.5,4,4,0
737,Lucas Digne,696,927,75.1,11016,4245,387,432,89.6,247,337,73.3,49,105,46.7,0,1.9,1.9,18,40,23
738,Federico Dimarco,925,1257,73.6,17591,5969,392,448,87.5,377,472,79.9,129,268,48.1,3,6.9,5.5,59,67,42
739,Stole Dimitrievski,690,1124,61.4,20209,14772,118,118,100.0,331,336,98.5,240,658,36.5,0,0.0,0.0,1,21,0
740,Junior Dina Ebimbe,366,505,72.5,5732,1852,192,235,81.7,143,189,75.7,20,49,40.8,1,1.4,1.3,9,37,8
741,Tristan Dingomé,55,78,70.5,840,252,31,34,91.2,19,28,67.9,3,9,33.3,0,0.3,0.2,4,7,1
742,Eren Dinkçi,50,77,64.9,778,134,27,37,73.0,18,26,69.2,4,7,57.1,0,0.6,1.2,6,1,2
743,Sinaly Diomande,1257,1468,85.6,22048,7796,505,557,90.7,605,679,89.1,101,161,62.7,0,0.2,0.4,3,96,3
744,Lois Diony,109,142,76.8,1202,221,72,82,87.8,17,25,68.0,1,3,33.3,0,0.3,0.2,5,6,2
745,Edan Diop,89,121,73.6,1431,396,45,58,77.6,37,46,80.4,5,7,71.4,0,0.8,0.6,3,9,6
746,Issa Diop,1216,1399,86.9,23784,7827,386,427,90.4,710,761,93.3,112,189,59.3,0,0.4,0.5,2,69,4
747,Sofiane Diop,556,703,79.1,8948,2261,283,336,84.2,199,246,80.9,46,71,64.8,4,1.9,1.9,21,53,18
748,Sofiane Diop,20,33,60.6,276,92,14,19,73.7,2,6,33.3,2,5,40.0,0,0.1,0.1,3,0,2
749,Yehvann Diouf,851,1063,80.1,23462,15373,97,98,99.0,460,466,98.7,289,490,59.0,0,0.0,0.0,1,6,0
750,Axel Disasi,1630,1957,83.3,32964,12826,524,593,88.4,873,970,90.0,203,330,61.5,3,1.2,1.7,9,211,12
751,Tiago Djaló,1481,1599,92.6,25798,8970,629,666,94.4,696,724,96.1,119,152,78.3,0,0.1,0.3,2,72,0
752,Djené,884,1154,76.6,16135,6389,361,404,89.4,411,484,84.9,96,206,46.6,1,0.7,1.4,7,72,13
753,Moussa Djenepo,179,244,73.4,2605,772,104,119,87.4,60,83,72.3,8,20,40.0,2,0.5,0.4,9,13,5
754,Koffi Djidji,1249,1441,86.7,22239,6388,504,543,92.8,617,672,91.8,101,171,59.1,0,0.1,0.3,2,81,5
755,Alexander Djiku,1215,1507,80.6,25533,10650,326,384,84.9,679,778,87.3,190,303,62.7,2,0.7,1.2,11,117,13
756,Berat Djimsiti,953,1093,87.2,16622,5292,419,457,91.7,451,495,91.1,68,109,62.4,1,0.2,0.5,4,48,2
757,Moussa Djitte,24,32,75.0,275,43,14,16,87.5,7,11,63.6,1,2,50.0,0,0.0,0.0,1,3,1
758,Ouparine Djoco,26,40,65.0,516,382,8,8,100.0,13,13,100.0,4,18,22.2,0,0.0,0.0,0,0,0
759,Marko Dmitrović,271,508,53.3,9990,8313,33,33,100.0,111,112,99.1,127,356,35.7,0,0.0,0.1,0,22,1
760,Alan Do Marcolino,2,2,100.0,28,2,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0
761,Ben Doak,10,14,71.4,86,17,9,10,90.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0,0,0
762,Ritsu Doan,437,625,69.9,6572,1840,261,329,79.3,125,168,74.4,31,52,59.6,4,3.2,4.0,27,44,28
763,Dodô,1222,1504,81.3,21567,6692,535,596,89.8,548,657,83.4,117,191,61.3,3,2.2,2.0,28,93,29
764,Danilho Doekhi,756,955,79.2,13777,4912,306,353,86.7,373,433,86.1,65,128,50.8,1,0.4,0.7,7,69,4
765,Matt Doherty,329,408,80.6,4896,1222,190,204,93.1,107,137,78.1,18,35,51.4,0,0.3,0.3,6,14,5
766,Matt Doherty,6,9,66.7,81,3,4,5,80.0,1,1,100.0,1,3,33.3,0,0.0,0.0,0,0,0
767,Josh Doig,360,534,67.4,6111,2875,181,220,82.3,141,207,68.1,32,70,45.7,3,1.2,1.3,12,28,12
768,Jeremy Doku,433,521,83.1,6731,1455,222,262,84.7,177,203,87.2,24,27,88.9,2,4.9,4.0,30,27,35
769,Kasper Dolberg,19,28,67.9,257,27,13,18,72.2,3,5,60.0,2,3,66.7,1,0.4,0.0,1,1,0
770,Kasper Dolberg,55,79,69.6,677,96,33,41,80.5,14,24,58.3,1,1,100.0,0,0.4,0.3,4,3,2
771,Carlos Dominguez,28,34,82.4,465,222,14,16,87.5,12,12,100.0,2,5,40.0,0,0.0,0.0,0,1,0
772,Nicolás Domínguez,1169,1420,82.3,18139,5084,618,693,89.2,408,483,84.5,85,130,65.4,2,2.9,2.8,36,118,25
773,John Donald,356,427,83.4,5839,1808,168,192,87.5,155,179,86.6,22,30,73.3,0,0.1,0.1,2,23,0
774,Giulio Donati,273,321,85.0,5396,1868,94,104,90.4,143,159,89.9,33,46,71.7,0,0.1,0.1,1,19,0
775,Kyliane Dong,35,53,66.0,601,109,15,19,78.9,14,20,70.0,4,8,50.0,0,0.2,0.3,2,1,0
776,Jordan Dongmo,9,10,90.0,120,10,5,5,100.0,4,5,80.0,0,0,,0,0.0,0.0,0,1,0
777,Gianluigi Donnarumma,811,935,86.7,16498,10725,259,260,99.6,413,420,98.3,126,241,52.3,0,0.0,0.0,0,2,0
778,Niklas Dorsch,140,183,76.5,2575,691,56,69,81.2,68,84,81.0,14,25,56.0,0,0.1,0.3,1,7,2
779,Jodel Dossou,39,59,66.1,552,196,26,32,81.3,10,18,55.6,2,5,40.0,0,0.2,0.2,3,5,1
780,Lohann Doucet,67,79,84.8,1244,307,24,30,80.0,34,35,97.1,7,11,63.6,0,0.2,0.0,1,3,1
781,Abdoulaye Doucouré,430,548,78.5,5637,1333,262,317,82.6,140,170,82.4,7,13,53.8,2,2.2,1.4,22,29,10
782,Cheick Doucouré,1038,1247,83.2,17432,5352,478,535,89.3,460,530,86.8,75,104,72.1,3,1.9,1.2,26,110,11
783,Siriné Doucouré,29,46,63.0,381,112,15,22,68.2,11,17,64.7,0,0,,1,0.6,0.7,5,1,3
784,Désiré Doué,351,453,77.5,6004,1339,167,212,78.8,129,158,81.6,38,54,70.4,1,1.5,1.3,15,41,13
785,Guela Doué,9,10,90.0,160,12,3,3,100.0,6,7,85.7,0,0,,0,0.0,0.0,0,0,0
786,Ismaël Doukouré,910,1106,82.3,17110,6266,348,396,87.9,430,487,88.3,101,176,57.4,1,0.4,0.9,4,99,9
787,Kamory Doumbia,428,538,79.6,6994,2058,202,241,83.8,179,212,84.4,31,47,66.0,2,2.9,1.6,18,66,14
788,Souleyman Doumbia,762,952,80.0,11455,3777,417,478,87.2,284,350,81.1,36,75,48.0,0,1.6,1.7,12,46,16
789,Flynn Downes,289,331,87.3,4062,921,183,194,94.3,86,97,88.7,10,14,71.4,0,0.1,0.1,2,25,1
790,Kami Doyle,5,5,100.0,74,0,3,3,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0
791,Bartłomiej Drągowski,808,1173,68.9,21748,14971,205,206,99.5,355,362,98.1,240,594,40.4,1,0.1,0.2,1,22,3
792,Cody Drameh,30,38,78.9,457,153,17,21,81.0,11,12,91.7,2,5,40.0,0,0.0,0.0,0,2,0
793,Dion Drena Beljo,159,250,63.6,2058,467,94,141,66.7,46,73,63.0,5,8,62.5,2,1.7,0.9,15,11,4
794,Dominick Drexler,325,498,65.3,5190,1661,159,215,74.0,110,154,71.4,29,57,50.9,3,2.1,1.6,19,30,20
795,Domingos Duarte,742,963,77.1,15659,6506,238,281,84.7,369,442,83.5,130,225,57.8,2,0.8,0.1,4,52,1
796,Martin Dúbravka,49,54,90.7,1046,696,21,21,100.0,19,19,100.0,8,13,61.5,0,0.0,0.0,0,1,0
797,Marvin Ducksch,583,956,61.0,9974,2854,294,390,75.4,170,288,59.0,81,198,40.9,6,5.5,6.0,52,42,21
798,Ondrej Duda,323,433,74.6,5654,1659,148,177,83.6,128,154,83.1,35,64,54.7,0,0.3,0.5,5,42,5
799,Ondrej Duda,208,279,74.6,3598,866,97,115,84.3,82,101,81.2,20,37,54.1,0,0.7,0.8,8,28,5
800,Shane Duffy,16,20,80.0,308,61,5,5,100.0,9,10,90.0,2,4,50.0,0,0.0,0.0,0,0,0
801,Rémy Dugimont,41,61,67.2,634,122,17,27,63.0,15,21,71.4,4,5,80.0,1,0.3,0.1,3,3,1
802,Denzel Dumfries,745,1004,74.2,12394,3688,358,416,86.1,313,409,76.5,56,111,50.5,4,4.9,3.9,32,32,32
803,Alfred Duncan,421,540,78.0,7705,2400,173,198,87.4,183,217,84.3,49,88,55.7,0,0.6,0.7,14,58,10
804,Lewis Dunk,2911,3223,90.3,54839,19942,1066,1128,94.5,1525,1600,95.3,279,428,65.2,0,1.0,0.9,9,178,9
805,Maxime Dupé,994,1271,78.2,25377,16802,169,169,100.0,560,570,98.2,258,523,49.3,0,0.0,0.0,0,6,0
806,Jhon Durán,16,29,55.2,264,47,8,12,66.7,7,12,58.3,1,2,50.0,0,0.0,0.0,1,1,1
807,Pablo Durán,14,21,66.7,201,13,10,14,71.4,3,4,75.0,1,3,33.3,0,0.0,0.0,0,0,0
808,Julien Duranville,11,17,64.7,164,100,5,5,100.0,4,8,50.0,1,1,100.0,0,0.3,0.5,2,0,3
809,Hugo Duro,203,277,73.3,2602,327,134,169,79.3,47,63,74.6,6,12,50.0,1,1.1,0.5,11,13,1
810,Jean-Kevin Duverne,1059,1480,71.6,18165,7953,521,601,86.7,385,531,72.5,117,248,47.2,0,0.8,1.0,10,113,14
811,Paulo Dybala,650,833,78.0,11560,2954,340,384,88.5,189,235,80.4,100,149,67.1,6,6.9,4.5,53,49,21
812,Edin Džeko,364,528,68.9,5741,1417,195,253,77.1,122,173,70.5,30,55,54.5,3,3.2,3.3,23,39,20
813,Malcolm Ebiowei,5,10,50.0,98,16,2,4,50.0,2,2,100.0,1,2,50.0,0,0.0,0.0,0,0,0
814,Festy Ebosele,101,151,66.9,1691,748,52,64,81.3,39,56,69.6,9,17,52.9,1,0.9,0.5,5,9,9
815,Enzo Ebosse,453,557,81.3,8801,3202,179,201,89.1,203,240,84.6,65,102,63.7,0,0.0,0.1,1,43,4
816,Tyronne Ebuehi,688,881,78.1,11680,4092,301,347,86.7,316,380,83.2,54,102,52.9,4,1.9,1.1,12,26,11
817,Ederson,1079,1257,85.8,26248,17275,237,239,99.2,563,572,98.4,278,442,62.9,1,0.2,0.2,1,13,0
818,Éderson,884,1091,81.0,15666,4516,374,434,86.2,378,436,86.7,97,133,72.9,1,2.3,2.1,21,93,15
819,Odsonne Édouard,295,412,71.6,3307,535,212,266,79.7,54,86,62.8,5,10,50.0,2,1.2,0.8,17,9,9
820,Samuel Edozie,111,164,67.7,1348,354,75,93,80.6,22,34,64.7,5,10,50.0,0,0.4,0.4,8,6,6
821,Maximilian Eggestein,660,864,76.4,10099,3171,355,435,81.6,239,282,84.8,36,56,64.3,2,1.7,1.9,23,83,18
822,Lilian Egloff,42,73,57.5,574,201,29,39,74.4,11,16,68.8,1,5,20.0,0,0.4,0.8,4,3,3
823,Íñigo Eguaras,458,543,84.3,7955,2756,223,247,90.3,172,193,89.1,51,73,69.9,1,0.6,1.2,11,50,9
824,Kingsley Ehizibue,412,565,72.9,6819,2543,191,230,83.0,169,216,78.2,38,68,55.9,0,0.9,1.1,8,32,12
825,Kingsley Ehizibue,15,24,62.5,275,142,8,10,80.0,3,6,50.0,4,6,66.7,0,0.0,0.0,0,1,1
826,Julian Eitschberger,1,1,100.0,10,4,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0
827,Chidera Ejuke,227,292,77.7,3432,773,127,152,83.6,66,82,80.5,23,31,74.2,3,1.3,0.9,10,28,10
828,Albin Ekdal,606,782,77.5,8887,3150,334,401,83.3,214,260,82.3,27,60,45.0,2,1.6,0.9,10,62,17
829,Hugo Ekitike,271,331,81.9,3321,391,188,221,85.1,54,71,76.1,6,9,66.7,4,1.6,1.6,11,13,11
830,Emmanuel Ekong,3,4,75.0,54,0,2,3,66.7,0,0,,1,1,100.0,0,0.0,0.0,0,0,0
831,Anthony Elanga,95,130,73.1,1201,298,65,86,75.6,23,32,71.9,3,3,100.0,1,0.9,1.0,6,3,3
832,Alberth Elis,33,44,75.0,405,137,24,32,75.0,6,7,85.7,0,2,0.0,0,0.2,0.3,3,2,3
833,Mikael Ellertsson,24,40,60.0,322,82,16,18,88.9,7,14,50.0,0,5,0.0,0,0.0,0.0,1,3,0
834,Harvey Elliott,809,1009,80.2,12346,3197,442,494,89.5,296,363,81.5,45,85,52.9,2,3.5,4.3,26,68,41
835,Elif Elmas,879,1012,86.9,12087,2837,551,596,92.4,252,291,86.6,37,58,63.8,3,1.9,2.3,27,60,31
836,Mohamed Elneny,57,60,95.0,1031,224,23,23,100.0,27,29,93.1,6,6,100.0,0,0.0,0.0,0,3,2
837,Aritz Elustondo,653,809,80.7,10994,4008,302,337,89.6,296,359,82.5,42,81,51.9,1,1.1,0.4,4,39,7
838,Nico Elvedi,1967,2149,91.5,36425,11114,704,749,94.0,1082,1140,94.9,157,209,75.1,0,0.3,0.5,5,50,1
839,Rodrigo Ely,1197,1475,81.2,26201,10151,292,339,86.1,705,777,90.7,192,336,57.1,1,0.8,0.6,6,54,3
840,Mohamed Elyounoussi,426,633,67.3,5950,1637,272,348,78.2,108,167,64.7,28,56,50.0,1,2.1,1.7,18,32,19
841,Adri Embarba,356,557,63.9,6340,1897,162,200,81.0,122,178,68.5,48,110,43.6,3,3.4,2.6,32,22,12
842,Adri Embarba,4,6,66.7,80,37,2,3,66.7,1,2,50.0,1,1,100.0,0,0.0,0.1,0,0,0
843,Breel Embolo,307,448,68.5,4498,1110,168,228,73.7,91,128,71.1,21,25,84.0,2,3.2,2.4,28,27,19
844,Emerson,848,1060,80.0,13378,3797,437,482,90.7,330,392,84.2,53,93,57.0,1,0.6,1.0,9,58,17
845,Youssef En-Nesyri,156,241,64.7,2202,328,96,135,71.1,50,75,66.7,4,8,50.0,1,1.1,0.5,10,4,1
846,Julio Enciso,179,258,69.4,2242,548,126,167,75.4,45,66,68.2,3,8,37.5,2,1.7,1.4,13,14,9
847,Wataru Endo,1170,1477,79.2,20923,6187,498,606,82.2,513,599,85.6,130,191,68.1,4,4.7,3.9,46,138,28
848,Arne Engels,397,619,64.1,7580,2725,170,217,78.3,157,207,75.8,62,149,41.6,3,2.2,1.9,24,45,9
849,Christian Eriksen,1203,1485,81.0,19681,6193,629,700,89.9,429,502,85.5,105,198,53.0,8,4.2,3.4,36,149,27
850,Martin Erlic,1111,1295,85.8,22928,7861,323,360,89.7,609,665,91.6,168,245,68.6,0,0.2,0.6,2,48,3
851,Tjark Ernst,26,35,74.3,680,539,7,7,100.0,10,10,100.0,9,18,50.0,0,0.0,0.0,0,0,0
852,Gonzalo Escalante,222,290,76.6,3755,1430,99,117,84.6,103,122,84.4,16,36,44.4,1,0.2,0.1,4,30,2
853,Gonzalo Escalante,325,433,75.1,5212,1513,178,208,85.6,120,152,78.9,23,52,44.2,1,1.5,1.0,10,41,5
854,Sergio Escudero,528,743,71.1,9041,3725,259,286,90.6,201,271,74.2,55,132,41.7,0,1.8,1.6,16,30,16
855,Alfonso Espino,989,1542,64.1,17362,8062,467,571,81.8,395,582,67.9,107,294,36.4,4,4.2,3.7,35,84,37
856,Bernardo Espinosa,812,913,88.9,15137,5671,274,299,91.6,482,512,94.1,52,92,56.5,1,0.0,0.2,1,30,0
857,Salvatore Esposito,500,653,76.6,8468,2456,254,281,90.4,187,225,83.1,44,108,40.7,0,1.5,1.3,12,49,6
858,Maxime Estève,609,748,81.4,11413,3907,213,248,85.9,325,361,90.0,55,113,48.7,0,0.1,0.3,1,38,0
859,Pervis Estupiñán,1576,1926,81.8,22843,7059,922,1017,90.7,545,661,82.5,60,110,54.5,5,5.4,4.1,51,103,44
860,Jonny Evans,690,789,87.5,13684,5215,211,227,93.0,400,430,93.0,73,114,64.0,0,0.0,0.2,1,43,2
861,Edu Expósito,389,530,73.4,6692,2025,166,198,83.8,168,206,81.6,36,86,41.9,2,2.4,2.2,22,45,20
862,Eberechi Eze,923,1178,78.4,14106,3902,531,607,87.5,294,353,83.3,67,148,45.3,4,4.3,3.1,57,88,35
863,Kimberly Ezekwem,6,8,75.0,74,19,3,3,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0,1,0
864,Nicolás Ezequiel Fernández,178,240,74.2,2850,1150,101,110,91.8,47,61,77.0,21,43,48.8,1,0.8,1.1,13,14,16
865,Abdessamad Ezzalzouli,365,549,66.5,5242,1286,222,268,82.8,107,164,65.2,24,51,47.1,2,1.9,3.8,12,13,24
866,Łukasz Fabiański,598,930,64.3,18882,15094,117,117,100.0,225,228,98.7,254,579,43.9,0,0.0,0.0,0,12,0
867,Fabinho,1617,1832,88.3,26192,6163,817,882,92.6,627,680,92.2,125,180,69.4,2,2.1,1.9,17,131,17
868,Fábio,87,117,74.4,1376,431,47,57,82.5,34,44,77.3,4,11,36.4,0,0.6,0.7,4,5,5
869,Noah Fadiga,499,625,79.8,7725,2860,241,283,85.2,219,251,87.3,20,52,38.5,0,0.1,0.6,2,39,10
870,Wout Faes,1581,1846,85.6,29211,10369,593,654,90.7,859,939,91.5,116,218,53.2,2,0.6,0.6,9,70,5
871,Wout Faes,95,115,82.6,2016,841,22,28,78.6,54,58,93.1,16,23,69.6,0,0.0,0.2,1,8,2
872,Nicolò Fagioli,505,607,83.2,8123,1759,278,307,90.6,173,201,86.1,44,73,60.3,3,1.3,1.1,15,49,18
873,Ralf Fährmann,304,442,68.8,9920,8106,40,41,97.6,132,135,97.8,131,264,49.6,0,0.0,0.1,0,18,0
874,Romain Faivre,452,543,83.2,6643,1953,254,290,87.6,152,178,85.4,22,37,59.5,3,2.1,2.6,17,33,22
875,Romain Faivre,145,170,85.3,2183,685,84,92,91.3,43,49,87.8,10,18,55.6,1,0.3,0.6,6,17,3
876,Radamel Falcao,123,167,73.7,1625,211,81,100,81.0,34,40,85.0,4,7,57.1,0,0.1,0.2,3,7,1
877,Wladimiro Falcone,597,1167,51.2,19884,15815,88,88,100.0,221,230,96.1,285,836,34.1,0,0.2,0.1,3,16,2
878,Fali,455,593,76.7,10475,4321,117,133,88.0,239,281,85.1,97,165,58.8,0,0.2,0.2,4,49,4
879,Fallou Fall,12,13,92.3,263,155,1,2,50.0,10,10,100.0,1,1,100.0,0,0.0,0.0,0,1,0
880,Mamadou Fall,13,16,81.3,254,64,3,3,100.0,8,9,88.9,2,3,66.7,0,0.0,0.0,0,0,1
881,Davide Faraoni,394,592,66.6,7297,3426,167,205,81.5,167,237,70.5,53,112,47.3,3,1.0,0.7,11,34,20
882,Ansu Fati,509,609,83.6,6451,1024,359,398,90.2,114,136,83.8,18,23,78.3,3,1.7,2.3,16,23,19
883,Khalil Fayad,283,341,83.0,4478,1236,141,158,89.2,114,129,88.4,18,36,50.0,2,1.4,0.7,12,21,4
884,Cheikh Faye,5,9,55.6,62,17,4,4,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0
885,Federico Fazio,410,536,76.5,7740,3216,139,170,81.8,214,250,85.6,47,94,50.0,0,0.1,0.1,3,24,3
886,Jacopo Fazzini,257,326,78.8,3410,878,166,184,90.2,66,78,84.6,10,27,37.0,0,0.9,0.8,9,16,4
887,Zouhair Feddal,159,201,79.1,3405,1439,44,49,89.8,83,96,86.5,26,48,54.2,0,0.1,0.0,2,6,1
888,Nabil Fekir,378,484,78.1,4746,1367,226,258,87.6,90,107,84.1,18,55,32.7,2,2.7,2.4,23,34,14
889,Felipe,411,568,72.4,7998,3250,154,187,82.4,198,240,82.5,50,112,44.6,1,0.9,0.8,7,17,2
890,Felipe,121,132,91.7,2265,847,44,45,97.8,66,72,91.7,10,12,83.3,0,0.0,0.0,1,15,0
891,Luiz Felipe,753,884,85.2,13198,5133,306,336,91.1,356,397,89.7,69,111,62.2,0,0.3,0.3,3,33,1
892,João Félix,274,356,77.0,4034,1122,172,194,88.7,74,101,73.3,20,39,51.3,0,0.5,1.0,7,29,17
893,João Félix,171,228,75.0,2307,680,98,113,86.7,42,60,70.0,11,29,37.9,3,1.4,1.0,10,14,10
894,Ohis Felix Uduokhai,558,734,76.0,10809,3480,187,225,83.1,315,361,87.3,50,120,41.7,1,0.3,0.4,3,34,2
895,Kiko Femenía,667,778,85.7,10318,2945,344,371,92.7,273,308,88.6,32,62,51.6,0,0.7,0.4,9,49,10
896,Evan Ferguson,180,225,80.0,2299,340,131,153,85.6,42,52,80.8,4,7,57.1,2,0.7,0.5,11,4,6
897,Lewis Ferguson,1039,1218,85.3,14524,2797,632,690,91.6,332,376,88.3,37,68,54.4,0,1.0,1.2,16,70,12
898,Bruno Fernandes,1498,2030,73.8,25425,8933,767,897,85.5,495,633,78.2,181,331,54.7,8,16.7,10.7,119,148,89
899,Edimilson Fernandes,832,1190,69.9,17686,6806,286,323,88.5,372,456,81.6,157,352,44.6,3,1.3,2.0,15,67,14
900,Aitor Fernández,518,793,65.3,18920,16063,44,45,97.8,205,212,96.7,269,531,50.7,0,0.0,0.1,0,33,0
901,Álex Fernández,602,720,83.6,10263,3036,305,329,92.7,207,237,87.3,74,120,61.7,0,1.6,1.9,17,57,6
902,Álvaro Fernández,231,358,64.5,8998,7511,19,19,100.0,83,85,97.6,129,252,51.2,0,0.2,0.1,1,16,0
903,Carlos Fernández,96,148,64.9,1274,273,51,78,65.4,35,48,72.9,0,3,0.0,0,0.6,0.3,7,4,4
904,Enzo Fernández,1269,1440,88.1,24396,7284,504,549,91.8,546,604,90.4,193,240,80.4,2,2.4,2.7,20,164,25
905,Federico Fernández,8,14,57.1,204,130,1,2,50.0,5,8,62.5,2,4,50.0,0,0.0,0.0,0,0,0
906,Joaquín Fernández,820,994,82.5,16781,6545,249,270,92.2,445,502,88.6,110,185,59.5,0,0.1,0.2,2,53,4
907,Valery Fernández,295,356,82.9,4143,830,187,206,90.8,75,95,78.9,20,24,83.3,2,1.2,0.7,18,12,8
908,Fernando,919,1313,70.0,27494,20366,132,133,99.2,440,448,98.2,342,721,47.4,0,0.0,0.0,0,16,0
909,Fernando,768,873,88.0,13835,3514,330,365,90.4,352,376,93.6,73,102,71.6,1,0.7,0.4,9,52,3
910,Alex Ferrari,384,456,84.2,7605,2387,114,126,90.5,220,242,90.9,41,67,61.2,0,0.4,0.6,3,17,1
911,Alex Ferrari,339,458,74.0,6421,2306,129,161,80.1,169,203,83.3,38,78,48.7,0,0.1,0.2,3,27,5
912,Salvador Ferrer,73,95,76.8,1365,482,29,33,87.9,32,41,78.0,10,16,62.5,0,0.0,0.0,1,3,0
913,Jordan Ferri,1695,1989,85.2,30870,9895,716,793,90.3,705,785,89.8,213,310,68.7,2,3.0,3.3,31,155,28
914,Fidel,631,897,70.3,10113,3511,364,429,84.8,173,238,72.7,64,132,48.5,2,2.3,2.5,28,89,15
915,Karol Fila,33,41,80.5,464,131,15,17,88.2,16,19,84.2,0,1,0.0,0,0.0,0.0,0,5,1
916,Vincenzo Fiorillo,16,24,66.7,535,491,1,1,100.0,6,6,100.0,8,16,50.0,0,0.0,0.0,0,0,0
917,Roberto Firmino,444,566,78.4,5932,1908,277,324,85.5,123,155,79.4,18,26,69.2,4,2.5,2.2,21,47,19
918,Junior Firpo,454,621,73.1,7182,3286,230,278,82.7,199,253,78.7,20,55,36.4,1,0.8,0.7,8,38,9
919,Kilian Fischer,223,273,81.7,3747,1495,109,120,90.8,91,109,83.5,19,31,61.3,0,0.4,0.3,5,19,4
920,Mark Flekken,1035,1468,70.5,34098,25402,93,97,95.9,498,506,98.4,443,856,51.8,0,0.3,0.3,4,58,3
921,Florian Flick,129,185,69.7,2170,656,64,82,78.0,50,63,79.4,11,25,44.0,0,0.0,0.1,1,13,0
922,Alexis Flips,690,1034,66.7,12630,5069,313,395,79.2,263,366,71.9,95,204,46.6,6,6.2,6.7,44,83,45
923,Alessandro Florenzi,130,172,75.6,2370,661,52,57,91.2,64,78,82.1,12,34,35.3,0,0.5,1.1,6,8,6
924,Phil Foden,904,1111,81.4,13670,2403,527,577,91.3,287,343,83.7,55,103,53.4,6,4.7,4.8,43,38,37
925,Seko Fofana,1590,1820,87.4,25744,5048,806,880,91.6,604,674,89.6,120,157,76.4,5,3.6,3.3,35,137,33
926,Wesley Fofana,117,140,83.6,1995,559,44,44,100.0,64,74,86.5,6,13,46.2,0,0.0,0.0,0,16,0
927,Wesley Fofana,779,872,89.3,12895,3325,346,367,94.3,394,430,91.6,27,53,50.9,0,0.1,0.3,2,50,2
928,Yahia Fofana,227,325,69.8,6001,4360,42,42,100.0,112,113,99.1,71,168,42.3,0,0.0,0.0,0,3,0
929,Youssouf Fofana,1419,1738,81.6,24636,7618,617,748,82.5,602,688,87.5,146,211,69.2,2,4.4,3.0,32,185,34
930,Thomas Foket,1011,1257,80.4,16877,4625,445,535,83.2,470,555,84.7,66,103,64.1,1,2.8,2.9,23,67,17
931,José Fonte,1781,1979,90.0,33014,11617,687,728,94.4,875,944,92.7,181,257,70.4,0,0.4,0.9,4,104,1
932,Pablo Fornals,557,771,72.2,9313,2676,261,300,87.0,208,277,75.1,61,124,49.2,1,1.7,2.0,20,60,12
933,Emil Forsberg,422,520,81.2,5980,1691,259,300,86.3,124,145,85.5,20,32,62.5,4,2.3,2.6,18,47,21
934,Adam Forshaw,196,244,80.3,3318,1127,102,111,91.9,59,67,88.1,28,51,54.9,0,0.9,0.6,8,30,4
935,Fraser Forster,266,363,73.3,6319,4013,79,79,100.0,125,127,98.4,61,154,39.6,0,0.0,0.0,0,2,0
936,Philipp Förster,394,546,72.2,6401,2309,218,251,86.9,122,169,72.2,41,86,47.7,7,3.4,2.9,27,51,16
937,Steven Fortes,1,3,33.3,15,11,0,1,0.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0
938,Timothy Fosu-Mensah,93,119,78.2,1267,310,62,69,89.9,27,34,79.4,2,9,22.2,0,0.3,0.2,4,2,2
939,Dimitri Foulquier,663,932,71.1,11039,4516,338,381,88.7,261,361,72.3,51,120,42.5,2,1.7,2.0,12,61,21
940,Juan Foyth,1116,1276,87.5,18588,7017,571,619,92.2,438,480,91.3,91,132,68.9,0,1.6,1.4,13,90,13
941,Raphael Framberger,33,64,51.6,404,291,22,27,81.5,9,19,47.4,0,10,0.0,0,0.0,0.1,1,2,1
942,Tyrese Francois,2,2,100.0,12,2,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,1,0
943,Bartol Franjić,61,79,77.2,929,258,33,36,91.7,21,27,77.8,4,7,57.1,1,0.1,0.1,2,6,1
