,Player,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist
654,Diego Demme,847,30,178,515,162,5,847,6,3,50.0,3,50.0,548,2753,1273
655,Diego Demme,1244,21,234,817,201,9,1244,19,11,57.9,8,42.1,729,3512,1824
656,Jason Denayer,1777,169,827,930,30,11,1777,11,9,81.8,2,18.2,1209,6763,4168
657,Leander Dendoncker,1640,104,558,889,196,38,1640,21,16,76.2,5,23.8,767,3409,1941
658,Kévin Denkey,217,1,13,108,97,25,217,9,7,77.8,2,22.2,122,534,197
659,Stefano Denswil,1504,116,614,793,111,15,1504,7,5,71.4,2,28.6,828,4556,2639
660,Fabio Depaoli,934,52,209,371,366,44,934,41,20,48.8,21,51.2,484,2506,1344
661,Kastriot Dermaku,512,117,332,175,9,3,512,0,0,,0,,263,1377,726
662,Daniele Dessena,849,27,160,530,171,24,849,23,12,52.2,11,47.8,484,2630,1247
663,Mattia Destro,42,0,4,23,15,8,42,1,1,100.0,0,0.0,25,90,36
664,Mattia Destro,40,1,3,16,21,8,40,3,3,100.0,0,0.0,20,123,76
665,Gerard Deulofeu,1112,11,134,361,647,133,1111,105,62,59.0,43,41.0,751,6112,3408
666,Deyverson,91,5,10,38,43,6,91,5,3,60.0,2,40.0,49,158,61
667,Samuel Di Carmine,347,11,23,143,181,56,345,6,3,50.0,3,50.0,205,750,211
668,Federico Di Francesco,469,4,56,195,229,37,469,27,15,55.6,12,44.4,286,1897,845
669,Giovanni Di Lorenzo,2538,128,679,1276,593,61,2538,33,21,63.6,12,36.4,1655,7693,4592
670,Ángel Di María,1584,4,81,635,883,117,1582,133,67,50.4,66,49.6,989,6153,3165
671,Boulaye Dia,550,20,66,239,259,85,549,48,22,45.8,26,54.2,317,2130,916
672,Fousseni Diabaté,621,3,99,278,256,41,621,47,29,61.7,18,38.3,358,2806,1228
673,Moussa Diaby,927,7,84,403,465,90,927,107,68,63.6,39,36.4,690,5855,3024
674,Mouctar Diakhaby,960,134,537,405,23,5,960,6,6,100.0,0,0.0,631,3754,1943
675,Bafodé Diakité,820,119,422,365,43,10,820,6,4,66.7,2,33.3,462,2392,1463
676,Abdou Diallo,1167,77,358,765,55,9,1167,19,16,84.2,3,15.8,726,4110,2637
677,Amad Diallo,23,0,0,10,14,3,23,2,1,50.0,1,50.0,20,109,62
678,Habib Diallo,753,47,74,350,338,97,750,42,21,50.0,21,50.0,379,2300,802
679,Ibrahima Diallo,992,40,288,635,84,4,992,32,26,81.3,6,18.8,617,3567,1781
680,Moussa Diarra,65,4,31,34,0,0,65,0,0,,0,,33,168,110
681,Lucas Dias,115,106,115,0,0,0,115,0,0,,0,,39,193,112
682,Amadou Diawara,1120,34,242,747,141,7,1119,11,11,100.0,0,0.0,693,3855,2102
683,Brahim Díaz,57,0,5,32,21,6,57,5,2,40.0,3,60.0,40,317,163
684,Víctor Díaz,1889,131,637,831,445,14,1889,25,11,44.0,14,56.0,821,3363,1717
685,Bakaye Dibassy,1121,112,514,533,80,12,1121,13,11,84.6,2,15.4,565,2816,1454
686,Eric Dier,1082,110,469,562,53,12,1082,4,4,100.0,0,0.0,662,2739,1327
687,Lucas Digne,2376,99,631,921,842,52,2376,36,23,63.9,13,36.1,1009,4362,2418
688,Mitchell Dijks,649,32,197,279,179,6,649,24,6,25.0,18,75.0,364,1835,1056
689,Javairô Dilrosun,584,9,121,287,194,33,584,55,38,69.1,17,30.9,340,3182,1733
690,Federico Dimarco,477,16,99,205,182,19,477,4,3,75.0,1,25.0,301,1313,750
691,Federico Dimarco,18,0,4,9,5,1,18,0,0,,0,,7,55,31
692,Tristan Dingomé,441,4,51,223,167,15,441,5,3,60.0,2,40.0,224,703,191
693,Lois Diony,177,1,5,70,104,26,177,6,1,16.7,5,83.3,110,550,190
694,Issa Diop,1317,229,698,588,39,25,1317,7,5,71.4,2,28.6,630,3407,1747
695,Papakouli Diop,1033,47,170,664,206,25,1033,12,4,33.3,8,66.7,447,1733,562
696,Assane Dioussé,62,1,18,41,4,0,62,3,2,66.7,1,33.3,27,208,115
697,Axel Disasi,1759,212,978,733,56,20,1759,8,4,50.0,4,50.0,1003,6034,4050
698,Tiago Djaló,507,37,219,279,17,0,507,4,3,75.0,1,25.0,319,1610,887
699,Djené,1305,130,620,641,57,14,1305,18,14,77.8,4,22.2,492,3242,1563
700,Moussa Djenepo,461,15,79,189,198,44,461,66,44,66.7,22,33.3,291,2178,1227
701,Koffi Djidji,526,100,306,215,12,0,526,9,8,88.9,1,11.1,259,1112,468
702,Alexander Djiku,1486,111,655,781,63,15,1486,17,12,70.6,5,29.4,883,3743,2088
703,Berat Djimsiti,2155,121,832,1119,217,39,2155,11,8,72.7,2,18.2,1263,4955,2441
704,Naïs Djouahra,25,0,2,10,13,2,25,1,1,100.0,0,0.0,18,128,106
705,Marko Dmitrović,1153,877,1144,9,1,1,1153,1,1,100.0,0,0.0,533,3426,2352
706,Matt Doherty,2196,74,488,1088,632,89,2196,48,28,58.3,20,41.7,954,5061,3057
707,Kasper Dolberg,527,29,49,253,230,68,527,35,13,37.1,22,62.9,285,1544,495
708,Keagan Dolly,93,2,6,45,43,2,93,6,2,33.3,4,66.7,47,245,87
709,Jaume Doménech,501,447,501,0,0,0,501,0,0,,0,,230,1285,941
710,Nicolás Domínguez,492,16,110,280,105,7,492,6,4,66.7,2,33.3,250,1055,452
711,Giulio Donati,1152,92,379,559,225,14,1152,19,10,52.6,9,47.4,630,3534,2359
712,Ji Dong-won,34,0,2,17,15,4,34,1,0,0.0,1,100.0,24,90,19
713,Anastasios Donis,193,4,17,76,108,20,193,33,21,63.6,12,36.4,125,1331,585
714,Alfredo Donnarumma,585,1,33,271,289,102,583,21,11,52.4,10,47.6,352,1561,718
715,Gianluigi Donnarumma,1239,1085,1236,3,0,0,1239,0,0,,0,,665,3146,1893
716,Mathieu Dossevi,950,5,112,335,519,62,950,55,31,56.4,24,43.6,614,4128,1973
717,Bas Dost,573,20,42,319,213,78,573,4,2,50.0,2,50.0,182,591,173
718,Abdoulaye Doucouré,2090,68,387,1100,646,100,2090,67,40,59.7,27,40.3,1241,5965,3130
719,Mamadou Doucouré,9,0,4,5,0,0,9,0,0,,0,,8,33,5
720,Moussa Doumbia,957,7,119,408,458,65,956,83,40,48.2,43,51.8,644,4883,2528
721,Souleyman Doumbia,362,20,122,167,79,2,362,8,5,62.5,3,37.5,170,1120,737
722,Souleyman Doumbia,58,3,15,30,13,1,58,5,3,60.0,2,40.0,32,172,75
723,Tommy Doyle,21,0,0,14,7,0,21,0,0,,0,,14,67,7
724,Mohamed Dräger,1036,49,334,481,241,26,1036,45,15,33.3,30,66.7,563,4068,1982
725,Aleksandar Dragović,1056,57,367,647,44,3,1056,1,1,100.0,0,0.0,576,2419,1348
726,Bartłomiej Drągowski,977,875,976,0,1,1,977,0,0,,0,,494,3210,2148
727,Julian Draxler,550,2,61,332,165,21,550,15,9,60.0,6,40.0,330,2133,1149
728,Dominick Drexler,852,24,153,382,330,48,852,34,17,50.0,17,50.0,509,2888,1423
729,Danny Drinkwater,200,5,55,116,30,2,200,4,1,25.0,3,75.0,97,431,182
730,Danny Drinkwater,28,2,5,20,3,0,28,0,0,,0,,9,33,8
731,Josip Drmić,241,8,23,127,93,22,241,14,6,42.9,8,57.1,129,444,140
732,Domingos Duarte,1576,212,876,663,48,24,1576,7,5,71.4,2,28.6,815,4445,2306
733,Léo Duarte,232,25,124,102,7,6,232,1,1,100.0,0,0.0,143,644,260
734,Óscar Duarte,304,66,225,72,8,6,304,1,1,100.0,0,0.0,149,822,403
735,Rubén Duarte,1651,94,539,804,322,29,1651,12,4,33.3,8,66.7,721,3084,1578
736,Edgaras Dubickas,2,0,0,2,0,0,2,0,0,,0,,1,8,1
737,Leo Dubois,1109,45,285,585,251,9,1109,21,11,52.4,10,47.6,618,2905,1582
738,Martin Dúbravka,1198,1000,1192,6,0,0,1198,0,0,,0,,508,3675,2574
739,Ondrej Duda,470,15,73,244,159,9,470,10,6,60.0,4,40.0,266,1010,445
740,Ondrej Duda,248,6,28,152,74,10,248,23,18,78.3,5,21.7,143,708,283
741,Shane Duffy,807,115,446,330,34,19,807,4,3,75.0,1,25.0,357,1742,913
742,Haris Duljević,237,1,20,104,119,10,237,23,13,56.5,10,43.5,144,1127,576
743,Paul Dummett,671,90,313,289,70,6,671,2,1,50.0,1,50.0,264,1286,700
744,Alfred Duncan,504,13,103,260,150,12,504,33,21,63.6,12,36.4,331,1756,782
745,Alfred Duncan,577,27,108,320,158,14,577,22,12,54.5,10,45.5,308,1581,768
746,Lewis Dunk,2655,408,1487,1086,99,48,2655,7,5,71.4,2,28.6,1506,8106,4367
747,Erik Durm,321,10,84,113,130,14,321,7,4,57.1,3,42.9,142,830,373
748,Riza Durmisi,117,5,27,53,37,1,117,2,0,0.0,2,100.0,60,280,108
749,Hugo Duro,125,3,14,43,70,17,125,0,0,,0,,67,345,116
750,Jean-Kevin Duverne,999,117,513,465,25,5,999,11,7,63.6,4,36.4,581,3471,2011
751,Paulo Dybala,1833,1,89,771,996,113,1832,107,65,60.7,42,39.3,1314,6606,2959
752,Edin Džeko,1165,40,68,508,599,217,1165,65,35,53.8,29,44.6,634,3660,1525
753,Blerim Džemaili,447,11,65,263,125,10,447,10,10,100.0,0,0.0,280,1596,860
754,Bruno Ecuele Manga,1629,237,1026,576,37,23,1629,7,6,85.7,1,14.3,872,3845,1993
755,Simone Edera,201,2,22,83,96,17,201,14,4,28.6,10,71.4,120,625,341
756,Ederson,1148,886,1130,19,0,0,1148,0,0,,0,,800,3620,2521
757,John Egan,1682,228,843,782,65,50,1682,2,1,50.0,1,50.0,688,3495,1958
758,Johannes Eggestein,261,5,45,121,98,23,261,4,1,25.0,3,75.0,169,782,329
759,Maximilian Eggestein,1796,72,343,1031,439,36,1796,46,22,47.8,24,52.2,1128,4751,2427
760,Kingsley Ehizibue,1476,86,493,692,309,17,1476,63,36,57.1,28,44.4,665,3834,2070
761,Albin Ekdal,1449,87,346,918,210,25,1449,36,26,72.2,10,27.8,744,4665,2561
762,Harvey Elliott,16,0,0,6,10,0,16,2,1,50.0,1,50.0,11,40,17
763,Elif Elmas,795,10,89,458,255,23,795,28,24,85.7,4,14.3,559,3139,1557
764,Ilay Elmkies,5,1,2,1,2,0,5,0,0,,0,,2,16,15
765,Ahmed Elmohamady,753,49,211,331,216,14,753,11,7,63.6,4,36.4,386,1970,1263
766,Aritz Elustondo,1146,118,520,580,55,16,1146,4,2,50.0,2,50.0,628,3547,2018
767,Nico Elvedi,2034,212,1119,903,31,12,2034,10,9,90.0,1,10.0,1254,6781,3947
768,Rodrigo Ely,1116,158,627,472,21,15,1116,3,3,100.0,0,0.0,555,2299,842
769,Adri Embarba,692,14,105,274,334,24,691,65,29,44.6,36,55.4,409,3103,1440
770,Breel Embolo,654,6,50,312,304,89,653,76,41,53.9,35,46.1,463,2590,1095
771,Emerson,1976,85,582,761,654,96,1976,44,14,31.8,30,68.2,1073,5851,3252
772,Renaud Emond,111,8,18,59,34,10,111,3,2,66.7,1,33.3,50,308,144
773,Alan Empereur,575,63,280,270,28,4,575,2,2,100.0,0,0.0,326,1178,612
774,Youssef En-Nesyri,463,23,41,189,241,65,463,33,16,48.5,17,51.5,257,1327,593
775,Youssef En-Nesyri,248,7,29,125,98,38,248,14,5,35.7,9,64.3,128,815,306
776,Björn Engels,819,151,473,317,30,14,819,1,1,100.0,0,0.0,426,2458,1586
777,Sergi Enrich,727,15,49,328,352,73,727,13,9,69.2,4,30.8,333,1000,216
778,Javier Eraso,382,3,42,174,170,24,382,8,1,12.5,7,87.5,214,803,312
779,Christian Eriksen,881,15,123,448,323,16,881,2,0,0.0,2,100.0,519,2229,1158
780,Christian Eriksen,531,0,46,265,225,25,531,8,6,75.0,2,25.0,275,1335,700
781,Gonzalo Escalante,851,29,142,501,220,33,851,22,16,72.7,6,27.3,385,1637,677
782,Aarón Escandell,131,106,131,0,0,0,131,0,0,,0,,75,487,350
783,Sergio Escudero,706,32,245,313,151,12,706,6,3,50.0,3,50.0,345,1430,810
784,Bernardo Espinosa,1345,162,771,507,74,41,1345,4,3,75.0,1,25.0,578,2571,1245
785,Sebastiano Esposito,111,1,11,30,71,20,110,4,0,0.0,4,100.0,60,185,73
786,Vicente Esquerdo,19,1,5,9,5,0,19,1,0,0.0,1,100.0,15,61,7
787,Alexander Esswein,119,9,36,53,31,6,119,2,1,50.0,1,50.0,56,396,156
788,Pervis Estupiñán,2266,92,589,1058,646,45,2266,114,59,51.8,55,48.2,1195,7168,4246
789,Oghenekaro Etebo,297,5,56,160,88,13,297,6,4,66.7,2,33.3,142,867,384
790,Beñat Etxebarria,235,8,31,153,53,3,235,1,0,0.0,1,100.0,79,347,120
791,Xabier Etxeita,576,58,256,296,29,12,576,1,0,0.0,1,100.0,163,811,396
792,Antony Evans,91,4,21,30,41,2,91,5,2,40.0,3,60.0,41,184,53
793,Jonny Evans,2899,340,1443,1361,106,47,2899,8,6,75.0,2,25.0,1810,8583,4971
794,Edu Expósito,1165,30,198,692,296,21,1163,30,20,66.7,10,33.3,591,2965,1257
795,Valentin Eysseric,179,2,17,63,103,8,179,3,2,66.7,1,33.3,120,482,210
796,Valentin Eysseric,30,0,0,11,19,4,30,0,0,,0,,18,126,83
797,Łukasz Fabiański,720,632,717,3,0,0,720,1,1,100.0,0,0.0,366,2478,1606
798,Fabinho,1783,40,350,1147,295,10,1783,12,9,75.0,3,25.0,1137,5013,2323
799,Fábio,639,22,184,326,133,4,639,9,6,66.7,3,33.3,295,1588,927
800,Cesc Fàbregas,836,14,108,465,266,19,836,5,4,80.0,1,20.0,412,1571,812
801,Fabricio,36,33,36,0,0,0,36,0,0,,0,,19,94,49
802,Ralf Fährmann,12,12,12,0,0,0,12,0,0,,0,,5,19,15
803,Fayçal Fajr,225,3,29,111,86,4,225,1,1,100.0,0,0.0,95,335,124
804,Luca Falbo,2,0,1,1,0,0,2,0,0,,0,,0,0,0
805,Filippo Falco,1224,3,92,511,643,57,1224,84,60,71.4,24,28.6,900,6225,3215
806,Eliseo Falcon,26,4,16,9,1,0,26,2,2,100.0,0,0.0,14,115,89
807,Wladimiro Falcone,70,60,70,0,0,0,70,0,0,,0,,25,132,76
808,Simon Falette,76,12,43,33,2,2,76,1,1,100.0,0,0.0,40,266,145
809,Iago Falque,75,0,0,48,27,4,75,2,2,100.0,0,0.0,51,304,119
810,Iago Falque,364,4,31,175,167,19,361,21,15,71.4,6,28.6,249,1754,686
811,Akin Famewo,0,0,0,0,0,0,0,0,0,,0,,0,0,0
812,Andri Fannar Baldursson,83,3,16,41,26,1,83,2,1,50.0,1,50.0,52,228,87
813,Paolo Faragò,1069,88,341,474,262,17,1069,17,13,76.5,4,23.5,539,2888,1670
814,Davide Faraoni,2166,175,563,960,659,62,2166,58,28,48.3,29,50.0,1006,4082,2098
815,Mohamed Fares,273,14,91,118,66,5,273,6,2,33.3,4,66.7,156,645,297
816,Diego Farias,460,7,61,185,221,44,460,27,19,70.4,8,29.6,323,2098,1177
817,Ansu Fati,703,7,38,207,464,89,703,53,25,47.2,28,52.8,544,3520,1934
818,Julien Faussurier,1483,89,438,668,388,33,1483,17,6,35.3,11,64.7,675,3180,1798
819,Andrea Favilli,282,9,18,140,128,27,282,13,9,69.2,4,30.8,181,968,426
820,Federico Fazio,802,89,356,418,29,13,802,12,8,66.7,4,33.3,397,1990,1030
821,Aleix Febas,861,7,125,474,275,34,861,62,40,64.5,22,35.5,627,3120,1453
822,Zouhair Feddal,1255,141,614,619,32,15,1255,4,4,100.0,0,0.0,723,3811,2277
823,Ljubomir Fejsa,352,21,101,228,25,0,352,1,0,0.0,1,100.0,178,583,139
824,Nabil Fekir,1435,11,129,649,676,130,1434,151,98,64.9,53,35.1,1096,7199,3547
825,Felipe,1186,160,599,551,43,32,1186,6,4,66.7,2,33.3,603,3239,1352
826,Luiz Felipe,1402,175,613,711,82,18,1402,8,6,75.0,2,25.0,836,6110,3285
827,Lucas Felippe,24,0,4,14,6,0,24,0,0,,0,,20,132,76
828,João Félix,738,8,67,350,331,68,738,55,20,36.4,35,63.6,468,2760,1384
829,Ohis Felix Uduokhai,1198,213,764,418,27,12,1198,6,4,66.7,2,33.3,663,3565,1861
830,Kiko Femenía,1510,55,421,681,427,17,1510,32,19,59.4,13,40.6,743,3754,1993
831,Zinedine Ferhat,1222,22,126,469,643,80,1222,104,50,48.1,54,51.9,720,4869,2284
832,Bruno Fernandes,1006,18,98,438,479,39,1002,21,15,71.4,6,28.6,554,2610,1487
833,Edimilson Fernandes,915,64,248,538,140,6,915,21,14,66.7,7,33.3,517,2862,1219
834,Gedson Fernandes,71,1,5,27,39,5,71,8,2,25.0,6,75.0,46,319,183
835,Gelson Fernandes,348,20,110,219,24,1,348,4,1,25.0,3,75.0,127,590,232
836,Matheus Fernandes,79,3,15,49,15,2,79,2,2,100.0,0,0.0,42,93,35
837,Aitor Fernández,1236,1064,1227,9,0,0,1236,0,0,,0,,522,3156,2409
838,Andrés Fernández,169,164,169,0,0,0,169,0,0,,0,,92,373,220
839,Carlos Fernández,927,36,90,427,425,75,926,54,30,55.6,24,44.4,553,2588,923
840,Federico Fernández,1614,254,942,536,150,24,1614,16,10,62.5,6,37.5,831,3506,1421
841,Gabriel Fernández,171,4,13,77,85,28,171,12,7,58.3,5,41.7,115,731,252
842,Joaquín Fernández,960,68,329,583,54,11,960,9,7,77.8,2,22.2,442,1709,711
843,Fernandinho,2492,198,895,1493,113,22,2492,13,13,100.0,0,0.0,1855,11030,7448
844,Fernando,1907,142,672,1066,187,34,1907,18,12,66.7,6,33.3,930,4044,1793
845,Juan Ferney Otero,524,15,79,232,224,25,524,30,10,33.3,20,66.7,294,1705,743
846,Alex Ferrari,566,55,267,283,21,6,566,7,5,71.4,2,28.6,264,1304,714
847,Facundo Ferreyra,176,5,15,79,83,22,176,3,3,100.0,0,0.0,82,325,113
848,Jordan Ferri,859,12,140,553,178,10,859,32,21,65.6,11,34.4,498,2732,1462
849,Oliver Fink,371,12,61,192,124,22,371,10,6,60.0,4,40.0,151,696,293
850,Alfreð Finnbogason,349,10,41,160,148,41,348,12,6,50.0,6,50.0,193,755,247
851,Roberto Firmino,1558,16,103,697,775,211,1558,90,52,57.8,38,42.2,1082,5483,2646
852,Junior Firpo,932,21,203,464,271,27,932,17,9,52.9,8,47.1,579,2714,1704
853,John Fleck,1414,36,205,608,619,37,1414,60,44,73.3,16,26.7,607,3286,1753
854,Mark Flekken,472,423,471,1,0,0,472,0,0,,0,,259,1486,841
855,Sergio Floccari,349,3,28,144,179,40,349,22,16,72.7,6,27.3,227,1290,331
856,Alessandro Florenzi,786,39,204,389,201,23,786,10,3,30.0,7,70.0,383,2073,1198
857,Alessandro Florenzi,554,34,197,236,122,17,554,9,7,77.8,2,22.2,286,1228,629
858,Phil Foden,628,2,51,242,346,60,628,30,25,83.3,5,16.7,454,2198,1157
859,Mamadou Fofana,964,82,434,490,45,3,964,6,3,50.0,3,50.0,415,1930,895
860,Seko Fofana,1297,24,212,714,411,49,1297,98,71,72.4,27,27.6,911,5894,2903
861,Wesley Fofana,830,82,456,341,43,12,830,8,3,37.5,5,62.5,465,3351,2011
862,Youssouf Fofana,560,8,97,326,146,15,560,17,9,52.9,8,47.1,333,1979,1140
863,Youssouf Fofana,444,18,100,296,57,5,444,19,6,31.6,13,68.4,260,1585,970
864,Thomas Foket,1553,83,531,690,342,25,1553,21,13,61.9,8,38.1,693,4459,2639
865,Lamine Fomba,621,24,143,337,153,20,621,22,13,59.1,9,40.9,259,1449,652
866,José Fonte,1678,116,646,976,59,33,1678,3,2,66.7,1,33.3,917,3878,2264
867,Pablo Fornals,1159,14,169,522,487,45,1159,33,15,45.5,18,54.5,687,3377,1574
868,Emil Forsberg,653,7,45,364,255,32,651,30,22,73.3,8,26.7,421,2649,1392
869,Hernâni Fortes,258,7,60,67,138,27,258,19,7,36.8,12,63.2,177,1482,836
870,Ben Foster,1320,998,1285,34,1,1,1320,2,2,100.0,0,0.0,623,4891,3465
871,Lyle Foster,27,1,3,10,15,1,27,1,0,0.0,1,100.0,14,94,14
872,Timothy Fosu-Mensah,84,2,18,48,19,2,84,2,1,50.0,1,50.0,42,154,79
873,Dimitri Foulquier,21,2,8,9,6,0,21,2,2,100.0,0,0.0,9,87,73
874,Dimitri Foulquier,562,39,173,275,127,5,562,21,16,76.2,5,23.8,269,1716,1027
875,Juan Foyth,80,8,27,45,8,0,80,4,2,50.0,2,50.0,45,181,82
876,Gianluca Frabotta,73,2,15,40,18,1,73,1,0,0.0,1,100.0,38,205,111
877,Raphael Framberger,670,41,253,299,125,5,670,13,8,61.5,5,38.5,254,1380,629
878,Simon Francis,711,103,373,269,73,12,711,7,4,57.1,3,42.9,407,1734,802
879,Mike Frantz,160,4,38,89,36,9,160,2,2,100.0,0,0.0,86,409,199
880,Ryan Fraser,1129,22,171,401,573,58,1129,24,12,50.0,12,50.0,800,4732,2646
881,Fred,2059,61,433,1170,478,20,2059,53,40,75.5,13,24.5,1154,5708,2903
882,Ryan Fredericks,1396,92,458,571,377,28,1396,31,11,35.5,20,64.5,637,3518,1972
883,Kieron Freeman,2,0,0,0,2,0,2,0,0,,0,,1,3,2
884,Luke Freeman,202,6,27,72,108,4,202,12,8,66.7,4,33.3,117,666,347
885,Remo Freuler,1914,44,314,1120,495,40,1914,26,14,53.8,11,42.3,1214,6279,3258
886,Marco Friedl,1582,106,529,760,306,14,1582,21,13,61.9,8,38.1,845,3310,1628
887,Marvin Friedrich,1557,157,815,684,85,38,1557,19,12,63.2,7,36.8,864,4549,2471
888,Samúel Friðjónsson,132,8,62,59,11,1,132,0,0,,0,,67,200,57
889,Jorge de Frutos,26,0,7,10,9,3,26,2,1,50.0,1,50.0,15,56,20
890,Christian Fuchs,753,29,275,375,106,1,753,5,2,40.0,3,60.0,391,1375,681
891,Angelo Fulgini,1142,10,156,597,411,48,1142,77,50,64.9,26,33.8,670,3883,2212
892,Niclas Füllkrug,172,6,11,70,91,31,172,7,4,57.1,3,42.9,89,405,217
893,Ramiro Funes Mori,311,27,147,155,9,5,311,1,1,100.0,0,0.0,198,1194,711
894,Daniel Fuzato,45,42,45,0,0,0,45,0,0,,0,,21,81,34
895,Matteo Gabbia,506,62,259,233,15,5,506,0,0,,0,,279,1283,753
896,Manolo Gabbiadini,811,18,54,306,456,81,810,26,12,46.2,14,53.8,443,2444,892
897,Gabriel,1108,1014,1103,6,0,0,1108,0,0,,0,,483,2769,2050
898,Ruben Gabrielsen,359,56,205,150,6,4,359,3,3,100.0,0,0.0,233,1084,615
899,Mijat Gaćinović,505,6,82,253,182,26,505,27,14,51.9,13,48.1,266,1504,685
900,Luca Gagliano,17,0,1,13,3,2,17,0,0,,0,,12,33,19
901,Roberto Gagliardini,1178,48,207,639,342,66,1178,18,9,50.0,9,50.0,641,3984,2203
902,Riccardo Gagliolo,1683,146,630,760,303,39,1683,23,16,69.6,7,30.4,850,4128,2505
903,Nicolás Gaitán,39,2,4,20,16,4,39,4,3,75.0,1,25.0,13,67,16
904,Marvin Gakpa,324,3,34,166,128,14,324,8,5,62.5,3,37.5,191,1174,529
905,Enric Gallego,371,9,26,172,175,48,371,10,5,50.0,5,50.0,167,520,164
906,Enric Gallego,79,1,6,40,34,10,79,3,1,33.3,2,66.7,37,116,25
907,Kévin Gameiro,574,6,41,258,281,78,573,29,17,58.6,12,41.4,348,2168,935
908,Fran Gámez,1088,90,349,441,313,18,1088,23,17,73.9,6,26.1,536,2776,1513
909,Idrissa Gana Gueye,1810,33,244,1265,314,22,1810,40,21,52.5,19,47.5,1048,4935,2532
910,Ignatius Ganago,503,14,65,223,222,40,503,39,22,56.4,17,43.6,322,1863,924
911,Ezequiel Garay,1013,143,551,434,32,12,1013,0,0,,0,,618,3884,2136
912,Dani García,1809,85,441,1236,140,8,1809,16,10,62.5,6,37.5,815,3223,1377
913,David García,1554,155,739,780,49,26,1554,2,1,50.0,1,50.0,636,2989,1403
914,Eric García,801,51,310,476,18,3,801,8,6,75.0,2,25.0,614,2735,1540
915,Javi García,238,19,65,160,14,6,238,1,1,100.0,0,0.0,137,585,225
916,Manu García,949,54,197,644,114,27,949,10,6,60.0,4,40.0,486,1726,567
917,Raúl García,600,32,182,273,151,9,600,9,4,44.4,5,55.6,243,1482,758
918,Raúl García,1369,47,168,659,553,103,1362,26,9,34.6,17,65.4,567,2431,1186
919,Raúl García,178,7,46,74,59,0,178,6,4,66.7,2,33.3,78,436,226
920,Rubén García,1356,23,177,586,612,57,1355,47,30,63.8,17,36.2,767,3557,1771
921,Unai García,294,36,132,138,28,4,294,4,3,75.0,1,25.0,122,709,326
922,Víctor García,44,0,10,19,17,3,44,4,3,75.0,1,25.0,21,157,66
923,James Garner,15,1,1,12,3,0,15,0,0,,0,,7,28,9
924,Manuel Garrido,44,2,2,19,23,3,44,1,1,100.0,0,0.0,25,85,22
925,Mario Gaspar,1309,76,421,612,284,40,1309,11,4,36.4,7,63.6,505,1999,1125
926,Daniele Gastaldello,207,42,116,86,6,3,207,1,1,100.0,0,0.0,93,545,353
927,Dwight Gayle,236,9,24,118,95,30,236,3,2,66.7,1,33.3,125,510,209
928,Paulo Gazzaniga,561,508,559,2,0,0,561,0,0,,0,,297,1356,904
929,Jean-Philippe Gbamin,87,7,19,57,12,0,87,3,2,66.7,1,33.3,54,213,69
930,Yann Gboho,95,3,6,41,51,8,95,15,7,46.7,8,53.3,77,478,260
931,David de Gea,1000,917,998,3,0,0,1000,0,0,,0,,444,2290,1419
932,Theodor Gebre Selassie,1619,104,463,876,285,40,1619,13,4,30.8,9,69.2,928,4354,2044
933,Dennis Geiger,704,12,103,394,211,11,704,8,7,87.5,1,12.5,388,1922,899
934,Jérémy Gélin,641,86,329,293,21,8,641,1,0,0.0,1,100.0,436,1745,741
935,Christian Gentner,1385,64,281,784,331,45,1385,24,15,62.5,9,37.5,655,2750,1183
936,Yannick Gerhardt,499,14,80,285,137,13,499,11,6,54.5,5,45.5,256,1265,637
937,Valère Germain,589,27,82,270,237,40,589,6,3,50.0,3,50.0,329,1156,386
938,Gervinho,748,3,69,269,427,117,747,92,50,54.3,40,43.5,559,5121,2677
939,Anwar El Ghazi,840,21,111,276,466,64,839,52,29,55.8,23,44.2,501,3267,1633
940,Rachid Ghezzal,603,13,103,290,220,23,603,28,14,50.0,14,50.0,391,2242,1044
941,Andrea Ghezzi,22,0,4,10,8,2,22,3,0,0.0,3,100.0,14,53,16
942,Paolo Ghiglione,1117,56,306,447,368,28,1117,37,17,45.9,20,54.1,553,2374,1428
943,Andrea Ghion,54,0,9,29,17,1,54,0,0,,0,,30,236,189
944,Saman Ghoddos,121,2,18,54,52,5,121,2,1,50.0,1,50.0,51,275,155
945,Faouzi Ghoulam,336,12,58,160,120,3,336,2,2,100.0,0,0.0,205,925,532
946,Morgan Gibbs-White,94,1,8,48,39,4,94,3,1,33.3,2,66.7,58,300,117
947,Niko Gießelmann,1376,68,515,587,289,14,1376,13,7,53.8,6,46.2,585,3267,1591
948,Rafał Gikiewicz,1463,1107,1453,7,3,2,1463,0,0,,0,,799,4798,3493
949,Bryan Gil,295,0,33,121,147,32,295,21,10,47.6,11,52.4,196,1413,784
950,Bryan Gil,32,0,4,8,20,2,32,7,4,57.1,3,42.9,26,231,92
951,Billy Gilmour,196,4,50,119,29,2,196,5,2,40.0,3,60.0,106,616,230
952,Daniel Ginczek,286,4,22,128,137,33,286,12,6,50.0,6,50.0,127,497,212
953,Matthias Ginter,2476,264,1383,1026,76,29,2476,8,6,75.0,2,25.0,1602,8919,5377
